A,D_IA,D_II,I,R,aux,Time
10.0,10.0,10.0,10.0,1.0,0.0,0.0
10.008844602770603,10.000555256230802,10.000515144752288,10.007559567240476,1.0090271352739943,0.0,0.01
10.016420015699085,10.002379420312192,10.002072147879362,10.011856735376043,1.0180654171720824,0.0,0.02
10.023171079781976,10.00502765125609,10.00411751652119,10.014443360129764,1.0271134048648412,0.0,0.03
10.029360128592337,10.008237615497896,10.006366435352486,10.016151457168553,1.0361701146765174,0.0,0.04
10.035145910459098,10.011850564717141,10.008679248943496,10.017419147434508,1.0452348448161004,0.0,0.05
10.040629475195665,10.015765449108876,10.010990722827868,10.018478015040495,1.054307070258654,0.0,0.06
10.04587831327645,10.01991477820715,10.013274067032947,10.019449196261293,1.0633863836727104,0.0,0.07
10.050939457106734,10.024251519615136,10.015522087771899,10.02039417593673,1.0724724613104764,0.0,0.08
10.055847653819498,10.028740926208316,10.017736473255265,10.021344388060784,1.0815650385317475,0.0,0.09
10.060629489766919,10.03335641164297,10.019922885870976,10.022315155776496,1.090663895919717,0.0,0.1
10.065305454518635,10.038077486357917,10.022088830588986,10.02331201860809,1.099768851331129,0.0,0.11
10.069892790815008,10.042886907621721,10.024241960582867,10.024336974363653,1.1088797442723781,0.0,0.12
10.074403888372432,10.047772285725863,10.026388373899788,10.025390269526646,1.1179964550781916,0.0,0.13
10.078849856771718,10.052722511097956,10.02853393278155,10.026471344638688,1.1271188729056971,0.0,0.14
10.083238212390874,10.057730067367443,10.030682908703087,10.027579220841325,1.1362469188518463,0.0,0.15
10.087580232050104,10.062783677724246,10.032841548076458,10.02871274769197,1.1453804767938092,0.0,0.16
10.091881732827542,10.067877525098588,10.035013350780881,10.02987079440214,1.1545194806844719,0.0,0.17
10.096147499261308,10.073006824960386,10.037201301565418,10.031052225497708,1.1636638738814504,0.0,0.18
10.100382052911739,10.078167055757758,10.039408423317576,10.032255568504695,1.172813600787055,0.0,0.19
10.104587757150558,10.083355854127436,10.04163688252128,10.033478904269622,1.1819686237039875,0.0,0.2
10.10876996164781,10.088567870414249,10.043890499300097,10.034720031314501,1.1911288678047423,0.0,0.21
10.112924974155046,10.09380679685624,10.046166651280451,10.035980439830013,1.2002943849395926,0.0,0.22
10.117061253465634,10.099064174686765,10.048470952050023,10.037257520191641,1.2094650526263826,0.0,0.23
10.121179751516824,10.104339051972167,10.05080195972325,10.038555128360523,1.2186408625146883,0.0,0.24
10.125281691987958,10.109630205040595,10.053160484471286,10.039872911064851,1.2278217906932984,0.0,0.25
