Time,aspp,asa,hs,hsp,phos,thr,asp,nadp,nadph,adp,atp,compartment,vak,vasd,vhdh,vtsy,vhk,vnadph_endo,vatpase
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,10.0,1.0,0.030286442205199826,0.0,0.0,0.0,0.0,0.0021816,0.008282
0.01,0.0002906956493236148,1.1830567691896855e-05,2.5592264914470726e-08,5.916668941399687e-12,9.467616579189242e-05,2.0000000000000013,1.9996974481848868,3.369760142491363e-05,1.9999663023985754,0.0003853718210321483,9.999614628178966,1.0,0.0302246773735052,0.002328999200431201,7.6058741082541725e-06,8.283336517801467e-13,2.3554580909796354e-09,0.002181563242656366,0.008282
0.02,0.0005587150027324347,4.5593782871934836e-05,1.989998733575596e-07,9.250696656035508e-11,0.00021143286072112396,2.000000000000053,1.9993954921365995,8.962313837073598e-05,1.9999103768616293,0.0007701479559533548,9.999229852044046,1.0,0.030167208424264205,0.004421743077830872,2.9307667623938493e-05,1.2950975314585017e-11,1.8316011673044816e-08,0.0021815022390806655,0.008282
0.03,0.0008063029376519573,9.895221936684912e-05,6.532218010883025e-07,4.580940730945435e-10,0.0003480658812805123,2.0000000000003895,1.9990940911814574,0.00016570537166664707,1.9998342946283336,0.001154369277017304,9.998845630722982,1.0,0.030113590789113926,0.006308855125946849,6.359095203710611e-05,6.413317013846504e-11,6.012430925908966e-08,0.002181419248580586,0.008282
0.04,0.0010354209094330987,0.00016986194364139592,1.506979017279671e-06,1.4161631729575752e-09,0.0005026503202137532,2.0000000000016103,1.9987932087719638,0.00026013821952204993,1.999739861780478,0.0015380726457991179,9.9984619273542,1.0,0.03006343954159318,0.008015932063864735,0.00010912544588452442,1.9826284330834268e-10,1.3870999882678973e-07,0.0021813162412301457,0.008282
0.05,0.0012477912514115863,0.00025652704168942735,2.866373546788137e-06,3.383156516466352e-09,0.0006734967938242172,2.0000000000048237,1.9984928119595886,0.0003713386243859073,1.999628661375614,0.0019212914283857903,9.998078708571612,1.0,0.030016419509080648,0.009564541381526865,0.00016473758687580114,4.736419071362418e-10,2.638421973403108e-07,0.0021811949438285197,0.008282
0.06,0.0014449346024085206,0.00035736120640634443,4.82637479712392e-06,6.867272119502671e-09,0.000859114479378561,2.0000000000117897,1.9981928709300028,0.0004979110660458452,1.999502088933954,0.0023040559490618206,9.997695944050935,1.0,0.029972237044446244,0.010972998948201938,0.00022938713809035204,9.61418075432569e-10,4.442660746118896e-07,0.0021810568786091574,0.008282
0.07,0.0016281992112863377,0.0004709576132559991,7.472046527289698e-06,1.245879670958274e-08,0.0010581821867001245,2.0000000000250346,1.9978933586270484,0.0006386198493696167,1.9993613801506305,0.0026863938567899147,9.997313606143207,1.0,0.02993063363135199,0.012256963916477993,0.0003021487533749896,1.744231469241502e-09,6.878155802772877e-07,0.002180903393468308,0.008282
0.08,0.0017987848923649284,0.0005960641595490922,1.0879612854577064e-05,2.0821481424219924e-08,0.001269524721242209,2.000000000047964,1.9975942504343571,0.0007923665170355572,1.9992076334829645,0.0030683304351081663,9.996931669564889,1.0,0.0298913807105708,0.013429904938675538,0.0003821967194476817,2.915007203601214e-09,1.001511371220303e-06,0.002180735686603218,0.008282
0.09,0.0019577639618820752,0.0007315619140539747,1.5117413667385427e-05,3.268462651856585e-08,0.0014920922324792134,2.0000000000849583,1.997295523890597,0.0009581701489829378,1.9990418298510169,0.003449888879039445,9.996550111120957,1.0,0.029854275217249617,0.014503477529544817,0.00046879156550363657,4.575847230148066e-09,1.391648576083409e-06,0.0021805548280014893,0.008282
