Time,ATP,AMP,ADP,Pyr,NADH,Lac,Vmapp1,Kmapp1,Vm2,Km2ATP,Km2AMP,K,Vmapp3,Kmapp3,k4,compartment,v1,v2,v3,v4
0.1,16.294757200313146,0.005223072442997913,1.9727243855175774e-05,1.4607972629550524e-07,255.99999998127714,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05232195431278224,0.00019876293460351416,4.931810589597674e-06,7.303986314775262e-07
0.11,16.294231956638047,0.005744196986747777,2.3846375203065935e-05,1.9204602733251482e-07,255.9999999728569,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05232030613717997,0.00021858728337964227,5.961593253988063e-06,9.602301366625741e-07
0.12,16.293706542031146,0.006265106849711008,2.8351119142493604e-05,2.4628944402524646e-07,255.9999999619337,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052318657422788094,0.00023840220190235058,7.087779012752373e-06,1.2314472201262324e-06
0.13,16.2931809575547,0.006785802120801824,3.324032449478386e-05,3.093455685444489e-07,255.9999999480805,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05231700817293753,0.00025820769374671637,8.310080061273818e-06,1.5467278427222446e-06
0.14,16.292655204268026,0.00730628288893144,3.851284303936743e-05,3.8172074670965e-07,255.99999993084396,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052315358390949994,0.00027800376249274974,9.628209333650647e-06,1.90860373354825e-06
0.15,16.29212928322755,0.00782654924301087,4.4167529433770986e-05,4.63895122405479e-07,255.9999999097473,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052313708080138174,0.0002977904117254784,1.1041880482702049e-05,2.319475612027395e-06
0.16,16.291603195486687,0.00834660127194442,5.020324136159298e-05,5.563206922521697e-07,255.99999988428854,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052312057243805304,0.00031756764503467594,1.2550807916970402e-05,2.7816034612608484e-06
0.17,16.291076942095863,0.00886643906463051,5.6618839501430285e-05,6.594231745244022e-07,255.9999998539424,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05231040588524526,0.0003373354660148689,1.415470679296114e-05,3.297115872622011e-06
0.18,16.290550524102734,0.009386062709971115,6.341318728855867e-05,7.736079966825903e-07,255.9999998181659,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05230875400774326,0.00035709387826567926,1.5853292955571072e-05,3.868039983412951e-06
0.19,16.290023942551908,0.009905472296858344,7.058515122915886e-05,8.992549366561647e-07,255.99999977639348,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052307101614574955,0.00037684288539128395,1.7646283016652967e-05,4.496274683280823e-06
0.2,16.289497198485222,0.010424667914186928,7.813360058742558e-05,1.0367252377140845e-06,255.99999972804372,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05230544870900731,0.0003965824910008748,1.953339427680091e-05,5.183626188570422e-06
0.21,16.28897029294159,0.01094364965084654,8.605740756102313e-05,1.1863592433615343e-06,255.99999967251713,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05230379529429818,0.0004163126987083395,2.1514344769222182e-05,5.931796216807672e-06
0.22,16.28844322695705,0.011462417595723797,9.435544722199548e-05,1.3484780245770433e-06,255.9999996091978,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05230214137369639,0.00043603351213231724,2.3588853244972725e-05,6.742390122885217e-06
0.23,16.287916001564778,0.011980971837701842,0.00010302659751685786,1.5233845113044488e-06,255.99999953745447,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052300486950441795,0.00045574493489616044,2.575663917298794e-05,7.616922556522244e-06
0.24,16.287388617795038,0.01249931246565866,0.00011206973929636379,1.7113634345970784e-06,255.99999945664047,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05229883202776513,0.00047544697062784717,2.8017422747532242e-05,8.556817172985392e-06
0.25,16.286861076675255,0.013017439568468637,0.00012148375626800642,1.912683087076737e-06,255.99999936609552,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052297176608888246,0.0004951396229600203,3.0370924876332237e-05,9.563415435383685e-06
0.26,16.286333379229966,0.013535353235000859,0.00013126753502632588,2.1275954925419994e-06,255.9999992651459,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05229552069702395,0.0005148228955298989,3.281686718816123e-05,1.0637977462709997e-05
0.27,16.28580552648092,0.01405305355412303,0.00014141996494834787,2.3563384552475035e-06,255.9999991531063,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05229386429537633,0.0005344967919794089,3.535497200670657e-05,1.1781692276237518e-05
0.28,16.28527751944696,0.01457054061469519,0.0001519399383344656,2.599134685813366e-06,255.99999902927922,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052292207407140356,0.0005541613159549176,3.798496238579778e-05,1.2995673429066831e-05
0.29,16.28474935914407,0.015087814505571881,0.00016282635034586593,2.856193302274169e-06,255.9999988929564,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05229055003550204,0.0005738164711072959,4.070656209377056e-05,1.4280966511370844e-05
0.3,16.284221046585518,0.01560487531560782,0.0001740780988589828,3.127711005797305e-06,255.9999987434197,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052288892183638906,0.0005934622610921173,4.3519495577087804e-05,1.5638555028986524e-05
0.31,16.2836925827817,0.016121723133650435,0.00018569408463340288,3.413872154839967e-06,255.99999857994152,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05228723385471949,0.000613098689569347,4.642348800232338e-05,1.7069360774199837e-05
0.32,16.283163968740098,0.016638358048537895,0.00019767321134878777,3.7148493432686703e-06,255.99999840178535,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052285575051903156,0.0006327257602032428,4.9418265265400046e-05,1.857424671634335e-05
0.33,16.28263520546546,0.01715478014910656,0.00021001438541709487,4.030804046699322e-06,255.99999820820616,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05228391577834079,0.0006523434766626238,5.2503553944652134e-05,2.015402023349661e-05
0.34,16.282106293959867,0.01767098952419284,0.0002227165159281247,4.361886720562341e-06,255.9999979984506,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05228225603717483,0.0006719518426209222,5.5679081287219665e-05,2.1809433602811704e-05
0.35000000000000003,16.281577235222386,0.018186986262618648,0.00023577851498580006,4.708239229344345e-06,255.99999777175955,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05228059583153836,0.0006915508617555959,5.894457529312528e-05,2.3541196146721726e-05
0.36,16.281048030249373,0.018702770453202927,0.0002491992974233561,5.069993929057473e-06,255.99999752736713,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052278935164555895,0.0007111405377485555,6.229976464407911e-05,2.5349969645287366e-05
0.37,16.28051868003452,0.01921834218476489,0.0002629777807198687,5.4472709040208e-06,255.99999726449772,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05227727403934367,0.0007307208742862692,6.574437868261794e-05,2.7236354520104003e-05
0.38,16.279989185568624,0.019733701546111804,0.00027711288527443306,5.8401856378092696e-06,255.99999698237397,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05227561245900885,0.0007502918750592679,6.927814748065698e-05,2.9200928189046346e-05
0.39,16.27945954783976,0.020248848626047113,0.00029160353420684654,6.248844756163987e-06,255.99999668021226,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05227395042665002,0.0007698535437624393,7.29008017896676e-05,3.124422378081993e-05
0.4,16.278929767833255,0.020763783513368488,0.00030644865339651915,6.673344832359713e-06,255.9999963572217,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052272287945357224,0.000789405884094931,7.661207305041201e-05,3.3366724161798566e-05
0.41000000000000003,16.278399846531684,0.021278506296867585,0.0003216471714743096,7.11377623246973e-06,255.9999960126078,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05227062501821185,0.0008089488997601219,8.04116933909092e-05,3.556888116234865e-05
0.42,16.27786978491488,0.02179301706532994,0.0003371980198150551,7.570223504771623e-06,255.99999564557294,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05226896164828672,0.000828482594465595,8.429939562457427e-05,3.785111752385812e-05
0.43,16.277339583959947,0.022307315907534372,0.0003531001325451585,8.042763382403044e-06,255.99999525531433,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05226729783864608,0.0008480069719230976,8.827491325212205e-05,4.0213816912015216e-05
0.44,16.27680924464123,0.022821402912252407,0.0003693524465461609,8.531465060613519e-06,255.9999948410244,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05226563359234558,0.0008675220358484929,9.233798046246718e-05,4.265732530306759e-05
0.45,16.276278767930375,0.02333527816825003,0.00038595390139893474,9.036393891721683e-06,255.99999440189433,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052263968912432374,0.0008870277899618132,9.6488332118779e-05,4.5181969458608416e-05
0.46,16.275748154796318,0.023848941764285977,0.0004029034394188609,9.557608914635389e-06,255.99999393711158,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05226230380194516,0.0009065242379871693,0.0001007257037672826,4.778804457317695e-05
0.47000000000000003,16.27521740620526,0.024362393789111772,0.0004202000056458722,1.0095162045902546e-05,255.99999344585922,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05226063826391407,0.000926011383652733,0.00010504983163477633,5.047581022951273e-05
0.48,16.27468652312072,0.024875634331471965,0.0004378425478245618,1.0649102095730535e-05,255.99999292731982,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05225897230136079,0.0009454892306907271,0.0001094604526236656,5.324551047865268e-05
0.49,16.274155506503504,0.025388663480103726,0.0004558300164074289,1.1219472591584507e-05,255.99999238067326,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052257305917298595,0.0009649577828373874,0.00011395730431278071,5.6097362957922535e-05
0.5,16.273624357311746,0.025901481323737485,0.0004741613645311076,1.1806311331542691e-05,255.9999918050964,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05225563911473231,0.0009844170438329694,0.00011854012495144076,5.903155665771345e-05
0.51,16.27309307650089,0.026414087951095885,0.0004928355480285928,1.2409652404663138e-05,255.99999119976488,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05225397189665836,0.0010038670174216868,0.00012320865346251647,6.204826202331568e-05
0.52,16.2725616650237,0.02692648345089381,0.0005118515254198476,1.3029526242672169e-05,255.9999905638534,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05225230426606485,0.0010233077073516922,0.00012796262944008853,6.514763121336084e-05
0.53,16.272030123830284,0.027438667911838754,0.0005312082578949905,1.3665958661501626e-05,255.99998989653457,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05225063622593142,0.0010427391173750723,0.00013280179314525078,6.832979330750813e-05
0.54,16.27149845386808,0.027950641422630696,0.0005509047093081419,1.4318971037140564e-05,255.99998919697921,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.0522489677792295,0.0010621612512478236,0.0001377258855045781,7.159485518570282e-05
0.55,16.270966656081878,0.028462404071961343,0.0005709398461817483,1.4988582554888436e-05,255.99998846435852,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05224729892892212,0.0010815741127298021,0.00014273464811121386,7.494291277444217e-05
0.56,16.27043473141382,0.02897395594851456,0.0005913126376906224,1.567480861416264e-05,255.99998769784247,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05224562967796407,0.0011009777055847217,0.00014782782322088608,7.83740430708132e-05
0.5700000000000001,16.269902680803394,0.02948529714096594,0.0006120220556650141,1.6377660017046153e-05,255.999986896599,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05224396002930183,0.0011203720335801162,0.00015300515375268146,8.188830008523077e-05
0.58,16.26937050518747,0.02999642773798301,0.0006330670745692341,1.709714613527284e-05,255.99998605979727,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05224228998587365,0.0011397571004873295,0.0001582663832837075,8.54857306763642e-05
0.59,16.268838205500295,0.0305073478282249,0.0006544466715050239,1.783327306545609e-05,255.99998518660558,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05224061955060958,0.0011591329100814826,0.00016361125604994083,8.916636532728045e-05
0.6,16.268305782673472,0.031018057500342006,0.0006761598262112666,1.8586043343002088e-05,255.9999842761914,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05223894872643142,0.0011784994661414412,0.00016903951694616128,9.293021671501043e-05
0.61,16.267773237636003,0.03152855684297623,0.0006982055210458524,1.9355457408729816e-05,255.99998332772253,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05223727751625278,0.0011978567724498057,0.00017455091152142416,9.677728704364909e-05
0.62,16.267240571314282,0.032038845944760745,0.0007205827409820145,2.0141513472520656e-05,255.99998234036707,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05223560592297911,0.0012172048327928821,0.0001801451859781502,0.00010070756736260328
0.63,16.2667077846321,0.032548924894319806,0.0007432904736058137,2.0944207002241575e-05,255.99998131329298,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05223393394950773,0.0012365436509606564,0.00018582208717150272,0.00010472103501120788
0.64,16.266174878510647,0.033058793780268665,0.0007663277091087435,2.1763530928417585e-05,255.99998024566818,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.0522322615987278,0.0012558732307467728,0.00019158136260754465,0.00010881765464208792
0.65,16.265641853868534,0.03356845269121344,0.0007896934402783895,2.2599476743115866e-05,255.99997913666172,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05223058887352042,0.001275193575948508,0.0001974227604409094,0.00011299738371557933
0.66,16.265108711621778,0.03407790171575102,0.0008133866624944262,2.3452033725425754e-05,255.99997798544288,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05222891577675853,0.0012945046903667494,0.00020334602947380559,0.00011726016862712877
0.67,16.264575452683836,0.034587140942469126,0.0008374063737196713,2.4321188568791288e-05,255.9999767911809,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05222724231130709,0.0013138065778059778,0.0002093509191537869,0.00012160594284395644
0.68,16.26404207796558,0.03509617045994579,0.0008617515744973593,2.5206927010840864e-05,255.99997555304654,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05222556848002295,0.0013330992420742308,0.00021543717957307558,0.0001260346350542043
0.6900000000000001,16.263508588375334,0.03560499035674957,0.0008864212679420899,2.6109232910362445e-05,255.99997427021123,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05222389428575498,0.001352382686983088,0.00022160456146630574,0.00013054616455181222
0.7000000000000001,16.262974984818847,0.03611360072143947,0.0009114144597344095,2.702808741996883e-05,255.99997294184615,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05222221973134398,0.0013716569163476535,0.000227852816209174,0.00013514043709984415
0.71,16.262441268199343,0.03662200164256459,0.000936730158113705,2.796347111189083e-05,255.99997156712436,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05222054481962285,0.001390921933986522,0.00023418169581666874,0.00013981735555945415
0.72,16.261907439417488,0.037130193208664064,0.000962367373872008,2.8915363341100717e-05,255.99997014522023,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052218869553416494,0.0014101777437217579,0.0002405909529415268,0.0001445768167055036
0.73,16.26137349937141,0.037638175508266994,0.0009883251203476238,2.988374213799939e-05,255.99996867530922,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05221719393554183,0.0014294243493788716,0.0002470803408726458,0.00014941871068999694
0.74,16.260839448956713,0.038145948629892325,0.0010146024134186267,3.086858450595867e-05,255.9999671565683,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05221551796880791,0.0014486617547868025,0.00025364961353346416,0.00015434292252979335
0.75,16.260305289066473,0.038653512662049014,0.0010411982715037315,3.1869863524170344e-05,255.99996558817287,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05221384165601585,0.001467889963777899,0.00026029852548218365,0.00015934931762085172
0.76,16.259771020591245,0.0391608676932355,0.001068111715545488,3.2887552776009535e-05,255.9999639693014,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052212164999958864,0.0014871089801878881,0.0002670268319075738,0.00016443776388004767
0.77,16.259236644419083,0.03966801381193954,0.0010953417690038143,3.3921626493667974e-05,255.99996229913538,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05221048800342234,0.0015063188078558438,0.0002738342886273608,0.00016960813246833987
0.78,16.258702161435533,0.040174951106638365,0.0011228874578557025,3.497205714278168e-05,255.999960576857,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052208810669183835,0.0015255194506241798,0.0002807206520881587,0.00017486028571390841
0.79,16.258167572523643,0.0406816796657985,0.001150747810586382,3.603881654920791e-05,255.99995880165022,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05220713300001305,0.001544710912338622,0.00028768567936326604,0.00018019408274603957
0.8,16.25763287856396,0.0411881995778759,0.0011789218581923586,3.712187275206391e-05,255.99995697269762,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05220545499867186,0.0015638931968481942,0.00029472912815343034,0.00018560936376031955
0.81,16.257098080434545,0.04169451093131564,0.0012074086341676946,3.822119265158062e-05,255.99995508918317,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052203776667914384,0.0015830663080051916,0.0003018507567834238,0.0001911059632579031
0.8200000000000001,16.256563179010996,0.0422006138145513,0.0012362071744840626,3.933674680836558e-05,255.9999531502968,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052202098010486975,0.0016022302496651378,0.00030905032419706167,0.0001966837340418279
0.8300000000000001,16.25602817516642,0.0427065083160055,0.001265316517602988,4.046850311547698e-05,255.9999511552282,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05220041902912823,0.001621385025686787,0.00031632758996026796,0.0002023425155773849
0.84,16.25549306977148,0.043212194524089545,0.0012947357044635508,4.1616428954245255e-05,255.99994910316897,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05219873972656907,0.0016405306399320928,0.0003236823142580063,0.00020808214477122626
0.85,16.254957863694344,0.043717672527203585,0.001324463778482243,4.278048956327446e-05,255.99994699331097,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05219706010553262,0.001659667096266196,0.0003311142578942488,0.0002139024478163723
0.86,16.254422557800744,0.04422294241373654,0.0013544997855494919,4.396064733504221e-05,255.9999448248456,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05219538016873435,0.0016787943985574045,0.0003386231822911122,0.00021980323667521106
0.87,16.253887152953965,0.044728004272065136,0.001384842773997807,4.515686900970979e-05,255.99994259697098,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05219369991888209,0.001697912550677138,0.0003462088494808999,0.00022578434504854896
0.88,16.253351650014853,0.04523285819055465,0.0014154917946205792,4.63691187730557e-05,255.99994030888507,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05219201935867602,0.001717021556499943,0.0003538710221108058,0.0002318455938652785
0.89,16.25281604984181,0.04573750425755853,0.0014464459006585677,4.759736034578099e-05,255.99993795978767,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052190338490808674,0.0017361214199034538,0.0003616094634395418,0.00023798680172890495
0.9,16.252280353290814,0.046241942561418385,0.0014777041477961955,4.8841556614884516e-05,255.9999355488802,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052188657317964966,0.0017552121447683804,0.0003694239373364162,0.00024420778307442255
0.91,16.2517445612154,0.046746173190464126,0.001509265594164225,5.0101668181881895e-05,255.9999330753641,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05218697584282221,0.0017742937349784907,0.0003773142082820072,0.00025050834090940946
0.92,16.251208674466707,0.04725019623301304,0.0015411293003062625,5.137765804978582e-05,255.9999305384456,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052185294068050184,0.0017933661944205645,0.0003852800413597943,0.0002568882902489291
0.93,16.25067269389346,0.04775401177737035,0.0015732943291957965,5.266948773374904e-05,255.99992793733176,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05218361199631111,0.001812429526984395,0.0003933212022604219,0.0002633474386687452
0.9400000000000001,16.250136620341973,0.04825761991182896,0.0016057597462236887,5.397711838661044e-05,255.9999252712316,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05218192963025963,0.0018314837365627599,0.0004014374572785779,0.0002698855919330522
0.9500000000000001,16.24960045465616,0.048761020724669334,0.0016385246191925257,5.5300510800550236e-05,255.99992253935613,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05218024697254295,0.0018505288270513995,0.0004096285733115849,0.0002765025540027512
0.96,16.24906419767754,0.04926421430415969,0.0016715880183227345,5.6639624427894975e-05,255.99991974091742,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05217856402580069,0.0018695648023490101,0.00041789431786093493,0.0002831981221394749
0.97,16.24852785024525,0.04976720073855521,0.001704949016218163,5.799441978157889e-05,255.9999168751308,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.05217688079266504,0.0018885916663571947,0.0004262344590236884,0.00028997209890789446
0.98,16.247991413196043,0.05026998011609842,0.001738606687882191,5.936485662250374e-05,255.99991394121324,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052175197275760754,0.0019076094229804606,0.0004346487654965071,0.00029682428311251873
0.99,16.2474548873643,0.05077255252501902,0.0017725601107057936,6.075089448572166e-05,255.99991093838375,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052173513477705116,0.0019266180761261964,0.00044313700657267374,0.00030375447242860827
1.0,16.24691827358203,0.051274918053533715,0.0018068083644614849,6.215249271584836e-05,255.99990786586352,0.0,2.3,700.0,170.0,25.0,110.0,71000.0,65.0,260.0,5.0,1.0,0.052171829401108,0.0019456176297046501,0.00045169895214058295,0.0003107624635792418
