Time,auxin,TIR1,auxinTIR1,auxinTIR1VENUS,VENUS,kd,ka,mu,ld,lm,la,delta,lambda,TIR1T,alpha_tr,cell,auxin_TIR1association,auxin_TIR1dissociation,auxin_TIR1_VENUSassociation,auxin_TIR1_VENUSdissociation,auxin_TIR1_VENUSdissociationleadingtoubiquitination,auxinproduction,auxindecay,VENUSproduction,VENUSphotobleachingdecay
4.73,37.49575280614146,14.194058502976135,0.41345195880752234,3.852489538216377,38.35637077880023,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43748229915155984,0.13809295424171247,18.23729412592895,17.297678026591534,0.6741856691878659,30.5,29.621644716851755,0.486,0.12120613166100874
4.74,37.50151980217468,14.191065291475567,0.41379153900196697,3.8551431695225005,38.35062100008383,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43745731618670874,0.13820637402665698,18.249536858101717,17.309592831156028,0.6746500546664376,30.5,29.626200643717997,0.486,0.1211879623602649
4.75,37.50724271043296,14.18807346489183,0.41413109967802,3.857795435430185,38.344868126155596,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43743183336382646,0.13831978729245867,18.261772764707494,17.32150150508153,0.6751142012002823,30.5,29.63072174124204,0.486,0.12116978327865169
4.76,37.512921979372,14.185083029844414,0.4144706403195877,3.860446329836034,38.339112165276354,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43740585646090213,0.1384331938667423,18.274001823690572,17.333404020963794,0.6755781077213059,30.5,29.63520836370388,0.486,0.12115159444227329
4.77,37.518557958113924,14.182093991200045,0.4148101605470651,3.8630958482529243,38.33335312443161,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43737939003928417,0.13854659362271976,18.286224018430737,17.34530035865563,0.6760417734442618,30.5,29.63966078691,0.486,0.12113339587320389
4.78,37.524150993075175,14.17910635378036,0.4151496599843549,3.8657439862353202,38.32759101057259,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43735243862375545,0.13865998643477453,18.29843933246742,17.357190498196587,0.676505197591181,30.5,29.64407928452939,0.486,0.12111518759340939
4.79,37.529701427995555,14.176120122362395,0.4154891382588282,3.8683907393788113,38.321825830616575,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43732500670292096,0.13877337217844862,18.310647749497953,17.369074419810865,0.676968379391292,30.5,29.64846412811649,0.486,0.12109696962474838
4.8,37.53520960396725,14.173135301679109,0.41582859500128516,3.8710361033196423,38.316057591447276,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4372970987295965,0.13888675073042925,18.32284925337582,17.380952103905194,0.6774313180809374,30.5,29.652815587134132,0.486,0.12107874198897339
4.81,37.54067585946388,14.170151896419872,0.41616802984591555,3.873680073734249,38.31028629991526,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4372687191211957,0.1390001219685358,18.33504382810901,17.392823531066778,0.6778940129034936,30.5,29.657133928976467,0.486,0.12106050470773223
4.82,37.54610053036954,14.167169911230987,0.41650744243025917,3.8763226463387905,38.30451196283823,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43723987226011807,0.13911348577170657,18.347231457858168,17.40468868206117,0.6783564631092883,30.5,29.66141941899194,0.486,0.1210422578025688
4.83,37.551483950007835,14.16418935071619,0.4168468323951666,3.8789638168886804,38.29873458700145,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43721056249413515,0.13922684201998567,18.359412126934977,17.416547537830176,0.678818667955519,30.5,29.66567232050619,0.486,0.12102400129492458
4.84,37.55682644917091,14.161210219437153,0.41718619938475987,3.8816035811781244,38.292954179158116,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4371807941367772,0.1393401905945098,18.37158581980039,17.42840007948978,0.6792806267061717,30.5,29.669892894845024,0.486,0.12100573520613965
4.85,37.562128356148506,14.158232521913996,0.4175255430463929,3.884241935039649,38.287170746029716,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.437150571467719,0.13945353137749522,18.383752521062927,17.440246288328026,0.6797423386319386,30.5,29.67408140135732,0.486,0.12098745955745391
4.86,37.567389996757,14.15525626262579,0.4178648630306121,3.886878874343638,38.28138429430638,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4371198987331662,0.13956686425222445,18.39591221547694,17.452086145802937,0.6802038030101366,30.5,29.678238097438033,0.486,0.12096917437000816
4.87,37.57261169436841,14.152281446011056,0.41820415899111696,3.889514394997865,38.2755948306473,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43708878014623903,0.13968018910303306,18.408064887940938,17.463919633540417,0.6806650191246264,30.5,29.682363238551048,0.486,0.12095087966484547
4.88,37.57779376993949,14.149308076468293,0.4185434305847208,3.8921484929470256,38.26980236168103,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4370572198873588,0.13979350581529676,18.42021052349581,17.475746733332144,0.6811259862657294,30.5,29.686457078252197,0.486,0.12093257546291206
4.89,37.58293654204069,14.14633615835646,0.41888267747131125,3.89478116417227,38.26400689400593,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43702522210463074,0.13990681427541796,18.4323491073232,17.487567427133495,0.6815867037301472,30.5,29.69051986821215,0.486,0.12091426178505875
4.9,37.5880403268853,14.14336569599549,0.4192218993138108,3.8974124046907406,38.25820843419048,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43699279091422893,0.14002011437081283,18.444480624743736,17.499381697061427,0.6820471708208795,30.5,29.694551858239386,0.486,0.12089593865204191
4.91,37.59310543835838,14.140396693666807,0.4195610957781373,3.9000422105550996,38.252406988773664,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43695993040077946,0.14013340598989787,18.456605061215328,17.5111895253924,0.6825073868471424,30.5,29.69855329630312,0.486,0.12087760608452477
4.92,37.59813218804589,14.137429155613814,0.419900266533165,3.902670577853066,38.24660256426537,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4369266446177436,0.1402466890220771,18.46872240233152,17.522990894560266,0.6829673511242865,30.5,29.702524428556252,0.486,0.12085926410307858
4.93,37.60312088526364,14.134463086042414,0.42023941125068437,3.905297502706947,38.240795167146736,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4368929375878001,0.1403599633577286,18.480832633819723,17.534785787154195,0.6834270629737157,30.5,29.70646549935828,0.486,0.12084091272818369
4.94,37.60807183708644,14.13149848912151,0.4205785296053637,3.907922981273175,38.23498480387049,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4368588133032285,0.14047322888819147,18.492935741539565,17.546574185916555,0.6838865217228055,30.5,29.71037675129829,0.486,0.12082255198023074
4.95,37.61298534837702,14.128535368983508,0.42091762127470855,3.9105470097418324,38.22917148086136,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4368242757262899,0.14058648550575267,18.505031711481152,17.55835607374083,0.6843457267048206,30.5,29.71425842521785,0.486,0.1208041818795219
4.96,37.61786172181516,14.125573729724833,0.4212566859390233,3.9131695843361944,38.223355204516466,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4367893287896089,0.1406997331036338,18.517120529763435,17.570131433669513,0.684804677258834,30.5,29.718110760233976,0.486,0.12078580244627203
4.97,37.62270125792667,14.122613575406424,0.4215957232813714,3.9157907013122584,38.21753598120563,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4367539763965549,0.14081297157597805,18.529202182632456,17.58190024889204,0.6852633727296452,30.5,29.72193399376207,0.486,0.12076741370060978
4.98,37.627504100219426,14.119654907265572,0.42193473324449077,3.9184103594899913,38.21171381527313,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43671822053762493,0.14092620090365993,18.541276666781403,17.59366251411006,0.6857218129107484,30.5,29.725728239173346,0.486,0.12074901565626309
4.99,37.63227048246143,14.116697728167868,0.42227371562058846,3.9210285562115987,38.20588871222845,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.436682064299412,0.14103942101727657,18.55334397286432,17.605418217390078,0.6861799973370297,30.5,29.72949368114453,0.486,0.1207306083306419
5.0,37.637000854964214,14.11374204488077,0.4226126698418556,3.9236452852774315,38.200060680375685,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43664551339895585,0.14115263172717976,18.565404077092627,17.61716733089567,0.6866379249235505,30.5,29.73323067542173,0.486,0.12071219174998717
5.01,37.64169550481584,14.110787861236311,0.4229515956104784,3.9262605431532696,38.1942297259133,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4366085715646926,0.1412658329338998,18.577456966541426,17.62890983875818,0.6870955950518222,30.5,29.736939448804517,0.486,0.12069376593388603
5.02,37.64635471686552,14.107835181029435,0.4232904926315872,3.9288743263390384,38.18839585501141,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4365712424949534,0.14137902453895013,18.589502628419517,17.640645725262285,0.6875530071093316,30.5,29.74062022632376,0.486,0.12067533090183605
5.03,37.65097877374816,14.104884008018415,0.4236293606132237,3.9314866313684216,38.182559073812,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43653352985829075,0.14149220644481672,18.601541050067965,17.652374974844214,0.6880101604894737,30.5,29.744273231261047,0.486,0.12065688667324592
5.04,37.65556795590889,14.101934345925288,0.4239681992663098,3.9340974548084646,38.17671938842934,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43649543729380486,0.14160537855494748,18.61357221895874,17.664097572090007,0.6884670545914813,30.5,29.74789868516803,0.486,0.12063843326743671
5.05,37.660122541627665,14.098986198436268,0.4243070083046148,3.9367067932591815,38.170876804950204,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4364569684114698,0.14171854077374135,18.6255961226933,17.675813501733725,0.6889236888203567,30.5,29.751496807885857,0.486,0.12061997070364265
5.06,37.66464280704376,14.096039569202178,0.42464578744472437,3.939314643353163,38.165031329434264,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43641812679245906,0.14183169300653795,18.637612749001214,17.687522748655702,0.6893800625868035,30.5,29.755067817564573,0.486,0.12060149900101227
5.07,37.669129026180315,14.093094461838875,0.4249845364060078,3.9419210017551842,38.159182967914326,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4363789159894701,0.14194483515960662,18.649622085738763,17.699225297880776,0.6898361753071572,30.5,29.75861193068245,0.486,0.12058301817860927
5.08,37.673581470968934,14.090150879927677,0.4253232549105863,3.944525865161805,38.153331726396715,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4363393395270504,0.14205796714013583,18.66162412088755,17.710921134576505,0.6902920264033158,30.5,29.76212936206546,0.486,0.12056452825541362
5.09,37.678000411274176,14.087208827015784,0.4256619426833013,3.9471292303009844,38.14747761086152,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4362994009019209,0.14217108885622265,18.673618842553115,17.72261024405142,0.6907476153026723,30.5,29.7656203249066,0.486,0.12054602925032241
5.1,37.682386114918124,14.084268306616705,0.4260005994516823,3.949731093931684,38.141620627262945,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43625910358330056,0.1422842002168619,18.68560623896356,17.73429261175326,0.6912029414380447,30.5,29.76908503078532,0.486,0.1205275211821509
5.11,37.68673884770495,14.081329322210683,0.4263392249459148,3.9523314528434743,38.135760781529626,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4362184510132304,0.14239730113193555,18.697586298468178,17.7459682232672,0.6916580042476079,30.5,29.772523689686913,0.486,0.12050900406963362
5.12,37.69105887344543,14.078391877245126,0.42667781889880835,3.9549303038561407,38.12989807956492,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4361774466068966,0.142510391512202,18.70955900953601,17.75763706431407,0.6921128031748246,30.5,29.77593651002189,0.486,0.12049047793142514
5.13,37.69534645398151,14.075455975135018,0.4270163810457649,3.9575276438192923,38.12403252724721,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4361360937529534,0.14262347126928548,18.721524360754547,17.769299120748624,0.6925673376683761,30.5,29.779323698645392,0.486,0.12047194278610118
5.14,37.69960184921085,14.072521619263364,0.4273549111247466,3.960123469611967,38.118164130430245,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43609439581384674,0.14273654031566538,18.733482340828296,17.780954378557734,0.6930216071820942,30.5,29.78268546087657,0.486,0.12045339865215958
5.15,37.703825317111374,14.069588812981596,0.42769340887624374,3.9627177781422396,38.11229289494347,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43605235612613535,0.14284959856466542,18.745432938577448,17.792602823858658,0.6934756111748919,30.5,29.78602200051799,0.486,0.12043484554802138
5.16,37.7080171137658,14.066657559610011,0.428031874043243,3.9653105663468264,38.106418826592254,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43600997800081354,0.14296264593044317,18.757376142936447,17.80424444289725,0.6939293491106946,30.5,29.789333519874983,0.486,0.12041628349203153
5.17,37.71217749338623,14.063727862438194,0.42837030637119555,3.9679018311906926,38.100541931158304,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4359672647236333,0.14307568232797932,18.769311942952694,17.81587922204621,0.6943828204583712,30.5,29.79262021977512,0.486,0.12039771250246024
5.18,37.71630670833862,14.060799724725436,0.42870870560798485,3.9704915696666614,38.0946622143999,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43592421955542415,0.14318870767306696,18.781240327785106,17.82750714780331,0.6948360246916657,30.5,29.79588229958751,0.486,0.12037913259750367
5.19,37.72040500916743,14.057873149701173,0.42904707150389476,3.9730797787950176,38.08877968205224,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4358808457324158,0.14330172188230086,18.793161286702794,17.83912820678963,0.6952889612891281,30.5,29.79911995724227,0.486,0.12036054379528509
5.2,37.724472644620064,14.054948140565395,0.4293854038115777,3.9756664556231143,38.082894339827774,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43583714646655725,0.14341472487306695,18.805074809083685,17.850742385747782,0.695741629734045,30.5,29.802333389249853,0.486,0.12034194611385576
5.21,37.728509861671505,14.052024700489083,0.4297237022860227,3.978251597224982,38.07700619341645,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.435793124945838,0.14352771656353158,18.81698088441314,17.86234967154017,0.6961940295143718,30.5,29.80552279072049,0.486,0.120323339571196
5.22,37.73251688726058,14.049102832290243,0.4300619666961087,3.980835201013738,38.07111524823559,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4357487841133472,0.1436406968765003,18.82887950266597,17.873950052551685,0.6966461601774041,30.5,29.80868834093586,0.486,0.12030472418442448
5.23,37.73649377859413,14.046182535778643,0.43040019691942016,3.983417267302026,38.06522150737938,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43570412485676363,0.14375366577108634,18.840770657441045,17.885543530186098,0.6970980217778545,30.5,29.811830085089365,0.486,0.12028609996331883
5.24,37.74044094422568,14.043263816998504,0.43073839261212943,3.9859977903894572,38.0593249787563,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4356591523121822,0.14386662313245124,18.85265433503998,17.897130078848665,0.697549613318155,30.5,29.81494834593829,0.486,0.12026746693286991
5.25,37.74435862108839,14.040346678952293,0.4310765535402775,3.988576767507522,38.0534256679258,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4356138695365514,0.1439795688824527,18.864530525430173,17.908709686108775,0.6980009343138164,30.5,29.818043310659828,0.486,0.12024882511064554
5.26,37.74824704432039,14.037431124613015,0.4314146794721744,3.991154195914905,38.04752358042443,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.435568279562729,0.14409250294370626,18.87639921868262,17.920282339657923,0.6984519842851084,30.5,29.821115165013108,0.486,0.12023017451414121
5.27,37.7521064472865,14.034517156924586,0.4317527701783686,3.9937300728971414,38.04161872176612,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43552238539976723,0.14420542523957514,18.88826040497058,17.931848027308167,0.6989027627569997,30.5,29.824164093356337,0.486,0.12021151516078095
5.28,37.7559370615999,14.031604778802208,0.43209082543161725,3.9963043957662716,38.035711097442466,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4354761900331979,0.14431833569416017,18.900114074568304,17.94340673699056,0.6993532692590975,30.5,29.827190278663924,0.486,0.12019284706791819
5.29,37.75973911714383,14.028693993132746,0.43242884500685574,3.998877161860497,38.029800712922956,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4354296964253168,0.14443123423228982,18.911960217849696,17.95495845675363,0.6998035033255869,30.5,29.830193902543627,0.486,0.12017417025283654
5.3,37.76351284209327,14.025784802775098,0.4327668286811676,4.001448368543836,38.02388757365532,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.435382907515468,0.14454412077950998,18.92379882528708,17.966503174761826,0.7002534644951713,30.5,29.833175145253684,0.486,0.12015548473275083
5.31,37.76725846293662,14.022877210560567,0.4331047762337547,4.00401801320578,38.01797168506573,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4353358262203275,0.14465699526207407,18.935629887449856,17.978040879293953,0.7007031523110114,30.5,29.836134185719928,0.486,0.12013679052480772
5.32,37.77097620449742,14.01997121929325,0.4334426874459065,4.006586093260946,38.012053052559125,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43528845543418787,0.14476985760693278,18.94745339500324,17.98957155874165,0.7011525663206655,30.5,29.839071201552965,0.486,0.12011808764608684
5.33,37.77466628995602,14.017066831750396,0.4337805621009705,4.009152606148738,38.006131681519435,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43524079802924037,0.14488270774172415,18.959269338706953,18.001095201607832,0.701601706076029,30.5,29.84198636906526,0.486,0.12009937611360141
5.34,37.778328940871276,14.01416405068279,0.43411839998432156,4.011717549332993,38.0002075773099,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4351928568558586,0.1449955455947634,18.971077709413944,18.01261179650514,0.7020505711332737,30.5,29.84487986328831,0.486,0.12008065594429929
5.35,37.78196437720222,14.011262878815126,0.4344562008833322,4.0142809203016485,37.99428074527332,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4351446347428814,0.14510837109503297,18.982878498069113,18.0241213321544,0.7024991610527884,30.5,29.847751857989756,0.486,0.1200619271550637
5.36,37.78557281732977,14.008363318846376,0.4347939645873424,4.016842716566389,37.98835119073233,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4350961344978943,0.14522118417217236,18.994671695708018,18.03562379738309,0.7029474753991181,30.5,29.850602525690523,0.486,0.12004318976271416
5.37,37.78915447807842,14.005465373450175,0.43513169088762893,4.019402935662305,37.98241891898968,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43504735890751267,0.14533398475646808,19.006457293455583,18.04711918112375,0.7033955137409034,30.5,29.853432037681955,0.486,0.1200244437840074
5.38,37.79270957473795,14.002569045275187,0.43546937957737586,4.0219615751475475,37.97648393532849,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43499831073766326,0.14544677277884355,19.018235282524827,18.05860747241249,0.7038432756508207,30.5,29.85624056404298,0.486,0.12000568923563802
5.39,37.796238321085035,13.999674336945484,0.43580703045164426,4.024518632602985,37.970546245012535,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4349489927338646,0.14555954817084918,19.030005654215604,18.070088660387402,0.7042907607055223,30.5,29.859028273657177,0.486,0.11998692613423961
5.4,37.79974092940504,13.996781251060915,0.43614464330734165,4.027074105631857,37.96460585328653,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4348994076215095,0.14567231086465213,19.041768399913288,18.081562734287036,0.7047379684855749,30.5,29.86179533422998,0.486,0.11996815449638543
5.41,37.80321761051363,13.99388979019749,0.43648221794319236,4.0296279918594315,37.95866276537639,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4348495581061449,0.14578506079302625,19.05352351108753,18.093029683448847,0.7051848985754005,30.5,29.864541912305768,0.486,0.11994937433858939
5.42,37.80666857377851,13.990999956907748,0.4368197541597071,4.0321802889326595,37.95271698648948,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4347994468737529,0.14589779788934218,19.06527097929096,18.104489497307643,0.7056315505632154,30.5,29.867268173285023,0.486,0.11993058567730674
5.43,37.81009402714108,13.988111753721132,0.4371572517591528,4.034730994519832,37.946768521814924,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43474907659103046,0.14601052208755705,19.07701079615794,18.11594216539405,0.7060779240409706,30.5,29.869974281441458,0.486,0.11991178852893516
5.44,37.81349417713816,13.98522518314436,0.43749471054552275,4.0372801063102335,37.94081737652389,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4346984499056697,0.14612323332220462,19.088742953403287,18.127387677332948,0.7065240186042908,30.5,29.872660399939146,0.486,0.1198929829098155
5.45,37.81686922892362,13.982340247661815,0.4378321303245061,4.039827622013796,37.9348635557698,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43464756944663707,0.14623593152838504,19.10046744282098,18.138826022841943,0.7069698338524142,30.5,29.87532669084966,0.486,0.11987416883623257
5.46,37.820219386290155,13.979456949735901,0.4381695109034578,4.04237353936076,37.92890706468867,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43459643782445295,0.14634861664175491,19.11218425628294,18.150257191729814,0.707415369388133,30.5,29.877973315169225,0.486,0.1198553463244162
5.47,37.823544566197754,13.976575286811322,0.43850685253248894,4.04491786065631,37.922947904815445,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43454505419617856,0.14646128874585132,19.12389340316829,18.16168119434683,0.7078606256148542,30.5,29.880600207296226,0.486,0.1198365153792168
5.48,37.82684509006226,13.973695263412562,0.4388441548363483,4.047460581751211,37.91698608276201,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43449342258530155,0.14657394771534035,19.135594868145965,18.173098012062937,0.7083056018064618,30.5,29.883207621149186,0.486,0.11981767602152794
5.49,37.83012126194819,13.970816883762295,0.43918141746616723,4.050001698771658,37.91102160492205,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.434441546803467,0.14668659343369986,19.14728863694618,18.184507627484745,0.7087502972850401,30.5,29.885795796939075,0.486,0.11979882827155368
5.5,37.83337327621561,13.967940150165209,0.43951864024215953,4.0525412095927535,37.90505447631178,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4343894293400545,0.1467992258408813,19.158974701993564,18.195910031071463,0.7091947116787318,30.5,29.888364888210333,0.486,0.11977997214514524
5.51,37.83660132581458,13.965065064903138,0.43985582298629694,4.055079112110687,37.89908470192937,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4343370726655364,0.14691184487742318,19.170653055793693,18.207305213376987,0.7096388446193702,30.5,29.890915047393516,0.486,0.1197611076580968
5.52,37.83980560230441,13.962191630235402,0.4401929655222827,4.05761540424244,37.89311228675516,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43428447923172847,0.14702445048444243,19.182323690931938,18.218693165048556,0.7100826957424269,30.5,29.893446425820486,0.486,0.11974223482614632
5.53,37.84298629587273,13.959319848399128,0.4405300676755261,4.06015008392547,37.887137235751965,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4342316514720367,0.14713704260362573,19.19398660007242,18.23007387682536,0.7105262646869572,30.5,29.895959173739456,0.486,0.1197233536649762
5.54,37.84614359535463,13.956449721609587,0.4408671292731153,4.062683149117423,37.88115955386524,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43417859180170537,0.1472496211772205,19.205641775956824,18.24144733953723,0.710969551095549,30.5,29.89845344033016,0.486,0.11970446419021416
5.55,37.849277688251824,13.95358125206052,0.44120415014379194,4.065214597795815,37.8751792460234,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.4341253026180647,0.1473621861480265,19.21728921140337,18.25281354410321,0.7114125546142676,30.5,29.90092937371894,0.486,0.11968556641743394
5.56,37.85238876075177,13.95071444192447,0.4415411301179245,4.0677444279577335,37.86919631713798,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43407178630077853,0.1474747374593868,19.22892889930564,18.264172481530224,0.7118552748926034,30.5,29.9033871209939,0.486,0.11966666036215601
5.57,37.85547699774679,13.947849293353107,0.4418780690274823,4.0702726376195395,37.86321077210393,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43401804521209036,0.1475872750551791,19.24056083263153,18.275524142911735,0.7122977115834194,30.5,29.905826828219965,0.486,0.11964774603984843
5.58,37.858542582853225,13.944985808477568,0.44221496670600907,4.072799224816552,37.85722261579986,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.43396408169707124,0.14769979887980703,19.252185004422095,18.286868519426317,0.7127398643428965,30.5,29.908248640454048,0.486,0.11962882346592757
