C_1_task1,E_5_task1,H_3_task1,I_4_task1,T_2_task1,_1_task1
3369111.9353747764,2742.455059228615,88055.14816434246,6756.769023295136,16659438.770427821,18.45
3369127.755305406,2742.4905405498534,86725.34754936329,6754.7409969431355,16664818.490608137,18.48
3369143.4564848198,2742.525674792194,85414.37241800528,6752.72175093074,16670178.321885305,18.51
3369159.0389510314,2742.5604631315846,84121.98460356593,6750.711233993901,16675518.336479798,18.54
3369174.5027667265,2742.5949067788993,82847.94837045118,6748.709394288406,16680838.606324598,18.57
3369189.848019557,2742.6290069788106,81592.03041186646,6746.716179357113,16686139.203065546,18.6
3369205.074741718,2742.6627650976825,80353.99928018797,6744.731554750122,16691420.198573768,18.63
3369220.182940601,2742.6961825889634,79133.62559801523,6742.755496976829,16696681.664753467,18.66
3369235.17271504,2742.729260864203,77930.68287077243,6740.787966679592,16701923.672806775,18.69
3369250.0441811164,2742.7620013740684,76744.94696087626,6738.828925813921,16707146.293706635,18.72
3369264.797471858,2742.794405607881,75576.19608120674,6736.878337754427,16712349.598200984,18.75
3369279.4327370357,2742.8264750930384,74424.21078931412,6734.936167376603,16717533.656816263,18.78
3369293.9501429694,2742.8582113944376,73288.77398162469,6733.002381138605,16722698.539860927,18.81
3369308.349872322,2742.8896161138946,72169.6708876464,6731.076947163037,16727844.317428974,18.84
3369322.6321239052,2742.9206908895694,71066.68906417592,6729.159835318736,16732971.059403442,18.87
3369336.7971124793,2742.9514373953834,69979.61838950434,6727.251017302553,16738078.835459933,18.9
3369350.8450676324,2742.981857338582,68908.25103939092,6725.350466187943,16743167.715055453,18.93
3369364.7761837263,2743.0119523578524,67852.38049057162,6723.458127533701,16748237.766634563,18.96
3369378.5906725824,2743.0417241302043,66811.80256586391,6721.5739501993685,16753289.058478717,18.99
3369392.2887801374,2743.0711744046293,65786.31576323946,6719.697896220214,16758321.65897927,19.02
3369405.870763125,2743.100304954555,64775.7207906746,6717.829927455114,16763335.636271294,19.05
3369419.336888649,2743.1291175768074,63779.82055586283,6715.97000553692,16768331.058233468,19.08
3369432.6874337606,2743.1576140905718,62798.42015592733,6714.118091822851,16773307.992487986,19.11
3369445.922685029,2743.1857963363573,61831.32686713459,6712.274147344859,16778266.50640044,19.14
3369459.0429381183,2743.213666174958,60878.35013460683,6710.43813276001,16783206.667079743,19.17
3369472.0484973625,2743.241225486414,59939.30156203511,6708.610008300867,16788128.541378003,19.2
3369484.9396753362,2743.268476168978,59013.99490139175,6706.789733725863,16793032.195890408,19.23
3369497.716802122,2743.2954201409993,58102.24598709037,6704.977268628466,16797917.69695957,19.26
3369510.380332527,2743.322059372411,57203.87210848443,6703.172576373791,16802785.110724084,19.29
3369522.930681196,2743.3483958340016,56318.69294257656,6701.3756179587035,16807634.503044024,19.32
3369535.36824703,2743.3744315038916,55446.53040127553,6699.586352882238,16812465.939512055,19.35
3369547.6934420615,2743.400168375342,54587.20845309183,6697.804740181113,16817279.485466603,19.38
3369559.9066913803,2743.4256084558233,53740.55311087124,6696.030738392874,16822075.205991916,19.41
3369572.008433044,2743.450753766081,52906.39241952923,6694.2643055190665,16826853.165918123,19.44
3369583.9991180063,2743.4756063392047,52084.556443784546,6692.505398988388,16831613.42982127,19.47
3369595.8792100297,2743.500168219692,51274.877255892774,6690.753975619852,16836356.062023386,19.5
3369607.6491856095,2743.5244414625167,50477.188923380774,6689.00999158594,16841081.12659254,19.53
3369619.3095338917,2743.548428132196,49691.327496780184,6687.273402375772,16845788.68734288,19.56
3369630.860756591,2743.572130301855,48917.13099736108,6685.544162758254,16850478.8078347,19.59
3369642.303362339,2743.595550058305,48154.43933802806,6683.822229636973,16855151.551453106,19.62
3369653.637809255,2743.6186895629166,47403.093623614775,6682.107591755061,16859806.982216585,19.65
3369664.8645940856,2743.6415509545263,46662.93720814168,6680.400223385919,16864445.163519155,19.68
3369675.984237152,2743.6641363646377,45933.81550309247,6678.700092060541,16869066.158341482,19.71
3369686.9972671857,2743.686447932748,45215.575784310684,6677.0071663544895,16873670.029463634,19.74
3369697.9042210625,2743.7084878056103,44508.06717751947,6675.321415946841,16878256.839467715,19.77
3369708.7056435384,2743.7302581365075,43811.140643842074,6673.642811679124,16882826.65074056,19.8
3369719.4020869834,2743.751761084507,43124.64896532154,6671.971325614262,16887379.525476348,19.83
3369729.9941111184,2743.772998813736,42448.4467304405,6670.306931095516,16891915.525679298,19.86
3369740.482282746,2743.793973492643,41782.390319641636,6668.649602805419,16896434.71316631,19.89
3369750.867175491,2743.814687293261,41126.33789084733,6666.999316824726,16900937.14956962,19.92
3369761.1493695294,2743.8351423904805,40480.14936497986,6665.356050691346,16905422.896339454,19.95
3369771.3294494464,2743.8553409618826,39843.68637890446,6663.71978076113,16909892.01467017,19.98
3369781.4079860263,2743.8752851924924,39216.81196031621,6662.090456538479,16914344.564773,20.01
3369791.3855644115,2743.8949772653573,38599.391005373756,6660.468041494781,16918780.607035033,20.04
3369801.262778619,2743.9144193624074,37991.290173816196,6658.852505639701,16923200.201809436,20.07
3369811.0402267086,2743.9336136651177,37392.37779550461,6657.243819038678,16927603.40923254,20.1
3369820.7185104648,2743.952562353789,36802.52385493614,6655.641951788562,16931990.28922414,20.13
3369830.2982350686,2743.971267606831,36221.59997575799,6654.046873993252,16936360.901487805,20.16
3369839.7800087784,2743.9897316000506,35649.47940528211,6652.458555739344,16940715.305511143,20.19
3369849.1644426044,2744.0079565059286,35086.036998999254,6650.876967071762,16945053.560566112,20.22
3369858.452149985,2744.025944492909,34531.14920509299,6649.302077969407,16949375.72570932,20.25
3369867.643746466,2744.043697724678,33984.6940489544,6647.73385832079,16953681.859782305,20.28
3369876.739849375,2744.0612183594517,33446.551117696086,6646.17227789968,16957972.021411836,20.31
3369885.741082984,2744.0785085549405,32916.601536551796,6644.617305549272,16962246.268983837,20.34
3369894.6481267437,2744.095570517944,32394.727881561037,6643.068902151701,16966504.660410132,20.37
3369903.4616366285,2744.112406422475,31880.81427995702,6641.527031905755,16970747.253505483,20.4
3369912.1822603913,2744.1290184251834,31374.746371637095,6639.991660054879,16974974.10591294,20.43
3369920.8106491775,2744.1454086770023,30876.4112760232,6638.4627511408735,16979185.275046773,20.46
3369929.3474573544,2744.161579322598,30385.697576341863,6636.940268956715,16983380.81809197,20.49
3369937.7933423505,2744.1775324998175,29902.49530390428,6635.424176499359,16987560.792003796,20.52
3369946.148964488,2744.1932703391353,29426.695922386854,6633.91443592256,16991725.25350732,20.55
3369954.4149868204,2744.2087949631,28958.192312111198,6632.411008489677,16995874.259096943,20.58
3369962.5920749633,2744.224108485783,28496.87875432422,6630.913854526492,17000007.86503594,20.61
3369970.680896934,2744.239213012225,28042.650915478658,6629.422933374021,17004126.127355985,20.64
3369978.682122983,2744.254110637885,27595.40583151303,6627.938203341322,17008229.101856694,20.67
3369986.5964247473,2744.268803453526,27155.041904290098,6626.4596259629525,17012316.844222907,20.7
3369994.4244694635,2744.2832935894266,26721.458985901947,6624.987201366212,17016389.4109931,20.73
3370002.1669290364,2744.2975831412978,26294.558198636096,6623.520910047547,17020446.857967313,20.76
3370009.824477907,2744.3116741854133,25874.241954312263,6622.06072523738,17024489.24054631,20.79
3370017.3977915472,2744.3255687886976,25460.413962330284,6620.606621268064,17028516.613961253,20.82
3370024.887546279,2744.339269008321,25052.979214278927,6619.158573642937,17032529.033276487,20.85
3370032.294419091,2744.352776891289,24651.84396854428,6617.716559105371,17036526.5533922,20.88
3370039.6190874553,2744.3660944740413,24256.915734918122,6616.280555707833,17040509.22904717,20.91
3370046.8622291414,2744.3792237820458,23868.103259206753,6614.850542880937,17044477.11482147,20.94
3370054.024522035,2744.392166829389,23485.31650783934,6613.4265015025,17048430.265139163,20.97
3370061.1066439543,2744.4049256183766,23108.466652476345,6612.008413966596,17052368.73427105,21.0
3370068.1092724656,2744.417502139121,22737.466054618293,6610.596264252607,17056292.57633735,21.03
3370075.033084379,2744.429898372682,22372.228281246684,6609.190034729499,17060201.845217977,21.06
3370081.878753107,2744.4421163177567,22012.668326942196,6607.789681237523,17064096.593847547,21.09
3370088.646952592,2744.4541579449383,21658.70220113543,6606.395174961533,17067976.875402078,21.12
3370095.3383561894,2744.46602520661,21310.247002997614,6605.006493001836,17071842.74303268,21.15
3370101.9536359236,2744.4777200427684,20967.220960620012,6603.623612702084,17075694.249705683,21.18
3370108.493462289,2744.4892443807043,20629.543416408877,6602.246511635611,17079531.448203012,21.21
3370114.9585040635,2744.500600134689,20297.13481247998,6600.875167591786,17083354.391122546,21.24
3370121.3494281135,2744.511789205658,19969.916676053235,6599.5095585623585,17087163.130878486,21.27
3370127.6668992066,2744.5228134808935,19647.81160484756,6598.1496627278,17090957.719701752,21.3
3370133.9115798147,2744.53367483371,19330.743252475506,6596.795458443656,17094738.209640313,21.33
3370140.0841299277,2744.5443751231387,19018.636313837782,6595.446924226884,17098504.652559597,21.36
3370146.185206856,2744.55491619361,18711.41651051821,6594.104038742211,17102257.100142848,21.39
3370152.2154661934,2744.5652998796872,18409.010620259247,6592.766778459305,17105995.60382447,21.42
3370158.1755698016,2744.5755280417366,18111.346776476967,6591.435101041598,17109720.214312818,21.45
3370164.066171679,2744.585602504286,17818.353918352037,6590.108973617083,17113430.982404444,21.48
3370169.8879211233,2744.5955250704615,17529.961904957112,6588.788365962676,17117127.95878874,21.51
3370175.6414643517,2744.6052975296616,17246.101570447332,6587.473246802671,17120811.1939422,21.54
3370181.3274443443,2744.6149216573654,16966.70471050454,6586.163583739626,17124480.738127172,21.57
3370186.946500675,2744.6243992149343,16691.704068781815,6584.859343185244,17128136.641390666,21.6
3370192.499269347,2744.6337319494164,16421.033323347714,6583.560490291267,17131778.953563105,21.63
3370197.986382632,2744.6429215933535,16154.627073130492,6582.266988880352,17135407.724257108,21.66
3370203.408468904,2744.651969864581,15892.420824362624,6580.9788013769585,17139023.002866272,21.69
3370208.766152472,2744.660878466037,15634.350977025046,6579.695888738235,17142624.83856394,21.72
3370214.060053421,2744.669649085563,15380.354811291389,6578.418210384902,17146213.280301973,21.75
3370219.290792988,2744.678283399651,15130.370527714604,6577.145730641275,17149788.376987647,21.78
3370224.4590301965,2744.686783099424,14884.337590478199,6575.878461881909,17153350.178664897,21.81
3370229.5653978013,2744.695149844993,14642.196094349485,6574.6163894309575,17156898.73446007,21.84
3370234.6105183032,2744.7033852767745,14403.886907999828,6573.359490493537,17160434.093100574,21.87
3370239.5950116953,2744.711491020914,14169.351737127141,6572.107743373733,17163956.303167794,21.9
3370244.519495419,2744.719468689182,13938.533112105102,6570.861127551422,17167465.41309984,21.93
3370249.3845843277,2744.7273198788653,13711.374375632606,6569.619623759106,17170961.471194327,21.96
3370254.1908906447,2744.735046172661,13487.819670382964,6568.383214058735,17174444.525611155,21.99
3370258.9390239227,2744.742649138568,13267.813926653134,6567.151881918533,17177914.624375254,22.02
3370263.6295910063,2744.75013032978,13051.302850013155,6565.925612289833,17181371.815379366,22.05
3370268.2631959897,2744.7574912845785,12838.232908955368,6564.704391683895,17184816.146386825,22.08
3370272.840440178,2744.764733526224,12628.551322543624,6563.488208248737,17188247.665034294,22.11
3370277.361921446,2744.7718585656744,12422.20610773206,6562.277048447096,17191666.418738917,22.14
3370281.828230495,2744.7788679189453,12219.14643631303,6561.070876097335,17195072.45410911,22.17
3370286.2399573675,2744.7857630760914,12019.321969142979,6559.869669670437,17198465.81799472,22.2
3370290.5976896696,2744.792545509308,11822.683017271369,6558.673412485117,17201846.557211757,22.23
3370294.9020117577,2744.7992166764548,11629.180606356293,6557.482088411915,17205214.71842205,22.26
3370299.153504687,2744.805778021005,11438.766465575565,6556.295681878138,17208570.34813405,22.29
3370303.3527461593,2744.8122309720015,11251.393016537788,6555.114177872815,17211913.49270353,22.32
3370307.5003104685,2744.8185769440097,11067.013362193642,6553.937561951649,17215244.198334377,22.35
3370311.596768452,2744.824817337065,10885.581275746965,6552.76582024196,17218562.511079285,22.38
3370315.64268743,2744.8309535366293,10707.05118956583,6551.59893944764,17221868.476840556,22.41
3370319.638631163,2744.836986913544,10531.378184093834,6550.436906854103,17225162.141370796,22.44
3370323.5851597916,2744.8429188239797,10358.517976761172,6549.279710333229,17228443.550273705,22.47
3370327.4828247097,2744.8487506122065,10188.426973656893,6548.12733333961,17231712.748865508,22.5
3370331.3321392066,2744.8544836268193,10021.062620683231,6546.97972600639,17234969.781371832,22.53
3370335.1336312736,2744.860119191341,9856.38273907212,6545.836857294908,17238214.69237845,22.56
3370338.8878288916,2744.8656586123157,9694.345695485683,6544.698700539693,17241447.52642996,22.59
3370342.5952540855,2744.871103182531,9534.910463771228,6543.56522764004,17244668.32786883,22.62
3370346.2564227707,2744.876454181027,9378.036615126184,6542.436408964911,17247877.140833415,22.65
3370349.8718446,2744.881712873104,9223.684308263022,6541.31221325781,17251074.009255882,22.68
3370353.442022809,2744.886880510333,9071.814279574355,6540.192607541675,17254258.976860184,22.71
3370356.96745406,2744.891958330563,8922.387833297866,6539.077557023765,17257432.087160032,22.74
3370360.44862829,2744.8969475579297,8775.366831681235,6537.96702500054,17260593.383456845,22.77
3370363.886028557,2744.901849402866,8630.713685147242,6536.860972762557,17263742.908837724,22.8
3370367.280130884,2744.9066650621066,8488.391342458686,6535.759359499345,17266880.706173405,22.83
3370370.6314157653,2744.9113957206832,8348.363344609576,6534.662151505457,17270006.81837081,22.86
3370373.94043078,2744.9160425625914,8210.594158093874,6533.569372162978,17273121.289741617,22.89
3370377.207674973,2744.920606751187,8075.048533925042,6532.481009727709,17276224.163478944,22.92
3370380.4336320385,2744.9250894348543,7941.691680014302,6531.397043828952,17279315.482383218,22.95
3370383.618782373,2744.929491749094,7810.489318087452,6530.317455117156,17282395.289126795,22.98
3370386.7636031453,2744.9338148165657,7681.407675054463,6529.242225344611,17285463.626256738,23.01
3370389.8685683613,2744.938059747135,7554.413474378922,6528.171337446137,17288520.536197588,23.04
3370392.934148931,2744.9422276379205,7429.473927447498,6527.104775619775,17291566.061254147,23.07
3370395.9608127344,2744.9463195733388,7306.556724939533,6526.042525407479,17294600.24361423,23.1
3370398.949024687,2744.950336625151,7185.630028196494,6524.984573775807,17297623.125351477,23.13
3370401.8992468086,2744.9542798525094,7066.662460591431,6523.930909196614,17300634.748428095,23.16
3370404.811938285,2744.958150302003,6949.623098898571,6522.881521727741,17303635.154697657,23.19
3370407.687554985,2744.961949008943,6834.481527160238,6521.836400414564,17306624.38583247,23.22
3370410.526546744,2744.9656770036386,6721.2081419804135,6520.795519913397,17309602.482947737,23.25
3370413.3293626495,2744.969335299752,6609.773554703738,6519.758865829588,17312569.487314966,23.28
3370416.0964495423,2744.97292489785,6500.148759377232,6518.726427228069,17315525.44015176,23.31
3370418.828251561,2744.976446786621,6392.30518321534,6517.698194180726,17318470.382553313,23.34
3370421.525210198,2744.979901942944,6286.214679088754,6516.674157799119,17321404.35549383,23.37
3370424.1877643536,2744.983291331956,6181.849518013101,6515.654310267188,17324327.399827957,23.4
3370426.816350396,2744.986615907121,6079.182381637646,6514.63864487397,17327239.556292202,23.43
3370429.4114022134,2744.989876610301,5978.186354734096,6513.62715604631,17330140.865506366,23.46
3370431.9733512746,2744.9930743718173,5878.834917685295,6512.619839381569,17333031.367974956,23.49
3370434.5026266826,2744.9962101105275,5781.101938973929,6511.616691680341,17335911.104088634,23.52
3370436.9996552314,2744.9992847338867,5684.961667671323,6510.617710979163,17338780.114125613,23.55
3370439.464848028,2745.0022991388873,5590.388786063194,6509.622887272491,17341638.437996496,23.58
3370441.898537591,2745.005254216193,5497.358683949563,6508.632158913909,17344486.114043172,23.61
3370444.3010985316,2745.008150842416,5405.846911193651,6507.645496245192,17347323.181344215,23.64
3370446.6729101697,2745.0109898826026,5315.829337801538,6506.6628756817,17350149.679001197,23.67
3370449.0143451192,2745.013772191044,5227.282197747725,6505.684271796856,17352965.64592104,23.7
3370451.325769119,2745.016498611359,5140.182082485593,6504.709657196657,17355771.12081309,23.73
3370453.60754086,2745.0191699765746,5054.505934457959,6503.739002394196,17358566.14218618,23.76
3370455.8600118114,2745.0217871092136,4970.231040607548,6502.772275684175,17361350.748345688,23.79
3370458.0835260535,2745.0243508213725,4887.335025887458,6501.809443017428,17364124.97739061,23.82
3370460.2784201005,2745.02686191481,4805.795846771722,6500.8504678754325,17366888.86721063,23.85
3370462.44502273,2745.029321181025,4725.591784765766,6499.895311144828,17369642.45548318,23.88
3370464.583654814,2745.0317294013425,4646.701439916889,6498.943930991937,17372385.779670496,23.91
3370466.694646875,2745.0340873475416,4569.103781348709,6497.996295294987,17375118.877360474,23.94
3370468.778416421,2745.036395784319,4492.778390039404,6497.052436412,17377841.787766505,23.97
3370470.8353160885,2745.038655464713,4417.70496449925,6496.112343625492,17380554.54878352,24.0
3370472.8656821228,2745.0408671316764,4343.863470746515,6495.175997473544,17383257.197928343,24.03
3370474.869847867,2745.0430315185877,4271.234179764785,6494.243379302232,17385949.772601724,24.06
3370476.8481438817,2745.045149349335,4199.797661933828,6493.314471342826,17388632.310090918,24.09
3370478.800898054,2745.047221338414,4129.534781460537,6492.389256789002,17391304.84757232,24.12
3370480.7284357147,2745.049248191014,4060.4266908097943,6491.4677198740355,17393967.42211407,24.15
3370482.6310797525,2745.051230603116,3992.454825135348,6490.54984594802,17396620.070678685,24.18
3370484.509150727,2745.053169261579,3925.6008967107427,6489.635621555062,17399262.830125637,24.21
3370486.3629669836,2745.0550648442363,3859.8468893601935,6488.72503451049,17401895.737214006,24.24
3370488.192844768,2745.056918019984,3795.1750528894527,6487.818073978059,17404518.828605067,24.27
3370489.999101359,2745.0587294489883,3731.567940973197,6486.914731164576,17407132.140880585,24.3
3370491.7820680146,2745.060499783255,3669.0085902892906,6486.015002021356,17409735.710611887,24.33
3370493.542065912,2745.0622296658207,3607.480166981771,6485.118882377532,17412329.574237246,24.36
3370495.279413883,2745.063919731125,3546.9660707948333,6484.226369575916,17414913.768103927,24.39
3370496.9944306226,2745.065570605185,3487.449959611911,6483.33746297797,17417488.32848169,24.42
3370498.687434878,2745.0671829056855,3428.915745028882,6482.452164057248,17420053.29156579,24.45
3370500.3587456457,2745.0687572420784,3371.347587927248,6481.570476492827,17422608.693480022,24.48
3370502.0086823637,2745.0702942156768,3314.729894047363,6480.692406262737,17425154.570279732,24.51
3370503.6375651057,2745.071794419745,3259.047309561618,6479.817961737406,17427690.95795485,24.54
3370505.245714774,2745.0732584396,3204.284716647615,6478.947153773088,17430217.89243291,24.57
3370506.8334291964,2745.074686852308,3150.427240480873,6478.079980890062,17432735.40917282,24.6
3370508.400889287,2745.07608022524,3097.460289367236,6477.216371166265,17435243.541570928,24.63
3370509.948341245,2745.0774391191458,3045.3694640687204,6476.356294980303,17437742.324055057,24.66
3370511.476037137,2745.078764087276,2994.1405816248666,6475.499728209395,17440231.79107515,24.69
3370512.9842203814,2745.0800556752324,2943.75967789616,6474.646643218811,17442711.976856504,24.72
3370514.473125345,2745.081314421056,2894.21300341961,6473.797008586461,17445182.915392656,24.75
3370515.942976944,2745.08254085531,2845.487019264384,6472.950788827474,17447644.640438292,24.78
3370517.393990238,2745.083735501166,2797.5683928873864,6472.107944118786,17450097.18550215,24.81
3370518.82637003,2745.084898874487,2750.4439939888416,6471.268430023728,17452540.583839934,24.84
3370520.2403104636,2745.086031483917,2704.100890367926,6470.432197216607,17454974.868447214,24.87
3370521.6360228383,2745.0871338311736,2658.5263724157917,6469.599209765698,17457400.072560947,24.9
3370523.0138362194,2745.088206411897,2613.708051481594,6468.769511289388,17459816.231473092,24.93
3370524.3739959267,2745.0892497142195,2569.6336516326264,6467.943092417342,17462223.37889854,24.96
3370525.71673138,2745.0902642193632,2526.291074775193,6467.119935402225,17464621.548198286,24.99
3370527.0422708667,2745.091250401843,2483.6684119008623,6466.300023818169,17467010.77264566,25.02
3370528.3508417946,2745.092208729552,2441.7539396094903,6465.483342717864,17469391.085431084,25.05
3370529.642670949,2745.093139663855,2400.5361166322014,6464.669878789634,17471762.519666832,25.08
3370530.917984746,2745.094043659676,2360.003580354359,6463.859620514542,17474125.108391795,25.11
3370532.177009489,2745.094921165592,2320.1451433385946,6463.052558323463,17476478.884576242,25.14
3370533.4199716244,2745.0957726239176,2280.9497898477734,6462.2486847541795,17478823.88112656,25.17
3370534.6470966,2745.0965984705044,2242.4066919844854,6461.447992913775,17481160.130842764,25.2
3370535.858604543,2745.09739913386,2204.505270563005,6460.650471076549,17483487.66626824,25.23
3370537.0547199035,2745.0981750372252,2167.235059666205,6459.856114241791,17485806.520012412,25.26
3370538.2356684166,2745.0989265979674,2130.5857494714014,6459.064920290723,17488116.724643957,25.29
3370539.401676697,2745.09965422753,2094.5471920482455,6458.276889342311,17490418.312673215,25.32
3370540.552972465,2745.100358331517,2059.109398313255,6457.492023873076,17492711.316555906,25.35
3370541.689784769,2745.1010393097754,2024.262534984307,6456.710328836904,17494995.768696863,25.38
3370542.812344211,2745.10169755648,1989.9969215351305,6455.9318117848525,17497271.701453734,25.41
3370543.9208831713,2745.1023334602164,1956.3030271498392,6455.1564829849585,17499539.1471407,25.44
3370545.015636034,2745.1029474040643,1923.171467677422,6454.384355542053,17501798.138032213,25.47
3370546.0968113146,2745.103539765067,1890.5930215665235,6453.615427825359,17504048.70588071,25.5
3370547.1645075446,2745.104110912478,1858.5586837991948,6452.849630475932,17506290.880461425,25.53
3370548.2188919433,2745.1046612117334,1827.0595422897572,6452.086938900688,17508524.692662857,25.56
3370549.2601360376,2745.105191023131,1796.086818485741,6451.327332707799,17510750.17337297,25.59
3370550.2884042123,2745.105700701654,1765.6318722090373,6450.570788475096,17512967.353280943,25.62
3370551.30385335,2745.106190597045,1735.6861990050866,6449.817279501971,17515176.262870807,25.65
3370552.306632473,2745.106661053877,1706.2414274920684,6449.0667755612785,17517376.932415057,25.68
3370553.2968823803,2745.107112411622,1677.2893167101213,6448.3192426512305,17519569.39196826,25.71
3370554.274735291,2745.1075450047233,1648.8217534705311,6447.574642747307,17521753.671360657,25.74
3370555.2403144846,2745.1079591626662,1620.8307497049223,6446.832933554145,17523929.800191794,25.77
3370556.193762641,2745.108355210083,1593.3084587755177,6446.094086894181,17526097.808334995,25.8
3370557.1353201955,2745.108733466923,1566.2472248267682,6445.358139572524,17528257.72733211,25.83
3370558.065152838,2745.109094248308,1539.6394664105594,6444.625081350031,17530409.587323014,25.86
3370558.983415355,2745.1094378646862,1513.4777162477292,6443.894896382073,17532553.418181926,25.89
3370559.890261731,2745.109764621912,1487.7546254919312,6443.167569766854,17534689.24969737,25.92
3370560.7858453584,2745.1100748213194,1462.4629614521164,6442.443087664191,17536817.11157581,25.95
3370561.670319241,2745.110368759794,1437.5956053149937,6441.72143741431,17538937.033445336,25.98
3370562.5438361997,2745.1106467298423,1413.145549867522,6441.0026076566355,17541049.044859335,26.01
3370563.406549078,2745.1109090196665,1389.1058972193737,6440.286588448581,17543153.175300144,26.04
3370564.2586109475,2745.1111559132323,1365.4698565254,6439.573371384337,17545249.454182744,26.07
3370565.1001779097,2745.1113876900813,1342.2307539904327,6438.862951174932,17547337.91089806,26.1
3370565.9314165325,2745.111604624677,1319.3820647371672,6438.15532982942,17549418.574926857,26.13
3370566.752489816,2745.111806987904,1296.917343274163,6437.450508772176,17551491.475626312,26.16
3370567.5635625017,2745.1119950466286,1274.830245295817,6436.748491826265,17553556.642311405,26.19
3370568.3648021347,2745.112169063685,1253.1145294831385,6436.049285817445,17555614.104271755,26.22
3370569.156379382,2745.1123292979346,1231.7640557543914,6435.352900755794,17557663.890777003,26.25
3370569.9384683534,2745.1124760043244,1210.7727835157502,6434.6593500173385,17559706.03108217,26.28
3370570.71124582,2745.1126094339415,1190.1347698852815,6433.968649832378,17561740.554414008,26.31
3370571.474807031,2745.1127298333668,1169.8441658808413,6433.280765819636,17563767.488503497,26.34
3370572.2292352575,2745.1128374453124,1149.8952163605304,6432.595657115899,17565786.860797796,26.37
3370572.974642506,2745.1129325090205,1130.2822592594396,6431.913302204173,17567798.69916975,26.4
3370573.711130989,2745.1130152599967,1110.9997228920877,6431.233674434642,17569803.031246193,26.43
3370574.438792339,2745.1130859300633,1092.0421241760478,6430.55674150323,17571799.884394035,26.46
3370575.157706814,2745.113144747409,1073.4040668555515,6429.88246493017,17573789.285706315,26.49
3370575.8679425097,2745.1131919366417,1055.0802397250952,6429.210799538569,17575771.26198831,26.52
3370576.5695861,2745.1132277189768,1037.065421822001,6428.541713247099,17577745.840301022,26.55
3370577.2628262956,2745.113252312659,1019.3544992694199,6427.875240823246,17579713.049436655,26.58
3370577.947784696,2745.113265932274,1001.9424262919408,6427.211374902284,17581672.916928377,26.61
3370578.6245760717,2745.113268789067,984.8242369361811,6426.55010480887,17583625.47011603,26.64
3370579.293317458,2745.1132610910367,967.9950454791978,6425.891422404229,17585570.736306958,26.67
3370579.9541286887,2745.113243042993,951.4500449446897,6425.235322417585,17587508.742785502,26.7
3370580.6071329303,2745.1132148466136,935.1845056191866,6424.581802777603,17589439.51682246,26.73
3370581.2524567856,2745.1131767004917,919.1937737170625,6423.9308646663085,17591363.085676946,26.76
3370581.8902007784,2745.11312879957,903.4732803370773,6423.282493379821,17593279.47607072,26.79
3370582.520465075,2745.1130713357174,888.0185312275718,6422.636674979938,17595188.714646216,26.82
3370583.1433635787,2745.113004498071,872.8251005911435,6421.993405412332,17597090.82821753,26.85
3370583.759010959,2745.1129284728113,857.8886342919774,6421.35268208926,17598985.843539406,26.88
3370584.367522797,2745.112843443211,843.2048485078224,6420.714503967766,17600873.7873098,26.91
3370584.9690157273,2745.1127495896835,828.7695283819826,6420.078871627889,17602754.686172362,26.94
3370585.56360758,2745.112647089831,814.5785266752937,6419.445787350872,17604628.566718977,26.97
3370586.151404509,2745.112536118291,800.6277659071417,6418.815246814089,17606495.455261793,27.0
3370586.7324677287,2745.1124168462607,786.9132459626193,6418.187217652316,17608355.377244234,27.03
3370587.3068814133,2745.1122894426067,773.4310245810879,6417.561683177915,17610208.35844328,27.06
3370587.874727942,2745.1121540735235,760.1772226819768,6416.938626423581,17612054.42453113,27.09
3370588.4360841904,2745.1120109025255,747.1480240492614,6416.318027739742,17613893.601009548,27.12
3370588.9910211423,2745.1118600904815,734.3396741264911,6415.699864529052,17615725.913202904,27.15
3370589.539603495,2745.1117017956594,721.7484788118185,6415.084110980872,17617551.386251267,27.18
3370590.081890104,2745.1115361737675,709.3708034194844,6414.470738346671,17619370.045118295,27.21
3370590.617986813,2745.1113633781483,697.2030821148436,6413.859749252236,17621181.915533382,27.24
3370591.1480004694,2745.1111835596885,685.2418075933214,6413.251147806863,17622987.023171585,27.27
3370591.6720158895,2745.110996866792,673.4835253510636,6412.64492463455,17624785.393243115,27.3
3370592.19011886,2745.110803445491,661.9248371540425,6412.041071798231,17626577.050903358,27.33
3370592.7023964254,2745.110603439483,650.5623999704594,6411.439582980704,17628362.021258153,27.36
3370593.208937191,2745.1103969901797,639.392924903161,6410.840453665554,17630140.329369154,27.39
3370593.709831615,2745.110184236743,628.4131761220416,6410.243681318092,17631912.000259105,27.42
3370594.205165632,2745.109965315985,617.6199726726072,6409.649261260937,17633677.058798764,27.45
3370594.695004505,2745.109740362037,607.0101944968499,6409.0571762441805,17635435.529420286,27.48
3370595.179426992,2745.1095095071514,596.5807667669894,6408.467418479145,17637187.43672374,27.51
3370595.6585130366,2745.109272881463,586.3286642496728,6407.87998168843,17638932.80525873,27.54
3370596.1323422072,2745.1090306129868,576.2509110415326,6407.294860084593,17640671.65949668,27.57
3370596.6009937203,2745.108782827658,566.3445796167916,6406.712048378649,17642404.02383136,27.6
3370597.064546473,2745.1085296493675,556.6067898748554,6406.131541788567,17644129.922579497,27.63
3370597.523078794,2745.1082711999884,547.0347083290101,6405.553335868855,17645849.37997643,27.66
