Time,C,T,H,I,E,k1,k2,q,M1,M2,M3,gamma1,gamma2,gamma3,p1,p2,p3,a1,a2,a3,n1,n2,delta,s,p,w,u,v,tau,d1,d2,d3,mu,compartment,Formation_of_Stem_cell,Removal_of_stem_cell_from_the_system,Induction_of_tumor_cell,Removal_of_tumor_cell_y_immune_cell_and_other_immune_response,Increase_in_the_healthy_cell_in_the_system,Decrase_of_healthy_cell_due_to_cancer,Increase_in_immune_cell_against_tumor,Decrease_in_the_density_of_immune_cell_that_provide_immune_response,Increase_in_Excess_strogen,Decrease_in_strogen_content
5.97,3349037.831779474,11339393.02808696,6891946.200488827,9731.856685967321,2717.44893922004,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,23798.36159591051,9777.706864428172,1271021.9391167164,444453.97384646756,3494392.512290072,4919054.203515092,14896.204511505131,15554.205576320817,2700.0,2692.804944623129
6.0,3349451.6167586735,11364148.732690604,6849290.389318969,9712.171686181693,2717.661710784487,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,23326.36162062874,9759.134746955724,1268565.6900175295,444753.17800449184,3480945.465081197,4900004.554542802,14892.475243390278,15546.803662951379,2700.0,2693.0092639224736
6.03,3349852.026213092,11388821.781487571,6806802.649927958,9692.59717575138,2717.8684451008025,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,22869.886931911577,9740.629886537416,1266107.251923417,445050.0033180224,3467450.110127715,4880907.28870836,14888.76627427429,15539.400758662938,2700.0,2693.207352791296
6.06,3350239.5102474354,11413412.19092378,6764482.962489836,9673.133746787942,2718.0693248715334,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,22428.412705977215,9722.194459919032,1263647.0314635935,445344.50979931495,3453907.6407480575,4861763.785033023,14885.077735342953,15531.99915155442,2700.0,2693.399392478766
6.09,3350614.5089457757,11437919.982146813,6722331.297906398,9653.781941253212,2718.2645288990916,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,22001.42530780146,9703.830551568517,1261185.4241081825,445636.75592891267,3440319.2423277446,4842575.412351045,14881.40974784449,15524.6010533438,2700.0,2693.5855603472846
6.12,3350977.4485074854,11462345.184961077,6680347.620768156,9634.542242927637,2718.4542310801585,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,21588.427193774143,9685.540134822972,1258722.8109084158,445926.79851218784,3426686.0931772315,4823343.53273785,14877.762421540278,15517.20858946359,2700.0,2693.7660288738707
6.15,3351328.742064119,11486687.837151786,6638531.889165324,9615.415080541492,2718.6386006339694,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,21188.935945520876,9667.325077888643,1256259.5593006813,446214.69273598335,3413009.364398709,4804069.5009785555,14874.135855311011,15509.823802651907,2700.0,2693.94096587702
6.18,3351668.7904962986,11510947.983808937,6596884.054498798,9596.400830906137,2718.817802330601,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,20802.483299703803,9649.187149812255,1253796.023903237,446500.4922271136,3399290.2197511443,4784754.664046564,14870.530137763213,15502.44865660538,2700.0,2694.1105347435723
6.21,3351997.9832505966,11535125.676651286,6555404.061291133,9577.499822045225,2718.9919967192573,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,20428.614174095448,9631.128026423563,1251332.5473055416,446784.2491127039,3385529.8155136094,4765400.360592141,14866.945347836076,15495.085039692989,2700.0,2694.2748946555707
6.24,3352316.699156421,11559220.973350331,6514091.84699753,9558.71233632596,2719.1613403565593,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,20066.88569014147,9613.1492962494,1248869.4608501995,447066.0140823481,3371729.30034692,4746007.9204408275,14863.381555408641,15487.734768730292,2700.0,2694.434200817117
6.27,3352625.306491307,11583233.937553896,6472947.342242974,9540.038611561768,2719.325985843015,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,19716.867138543865,9595.252462207853,1246407.0847702087,447345.8364085894,3357889.815297471,4726578.664655791,14859.83882151467,15480.399590173953,2700.0,2694.5886044906597
6.3,3352924.12998217,11607164.669687174,6431970.489807054,9521.47875287495,2719.4860734211716,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,19378.181578248506,9577.438759088087,1243945.7003405276,447623.7620475134,3344012.500175972,4707113.929938867,14856.31718128327,15473.08106496122,2700.0,2694.7382446499073
6.33,3353213.4866286037,11631013.273691215,6391161.224585925,9503.032830310427,2719.6417401379367,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,19050.46079525398,9559.709355141393,1241485.580475431,447899.83570590406,3330098.4868479287,4687615.042198234,14852.816662829313,15465.780694556352,2700.0,2694.8832570830014
6.36,3353493.6966131497,11654779.846951531,6350519.467680212,9484.700909209096,2719.79312264882,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,18733.331596884644,9542.065413988114,1239026.9989889632,448174.1015025544,3316148.8971133586,4668083.308690017,14849.337293136374,15458.499960678133,2700.0,2695.023777178479
6.39,3353765.0697934213,11678464.492956202,6310045.134328302,9466.483014676438,2719.94035379037,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,18426.432854830753,9524.508020524367,1236570.219199972,448446.60220977734,3302164.8453065236,4648520.028122808,14845.879091182042,15451.24027903348,2700.0,2695.1599365200414
6.42,3354027.906282352,11702067.32084011,6269738.133851492,9448.379134075069,2720.083562748073,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,18129.414811353665,9507.038185447098,1234115.494498519,448717.37930770335,3288147.4382180395,4628926.490360587,14842.442068422395,15444.003002454143,2700.0,2695.2918630534614
6.45,3354282.4970284402,11725588.444929196,6229598.369599152,9430.389219517305,2720.222875224246,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,17841.938383345027,9489.656849757775,1231663.0689068416,448986.4730399629,3274097.775017059,4609303.9761330085,14839.026229276684,15436.789424079334,2700.0,2695.419681253494
6.48,3354529.124396001,11749027.984284706,6189625.73889388,9412.513190357702,2720.358413605933,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,17563.674464381533,9472.36488924493,1229213.177634886,449253.9224707318,3260016.947173543,4589653.756752953,14835.631571612234,15429.600780583618,2700.0,2695.5435122907816
6.51,3354768.062745412,11772386.06224744,6149820.132976652,9394.750935685614,2720.490297132799,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,17294.303224903997,9455.1631189457,1226766.0476304062,449519.76554312865,3245906.0383806373,4569977.093841247,14832.258087229558,15422.438255449657,2700.0,2695.663474198759
6.54,3354999.5790133597,11795662.805982003,6110181.436951985,9377.10231681774,2720.618642065024,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,17033.51341064577,9438.052297586615,1224321.898123647,449784.0391389441,3231766.1244771555,4550275.239058464,14828.905762347677,15415.302982285179,2700.0,2695.7796820405606
6.57,3355223.918479659,11818858.358992003,6070709.535699837,9359.56711711763,2720.7435580764823,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,16781.02031867788,9421.033037390633,1221880.9289207775,450046.77776599716,3217598.275518452,4530549.4425243335,14825.574567865371,15408.195973320577,2700.0,2695.8922443242423
6.6,3355441.3083999804,11841972.877991477,6031404.312591243,9342.145055342127,2720.86514920046,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,16536.561253997497,9404.105828327878,1219443.323566808,450308.01388278574,3203403.5553194312,4510800.950671313,14822.264461950008,15401.118137549576,2700.0,2696.0012639429683
6.63,3355651.9820858235,11865006.5118723,5992265.639967949,9324.835871693398,2720.983519985686,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,16299.865191853605,9387.271192641881,1217009.269317624,450567.7801380708,3189183.0179792307,4491030.992210437,14818.975406742371,15394.070402829244,2700.0,2696.106844293543
6.66,3355856.1654363675,11887959.41354951,5953293.384746166,9307.639280358675,2721.0987720844523,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,16070.669781586621,9370.529599394811,1214578.9460244747,450826.1081380844,3174937.7098261667,4471240.786148238,14815.707359147478,15387.05364853967,2700.0,2696.209085885342
6.69,3356054.0773269804,11910831.739673426,5914487.4084389545,9290.554971321073,2721.2110043716502,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,15848.72088072705,9353.88146763976,1212152.526510998,451083.02849150955,3160668.6693789456,4451431.541648254,14812.460271187903,15380.068708032417,2700.0,2696.3080864586905
6.72,3356245.9300405215,11933623.650304338,5875847.567161377,9273.582612322496,2721.3203130747124,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,15633.77203399269,9337.327169850578,1209730.1769815676,451338.5708594319,3146376.9273025077,4431604.457872885,14809.23409038678,15373.116371328566,2700.0,2696.4039411140766
6.75,3356431.929698642,11956335.308587167,5837373.711635643,9256.721850826578,2721.4267919035537,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,15425.583951203618,9320.86703533603,1207312.0574255534,451592.7640062962,3132063.506364693,4411760.723830652,14806.02876015092,15366.197387850085,2700.0,2696.4967424413735
6.78,3356612.2766930815,11978966.880426144,5799065.687196269,9239.972315981611,2721.5305321805076,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,15223.923984199064,9304.501353638425,1204898.3220175009,451845.635851856,3117729.421393708,4391901.518228795,14802.844220154078,15359.312469184135,2700.0,2696.5865806490497
6.81,3356787.1661169734,12001518.534159465,5760923.333795226,9223.333620583471,2721.6316229702707,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,15028.565602789633,9288.230377916938,1202489.119513268,452097.2135241006,3103375.679236402,4372028.009331124,14799.680406720327,15352.462291879847,2700.0,2696.673543693388
6.84,3356956.7819287847,12023990.445531607,5722946.4879930215,9206.805337553518,2721.7301495120287,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,14839.295734911459,9272.054285339525,1200084.588565561,452347.5226931548,3089003.2794710286,4352141.357947424,14796.53724825389,15345.647462548593,2700.0,2696.7577157202572
6.87,3357121.2877591546,12046382.805503277,5685134.986013548,9190.386962765448,2721.826190742146,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,14655.926323388936,9255.973114633225,1197684.8503758325,452596.5865075703,3074613.215552016,4332242.722043579,14793.414658013535,15338.86846235813,2700.0,2696.8391746031148
6.9,3357280.8535972475,12068695.797733419,5647488.655429818,9174.078023769476,2721.919826536549,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,14478.260853895452,9239.98694958256,1195290.0303837657,452844.4286579698,3060206.4716310347,4312333.243479899,14790.312555246684,15332.12580769925,2700.0,2696.917999141321
6.93,3357435.6449687597,12090929.607765974,5610007.318734936,9157.878035995864,2722.011134792173,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,14306.107947278768,9224.095845098702,1192900.2495053995,453091.07214685605,3045784.023859188,4292414.053529932,14787.230856679778,15325.419985560196,2700.0,2696.9942661594278
6.96,3357585.822370563,12113084.423547003,5572690.793663057,9141.786500665125,2722.100191286908,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,14139.282082913443,9208.299823731546,1190515.6237138025,453336.53922926704,3031346.840474384,4272486.2732495265,14784.169476114088,15318.751450397382,2700.0,2697.068050368074
6.99,3357731.541588082,12135160.435195664,5535538.893230642,9125.802906287712,2722.187069778678,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13977.603213770548,9192.59887822753,1188136.2643330253,453580.8514552854,3016895.881784314,4252551.013408346,14781.128324719259,15312.120626334854,2700.0,2697.1394244625653
7.02,3357872.9540126733,12157157.83477515,5498551.4257777035,9109.926730163716,2722.2718421045233,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13820.896380902035,9176.992974076154,1185762.278329058,453824.0297132637,3002432.100150576,4232609.374425364,14778.107311326949,15305.527909387478,2700.0,2697.2084592214464
7.05,3358010.2069590087,12179076.816063682,5461728.195009052,9094.157439882543,2722.3545782796764,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13668.991327377735,9161.482052045336,1183393.7685977956,454066.09427375643,2987956.4399739443,4212662.4463083,14775.106342724532,15298.973669707582,2700.0,2697.275223605082
7.08,3358143.4439824508,12200917.574325453,5425069.000035552,9078.494494822628,2722.4353465966433,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13521.72211171966,9146.066030705813,1181030.834250043,454307.0648341494,2973469.837680777,4192711.3085969575,14772.125323948872,15292.458253854751,2700.0,2697.339784854233
7.11,3358272.802776157,12222680.307925643,5388573.635902599,9062.937337658708,2722.514213105596,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13378.929776833393,9130.744792297137,1178673.5689872138,454546.96026615193,2958973.2219045716,4172757.0312174335,14769.164156635961,15285.981971859961,2700.0,2697.402207973358
7.14,3358398.4016164164,12244365.228670603,5352241.896423992,9047.485338589097,2722.591238167386,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13240.479480363661,9115.518089929674,1176322.0504908392,454785.79694688827,2944467.5145973777,4152800.679596766,14766.22272817016,15279.545011995117,2700.0,2697.4625523026994
7.17,3358520.3630583673,12265972.54376666,5316073.569516813,9032.137893355703,2722.6664825287526,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,13106.230590655701,9100.38571103587,1173976.3591620717,455023.59167191316,2929953.6291593425,4132843.305809471,14763.300930756399,15273.147589860286,2700.0,2697.520877560204
7.2,3358638.8080905573,12287502.460286591,5280068.43848335,9016.894399299754,2722.7400058460207,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12976.044078244828,9085.347437382763,1171636.5735162087,455260.36094948626,2915432.4709164407,4112885.9508694345,14760.398656764473,15266.789912142729,2700.0,2697.577242373358
7.23,3358753.8539056573,12308955.186880903,5244226.282565006,9001.754246347282,2722.811866133184,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12849.785342975054,9070.403030049165,1169302.768454721,455496.1207336198,2900904.9373186277,4092929.6456395327,14757.515796977194,15260.472162922475,2700.0,2697.6317037303706
7.26,3358865.6141184215,12330330.933624566,5208546.877003572,8986.716818098352,2722.882119835571,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12727.323950958671,9055.55223123908,1166975.0154662996,455730.88645801233,2886371.9179440774,4072975.4108236763,14754.652240804318,15254.19450536749,2700.0,2697.6843170535117
7.29,3358974.1989836525,12351629.911863703,5173029.99310248,8971.781492916301,2722.95082190351,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12608.533371218247,9040.794766087467,1164653.3828258412,455964.6730704676,2871834.294504676,4053024.2569617243,14751.807876496538,15247.957083444866,2700.0,2697.735136272453
7.32,3359079.715614162,12372852.334062321,5137675.398288079,8956.947645016979,2723.0180258659975,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12493.290712041315,9026.130344458372,1162337.935791376,456197.49506779015,2857292.9408527673,4033077.184427263,14748.982591359489,15241.760023647927,2700.0,2697.7842138976107
7.35,3359182.2681987328,12393998.41364901,5102482.85617089,8942.214645557979,2723.0837839043606,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12381.476457052398,9011.558662735613,1160028.7367989682,456429.3665311537,2842748.7229891233,4013135.183428166,14746.176271967808,15235.603436738893,2700.0,2697.8316010934846
7.38,3359282.03658034,12415068.311625158,5067452.158133799,8927.582242727374,2723.148174476913,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12272.878578205826,8997.079997426308,1157725.905659769,456660.31331958785,2828202.512194362,3993199.243786308,14743.388878214304,15229.488020527293,2700.0,2697.8773751649896
7.41,3359378.91812387,12436062.38078676,5032582.983836942,8913.048823502142,2723.211176917723,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12167.629795785528,8982.692494164558,1155429.3451964876,456890.31732407963,2813655.1269881157,3973270.314102778,14740.62010467671,15223.412303870877,2700.0,2697.9215147867803
7.44,3359473.129340823,12456980.75581273,4997875.137360014,8898.61433131915,2723.2728823002763,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,12065.473134952132,8968.39672033015,1153139.2023608836,457119.40999405336,2799107.431270051,3953349.371590825,14737.86994901804,15217.377271233105,2700.0,2697.9641098075413
7.47,3359564.754498921,12477823.660062185,4963328.366200113,8884.278082062454,2723.3333347995676,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,11966.312772717327,8954.192254099287,1150855.5222392585,457347.60236541415,2784560.2591597317,3933437.366748126,14735.138286520872,15211.382902171767,2700.0,2698.005203407602
7.5,3359653.876252919,12498591.317024285,4928942.414851441,8870.039394520583,2723.3925777359455,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,11870.054691681638,8940.078670295152,1148578.3482564269,457574.9052442978,2770014.4371862053,3913535.240255376,14732.424992906084,15205.429169799876,2700.0,2698.044837912442
