Time,L,LR,R,CA,LRCA,RAR_retinoids,LR_complx,LRCA_complx
0.51,0.0004994773632252706,4.7174740622414375e-07,0.0034994773632252693,29.999999949110638,5.088936850496457e-08,1.0,1.0015710950077535e-06,1.879560365770505e-07
0.52,0.0004994673516960655,4.798642059332817e-07,0.003499467351696064,29.99999994721591,5.27840980010726e-08,1.0,1.0007353937057578e-06,1.9098614653715504e-07
0.53,0.000499457348504487,4.879424781420609e-07,0.0034994573485044853,29.999999945290988,5.4709017370728506e-08,1.0,9.999035652789496e-07,1.93994036971792e-07
0.54,0.0004994473536119373,4.959824828753885e-07,0.0034994473536119355,29.9999999433361,5.666390518713417e-08,1.0,9.990755836319282e-07,1.9697986137677614e-07
0.55,0.0004994373669800782,5.039844783685357e-07,0.0034994373669800763,29.999999941351465,5.864854155308432e-08,1.0,9.982514228488827e-07,1.999437721903568e-07
0.56,0.0004994273885708299,5.119487210794529e-07,0.003499427388570828,29.9999999393373,6.066270809043922e-08,1.0,9.974310571923551e-07,2.0288592080049567e-07
0.5700000000000001,0.0004994174183463691,5.198754657009319e-07,0.0034994174183463674,29.999999937293822,6.270618792972825e-08,1.0,9.966144611020221e-07,2.0580645755205407e-07
0.58,0.0004994074562691272,5.27764965172738e-07,0.0034994074562691257,29.999999935221243,6.47787656997783e-08,1.0,9.95801609193475e-07,2.0870553175396288e-07
0.59,0.0004993975023017887,5.356174706937175e-07,0.003499397502301787,29.99999993311978,6.688022751736478e-08,1.0,9.949924762570061e-07,2.115832916863774e-07
0.6,0.000499387556407289,5.434332317338164e-07,0.0034993875564072875,29.99999993098965,6.90103609769367e-08,1.0,9.94187037256404e-07,2.144398846077803e-07
0.61,0.0004993776185488133,5.512124960459873e-07,0.0034993776185488117,29.999999928831055,7.11689551404387e-08,1.0,9.93385267327755e-07,2.1727545676201795e-07
0.62,0.0004993676886897944,5.589555096780029e-07,0.003499367688689793,29.99999992664421,7.335580052721234e-08,1.0,9.925871417782618e-07,2.2009015338528205e-07
0.63,0.0004993577667939115,5.666625169841986e-07,0.00349935776679391,29.99999992442932,7.557068910395797e-08,1.0,9.91792636085062e-07,2.228841187130488e-07
0.64,0.0004993478528250878,5.743337606371446e-07,0.003499347852825086,29.999999922186596,7.781341427475724e-08,1.0,9.910017258940584e-07,2.2565749598697718e-07
0.65,0.0004993379467474893,5.819694816392358e-07,0.0034993379467474876,29.999999919916238,8.008377087116525e-08,1.0,9.902143870187557e-07,2.284104274617577e-07
0.66,0.0004993280485255232,5.895699193341975e-07,0.0034993280485255216,29.999999917618453,8.238155514237581e-08,1.0,9.894305954391058e-07,2.311430544119122e-07
0.67,0.0004993181581238358,5.971353114185082e-07,0.0034993181581238343,29.999999915293444,8.470656474545578e-08,1.0,9.88650327300361e-07,2.3385551713854444e-07
0.68,0.0004993082755073114,6.04665893952748e-07,0.0034993082755073097,29.99999991294141,8.705859873564504e-08,1.0,9.878735589119361e-07,2.365479549760461e-07
0.6900000000000001,0.0004992984006410701,6.121619013728685e-07,0.0034992984006410686,29.99999991056255,8.943745755672183e-08,1.0,9.871002667462773e-07,2.392205062987576e-07
0.7000000000000001,0.0004992885334904669,6.196235665013861e-07,0.0034992885334904655,29.999999908157065,9.184294303143457e-08,1.0,9.863304274377379e-07,2.4187330852758264e-07
0.71,0.0004992786740210893,6.270511205584969e-07,0.003499278674021088,29.99999990572515,9.427485835200065e-08,1.0,9.85564017781465e-07,2.445064981365565e-07
0.72,0.000499268822198756,6.344447931731146e-07,0.0034992688221987546,29.999999903267,9.673300807067086e-08,1.0,9.848010147322887e-07,2.471202106593695e-07
0.73,0.0004992589779895156,6.418048123938322e-07,0.0034992589779895143,29.99999990078281,9.921719809035826e-08,1.0,9.840413954036258e-07,2.497145806958449e-07
0.74,0.0004992491413596446,6.4913140469981e-07,0.0034992491413596435,29.999999898272772,1.0172723565533172e-07,1.0,9.832851370663842e-07,2.5228974191837314e-07
0.75,0.0004992393122756462,6.564247950115864e-07,0.003499239312275645,29.99999989573708,1.0426292934197341e-07,1.0,9.825322171478803e-07,2.548458270783009e-07
0.76,0.0004992294907042483,6.636852067018164e-07,0.003499229490704247,29.99999989317592,1.0682408904960013e-07,1.0,9.817826132307589e-07,2.57382968012277e-07
0.77,0.0004992196766124025,6.70912861605934e-07,0.003499219676612401,29.999999890589486,1.0941052599134797e-07,1.0,9.810363030519258e-07,2.599012956485538e-07
0.78,0.0004992098699672818,6.781079800327428e-07,0.0034992098699672806,29.99999988797796,1.1202205268511973e-07,1.0,9.80293264501483e-07,2.624009400132454e-07
0.79,0.0004992000707362801,6.852707807749321e-07,0.003499200070736279,29.99999988534153,1.1465848294459454e-07,1.0,9.795534756216748e-07,2.6488203023654325e-07
0.8,0.0004991902788870098,6.924014811195227e-07,0.0034991902788870087,29.99999988268038,1.1731963187029958e-07,1.0,9.788169146058393e-07,2.6734469455888774e-07
0.81,0.0004991804943873006,6.995002968582381e-07,0.0034991804943872995,29.999999879994697,1.2000531584074322e-07,1.0,9.78083559797367e-07,2.6978906033709896e-07
0.8200000000000001,0.0004991707172051982,7.065674422978063e-07,0.003499170717205197,29.999999877284658,1.227153525036093e-07,1.0,9.773533896886668e-07,2.7221525405046344e-07
0.8300000000000001,0.0004991609473089624,7.1360313027019e-07,0.003499160947308961,29.99999987455045,1.2544956076701204e-07,1.0,9.766263829201413e-07,2.7462340130678073e-07
0.84,0.000499151184667066,7.206075721427458e-07,0.003499151184667065,29.99999987179225,1.2820776079081136e-07,1.0,9.759025182791652e-07,2.770136268483663e-07
0.85,0.0004991414292481932,7.275809778283143e-07,0.003499141429248192,29.99999986901024,1.3098977397798772e-07,1.0,9.751817746990734e-07,2.7938605455801524e-07
0.86,0.0004991316810212382,7.345235557952399e-07,0.003499131681021237,29.99999986620459,1.3379542296607656e-07,1.0,9.744641312581568e-07,2.8174080746492315e-07
0.87,0.0004991219399553035,7.414355130773221e-07,0.0034991219399553024,29.999999863375482,1.3662453161866184e-07,1.0,9.737495671786613e-07,2.8407800775056713e-07
0.88,0.0004991122060196989,7.483170552836979e-07,0.003499112206019698,29.99999986052309,1.394769250169281e-07,1.0,9.73038061825798e-07,2.863977767545462e-07
0.89,0.0004991024791839396,7.551683866086565e-07,0.0034991024791839387,29.999999857647584,1.4235242945127062e-07,1.0,9.723295947067581e-07,2.8870023498038096e-07
0.9,0.0004990927594177452,7.619897098413856e-07,0.003499092759417744,29.99999985474914,1.452508724129635e-07,1.0,9.71624145469734e-07,2.9098550210127404e-07
0.91,0.000499083046691038,7.68781226375652e-07,0.003499083046691037,29.99999985182793,1.4817208258588514e-07,1.0,9.70921693902948e-07,2.9325369696583013e-07
0.92,0.0004990733409739417,7.75543136219414e-07,0.0034990733409739406,29.999999848884123,1.5111588983830068e-07,1.0,9.702222199336885e-07,2.955049376037374e-07
0.93,0.0004990636422367804,7.822756380043679e-07,0.003499063642236779,29.999999845917888,1.540821252147011e-07,1.0,9.69525703627352e-07,2.977393412314087e-07
0.9400000000000001,0.0004990539504500763,7.889789289954298e-07,0.003499053950450075,29.99999984292939,1.5707062092769842e-07,1.0,9.688321251864903e-07,2.9995702425758526e-07
0.9500000000000001,0.0004990442655845493,7.95653205100151e-07,0.003499044265584548,29.9999998399188,1.6008121034997703e-07,1.0,9.681414649498665e-07,3.021581022889004e-07
0.96,0.000499034587611115,8.022986608780682e-07,0.0034990345876111137,29.999999836886282,1.6311372800630008e-07,1.0,9.67453703391517e-07,3.043426901354058e-07
0.97,0.0004990249165008838,8.089154895499912e-07,0.0034990249165008824,29.999999833832,1.6616800956557127e-07,1.0,9.667688211198197e-07,3.065109018160599e-07
0.98,0.0004990152522251592,8.15503883007224e-07,0.0034990152522251577,29.999999830756117,1.6924389183295108e-07,1.0,9.660867988765672e-07,3.086628505641773e-07
0.99,0.0004990055947554366,8.220640318207244e-07,0.003499005594755435,29.999999827658797,1.723412127420275e-07,1.0,9.654076175360491e-07,3.107986488328417e-07
1.0,0.0004989959440634021,8.285961252501999e-07,0.0034989959440634003,29.9999998245402,1.7545981134704066e-07,1.0,9.647312581041388e-07,3.1291840830028146e-07
1.01,0.000498986300120931,8.351003512531403e-07,0.0034989863001209293,29.999999821400483,1.785995278151609e-07,1.0,9.640577017173867e-07,3.150222398752075e-07
1.02,0.0004989766629000868,8.41576896493789e-07,0.003498976662900085,29.999999818239807,1.8176020341882018e-07,1.0,9.633869296421207e-07,3.1711025370211485e-07
1.03,0.0004989670323731192,8.480259463520523e-07,0.0034989670323731176,29.99999981505833,1.8494168052809632e-07,1.0,9.627189232735512e-07,3.1918255916654806e-07
1.04,0.0004989574085124638,8.544476849323464e-07,0.003498957408512462,29.99999981185621,1.8814380260314963e-07,1.0,9.62053664134884e-07,3.2123926490032923e-07
1.05,0.0004989477912907402,8.60842295072385e-07,0.0034989477912907387,29.999999808633596,1.9136641418671167e-07,1.0,9.613911338764383e-07,3.232804787867512e-07
1.06,0.0004989381806807507,8.672099583519048e-07,0.0034989381806807495,29.99999980539065,1.946093608966258e-07,1.0,9.607313142747708e-07,3.2530630796573455e-07
1.07,0.0004989285766554795,8.735508551013319e-07,0.0034989285766554783,29.999999802127522,1.9787248941843905e-07,1.0,9.60074187231807e-07,3.273168588389482e-07
1.08,0.0004989189791880908,8.798651644103887e-07,0.0034989189791880897,29.999999798844364,2.0115564749804512e-07,1.0,9.594197347739762e-07,3.293122370748965e-07
1.09,0.0004989093882519283,8.8615306413664e-07,0.0034989093882519273,29.999999795541328,2.0445868393437799e-07,1.0,9.587679390513546e-07,3.3129254761396974e-07
1.1,0.0004988998038205132,8.924147309139823e-07,0.003498899803820512,29.999999792218563,2.0778144857215584e-07,1.0,9.581187823368133e-07,3.3325789467346043e-07
1.11,0.0004988902258675436,8.986503401610727e-07,0.0034988902258675423,29.99999978887622,2.1112379229467508e-07,1.0,9.57472247025172e-07,3.3520838175254515e-07
1.12,0.000498880654366893,9.048600660897009e-07,0.0034988806543668916,29.999999785514447,2.14485567016654e-07,1.0,9.568283156323603e-07,3.3714411163723183e-07
1.1300000000000001,0.0004988710892926091,9.110440817131035e-07,0.0034988710892926078,29.99999978213339,2.1786662567712551e-07,1.0,9.561869707945823e-07,3.390651864052731e-07
1.1400000000000001,0.0004988615306189127,9.172025588542203e-07,0.0034988615306189115,29.999999778733194,2.2126682223237918e-07,1.0,9.55548195267487e-07,3.40971707431046e-07
1.1500000000000001,0.0004988519783201965,9.233356681538944e-07,0.003498851978320195,29.999999775314006,2.2468601164895166e-07,1.0,9.54911971925348e-07,3.42863775390397e-07
1.16,0.0004988424323710236,9.294435790790151e-07,0.003498842432371022,29.999999771875967,2.281240498966654e-07,1.0,9.542782837602443e-07,3.447414902654554e-07
1.17,0.000498832892746127,9.355264599306063e-07,0.0034988328927461256,29.999999768419222,2.3158079394171572e-07,1.0,9.536471138812488e-07,3.4660495134941227e-07
1.18,0.0004988233594204076,9.415844778518565e-07,0.003498823359420406,29.999999764943915,2.350561017398047e-07,1.0,9.530184455136243e-07,3.4845425725126656e-07
1.19,0.0004988138323689338,9.47617798836096e-07,0.0034988138323689324,29.999999761450184,2.3854983222932316e-07,1.0,9.523922619980206e-07,3.5028950590053896e-07
1.2,0.0004988043115669399,9.536265877347178e-07,0.0034988043115669384,29.99999975793817,2.420618453245794e-07,1.0,9.51768546789681e-07,3.5211079455195326e-07
1.21,0.0004987947969898252,9.596110082650444e-07,0.0034987947969898235,29.999999754408012,2.455920019090741e-07,1.0,9.511472834576527e-07,3.53918219790085e-07
1.22,0.0004987852886131523,9.655712230181405e-07,0.0034987852886131507,29.99999975085985,2.491401638288225e-07,1.0,9.505284556840029e-07,3.557118775339787e-07
1.23,0.0004987757864126469,9.715073934665711e-07,0.0034987757864126455,29.99999974729382,2.527061938857215e-07,1.0,9.499120472630395e-07,3.5749186304173267e-07
1.24,0.0004987662903641961,9.774196799721072e-07,0.003498766290364195,29.99999974371006,2.562899558309634e-07,1.0,9.492980421005387e-07,3.592582709150527e-07
1.25,0.0004987568004438473,9.833082417933773e-07,0.003498756800443846,29.999999740108702,2.598913143584943e-07,1.0,9.486864242129774e-07,3.61011195103774e-07
1.26,0.0004987473166278072,9.891732370934682e-07,0.003498747316627806,29.999999736489883,2.6351013509851816e-07,1.0,9.480771777267685e-07,3.627507289103528e-07
1.27,0.0004987378388924407,9.950148229474703e-07,0.0034987378388924395,29.999999732853734,2.6714628461104515e-07,1.0,9.474702868775071e-07,3.6447696499432556e-07
1.28,0.0004987283672142698,1.0008331553499736e-06,0.0034987283672142685,29.99999972920039,2.7079963037948473e-07,1.0,9.468657360092148e-07,3.6618999537673877e-07
1.29,0.0004987189015699724,1.0066283892225115e-06,0.003498718901569971,29.999999725529978,2.7447004080428265e-07,1.0,9.462635095735946e-07,3.6788991144454787e-07
1.3,0.0004987094419363817,1.0124006784209518e-06,0.0034987094419363803,29.999999721842634,2.7815738519660195e-07,1.0,9.456635921292895e-07,3.6957680395498555e-07
1.31,0.0004986999882904843,1.018150175742839e-06,0.003498699988290483,29.999999718138486,2.8186153377204746e-07,1.0,9.450659683411449e-07,3.7125076303989997e-07
1.32,0.0004986905406094201,1.0238770329346839e-06,0.003498690540609419,29.999999714417662,2.855823576444337e-07,1.0,9.444706229794767e-07,3.729118782100637e-07
1.33,0.0004986810988704803,1.0295814006992053e-06,0.003498681098870479,29.999999710680292,2.893197288195952e-07,1.0,9.438775409193454e-07,3.7456023835945257e-07
1.34,0.0004986716630511074,1.0352634287025193e-06,0.0034986716630511063,29.999999706926502,2.9307352018924005e-07,1.0,9.432867071398354e-07,3.761959317694943e-07
1.35,0.000498662233128893,1.0409232655812813e-06,0.003498662233128892,29.999999703156416,2.968436055248455e-07,1.0,9.426981067233356e-07,3.778190461132895e-07
1.36,0.0004986528090815778,1.0465610589497768e-06,0.003498652809081577,29.99999969937016,3.006298594715956e-07,1.0,9.421117248548312e-07,3.794296684598024e-07
1.37,0.0004986433908870498,1.0521769554069652e-06,0.003498643390887049,29.999999695567862,3.0443215754236067e-07,1.0,9.41527546821194e-07,3.8102788527802255e-07
1.3800000000000001,0.000498633978523344,1.057771100543474e-06,0.003498633978523343,29.999999691749643,3.082503761117184e-07,1.0,9.409455580104827e-07,3.826137824410989e-07
1.3900000000000001,0.0004986245719686407,1.0633436389485443e-06,0.0034986245719686396,29.999999687915626,3.120843924100159e-07,1.0,9.403657439112445e-07,3.8418744523044436e-07
1.4000000000000001,0.0004986151712012649,1.0688947142169306e-06,0.0034986151712012637,29.999999684065934,3.159340845174726e-07,1.0,9.397880901118233e-07,3.857489583398128e-07
1.41,0.0004986057761996852,1.0744244689557503e-06,0.003498605776199684,29.999999680200688,3.197993313583239e-07,1.0,9.392125822996723e-07,3.872984058793475e-07
1.42,0.000498596386942513,1.079933044791288e-06,0.003498596386942512,29.999999676320005,3.236800126950059e-07,1.0,9.386392062606711e-07,3.8883587137960166e-07
1.43,0.0004985870034085011,1.0854205823757522e-06,0.0034985870034085,29.999999672424007,3.275760091223784e-07,1.0,9.380679478784477e-07,3.903614377955321e-07
1.44,0.0004985776255765433,1.0908872213939852e-06,0.003498577625576542,29.999999668512814,3.314872020619896e-07,1.0,9.374987931337054e-07,3.9187518751046403e-07
1.45,0.0004985682534256727,1.0963331005701281e-06,0.0034985682534256716,29.999999664586543,3.3541347375637904e-07,1.0,9.369317281035531e-07,3.9337720234002984e-07
1.46,0.0004985588869350616,1.1017583576742374e-06,0.0034985588869350603,29.999999660645308,3.393547072634205e-07,1.0,9.363667389608432e-07,3.9486756353607947e-07
1.47,0.0004985495260840197,1.107163129528859e-06,0.0034985495260840185,29.99999965668923,3.4331078645070355e-07,1.0,9.358038119735093e-07,3.963463517905657e-07
1.48,0.0004985401708519938,1.112547552015554e-06,0.0034985401708519923,29.99999965271842,3.472815959899539e-07,1.0,9.352429335039141e-07,3.978136472394001e-07
1.49,0.0004985308212185664,1.1179117600813823e-06,0.003498530821218565,29.99999964873299,3.5126702135149214e-07,1.0,9.346840900081957e-07,3.992695294662849e-07
1.5,0.0004985214771634553,1.123255887745339e-06,0.003498521477163454,29.999999644733066,3.5526694879873065e-07,1.0,9.341272680356253e-07,4.007140775065169e-07
1.51,0.0004985121386665119,1.128580068104749e-06,0.0034985121386665106,29.999999640718748,3.592812653827086e-07,1.0,9.335724542279618e-07,4.021473698507656e-07
1.52,0.0004985028057077211,1.1338844333416143e-06,0.00349850280570772,29.999999636690156,3.6330985893666423e-07,1.0,9.330196353188181e-07,4.035694844488259e-07
1.53,0.0004984934782671997,1.1391691147289212e-06,0.0034984934782671985,29.999999632647395,3.67352618070645e-07,1.0,9.324687981330256e-07,4.0498049871334354e-07
1.54,0.0004984841563251963,1.1444342426369016e-06,0.003498484156325195,29.99999962859058,3.7140943216615453e-07,1.0,9.319199295860084e-07,4.0638048952351654e-07
1.55,0.0004984748398620892,1.1496799465392517e-06,0.003498474839862088,29.99999962451982,3.754801913708364e-07,1.0,9.313730166831563e-07,4.077695332287701e-07
1.56,0.0004984655288583868,1.1549063550193088e-06,0.0034984655288583856,29.999999620435226,3.7956478659319484e-07,1.0,9.308280465192077e-07,4.091477056524059e-07
1.57,0.0004984562232947258,1.1601135957761835e-06,0.0034984562232947243,29.999999616336904,3.836631094973516e-07,1.0,9.302850062776326e-07,4.105150820952279e-07
1.58,0.0004984469231518706,1.165301795630852e-06,0.0034984469231518693,29.99999961222496,3.8777505249783895e-07,1.0,9.297438832300216e-07,4.1187173733914076e-07
1.59,0.0004984376284107127,1.1704710805322054e-06,0.003498437628410711,29.999999608099504,3.919005087544288e-07,1.0,9.292046647354794e-07,4.132177456507257e-07
1.6,0.0004984283390522693,1.1756215755630559e-06,0.0034984283390522676,29.999999603960642,3.9603937216699677e-07,1.0,9.28667338240021e-07,4.1455318078479033e-07
1.61,0.0004984190550576829,1.180753404946105e-06,0.003498419055057681,29.999999599808476,4.001915373704226e-07,1.0,9.28131891275974e-07,4.158781159878945e-07
1.62,0.00049840977640822,1.1858666920498672e-06,0.003498409776408218,29.999999595643114,4.0435689972952494e-07,1.0,9.275983114613836e-07,4.171926240018522e-07
1.6300000000000001,0.0004984005030852708,1.1909615593945546e-06,0.003498400503085269,29.999999591464658,4.0853535533403127e-07,1.0,9.27066586499422e-07,4.184967770672083e-07
1.6400000000000001,0.0004983912350703479,1.196038128657921e-06,0.003498391235070346,29.999999587273212,4.127268009935827e-07,1.0,9.265367041778014e-07,4.1979064692669273e-07
1.6500000000000001,0.0004983819723450855,1.2010965206810648e-06,0.003498381972345084,29.999999583068877,4.1693113423277275e-07,1.0,9.260086523681933e-07,4.2107430482864936e-07
1.6600000000000001,0.0004983727148912389,1.2061368554741927e-06,0.0034983727148912374,29.99999957885176,4.2114825328622074e-07,1.0,9.254824190256487e-07,4.2234782153044295e-07
1.67,0.0004983634626906833,1.2111592522223435e-06,0.0034983634626906818,29.999999574621956,4.253780570936787e-07,1.0,9.249579921880239e-07,4.2361126730184084e-07
1.68,0.0004983542157254131,1.2161638292910734e-06,0.0034983542157254115,29.99999957037957,4.296204452951726e-07,1.0,9.244353599754107e-07,4.248647119283727e-07
1.69,0.000498344973977541,1.2211507042320993e-06,0.0034983449739775393,29.999999566124696,4.338753182261762e-07,1.0,9.239145105895689e-07,4.2610822471466654e-07
1.7,0.0004983357374292976,1.2261199937889062e-06,0.003498335737429296,29.999999561857436,4.3814257691281904e-07,1.0,9.233954323133654e-07,4.273418744877617e-07
