CA,L,LR,LRCA,R,Time
30.0,0.0005,0.0,0.0,0.0035,0.0
29.999999999978,0.000499989505366752,1.0472636722294899e-08,2.1996525975542566e-11,0.0034999895053667526,0.01
29.99999999991222,0.0004999790214307133,2.0890792920541052e-08,8.777636643407342e-11,0.0034999790214307134,0.02
29.999999999802974,0.0004999685481371886,3.125483942236831e-08,1.9702338925820455e-10,0.0034999685481371884,0.03
29.999999999650573,0.0004999580854320758,4.156514297721126e-08,3.494249471486072e-10,0.0034999580854320755,0.04
29.99999999945533,0.0004999476332615017,5.1822068746360025e-08,5.446697522067906e-10,0.003499947633261501,0.05
29.99999999921755,0.0004999371915720424,6.20259788039391e-08,7.824491538791634e-10,0.0034999371915720424,0.06
29.999999998937547,0.0004999267603106154,7.2177232873835e-08,1.062456511035487e-09,0.0034999267603106157,0.07
29.999999998615618,0.0004999163394244614,8.227618845248954e-08,1.3843870863447464e-09,0.0034999163394244612,0.08
29.99999999825207,0.0004999059288612269,9.232320024536832e-08,1.7479385279339147e-09,0.003499905928861227,0.09
29.999999997847198,0.0004998955285689002,1.0231862060351462e-07,2.152810496384208e-09,0.0034998955285689003,0.1
29.999999997401304,0.000499885138495819,1.1226279947456032e-07,2.5987047065435293e-09,0.0034998851384958193,0.11
29.99999999691468,0.0004998747585906617,1.221560844584616e-07,3.085324879892885e-09,0.0034998747585906617,0.12
29.99999999638763,0.0004998643888024609,1.3199882071918658e-07,3.612376820028486e-09,0.003499864388802461,0.13
29.99999999582044,0.0004998540290805992,1.417913510082977e-07,4.179568392502392e-09,0.003499854029080599,0.14
29.999999995213397,0.0004998436793748138,1.5153401564037865e-07,4.786609545824175e-09,0.0034998436793748137,0.15
29.999999994566796,0.0004998333396351586,1.6122715274674553e-07,5.43321209460456e-09,0.003499833339635158,0.16
29.99999999388092,0.0004998230098120257,1.708710981334813e-07,6.119089840896293e-09,0.003499823009812025,0.17
29.99999999315605,0.0004998126898561336,1.8046618535662515e-07,6.843958509925491e-09,0.003499812689856133,0.18
29.99999999239247,0.000499802379718565,1.9001274546640323e-07,7.607535968703447e-09,0.003499802379718564,0.19
29.999999991590464,0.0004997920793507721,1.995111069702653e-07,8.409542257618154e-09,0.003499792079350772,0.2
29.999999990750307,0.0004997817887044507,2.0896159669971018e-07,9.249698849532085e-09,0.0034997817887044503,0.21
29.999999989872276,0.0004997715077316393,2.1836453912615172e-07,1.0127729234530475e-08,0.003499771507731639,0.22
29.999999988956645,0.0004997612363847307,2.2772025628040245e-07,1.1043358988737926e-08,0.00349976123638473,0.23
29.999999988003687,0.0004997509746164232,2.370290680936137e-07,1.1996315482906233e-08,0.003499750974616423,0.24
29.999999987013673,0.0004997407223797641,2.4629129209418646e-07,1.2986328141470048e-08,0.003499740722379764,0.25
29.99999998598687,0.0004997304796280366,2.5550724418495626e-07,1.4013127778268694e-08,0.003499730479628036,0.26
29.99999998492355,0.0004997202463149336,2.646772374497197e-07,1.5076447616631336e-08,0.0034997202463149324,0.27
29.999999983823976,0.0004997100223944739,2.738015827273981e-07,1.6176022798624795e-08,0.003499710022394473,0.28
29.99999998268841,0.0004996998078209285,2.828805891238381e-07,1.7311589947605607e-08,0.003499699807820928,0.29
29.999999981517114,0.0004996896025488601,2.9191456373475657e-07,1.8482887405023985e-08,0.0034996896025488596,0.3
29.999999980310346,0.0004996794065331546,3.0090381143272347e-07,1.968965541249171e-08,0.0034996794065331543,0.31
29.999999979068367,0.0004996692197289917,3.0984863506807494e-07,2.0931635940056148e-08,0.003499669219728991,0.32
29.99999997779143,0.0004996590420918628,3.187493353445748e-07,2.220857279247291e-08,0.003499659042091862,0.33
29.99999997647979,0.0004996488735775878,3.276062107060748e-07,2.3520211706077122e-08,0.003499648873577587,0.34
29.9999999751337,0.0004996387141422851,3.364195575391824e-07,2.4866300175557976e-08,0.0034996387141422846,0.35000000000000003
29.999999973753415,0.0004996285637423638,3.451896702337176e-07,2.62465874022835e-08,0.0034996285637423634,0.36
29.99999997233918,0.0004996184223345195,3.5391684120513434e-07,2.7660824275135434e-08,0.003499618422334519,0.37
29.99999997089124,0.0004996082898757377,3.6260136087454324e-07,2.9108763387581852e-08,0.003499608289875737,0.38
29.999999969409842,0.0004995981663232943,3.7124351766268367e-07,3.0590159042828215e-08,0.0034995981663232937,0.39
29.999999967895235,0.0004995880516347551,3.7984359799702397e-07,3.210476724774677e-08,0.0034995880516347547,0.4
29.999999966347655,0.0004995779457679727,3.8840188632886824e-07,3.3652345698253565e-08,0.0034995779457679724,0.41000000000000003
29.999999964767348,0.0004995678486810845,3.969186651509319e-07,3.5232653764284486e-08,0.0034995678486810845,0.42
29.99999996315455,0.0004995577603325105,4.0539421501196317e-07,3.68454524772969e-08,0.0034995577603325104,0.43
29.9999999615095,0.0004995476806809508,4.138288145300545e-07,3.8490504518889926e-08,0.0034995476806809504,0.44
29.99999995983243,0.000499537609685384,4.2222274040800997e-07,4.016757420766835e-08,0.0034995376096853834,0.45
29.999999958123578,0.0004995275473050655,4.305762674439808e-07,4.18764274901504e-08,0.003499527547305065,0.46
29.999999956383174,0.0004995174934995255,4.388896685445819e-07,4.3616831929555643e-08,0.003499517493499525,0.47000000000000003
29.99999995461145,0.0004995074482285673,4.471632147367564e-07,4.538855669566245e-08,0.0034995074482285665,0.48
