Time,C,B,z,Tumour,y1,y2,C_bar,B_bar,alpha1,beta1,alpha2,beta2,k1,k2,g11,g21,g12,g22,gamma,gammaT,LT,r11,r21,r12,r22,V1,V2,v1,v2,Compartment
0.24,13.068631465914201,310.90472007822416,99.8556418151272,1.0055382065017002,8.074821504340594,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.25,13.071240712786441,311.35926411873,99.84960135504721,1.00576948364312,8.077430751212834,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.26,13.073830005341996,311.81381921129866,99.84355891239545,1.006000802379754,8.08002004376839,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.27,13.076399343580869,312.26838535593015,99.83751448717193,1.0062321627116022,8.082589382007264,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.28,13.07894872750306,312.72296255262444,99.83146807937665,1.0064635646386646,8.085138765929454,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.29,13.081478157108565,313.1775508013816,99.82541968900959,1.0066950081609412,8.08766819553496,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.3,13.083987632397388,313.6321501022015,99.81936931607078,1.006926493278432,8.090177670823781,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.31,13.08647742480979,314.0867527114207,99.81331828011403,1.0071580200535022,8.092667463236182,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.32,13.088948216147667,314.54133917855467,99.8072698955862,1.007389588642799,8.09513825457406,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.33,13.091399288154076,314.9959299940796,99.80122067082135,1.007621198881299,8.097589326580469,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.34,13.093830640829019,315.45052515799534,99.7951706058195,1.0078528507690026,8.100020679255412,0.0,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.35000000000000003,13.096242274172495,315.9051246703019,99.78911970058063,1.0080845443059094,8.10243231259889,0.0036359978832365414,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.36,13.098634188184503,316.3597285309994,99.78306795510474,1.0083162794920195,8.104824226610898,0.45823985858072547,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.37,13.101006382865044,316.81433674008775,99.77701536939186,1.008548056327333,8.107196421291437,0.9128480676690742,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.38,13.103358858214118,317.2689492975669,99.77096194344196,1.00877987481185,8.109548896640511,1.367460625148226,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.39,13.105691614231725,317.723566203437,99.76490767725505,1.0090117349455703,8.11188165265812,1.8220775310182944,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.4,13.108005030253011,318.1781769947812,99.75885470561032,1.0092436368003082,8.114195068679404,2.2766883223625314,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.41000000000000003,13.11029965392092,318.6327665663751,99.75280611047043,1.0094755804797424,8.116489692347315,2.731277893956417,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.42,13.112574805101964,319.08735367783044,99.7467580642575,1.0097075658551118,8.118764843528357,3.185865005411756,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.43,13.114830483796142,319.54193832914723,99.74071056697153,1.0099395929264163,8.121020522222537,3.640449656728549,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.44,13.117066690003453,319.9965205203255,99.73466361861252,1.0101716616936562,8.123256728429848,4.095031847906796,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.45,13.119283423723898,320.4511002513652,99.72861721918045,1.010403772156831,8.125473462150293,4.549611578946497,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.46,13.121480684957476,320.90567752226633,99.72257136867535,1.0106359243159413,8.127670723383869,5.004188849847651,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.47000000000000003,13.123658473704188,321.36025233302894,99.71652606709719,1.0108681181709869,8.129848512130582,5.458763660610259,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.48,13.125816789964034,321.814824683653,99.710481314446,1.0111003537219674,8.132006828390427,5.913336011234321,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.49,13.127956102667861,322.26938198483685,99.70443799652702,1.0113326310510729,8.134146141094256,6.367893312418175,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.5,13.13007681608511,322.72391338323206,99.69839687700083,1.0115649502291588,8.136266854511504,6.8224247108133795,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.51,13.132178358763339,323.1784342205188,99.69235687640001,1.0117973111560674,8.138368397189733,7.276945548100116,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.52,13.13426074438356,323.6329441294056,99.68631802056781,1.0120297138341965,8.140450782809953,7.731455456986907,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.53,13.136323986626783,324.0874427426007,99.68028033534752,1.0122621582659437,8.142514025053178,8.185954070181992,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.54,13.138368099174016,324.54192969281263,99.67424384658243,1.012494644453707,8.14455813760041,8.64044102039395,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.55,13.140393095706271,324.9964046127497,99.6682085801158,1.0127271723998843,8.146583134132666,9.09491594033102,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.56,13.142398989904555,325.45086713512046,99.66217456179092,1.0129597421068735,8.14858902833095,9.549378462701782,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.5700000000000001,13.144385795449878,325.9053168926332,99.65614181745106,1.0131923535770724,8.150575833876271,10.00382822021453,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.58,13.146353526023253,326.35975351799635,99.65011037293951,1.0134250068128787,8.152543564449648,10.458264845577673,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.59,13.148302195305686,326.81417664391836,99.64408025409953,1.0136577018166906,8.154492233732078,10.912687971499679,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.6,13.150231816978188,327.2685859031076,99.63805148677442,1.0138904385909058,8.15642185540458,11.367097230688898,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.61,13.152142404721769,327.7229809282725,99.63202409680744,1.0141232171379222,8.158332443148161,11.821492255853798,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.62,13.154033972217437,328.17736135212147,99.62599811004189,1.0143560374601375,8.16022401064383,12.275872679702786,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.63,13.155906533146204,328.6317268073629,99.61997355232103,1.01458889955995,8.162096571572597,12.730238134944216,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.64,13.157760884393769,329.08605694647304,99.61395036650407,1.0148218035701948,8.163950922820163,13.184568274054357,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.65,13.159596475327657,329.54036579828755,99.60792863822587,1.015054749399287,8.16578651375405,13.638877125868873,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.66,13.161413280083371,329.9946540043552,99.60190839751971,1.0152877370430387,8.167603318509766,14.093165331936518,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.67,13.163211323269302,330.4489209186173,99.59588966907107,1.0155207665056674,8.169401361695694,14.547432246198639,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.68,13.164990629493841,330.9031658950154,99.58987247756544,1.015753837791391,8.171180667920236,15.001677222596697,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.6900000000000001,13.16675122336538,331.3573882874907,99.58385684768825,1.0159869509044275,8.172941261791774,15.455899615072042,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.7000000000000001,13.16849312949231,331.81158744998476,99.57784280412503,1.0162201058489941,8.174683167918705,15.910098777566077,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.71,13.170216372483022,332.26576273643894,99.57183037156119,1.016453302629309,8.176406410909415,16.364274064020265,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.72,13.17192097694591,332.71991350079463,99.56581957468225,1.0166865412495898,8.178111015372302,16.818424828375953,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.73,13.173606967489361,333.1740390969932,99.55981043817367,1.016919821714054,8.179797005915756,17.272550424574547,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.74,13.175274368721771,333.6281388789762,99.55380298672092,1.01715314402692,8.181464407148166,17.72665020655751,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.75,13.176923205251532,334.0822122006848,99.54779724500948,1.0173865081924047,8.183113243677926,18.180723528266128,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.76,13.17855350168703,334.5362584160606,99.54179323772482,1.0176199142147266,8.184743540113423,18.634769743641925,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.77,13.180165282636663,334.9902768790449,99.5357909895524,1.017853362098103,8.186355321063058,19.088788206626248,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.78,13.181758709450461,335.44426388735565,99.52979031597678,1.0180868518689319,8.187948747876856,19.542775214936967,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.79,13.183333879376958,335.8982171714018,99.52379113055132,1.018320383543214,8.189523917803353,19.996728498983146,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.8,13.184890673143371,336.35213930091913,99.51779367808518,1.0185539571018283,8.191080711569764,20.450650628500455,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.81,13.186429119468986,336.80602953796927,99.51179797697462,1.0187875725496598,8.192619157895379,20.904540865550587,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
0.8200000000000001,13.187949247073076,337.25988714461386,99.50580404561583,1.0190212298915926,8.194139285499471,21.358398472195177,4.993809961573606,315.9014886724187,3.0,0.2,4.0,0.02,0.0748,0.0006395,1.1,-0.5,1.0,0.0,-0.37340000000000007,0.005,100.0,0.005,0.0,0.0,0.2,0.0,0.0,0.001,0.008,1.0
