ATIII,II,IIa,IIa_ATIII,IX,IXa,IXa_ATIII,IXa_VIIIa,IXa_VIIIa_X,TF,TFPI,TF_VII,TF_VIIa,TF_VIIa_ATIII,TF_VIIa_IX,TF_VIIa_X,TF_VIIa_Xa,TF_VIIa_Xa_TFPI,V,VII,VIII,VIIIa,VIIIa1_L,VIIIa2,VIIa,Va,X,Xa,Xa_ATIII,Xa_TFPI,Xa_Va,Xa_Va_II,mIIa,mIIa_ATIII,Time
3.399975946125232e-06,1.3999366667480294e-06,9.780053395297074e-10,2.2918588345726137e-11,9e-08,2.096511101665902e-10,3.35588821096055e-13,5.226208797456767e-15,8.07480381852211e-15,0.0,2.4998021658838876e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.962296582513467e-08,9.988355552961278e-09,6.868337128540967e-10,1.3114899422487814e-11,3.8086703736253575e-14,3.8086703736253575e-14,1.1164444703872815e-10,3.7075002983116914e-10,1.5999978772893593e-07,8.727368400786848e-11,4.485186373558433e-13,1.978341161126444e-13,3.4320309739881513e-12,2.8521284048649616e-12,5.920642085816103e-11,3.5077457501757576e-13,0.96
3.399975687581929e-06,1.3999347736758596e-06,9.777784671190587e-10,2.315464976058254e-11,9e-08,2.0964734148334712e-10,3.3908155237092995e-13,5.3273423749639765e-15,8.249622209236102e-15,0.0,2.4998002044420075e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961909289395553e-08,9.988240060970704e-09,6.866993961799506e-10,1.3248149117342889e-11,3.8877731136994095e-14,3.8877731136994095e-14,1.1175993902930262e-10,3.7449991530817827e-10,1.5999978497288027e-07,8.714681025996759e-11,4.5296651650750735e-13,1.9979555799246775e-13,3.4990237119286285e-12,2.9081813305474357e-12,6.101970234137977e-11,3.653233293753042e-13,0.97
3.3999754286603713e-06,1.399932844394749e-06,9.775516376509264e-10,2.3390656396553985e-11,9e-08,2.0964357008321671e-10,3.425742205710419e-13,5.429413663968514e-15,8.426282850548494e-15,0.0,2.499798245876872e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9615220541328494e-08,9.988124736369563e-09,6.865651369215662e-10,1.3381330620822113e-11,3.967675419412369e-14,3.967675419412369e-14,1.1187526363044306e-10,3.7824824017427623e-10,1.59999782200604e-07,8.701897821526886e-11,4.574078937110194e-13,2.0175412312804525e-13,3.5665490414613104e-12,2.9646837183700193e-12,6.286831462509377e-11,3.8031259797098746e-13,0.98
3.3999751693526927e-06,1.399930878608283e-06,9.773248510585798e-10,2.3626608264122347e-11,9e-08,2.0963979596785853e-10,3.460668256506051e-13,5.532422126037795e-15,8.60478466709326e-15,0.0,2.499796290211163e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961134874724931e-08,9.988009580462409e-09,6.86430935049433e-10,1.3514443968129655e-11,4.048376882871813e-14,4.048376882871813e-14,1.1199041953759724e-10,3.819950311773238e-10,1.5999977941195656e-07,8.689019484372707e-11,4.618427175135241e-13,2.0370978883714112e-13,3.6346032998664735e-12,3.0216324869018234e-12,6.475254926049416e-11,3.9575038179028013e-13,0.99
3.3999749096510003e-06,1.3999288760208674e-06,9.770981072761721e-10,2.386250537376129e-11,9e-08,2.0963601913893186e-10,3.495593675638419e-13,5.636367223339945e-15,8.78512658319824e-15,0.0,2.499794337467497e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.960747749163623e-08,9.987894594549986e-09,6.862967905340519e-10,1.3647489194457135e-11,4.129877096268339e-14,4.129877096268339e-14,1.1210540545002083e-10,3.8574031515123106e-10,1.5999977660678736e-07,8.676046712362408e-11,4.662709366107449e-13,2.0566253250313296e-13,3.703182819832322e-12,3.0790245507278815e-12,6.66726969503358e-11,4.1164471316764274e-13,1.0
3.3999746495473725e-06,1.3999268363377278e-06,9.76871406238741e-10,2.409834773593628e-11,9e-08,2.0963223959809567e-10,3.530518462649822e-13,5.741248418643792e-15,8.967307522885157e-15,0.0,2.499792387668425e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.960360675432998e-08,9.98777977992923e-09,6.861627033459351e-10,1.378046633498361e-11,4.2121756518755677e-14,4.2121756518755677e-14,1.1222022007077748e-10,3.8948411901595744e-10,1.5999977378494588e-07,8.662980204156884e-11,4.706924998469841e-13,2.0761233157501185e-13,3.7722839294549876e-12,3.136856820449152e-12,6.862904754893733e-11,4.280036557863415e-13,1.01
3.3999743890338608e-06,1.3999247592649103e-06,9.766447478822083e-10,2.4334135361104573e-11,9e-08,2.0962845734700866e-10,3.565442617082636e-13,5.847065175318876e-15,9.151326409869598e-15,0.0,2.4997904408364326e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9599736515093784e-08,9.987665137893267e-09,6.860286734556065e-10,1.3913375424875585e-11,4.295272142050144e-14,4.295272142050144e-14,1.1233486210673872e-10,3.9322646977751177e-10,1.5999977094628161e-07,8.649820659249748e-11,4.751073562151225e-13,2.095591635673822e-13,3.8419029522385306e-12,3.195126202682516e-12,7.062189006218111e-11,4.448353046784489e-13,1.02
3.39997412810249e-06,1.3999226445092812e-06,9.764181321433804e-10,2.456986825971523e-11,9e-08,2.096246723873292e-10,3.600366138479315e-13,5.953816957335441e-15,9.337182167561032e-15,0.0,2.4997884969939397e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9595866753613352e-08,9.987550669731422e-09,6.858947008336014e-10,1.4046216499287007e-11,4.379166159231734e-14,4.379166159231734e-14,1.1244933026858403e-10,3.9696739452795207e-10,1.599997680906441e-07,8.636568777967317e-11,4.795154548566199e-13,2.1150300606046194e-13,3.9120362070949375e-12,3.253829600060778e-12,7.265151264751323e-11,4.621477862248429e-13,1.03
3.3999738667452555e-06,1.399920491778527e-06,9.761915589599482e-10,2.4805546442209095e-11,9e-08,2.0962088472071532e-10,3.6352890263823893e-13,6.0615032292644375e-15,9.524873719062797e-15,0.0,2.4997865561633e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.959199744949689e-08,9.987436376729205e-09,6.857607854504666e-10,1.417898959335927e-11,4.463857295943028e-14,4.463857295943028e-14,1.1256362327080079e-10,4.0070692044538587e-10,1.5999976521788292e-07,8.623225261468623e-11,4.839167450615148e-13,2.1344383670008236e-13,3.9826800083441236e-12,3.312963911232666e-12,7.471820261394354e-11,4.799492581552074e-13,1.04
3.3999736049541267e-06,1.3999183007811544e-06,9.759650282704862e-10,2.504116991901882e-11,9e-08,2.0961709434882487e-10,3.6702112803344673e-13,6.170123456277524e-15,9.714399987172104e-15,0.0,2.4997846183668023e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9588128582275086e-08,9.987322260168323e-09,6.856269272767605e-10,1.4311694742221206e-11,4.5493451447897394e-14,4.5493451447897394e-14,1.1267773983168433e-10,4.044450747939699e-10,1.599997623278477e-07,8.60979081174541e-11,4.883111762684245e-13,2.153816331976882e-13,4.053830665713931e-12,3.3725260308628317e-12,7.682224642204565e-11,4.982479095480326e-13,1.05
3.3999733427113456e-06,1.3999160714628826e-06,9.757385402946385e-10,2.5276738699043805e-11,9e-08,2.096133012732202e-10,3.7051328999017905e-13,6.279677063802184e-15,9.905760027429237e-15,0.0,2.4997826836077836e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9584260117294524e-08,9.987208320231852e-09,6.854931262859729e-10,1.444433197770339e-11,4.6356293241965497e-14,4.6356293241965497e-14,1.1279167976815442e-10,4.0818190046267827e-10,1.5999975942039863e-07,8.596266266579657e-11,4.926987408433672e-13,2.173163922161921e-13,4.125483726203471e-12,3.432512185946624e-12,7.896368575796335e-11,5.170598797924762e-13,1.06
3.3999730799891345e-06,1.3999138040137751e-06,9.75512095541569e-10,2.5512252789604226e-11,9e-08,2.096095054953656e-10,3.740053884674947e-13,6.390163436304771e-15,1.0098953032130806e-14,0.0,2.4997807518700602e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.958039200529217e-08,9.987094555971228e-09,6.853593824546129e-10,1.457690132823903e-11,4.722709479183404e-14,4.722709479183404e-14,1.129054440287791e-10,4.119174564340097e-10,1.5999975649540704e-07,8.582652603614403e-11,4.970794753701325e-13,2.1924812993964292e-13,4.1976339512148795e-12,3.4929179157908517e-12,8.114231017568775e-11,5.364094974539596e-13,1.07
3.399972816799643e-06,1.3999114976509573e-06,9.752856933671798e-10,2.574771220429402e-11,9e-08,2.096057070171164e-10,3.7749742341475635e-13,6.501582125042462e-15,1.0293977645206191e-14,0.0,2.4997788232151774e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9576524255035897e-08,9.98698097094388e-09,6.852256957471734e-10,1.4709402835783366e-11,4.810585148840816e-14,4.810585148840816e-14,1.1301902905612598e-10,4.1565173776865145e-10,1.5999975355270041e-07,8.568950245403431e-11,5.014532403649987e-13,2.211767848224003e-13,4.2702792205024686e-12,3.5537414895947043e-12,8.335891316964631e-11,5.562885023694176e-13,1.08
3.399972553133788e-06,1.3999091521091663e-06,9.75059333740784e-10,2.5983116953364963e-11,9e-08,2.0960190584012e-10,3.8098939478648435e-13,6.6139325936729325e-15,1.0490832801144941e-14,0.0,2.499776897663328e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.957265684437684e-08,9.986867566309997e-09,6.850920661345422e-10,1.4841836535096024e-11,4.8992559286051176e-14,4.8992559286051176e-14,1.1313243369001033e-10,4.1938477358351035e-10,1.5999975059212952e-07,8.55515991037143e-11,5.05819990014002e-13,2.2310233667186123e-13,4.343415751823481e-12,3.6149797216538616e-12,8.561375412555909e-11,5.767059778104766e-13,1.09
3.3999722889824205e-06,1.3999067671249073e-06,9.748330166337025e-10,2.6218467047054507e-11,9e-08,2.0959810196602302e-10,3.844813025372162e-13,6.7272143062928286e-15,1.0689517434663856e-14,0.0,2.499774975234563e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9568789751032073e-08,9.986754343221563e-09,6.8495849358763e-10,1.4974202460910905e-11,4.988721414098835e-14,4.988721414098835e-14,1.1324565677844436e-10,4.231165931438362e-10,1.5999974761354523e-07,8.541282318316838e-11,5.10179678823253e-13,2.250247654367478e-13,4.417039755303792e-12,3.676629419619277e-12,8.79070906028338e-11,5.976710701439349e-13,1.1
3.399972024336325e-06,1.3999043424364528e-06,9.74606742019264e-10,2.6453762495585793e-11,9e-08,2.0959429539647142e-10,3.879731466215066e-13,6.8414267274377634e-15,1.0890030480706994e-14,0.0,2.4997730559487927e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.956492295258461e-08,9.98664130282237e-09,6.848249780773712e-10,1.5106500647936173e-11,5.0789812011306926e-14,5.0789812011306926e-14,1.1335869717763723e-10,4.2684722586322157e-10,1.599997446167985e-07,8.527318190411835e-11,5.145322616189379e-13,2.2694405120710706e-13,4.491147433437905e-12,3.738687384497176e-12,9.023917833456576e-11,6.191929888317624e-13,1.11
3.3999717591862196e-06,1.3999018777838441e-06,9.743805098728041e-10,2.668900330916764e-11,9e-08,2.0959048613311053e-10,3.914649269939275e-13,6.956569322082318e-15,1.1092370874445666e-14,0.0,2.4997711398257855e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95610564264834e-08,9.986528446248013e-09,6.846915195747228e-10,1.5238731130854268e-11,5.170034885695607e-14,5.170034885695607e-14,1.1347155375199503e-10,4.3057670130360165e-10,1.599997416017403e-07,8.513268249202341e-11,5.188776935473175e-13,2.2886017421431104e-13,4.565734981088953e-12,3.801150410649057e-12,9.261027122753788e-11,6.412810064311005e-13,1.12
3.399971493522756e-06,1.3998993729088894e-06,9.741543201716669e-10,2.692418949799455e-11,9e-08,2.095866741775849e-10,3.9495664360906784e-13,7.072641555640041e-15,1.1296537551278442e-14,0.0,2.4997692268851687e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9557190150043326e-08,9.986415774625887e-09,6.845581180506655e-10,1.5370893944321908e-11,5.261882063974695e-14,5.261882063974695e-14,1.135842253741208e-10,4.3430504917525466e-10,1.599997385682217e-07,8.499133218608023e-11,5.232159300747278e-13,2.307731148310569e-13,4.6407985854887004e-12,3.8640152857916895e-12,9.50206213622207e-11,6.639444585942623e-13,1.1300000000000001
3.399971227336519e-06,1.3998968275551657e-06,9.739281728952027e-10,2.7159321072246703e-11,9e-08,2.095828595315385e-10,3.984482964215338e-13,7.18964289396345e-15,1.1502529446831145e-14,0.0,2.4997673171464287e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9553324100445224e-08,9.986303289075192e-09,6.84424773476203e-10,1.5502989122970074e-11,5.354522332335266e-14,5.354522332335266e-14,1.136967109248145e-10,4.380322993368014e-10,1.5999973551609397e-07,8.484913823922289e-11,5.275469269875798e-13,2.326828535713667e-13,4.7163344262375394e-12,3.927278790997118e-12,9.747047899277237e-11,6.871927440687323e-13,1.1400000000000001
3.3999709606180284e-06,1.399894241468017e-06,9.737020680247708e-10,2.7394398042089972e-11,9e-08,2.0957904219661452e-10,4.019398853859487e-13,7.307572803344031e-15,1.1710345496956855e-14,0.0,2.499765410628909e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9549458254735847e-08,9.986190990706934e-09,6.842914858223623e-10,1.5635016701404022e-11,5.4479552873308254e-14,5.4479552873308254e-14,1.1380900929307306e-10,4.4175848179520556e-10,1.5999973244520826e-07,8.470610791812291e-11,5.318706403923593e-13,2.345893710905875e-13,4.792338675304494e-12,3.990937700692656e-12,9.996009254703862e-11,7.110353246971666e-13,1.1500000000000001
3.3999706933577363e-06,1.3998916143945556e-06,9.73476005543737e-10,2.7629420417675887e-11,9e-08,2.0957522217445553e-10,4.0543141045695297e-13,7.426430750512236e-15,1.1919984637735899e-14,0.0,2.4997635073518145e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95455925898279e-08,9.986078880623917e-09,6.841582550601933e-10,1.5766976714203276e-11,5.542180525701074e-14,5.542180525701074e-14,1.1392111937609033e-10,4.4548362670577346e-10,1.599997293554159e-07,8.456224850318924e-11,5.361870267156272e-13,2.364926481853915e-13,4.868807497027217e-12,4.054988782660891e-12,1.0248970862655279e-10,7.354817254173924e-13,1.16
3.3999704255460286e-06,1.399888946083662e-06,9.732499854374751e-10,2.78643882091417e-11,9e-08,2.0957139946670339e-10,4.0892287158920453e-13,7.54621620263749e-15,1.213144580547588e-14,0.0,2.499761607334206e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9541727082500023e-08,9.98596695992075e-09,6.840250811607695e-10,1.5898869195921645e-11,5.637197644371914e-14,5.637197644371914e-14,1.1403304007925709e-10,4.4920776437215447e-10,1.5999972624656834e-07,8.441756728856828e-11,5.404960427040197e-13,2.3839266579377593e-13,4.945737048111993e-12,4.119428798039687e-12,1.0505957200653595e-10,7.605415342624101e-13,1.17
3.399970157173225e-06,1.3998862362859837e-06,9.730240076933664e-10,2.8099301426610312e-11,9e-08,2.0956757407499932e-10,4.1241426873737807e-13,7.666928627328181e-15,1.2344727936711638e-14,0.0,2.499759710595005e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9537861709396785e-08,9.985855229683846e-09,6.838919640951873e-10,1.6030694181087196e-11,5.733006240455436e-14,5.733006240455436e-14,1.1414477031616109e-10,4.5293092524634053e-10,1.59999723118517e-07,8.427207158214382e-11,5.447976454242475e-13,2.4028940499506285e-13,5.023123477633733e-12,4.184254501322174e-12,1.0766992563589664e-10,7.862244023603901e-13,1.18
3.399969888229579e-06,1.3998834847539368e-06,9.727980723007994e-10,2.8334160080190312e-11,9e-08,2.0956374600098378e-10,4.159056018561656e-13,7.788567492631668e-15,1.2559829968205273e-14,0.0,2.49975781715299e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.953399644702871e-08,9.98574369099142e-09,6.837589038345663e-10,1.6162451704202274e-11,5.82960591124993e-14,5.82960591124993e-14,1.1425630900858698e-10,4.5665313992866637e-10,1.5999971997111347e-07,8.412576870553714e-11,5.490917922630967e-13,2.421828470098995e-13,5.1009629270359805e-12,4.249462640356758e-12,1.1032101063723103e-10,8.125400439346749e-13,1.19
3.399969618705278e-06,1.3998806912417052e-06,9.725721792511708e-10,2.856896417997598e-11,9e-08,2.095599152462966e-10,4.193968709002762e-13,7.911132267034277e-15,1.2776750836946143e-14,0.0,2.4997559270267997e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.953013127177224e-08,9.985632344913491e-09,6.836259003500496e-10,1.6294141799743493e-11,5.926996254239882e-14,5.926996254239882e-14,1.143676550865164e-10,4.6037443916780963e-10,1.5999971680420938e-07,8.397866599410689e-11,5.53378440927428e-13,2.4407297320025814e-13,5.179251530130908e-12,4.315049956347117e-12,1.1301306630682297e-10,8.394982363037783e-13,1.2
3.399969348589131e-06,1.399877855611896e-06,9.723463287286615e-10,2.8803713737402996e-11,9e-08,2.0955608181254156e-10,4.2288807582508295e-13,8.034622328643698e-15,1.2995489605649045e-14,0.0,2.4997540402264498e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95262661570168e-08,9.985521192022591e-09,6.834929536127707e-10,1.6425764502062306e-11,6.025176876622932e-14,6.025176876622932e-14,1.1447880797741441e-10,4.640948557347546e-10,1.5999971361766044e-07,8.383076979157202e-11,5.576575686647289e-13,2.4595977355041077e-13,5.257985939268588e-12,4.381013631149863e-12,1.1574622130120125e-10,8.671103379597597e-13,1.21
3.399969077869259e-06,1.3998749777796637e-06,9.721205210102896e-10,2.9038408764538182e-11,9e-08,2.0955224570130485e-10,4.2637921658628394e-13,8.15903701276787e-15,1.3216045397006372e-14,0.0,2.499752156757776e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9522401074659446e-08,9.98541023265011e-09,6.833600635938714e-10,1.6557319845437092e-11,6.124147390318756e-14,6.124147390318756e-14,1.1458976734989497e-10,4.678144234410325e-10,1.5999971041132434e-07,8.368208597672356e-11,5.61929162193565e-13,2.4784324222379046e-13,5.337163049679629e-12,4.4473510529376066e-12,1.1852055064394086e-10,8.953884932547965e-13,1.22
3.399968806537837e-06,1.3998720573264847e-06,9.718947557750635e-10,2.927304926917013e-11,9e-08,2.0954840691428334e-10,4.298702931375604e-13,8.284375940786532e-15,1.3438416939230097e-14,0.0,2.4997502766531484e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9518536005436094e-08,9.985299468658106e-09,6.83227230264618e-10,1.668880786443325e-11,6.223907377469722e-14,6.223907377469722e-14,1.1470053134190078e-10,4.715331703526632e-10,1.5999970718504628e-07,8.353262360412848e-11,5.661931481015124e-13,2.4972334685141665e-13,5.4167780940943654e-12,4.5140581964305105e-12,1.2133646976434346e-10,9.243401350877543e-13,1.23
3.3999685345846764e-06,1.39986909402247e-06,9.716690330382483e-10,2.9507635261448406e-11,9e-08,2.095445654531111e-10,4.3336130543374387e-13,8.410638575401906e-15,1.366260318063787e-14,0.0,2.4997483999299354e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951467092495009e-08,9.985188901043183e-09,6.830944535962434e-10,1.682022859341622e-11,6.324456437096062e-14,6.324456437096062e-14,1.1481109895682342e-10,4.75251127967278e-10,1.5999970393867854e-07,8.338238998062546e-11,5.704494869714857e-13,2.5160007006468004e-13,5.496827219483794e-12,4.581131813389467e-12,1.241942016193929e-10,9.539754191937e-13,1.24
3.3999682619995196e-06,1.3998660876398617e-06,9.714433528177698e-10,2.974216675151288e-11,9e-08,2.0954072131942156e-10,4.3685225342968523e-13,8.53782437944444e-15,1.3888603070204003e-14,0.0,2.4997465266053345e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9510805808660944e-08,9.985078530792081e-09,6.829617335600039e-10,1.6951582066725386e-11,6.425794168436794e-14,6.425794168436794e-14,1.149214692079255e-10,4.789683279372633e-10,1.5999970067207345e-07,8.323139242335063e-11,5.746981397722393e-13,2.53473394665315e-13,5.5773065669878884e-12,4.648568650461119e-12,1.2709396696744377e-10,9.843045695971406e-13,1.25
3.399967988772037e-06,1.3998630379530357e-06,9.712177151342141e-10,2.997664374949376e-11,9e-08,2.0953687451484722e-10,4.403431370802547e-13,8.665932815872809e-15,1.4116415557559469e-14,0.0,2.4997446566963746e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.950694063188435e-08,9.984968358881665e-09,6.828290701271785e-10,1.708286831867406e-11,6.527920170949736e-14,6.527920170949736e-14,1.1503164111834076e-10,4.826848020697596e-10,1.5999969738508348e-07,8.307963825973753e-11,5.789390678583681e-13,2.553433036253995e-13,5.6582122719155954e-12,4.716365449177859e-12,1.3003598436822126e-10,1.0153378786120233e-12,1.26
3.399967714891829e-06,1.399859944738501e-06,9.709921200108277e-10,3.021106626551157e-11,9e-08,2.0953302504101982e-10,4.438339563403419e-13,8.794963347773911e-15,1.4346039592991905e-14,0.0,2.4997427902199127e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9503075369792178e-08,9.984858386278932e-09,6.826964632690694e-10,1.721408738354948e-11,6.630834044311494e-14,6.630834044311494e-14,1.1514161372107403e-10,4.864005823266626e-10,1.5999969407756122e-07,8.292713482751709e-11,5.83172232970307e-13,2.572097800873549e-13,5.739540463744837e-12,4.784518945957828e-12,1.330204701828214e-10,1.0470857068417357e-12,1.27
3.399967440348425e-06,1.3998568077748986e-06,9.707665674735172e-10,3.044543430967714e-11,9e-08,2.095291728995703e-10,4.4732471116485587e-13,8.924915438362875e-15,1.4577474127445604e-14,0.0,2.499740927192636e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9499209997412465e-08,9.984748613941005e-09,6.82563912957002e-10,1.7345239295612823e-11,6.734535388417471e-14,6.734535388417471e-14,1.1525138605900117e-10,4.901157008246227e-10,1.5999969074935924e-07,8.277388947471772e-11,5.873975972343309e-13,2.5907280736394645e-13,5.82128726612251e-12,4.853025872104918e-12,1.3604763857371082e-10,1.0795584831791054e-12,1.28
3.3999671651312823e-06,1.3998536268430026e-06,9.705410575508495e-10,3.067974789209164e-11,9e-08,2.0952531809212876e-10,4.5081540150872494e-13,9.05578855098305e-15,1.4810718112521525e-14,0.0,2.499739067631062e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9495344489629437e-08,9.984639042815137e-09,6.824314191623245e-10,1.7476324089099196e-11,6.839023803381861e-14,6.839023803381861e-14,1.1536095718486919e-10,4.93830189835045e-10,1.5999968740033033e-07,8.261990955966523e-11,5.916151231625555e-13,2.609323689382827e-13,5.903448796864486e-12,4.921882953808768e-12,1.391177015047269e-10,1.1127667048063996e-12,1.29
3.3999668892297887e-06,1.3998504017257204e-06,9.70315590274052e-10,3.091400702284656e-11,9e-08,2.0952146062032456e-10,4.5430602732689687e-13,9.187582149106015e-15,1.504577050047728e-14,0.0,2.499737211551536e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9491478821183486e-08,9.98452967383871e-09,6.822989818564087e-10,1.7607341798217634e-11,6.944298889537652e-14,6.944298889537652e-14,1.1547032616129616e-10,4.975440817840894e-10,1.599996840303273e-07,8.246520245098286e-11,5.95824773652936e-13,2.62788448463816e-13,5.98602116795561e-12,4.991086912144771e-12,1.4223086874107775e-10,1.1467209371953264e-12,1.3
3.3999666126332605e-06,1.399847132208091e-06,9.70090165677012e-10,3.114821171202369e-11,9e-08,2.095176004857862e-10,4.577965885743388e-13,9.320295696331575e-15,1.5282630244227154e-14,0.0,2.4997353589702357e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.948761296667118e-08,9.984420507939235e-09,6.821666010106489e-10,1.773829245715111e-11,7.050360247436627e-14,7.050360247436627e-14,1.1557949206077122e-10,5.012574092526704e-10,1.5999968063920304e-07,8.23097755275913e-11,6.000265119892681e-13,2.6464102976434213e-13,6.069000485549704e-12,5.060634463074065e-12,1.4538734784934213e-10,1.1814318141070334e-12,1.31
3.3999663353309434e-06,1.3998438180772876e-06,9.698647837962778e-10,3.138236196969517e-11,9e-08,2.0951373769014138e-10,4.612870852060371e-13,9.453928656387757e-15,1.5521296297342085e-14,0.0,2.4997335099031662e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9483746900545272e-08,9.984311546034352e-09,6.82034276596463e-10,1.786917610005652e-11,7.157207477849359e-14,7.157207477849359e-14,1.1568845396565464e-10,5.049702049764574e-10,1.599996772268106e-07,8.21536361787086e-11,6.042203018411877e-13,2.664900968340006e-13,6.152382849969562e-12,5.13052231744354e-12,1.4858734419746954e-10,1.2169100375921084e-12,1.32
3.399966057312012e-06,1.3998404591226155e-06,9.696394446710574e-10,3.1616457805923434e-11,9e-08,2.0950987223501704e-10,4.647775171769979e-13,9.588480493130818e-15,1.5761767614049674e-14,0.0,2.499731664366163e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9479880597114683e-08,9.984202789031829e-09,6.819020085852915e-10,1.79999927610647e-11,7.264840181765218e-14,7.264840181765218e-14,1.1579721096817772e-10,5.086825018458745e-10,1.59999673793003e-07,8.19967918038503e-11,6.084061072641709e-13,2.6833563383727434e-13,6.236164355706954e-12,5.200747180985834e-12,1.5183106095478017e-10,1.2531663779905797e-12,1.33
3.39996577856557e-06,1.3998370551355125e-06,9.694141483432194e-10,3.185049923076125e-11,9e-08,2.0950600412203926e-10,4.682678844422462e-13,9.723950670545237e-15,1.600404314923418e-14,0.0,2.499729822374891e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.947601403054451e-08,9.984094237829564e-09,6.817697969485984e-10,1.8130742474280417e-11,7.373257960392364e-14,7.373257960392364e-14,1.1590576217044289e-10,5.123943329061005e-10,1.599996703376335e-07,8.183924981282935e-11,6.125838926995339e-13,2.7017762510899004e-13,6.320341091422625e-12,5.271305754319338e-12,1.5511869909196497e-10,1.2902116739319153e-12,1.34
3.39996549908065e-06,1.3998336059095499e-06,9.691888948572925e-10,3.208448625425172e-11,9e-08,2.0950213335283336e-10,4.717581869568267e-13,9.860338652743727e-15,1.624812185843653e-14,0.0,2.4997279839448455e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.947214717485603e-08,9.983985893315582e-09,6.816376416578705e-10,1.8261425273782364e-11,7.482460415157752e-14,7.482460415157752e-14,1.1601410668442366e-10,5.161057313570692e-10,1.5999966686055536e-07,8.168101762575612e-11,6.167536229744329e-13,2.720160551543178e-13,6.4049091399462945e-12,5.342194732948188e-12,1.584504573810855e-10,1.3280568323350238e-12,1.35
3.3999652188507657e-06,1.3998301112374316e-06,9.689636843599573e-10,3.231841889009472e-11,9e-08,2.0949825992903109e-10,4.752484246752637e-13,9.997643920530318e-15,1.64940026745972e-14,0.0,2.4997261490916494e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9468280010609037e-08,9.98387775638911e-09,6.815055426823249e-10,1.8392041195950854e-11,7.592447145601164e-14,7.592447145601164e-14,1.1612224361089616e-10,5.198167213330755e-10,1.5999966336162115e-07,8.152210012674982e-11,6.209152626433803e-13,2.7385090835046296e-13,6.489865959504117e-12,5.4134119738839306e-12,1.6182653751023647e-10,1.366709443119155e-12,1.36
3.3999649378696282e-06,1.3998265709138164e-06,9.68738517006466e-10,3.2552297152198326e-11,9e-08,2.0949438385226372e-10,4.787385975520684e-13,1.0135865955821345e-14,1.6741684529931563e-14,0.0,2.4997243178307725e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9464412518616526e-08,9.98376982794075e-09,6.813734999910654e-10,1.8522590277278428e-11,7.70321775135605e-14,7.70321775135605e-14,1.1623017205925586e-10,5.235273265753562e-10,1.5999965984068357e-07,8.136250205894386e-11,6.250687766076054e-13,2.7568216922725083e-13,6.575209084554441e-12,5.4849553983366434e-12,1.652471392727619e-10,1.4061769633619741e-12,1.37
