Time,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,IIa_plus_1_2mIIa,k43,k44,compartment_1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R6b,R8b,R12b,R18b,R28,R29
3.19,0.0,0.0,9.968078350860388e-09,0.0,1.319216491396197e-10,4.774771238823079e-11,9.286872413383088e-10,0.0,1.5999850679920199e-07,0.0,9e-08,0.0,2.0874638163223516e-10,1.398304089519572e-06,6.582494663268438e-10,4.120453936316215e-11,5.002605538520408e-14,9.07672955383014e-14,4.052009330752396e-13,4.052009330752396e-13,1.872641226249518e-08,1.2277003019921383e-09,2.496870953580726e-11,2.0918726201849962e-11,1.6374709596516117e-09,2.49945926962346e-09,5.407303765403397e-13,0.0,3.399888826431678e-06,1.2265550903248288e-12,3.4608447402415405e-11,1.112825017118754e-12,7.42251061521857e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.8936523929202428e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.187388196083012e-12,2.12916225257407e-13,0.0,0.0,0.0,5.007436612325059e-13,1.222615761990981e-11,8.5762854711905e-14,8.003186489731447e-13,2.4722723256684136e-13,9.07672955383014e-17,5.002605538520408e-17,3.478196028844105e-10,1.8454210460224428e-11,1.3367560666040165e-09,6.132830514729098e-13,1.0721445316331601e-13,0.0,0.0,2.435053707546289e-13,3.952725645721368e-11,3.477601003300448e-13,2.2417776963038e-11,0.0,0.0,0.0,7.442918234140714e-13,1.3283391138174726e-09,1.9037492335709573e-13,9.199186877489907e-11
3.2,0.0,0.0,9.968014463887387e-09,0.0,1.3198553611261987e-10,4.756918084883815e-11,9.284742564969747e-10,0.0,1.5999849686942935e-07,0.0,9e-08,0.0,2.0874204662658117e-10,1.3982906903303716e-06,6.581272301314723e-10,4.132344086553635e-11,5.032332707428846e-14,9.13274649256204e-14,4.0767818498668956e-13,4.0767818498668956e-13,1.872201143219884e-08,1.2319167319699622e-09,2.5069005274144714e-11,2.1002830967509765e-11,1.6503780409792739e-09,2.4994581994883758e-09,5.418005116249257e-13,0.0,3.3998881995309045e-06,1.2289855930793325e-12,3.500528332433562e-11,1.1163025816963276e-12,7.444925817780261e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.908927905672103e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.164213675574417e-12,2.1286603081650544e-13,0.0,0.0,0.0,4.988665704567914e-13,1.2221083813534642e-11,8.600777956387415e-14,8.050743414705555e-13,2.4794064153678504e-13,9.13274649256204e-17,5.032332707428846e-17,3.4765811289277357e-10,1.8426706870686577e-11,1.342084079414448e-09,6.206000372046306e-13,1.0681241301983156e-13,0.0,0.0,2.425948449439745e-13,3.983881586666159e-11,3.477528143251051e-13,2.2412631544449294e-11,0.0,0.0,0.0,7.488852123900872e-13,1.33367976643687e-09,1.9037095805409755e-13,9.269518965199168e-11
3.21,0.0,0.0,9.967950808941326e-09,0.0,1.3204919105868237e-10,4.739098483540237e-11,9.282613778054911e-10,0.0,1.5999848689207918e-07,0.0,9e-08,0.0,2.0873770925385355e-10,1.3982772379211097e-06,6.580050446569023e-10,4.144228206630136e-11,5.062142176146851e-14,9.188925126982084e-14,4.101625777637302e-13,4.101625777637302e-13,1.871760517145187e-08,1.236138868854541e-09,2.5169151618050047e-11,2.1086808675353783e-11,1.6633352933383176e-09,2.499457133369895e-09,5.428666301054821e-13,0.0,3.3998875695697605e-06,1.2314069991640298e-12,3.540524062484036e-11,1.119780073392543e-12,7.4673358762541e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.9242637298114717e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.1410830731454765e-12,2.1281586629152037e-13,0.0,0.0,0.0,4.969930153350573e-13,1.2216013387123596e-11,8.625256313891068e-14,8.098431993648033e-13,2.486536886966747e-13,9.188925126982084e-17,5.062142176146851e-17,3.4749659931342194e-10,1.8398905031724784e-11,1.3474038869690256e-09,6.27971072845288e-13,1.064111296070059e-13,0.0,0.0,2.416860303773303e-13,4.015158621371808e-11,3.477455240663953e-13,2.2407488669959377e-11,0.0,0.0,0.0,7.534918604125308e-13,1.3390123508849652e-09,1.9036699053623134e-13,9.340095986534312e-11
3.22,0.0,0.0,9.967887385582789e-09,0.0,1.3211261441721883e-10,4.721312738480978e-11,9.280486058155694e-10,0.0,1.5999847686701997e-07,0.0,9e-08,0.0,2.0873336951553164e-10,1.3982637323738043e-06,6.578829098692115e-10,4.156106300440871e-11,5.0920338962467426e-14,9.245265361841599e-14,4.1265410781371857e-13,4.1265410781371857e-13,1.871319345622876e-08,1.2403667396001794e-09,2.5269146982097206e-11,2.1170657981774217e-11,1.67634262345467e-09,2.499456071260451e-09,5.439287395498677e-13,0.0,3.3998869365361823e-06,1.2338193256931637e-12,3.5808331326234925e-11,1.1232574921648618e-12,7.48974079320795e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.9396597539611732e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.1179967796084624e-12,2.127657317956843e-13,0.0,0.0,0.0,4.951230278559299e-13,1.2210946345880231e-11,8.649720552076301e-14,8.146252149010975e-13,2.493663742802172e-13,9.2452653618416e-17,5.0920338962467424e-17,3.473350619482027e-10,1.837080775583034e-11,1.352715405186205e-09,6.353962221664573e-13,1.0601060975040231e-13,0.0,0.0,2.407789425429502e-13,4.04655652451605e-11,3.4773822955516754e-13,2.2402348352819095e-11,0.0,0.0,0.0,7.581117596710111e-13,1.3443367818426627e-09,1.9036302080469376e-13,9.410917143488783e-11
3.23,0.0,0.0,9.96782419336853e-09,0.0,1.321758066314773e-10,4.7035611502955086e-11,9.278359410797826e-10,0.0,1.5999846679412015e-07,0.0,9e-08,0.0,2.0872902741309387e-10,1.3982501737712993e-06,6.577608257344198e-10,4.167978371886477e-11,5.122007819330236e-14,9.301767101947431e-14,4.1515277154632434e-13,4.1515277154632434e-13,1.870877626259854e-08,1.2446003710359335e-09,2.536898979746449e-11,2.1254377557253472e-11,1.6893999372403697e-09,2.4994550131524075e-09,5.449868475930264e-13,0.0,3.3998863004181333e-06,1.2362225899332352e-12,3.621456742387908e-11,1.1267348379707574e-12,7.512140571224001e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.9551158657682263e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.094955181757504e-12,2.1271562744235403e-13,0.0,0.0,0.0,4.932566396808471e-13,1.2205882695014206e-11,8.674170679330098e-14,8.19420380329313e-13,2.5007869852144847e-13,9.301767101947431e-17,5.1220078193302364e-17,3.471735006011843e-10,1.8342417851899074e-11,1.3580185508735968e-09,6.428755465753213e-13,1.0561086020584163e-13,0.0,0.0,2.398735967710298e-13,4.078075068811059e-11,3.477309307926756e-13,2.2397210606300306e-11,0.0,0.0,0.0,7.627449023596893e-13,1.3496529748855954e-09,1.903590488606805e-13,9.481981633163428e-11
3.24,0.0,0.0,9.967761231851505e-09,0.0,1.3223876814850352e-10,4.6858440164689596e-11,9.276233841515406e-10,0.0,1.5999845667324832e-07,0.0,9e-08,0.0,2.0872468294801782e-10,1.3982365621972554e-06,6.576387922184886e-10,4.179844424873112e-11,5.1520638970284976e-14,9.358430252162033e-14,4.1765856537353294e-13,4.1765856537353294e-13,1.8704353566725628e-08,1.2488397898647035e-09,2.54686785119633e-11,2.1337966086389486e-11,1.7025071398024437e-09,2.499453959038064e-09,5.460409619363173e-13,0.0,3.3998856612036007e-06,1.2386168093014893e-12,3.6623960885856395e-11,1.1302121107677153e-12,7.534535212898832e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.970631951914473e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.071958662362143e-12,2.1266555334500631e-13,0.0,0.0,0.0,4.913938821435104e-13,1.2200822439740925e-11,8.698606704051659e-14,8.242286879039993e-13,2.5079066165473583e-13,9.358430252162032e-17,5.1520638970284976e-17,3.470119150786593e-10,1.8313738125070838e-11,1.3633132417293508e-09,6.504091051192589e-13,1.0521188765928641e-13,0.0,0.0,2.3897000823344254e-13,4.1097140250248685e-11,3.477236277801744e-13,2.2392075443695275e-11,0.0,0.0,0.0,7.673912806772866e-13,1.3549608464857324e-09,1.9035507470538677e-13,9.553288647821906e-11
3.25,0.0,0.0,9.967698500580904e-09,0.0,1.3230149941910227e-10,4.668161631376948e-11,9.274109355850643e-10,0.0,1.5999844650427315e-07,0.0,9e-08,0.0,2.087203361217802e-10,1.3982228977361423e-06,6.575168092873206e-10,4.191704463312473e-11,5.1822020810021666e-14,9.415254717403493e-14,4.2017148570964775e-13,4.2017148570964775e-13,1.8699925344870687e-08,1.2530850226623226e-09,2.55682115900668e-11,2.1421422267920982e-11,1.715664135451773e-09,2.4994529089096536e-09,5.470910903468458e-13,0.0,3.399885018880601e-06,1.241002001364397e-12,3.703652365264342e-11,1.133689310513233e-12,7.55692472084346e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,2.986207898127192e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.049007600160891e-12,2.1261550961723231e-13,0.0,0.0,0.0,4.895347862493416e-13,1.2195765585281207e-11,8.723028634652444e-14,8.29050129884384e-13,2.5150226391477867e-13,9.415254717403493e-17,5.1822020810021665e-17,3.4685030518914763e-10,1.8284771376568108e-11,1.3685993963435406e-09,6.579969544907994e-13,1.0481369872672506e-13,0.0,0.0,2.380681919434757e-13,4.141473162002787e-11,3.4771632051892044e-13,2.2386942878316083e-11,0.0,0.0,0.0,7.720508868270864e-13,1.3602603140129823e-09,1.90351098340007e-13,9.624837374946079e-11
3.2600000000000002,0.0,0.0,9.967635999102208e-09,0.0,1.3236400089779855e-10,4.650514286280394e-11,9.271985959353603e-10,0.0,1.5999843628706338e-07,0.0,9e-08,0.0,2.0871598693585687e-10,1.3982091804732298e-06,6.573948769067597e-10,4.203558491121828e-11,5.2124223229414086e-14,9.472240402645632e-14,4.226915289712932e-13,4.226915289712932e-13,1.8695491573391487e-08,1.2573360958766493e-09,2.5667587512938666e-11,2.1504744814752827e-11,1.7288708277119699e-09,2.499451862759344e-09,5.481372406567943e-13,0.0,3.3998843734371755e-06,1.2433781838361413e-12,3.7452267636779075e-11,1.13716643716482e-12,7.579309097683406e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.001843589189724e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.026102369854784e-12,2.1256549637273337e-13,0.0,0.0,0.0,4.876793826749367e-13,1.2190712136860933e-11,8.747436479556229e-14,8.338846985343813e-13,2.522135055366109e-13,9.472240402645632e-17,5.2124223229414086e-17,3.4668867074339894e-10,1.8255520403533757e-11,1.3738769341995467e-09,6.656391490329554e-13,1.0441629995405579e-13,0.0,0.0,2.3716816275556573e-13,4.173352246688818e-11,3.4770900901017137e-13,2.2381812923494e-11,0.0,0.0,0.0,7.767237130169418e-13,1.3655512957368045e-09,1.9034711976573502e-13,9.69662699729145e-11
3.27,0.0,0.0,9.967573726957209e-09,0.0,1.3242627304279883e-10,4.632902269320347e-11,9.26986365758196e-10,0.0,1.5999842602148778e-07,0.0,9e-08,0.0,2.087116353917228e-10,1.398195410494579e-06,6.572729950425909e-10,4.2154065122240394e-11,5.2427245745659406e-14,9.529387212918033e-14,4.252186915774169e-13,4.252186915774169e-13,1.8691052228743747e-08,1.2615930358266576e-09,2.5766804778461767e-11,2.158793245398128e-11,1.7421271193282448e-09,2.499450820579238e-09,5.49179420762752e-13,0.0,3.3998837248613936e-06,1.2457453745770982e-12,3.787120472253375e-11,1.1406434906799982e-12,7.601688346058743e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.0175389089520898e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,6.00324334210093e-12,2.1251551372531563e-13,0.0,0.0,0.0,4.858277017675221e-13,1.218566209971072e-11,8.771830247199147e-14,8.387323861225954e-13,2.5292438675560177e-13,9.529387212918034e-17,5.2427245745659405e-17,3.465270115543959e-10,1.8225987998867918e-11,1.3791457756754315e-09,6.733357407449227e-13,1.0401969781697079e-13,0.0,0.0,2.3626993536503495e-13,4.2053510441470716e-11,3.4770169325518655e-13,2.2376685592578882e-11,0.0,0.0,0.0,7.814097514592786e-13,1.3708337108278112e-09,1.9034313898376385e-13,9.768656692942534e-11
3.2800000000000002,0.0,0.0,9.967511683684054e-09,0.0,1.3248831631595235e-10,4.6153258655128096e-11,9.267742456100738e-10,0.0,1.5999841570741523e-07,0.0,9e-08,0.0,2.087072814908521e-10,1.3981815878870341e-06,6.571511636605391e-10,4.2272485305475906e-11,5.273108787625082e-14,9.586695053306124e-14,4.2775296994929286e-13,4.2775296994929286e-13,1.8686607287482e-08,1.2658558687015283e-09,2.586586190126689e-11,2.1670983926919333e-11,1.7554329122762827e-09,2.4994497823613756e-09,5.502176386250465e-13,0.0,3.3998830731413513e-06,1.248103591592324e-12,3.829334676557873e-11,1.1441204710163014e-12,7.624062468624165e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.033293740341613e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,5.98043088350606e-12,2.1246556178888538e-13,0.0,0.0,0.0,4.8397977354441e-13,1.2180615479065565e-11,8.796209946029743e-14,8.435931849223292e-13,2.5363490780745816e-13,9.586695053306124e-17,5.2731087876250824e-17,3.4636532743735677e-10,1.8196176951064023e-11,1.3844058420453172e-09,6.810867792881563e-13,1.0362389872084037e-13,0.0,0.0,2.353735243078269e-13,4.2374693175831857e-11,3.476943732552267e-13,2.2371560898938552e-11,0.0,0.0,0.0,7.861089943711021e-13,1.3761074793593776e-09,1.9033915599528592e-13,9.840925635368321e-11
3.29,0.0,0.0,9.967449868817295e-09,0.0,1.3255013118271244e-10,4.597785356743558e-11,9.265622360482066e-10,0.0,1.5999840534471474e-07,0.0,9e-08,0.0,2.0870292523471805e-10,1.3981677127382142e-06,6.570293827262701e-10,4.239084550026613e-11,5.303574913897779e-14,9.644163828951227e-14,4.3029436051052326e-13,4.3029436051052326e-13,1.8682156726260447e-08,1.2701246205597391e-09,2.596475741276144e-11,2.1753897989121997e-11,1.76878810777111e-09,2.4994487480977333e-09,5.512519022670735e-13,0.0,3.3998824182651728e-06,1.250452853030036e-12,3.871870559265531e-11,1.1475973781312754e-12,7.646431468049032e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.0491079653735386e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,5.957665356620075e-12,2.1241564067744438e-13,0.0,0.0,0.0,4.821356276924546e-13,1.2175572280164514e-11,8.820575584509037e-14,8.484670872115879e-13,2.5434506892822557e-13,9.644163828951227e-17,5.303574913897779e-17,3.4620361820973843e-10,1.816609004404386e-11,1.3896570554807592e-09,6.888923119928131e-13,1.0322890900059684e-13,0.0,0.0,2.3447894396024233e-13,4.2697068283657395e-11,3.4768704901155407e-13,2.2366438855958215e-11,0.0,0.0,0.0,7.908214339740005e-13,1.3813725223092467e-09,1.9033517080149303e-13,9.913432993477659e-11
3.3000000000000003,0.0,0.0,9.967388281793319e-09,0.0,1.3261171820668877e-10,4.58028122891485e-11,9.263503375596638e-10,0.0,1.599983949332554e-07,0.0,9e-08,0.0,2.0869856662479113e-10,1.3981537851556946e-06,6.569076522110136e-10,4.250914574037477e-11,5.334122905046256e-14,9.701793445347748e-14,4.328428596936984e-13,4.328428596936984e-13,1.8677700511618075e-08,1.2743993296233557e-09,2.6063488745873232e-11,2.1836672448973022e-11,1.782192584048237e-09,2.49944771777867e-09,5.522822213304782e-13,0.0,3.399881760216798e-06,1.252793180680905e-12,3.914729708021036e-11,1.1510742119828631e-12,7.668795346022156e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.064981438417548e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,5.934947388292491e-12,2.12365750486832e-13,0.0,0.0,0.0,4.802953152963656e-13,1.2170532507423974e-11,8.844927169935329e-14,8.533540852496608e-13,2.550548703204839e-13,9.701793445347748e-17,5.334122905046256e-17,3.460418834755142e-10,1.8135731561287453e-11,1.3948992821963295e-09,6.967523453597994e-13,1.0283473957988236e-13,0.0,0.0,2.3358621910276467e-13,4.3020632823864627e-11,3.4767972052499856e-13,2.23613194753024e-11,0.0,0.0,0.0,7.955470625185152e-13,1.3866287005097869e-09,1.9033118340357458e-13,9.986177801663908e-11
3.31,0.0,0.0,9.967326922145454e-09,0.0,1.3267307785455394e-10,4.562813744775694e-11,9.261385507073994e-10,0.0,1.5999838447290637e-07,0.0,9e-08,0.0,2.0869420566254295e-10,1.398139805227426e-06,6.567859720799657e-10,4.26273860656067e-11,5.364752712917933e-14,9.759583807730542e-14,4.3539846392667266e-13,4.3539846392667266e-13,1.8673238621045206e-08,1.2786800209233907e-09,2.6162054534890207e-11,2.1919306150277156e-11,1.7956462422079764e-09,2.4994466913961345e-09,5.533086038661918e-13,0.0,3.399881098984668e-06,1.2551245927575822e-12,3.957913274289528e-11,1.154550972528611e-12,7.691154105304207e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.080914041356971e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,5.912277316274952e-12,2.1231589133236062e-13,0.0,0.0,0.0,4.784588640307284e-13,1.2165496166141799e-11,8.869264710867754e-14,8.582541713254337e-13,2.557643122230601e-13,9.759583807730542e-17,5.364752712917933e-17,3.458801230701649e-10,1.8105104191579234e-11,1.4001324496975221e-09,7.046669237102362e-13,1.0244139636313592e-13,0.0,0.0,2.3269536313575505e-13,4.334538440735478e-11,3.476723877968524e-13,2.2356202770497097e-11,0.0,0.0,0.0,8.002858722339044e-13,1.3918759405425993e-09,1.9032719380272105e-13,1.0059159227919804e-10
3.3200000000000003,0.0,0.0,9.967265789455761e-09,0.0,1.3273421054424592e-10,4.545383049563995e-11,9.259268760941039e-10,0.0,1.5999837396353675e-07,0.0,9e-08,0.0,2.0868984234944532e-10,1.3981257730315132e-06,6.566643422951572e-10,4.274556651893469e-11,5.395464289470811e-14,9.81753482122652e-14,4.3796116963596214e-13,4.3796116963596214e-13,1.8668771037774337e-08,1.2829667125694374e-09,2.626045404669457e-11,2.2001798481952418e-11,1.8091489948881874e-09,2.499445668942873e-09,5.543310571272455e-13,0.0,3.3998804345595803e-06,1.2574471056785915e-12,4.001422181350532e-11,1.1580276597258646e-12,7.713507749220178e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.0969056699599286e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,5.88965532608587e-12,2.1226606333949933e-13,0.0,0.0,0.0,4.766262892421998e-13,1.2160463262074886e-11,8.893588216526855e-14,8.631673377454467e-13,2.564733948937885e-13,9.81753482122652e-17,5.3954642894708116e-17,3.457183369504495e-10,1.807420978453294e-11,1.4053565177782392e-09,7.126361106582737e-13,1.0204888261170587e-13,0.0,0.0,2.318063834668708e-13,4.3671320923556695e-11,3.4766505082864917e-13,2.2351088756043038e-11,0.0,0.0,0.0,8.050378553405745e-13,1.3971142036039786e-09,1.9032320200012307e-13,1.0132376507636144e-10
3.33,0.0,0.0,9.967204883242161e-09,0.0,1.3279511675784594e-10,4.5279894182851494e-11,9.257153142776306e-10,0.0,1.599983634050158e-07,0.0,9e-08,0.0,2.08685476686968e-10,1.398111688659115e-06,6.565427628221671e-10,4.2863687139773765e-11,5.426257586598734e-14,9.875646391209371e-14,4.405309732546928e-13,4.405309732546928e-13,1.8664297738586164e-08,1.2872594304259297e-09,2.635868584944053e-11,2.208414823035567e-11,1.8227007397391957e-09,2.4994446504105753e-09,5.553495894253677e-13,0.0,3.3998797669296563e-06,1.259760738245837e-12,4.0452576111839996e-11,1.161504273532228e-12,7.735856280471338e-11,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,3.1129562019646652e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,5.867081771356074e-12,2.1221626662208118e-13,0.0,0.0,0.0,4.747976198871941e-13,1.2155433800452528e-11,8.917897695391755e-14,8.680935768059362e-13,2.571821185691567e-13,9.875646391209372e-17,5.426257586598734e-17,3.455565249369313e-10,1.8043051148337408e-11,1.4105714106530081e-09,7.206599429449248e-13,1.0165720450564345e-13,0.0,0.0,2.3091929412148895e-13,4.399843990006976e-11,3.476577096216455e-13,2.2345977445341052e-11,0.0,0.0,0.0,8.098030040791683e-13,1.4023434126275852e-09,1.9031920799696965e-13,1.0205828788450079e-10
