Time,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa,k1,Km1,J11,J61,k16,k61,phi_pRB,kp,k2,a,Km2,J12,J62,phi_E2F1,k3,k23,J13,J63,k34,Km4,phi_CycDi,k43,phi_CycDa,Fm,k25,J15,J65,phi_AP1,k67,k76,phi_pRBpp,phi_pRBp,k28,J18,J68,k89,Km9,k98,phi_CycEi,phi_CycEa,cell,pRB_synthesis,pRB_phosphorylation,pRBp_dephosphorylation,pRB_degradation,E2F1_synthesis,E2F1_degradation,CycD_synthesis,CycD_inibition,CycD_activation,CycD_degradation,CycD_degradation2,AP1_synthesis,Ap1_degradation,pRBp_phosphorylation,pRBpp_dephosphorylation,pRBpp_degradation,pRBp_degradation,CycE_synthesis,CycE_activation,CycE_inibition,CycE_degradation,CycE_degradation2
3.11,0.5630945562407497,0.06602238827927635,0.21400542114101365,0.10987976833325692,0.09126564661104035,0.11366034798083408,0.07792884944679083,0.08551268207163236,0.10032371828952466,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13913111814354015,0.020556475511387538,0.019806716483782905,0.0028154727812037482,0.054213138451875295,0.021400542114101365,0.00590298052046718,0.0009126564661104035,0.0010252112030039943,0.002527234671664909,0.0027379693983312103,0.005337724538815342,0.0011366034798083408,0.004636528037772214,0.007792884944679084,0.0031171539778716336,0.003961343296756581,0.0065619857590220165,0.0057017215646787195,0.0010032371828952466,0.005130760924297941,0.005016185914476234
3.12,0.5644498129683168,0.06602201498034947,0.2143334404548447,0.10991240490373153,0.09123939810312917,0.11370235655177628,0.07786615922697014,0.0854800413255701,0.10032053140547302,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13910306512786888,0.02060002447786122,0.019806604494104842,0.0028222490648415837,0.05422456153505242,0.02143334404548447,0.005904891061433986,0.0009123939810312917,0.001025289550705265,0.002527985312785825,0.002737181943093875,0.005337431519945067,0.0011370235655177629,0.0046363545391021315,0.0077866159226970145,0.0031146463690788057,0.003961320898820968,0.006564395126536235,0.005699536585255166,0.0010032053140547302,0.005128802479534206,0.005016026570273651
3.13,0.5658042864147648,0.06602201722148071,0.21466124609058912,0.10994504963621413,0.09121316087621349,0.11374435794730181,0.07780355496096107,0.0854474657726785,0.10031732460312366,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13907494184565128,0.020643518960480445,0.019806605166444214,0.002829021432073824,0.05423599017302807,0.021466124609058914,0.005906802194633872,0.0009121316087621349,0.0010253679071072401,0.0025287361416329248,0.002736394826286405,0.005337140011815399,0.001137443579473018,0.00463620649279221,0.007780355496096108,0.003112142198438443,0.0039613210332888425,0.0065667964196726,0.00569735590503644,0.0010031732460312366,0.00512684794636071,0.005015866230156183
3.14,0.5671579776536196,0.06602239299468504,0.2149888383154541,0.10997770253380605,0.0911869349258901,0.11378635217989834,0.07774103677124512,0.0854149552529038,0.10031409793674949,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13904674895949815,0.020686959040400018,0.01980671789840551,0.0028357898882680984,0.054247424337458564,0.021498883831545412,0.0059087139130113,0.000911869349258901,0.0010254462722431121,0.002529487158277539,0.0027356080477767028,0.005336850002214302,0.0011378635217989834,0.004636083757821178,0.007774103677124513,0.003109641470849805,0.003961343579681103,0.006569189673768656,0.005695179513529363,0.001003140979367495,0.005124897315174228,0.005015704896837475
3.15,0.5685108877597334,0.06602314030330356,0.21531621739604054,0.11001036359948933,0.09116072024775847,0.11382833926184958,0.07767860477835824,0.08538250960688451,0.10031085146046623,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13901848712636503,0.020730344798747947,0.019806942090991066,0.002842554438798667,0.05425886400009064,0.021531621739604056,0.005910626209581872,0.0009116072024775847,0.0010255246461449584,0.0025302383627882545,0.002734821607432754,0.005336561479058874,0.0011382833926184958,0.004635986193942743,0.007767860477835824,0.0031071441911343298,0.003961388418198214,0.0065715749239340995,0.005693007400286073,0.0010031085146046622,0.00512295057641307,0.0050155425730233115
3.16,0.5698630178092645,0.06602425716197713,0.21564338359834406,0.11004303283612737,0.09113451683742078,0.11387031920523642,0.07761625910089616,0.08535012867594953,0.10030758522823265,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1389901569976017,0.020773676316624735,0.01980727714859314,0.0028493150890463227,0.05427030913276104,0.021564338359834408,0.005912539077431303,0.0009113451683742078,0.0010256030288437513,0.0025309897552309294,0.0027340355051226235,0.005336274430393631,0.0011387031920523643,0.004635913661684039,0.007761625910089616,0.0031046503640358466,0.003961455429718628,0.006573952205052456,0.005690839554903902,0.0010030758522823265,0.005121007720556971,0.005015379261411632
3.17,0.5712143688796595,0.06602574159662003,0.21597033718775552,0.11007571024646552,0.09110832469048198,0.11391229202193784,0.07755399985551988,0.0853178123021162,0.10030429929385083,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13896175921900145,0.020816953675102706,0.019807722478986007,0.0028560718443982973,0.05428175970739604,0.021597033718775555,0.0059144525097144015,0.0009110832469048199,0.0010256814203693637,0.002531741335668707,0.0027332497407144595,0.005335988844388823,0.0011391229202193784,0.004635866022344082,0.007755399985551988,0.0031021599942207953,0.003961544495797202,0.006576321551782719,0.005688675967025254,0.0010030429929385083,0.005119068738126972,0.005015214964692542
3.18,0.5725649420496338,0.0660275916443936,0.21629707842906218,0.11010839583313171,0.09108214380254966,0.113954257723632,0.07749182715696097,0.08528556032808841,0.10030099371096651,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13893329443084967,0.020860176955225303,0.01980827749331808,0.0028628247102481692,0.05429321569601107,0.02162970784290622,0.005916366499654072,0.0009108214380254965,0.0010257598207505764,0.0025324931041620295,0.0027324643140764896,0.005335704709338777,0.00113954257723632,0.004635843137992211,0.007749182715696097,0.003099673086278439,0.003961655498663616,0.006578682998560988,0.005686516626337481,0.001003009937109665,0.005117133619685305,0.005015049685548326
3.19,0.5739147383991529,0.06602980535368,0.21662360758644825,0.11014108959863711,0.09105597416923414,0.11399621632179725,0.07742974111802707,0.08525337259725478,0.10029766853306933,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1389047632679722,0.020903346238006413,0.019808941606104,0.0028695736919957643,0.05430467707071019,0.021662360758644826,0.005918281040540337,0.0009105597416923414,0.0010258382300150856,0.0025332450607686535,0.002731679225077024,0.005335422013660259,0.0011399621632179726,0.004635844871466538,0.007742974111802707,0.0030971896447210827,0.0039617883212208,0.006581036579602108,0.0056843615225727635,0.0010029766853306933,0.005115202355835287,0.005014883426653467
3.2,0.5752637590094133,0.0660323807840557,0.21694992492349588,0.11017379154537663,0.09102981578614845,0.11403816782771317,0.07736774184960726,0.08522124895368663,0.10029432381349307,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13887616635978292,0.020946461604429676,0.01980971423521671,0.0028763187950470665,0.05431614380368575,0.021694992492349588,0.005920196125729371,0.0009102981578614845,0.0010259166481895081,0.0025339972055436625,0.0027308944735844535,0.005335140745890868,0.0011403816782771317,0.004635871086372371,0.0077367741849607265,0.0030947096739842904,0.003961942847043341,0.00658338232890126,0.0056822106455079804,0.0010029432381349307,0.0051132749372211975,0.005014716190674654
3.21,0.5766120049628237,0.0660353160062653,0.21727603070318594,0.11020650167562965,0.09100366864890827,0.11408011225246156,0.07730582946067742,0.08518918924213618,0.10029095960541604,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13884750433033133,0.020989523135447784,0.01981059480187959,0.002883060024814119,0.05432761586721788,0.021727603070318596,0.0059221117486425515,0.0009100366864890827,0.0010259950752993896,0.002534749538539482,0.002730110059467248,0.005334860894687456,0.0011408011225246156,0.004635921647080665,0.007730582946067742,0.0030922331784270967,0.003962118960375918,0.006585720280235578,0.005680063984964595,0.0010029095960541604,0.005111351354528171,0.005014547980270802
3.22,0.5779594677865614,0.06603860187926218,0.21760192544200246,0.11023922025852684,0.09097753275034445,0.11412205005368568,0.07724400554411699,0.08515719267874605,0.10028757604261117,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.138818779339889,0.021032530563569417,0.019811580563778654,0.002889797338932807,0.054339093254766394,0.02176019254420025,0.005924027929710704,0.0009097753275034445,0.0010260735138299302,0.0025355020659461173,0.0027293259825103334,0.005334582455136358,0.0011412205005368568,0.004635995915399961,0.0077244005544117,0.00308976022176468,0.0039623161127557305,0.006588050535040053,0.00567792148906733,0.0010028757604261117,0.005109431560724763,0.005014378802130559
3.23,0.579306156033342,0.0660422421404628,0.217927609203155,0.11027194708749544,0.09095140808825643,0.11416398089295238,0.07718226904399346,0.08512525960138674,0.10028417311484387,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13878999079266544,0.02107548424217106,0.01981267264213884,0.00289653078016671,0.054350575922392355,0.0217927609203155,0.005925944641398594,0.0009095140808825643,0.001026151961880368,0.002536254783012395,0.0027285422426476928,0.005334305411154587,0.0011416398089295237,0.004636094150594626,0.007718226904399346,0.0030872907617597385,0.003962534528427768,0.006590373073511654,0.005675783180345403,0.0010028417311484389,0.0051075155760832045,0.005014208655742194
3.24,0.5806520714669744,0.06604623540631059,0.2182530822298008,0.11030468214553475,0.09092529465846566,0.1142059047490659,0.07712061995818084,0.0850933899014797,0.10028075086909959,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13876113918650224,0.021118384276873244,0.019813870621893177,0.002903260357334872,0.05436206384116127,0.02182530822298008,0.005927861875400183,0.0009092529465846566,0.0010262304192982415,0.0025370076893472993,0.0027277588397539698,0.005334029751290638,0.0011420590474906591,0.004636216255035496,0.007712061995818084,0.0030848247983272336,0.0039627741243786355,0.006592687923943516,0.005673649051714153,0.0010028075086909959,0.005105603394088782,0.00501403754345498
3.25,0.5819972150870029,0.06605057972580687,0.2185783447848511,0.11033742543691302,0.09089919245657306,0.11424782163641894,0.0770590584016644,0.08506158342071822,0.1002773093586768,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13873222513762315,0.02116123074535321,0.01981517391774206,0.0029099860754350144,0.05437355698391232,0.021857834478485112,0.005929779625629733,0.0009089919245657307,0.001026308886127154,0.0025377607850489993,0.002726975773697192,0.00533375546471262,0.0011424782163641895,0.004636362091539278,0.00770590584016644,0.003082362336066576,0.003963034783548412,0.00659499511985543,0.005671519092789838,0.001002773093586768,0.005103695005243093,0.00501386546793384
3.2600000000000002,0.583341587891139,0.066055273156759,0.21890339713069834,0.11037017696586839,0.0908731014781813,0.11428973156934953,0.07699758448800202,0.08502984000127263,0.10027384863674485,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13870324925752012,0.021204023725149956,0.019816581947027703,0.002916707939455695,0.05438505532357842,0.021890339713069834,0.005931697886070111,0.000908731014781813,0.001026387362410411,0.0025385140702149727,0.002726193044345439,0.005333482540701701,0.0011428973156934954,0.004636531523525781,0.007699758448800203,0.003079903379520081,0.0039633163894055405,0.006597294694576122,0.005669393293219795,0.0010027384863674485,0.005101790400076358,0.005013692431837243
3.27,0.5846851908751982,0.06606031376572137,0.21922823952921822,0.11040293673661074,0.09084702171889487,0.11433163456214405,0.07693619832933639,0.08499815948578555,0.10027036875634447,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13867421215300268,0.02124676329366213,0.01981809412971641,0.0029234259543759913,0.05439655883318593,0.021922823952921822,0.005933616650772041,0.0009084702171889488,0.0010264658481910372,0.0025392675449420468,0.002725410651566846,0.005333210968650678,0.0011433163456214407,0.00463672441501409,0.007693619832933639,0.0030774479331734557,0.003963618825943282,0.006599586681245033,0.005667271642682119,0.0010027036875634447,0.005099889569147133,0.005013518437817224
3.2800000000000002,0.5860280250330387,0.06606569962793618,0.21955287224177175,0.11043570475332358,0.09082095317432001,0.11437353062904031,0.0768749000364071,0.08496654171736719,0.10026686977038853,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13864511442624608,0.021289449528145942,0.019819709888380853,0.0029301401251651937,0.05440806748585437,0.021955287224177177,0.005935535913853367,0.0009082095317432001,0.0010265443435117925,0.0025400212093264424,0.0027246285952296,0.005332940738062568,0.001143735306290403,0.004636940630618717,0.00768749000364071,0.003074996001456284,0.00396394197767617,0.0066018711128140554,0.00566515413088536,0.0010026686977038853,0.005097992503042031,0.005013343488519426
3.29,0.5873700913564984,0.06607142882727451,0.2198772955292071,0.11046848102016574,0.09079489584006473,0.11441541978423057,0.07681368971856277,0.08493498653959052,0.10026335173166265,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1386159566748395,0.021332082505713033,0.019821428648182354,0.002936850456782492,0.054419581254796213,0.02198772955292071,0.005937455669498335,0.0009079489584006473,0.0010266228484151897,0.002540775063463812,0.0027238468752019416,0.005332671838549222,0.0011441541978423058,0.0046371800355457776,0.007681368971856277,0.003072547588742511,0.003964285729636471,0.006604148022049272,0.005663040747568205,0.0010026335173166266,0.0050960991923754305,0.0050131675865831326
3.3000000000000003,0.5887113908353331,0.06607749945617718,0.22020150965186167,0.11050126554127332,0.09076884971173875,0.11445730204186462,0.07675256748377327,0.0849034937964866,0.10025981469282584,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1385867394918336,0.021374662303328417,0.019823249836853154,0.0029435569541766656,0.05443110011331661,0.02202015096518617,0.005939375911956881,0.0009076884971173875,0.001026701362943513,0.0025415291074492863,0.0027230654913521623,0.00533240425982996,0.0011445730204186462,0.004637442495589136,0.007675256748377327,0.003070102699350931,0.00396464996737063,0.006606417441532681,0.005660931482499169,0.0010025981469282583,0.005094209627789195,0.005012990734641292
3.31,0.5900519244571538,0.06608390961559557,0.220525514869564,0.11053405832076145,0.09074281478495352,0.11449917741605282,0.07669153343864174,0.08487206333253976,0.10025625870641115,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1385574634657879,0.02141718899780836,0.01982517288467867,0.002950259622285769,0.05444262403481312,0.022052551486956402,0.005941296635543937,0.0009074281478495353,0.0010267798871388325,0.0025422833413775133,0.0027222844435486056,0.005332137991730228,0.0011449917741605284,0.004637727877126569,0.007669153343864175,0.0030676613375456695,0.0039650345769357345,0.006608679403663903,0.005658826325476279,0.0010025625870641115,0.005092323799952385,0.005012812935320558
3.3200000000000003,0.5913916932073652,0.0660906574149327,0.2208493114416359,0.11056685936272613,0.0907167910553222,0.11454104592086917,0.07663058768841684,0.08484069499268289,0.10025268382482631,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13852812918081733,0.0214596626658183,0.019827197224479808,0.002956958466036826,0.054454152992775486,0.02208493114416359,0.005943217834638751,0.000907167910553222,0.0010268584210430228,0.002543037765342701,0.0027215037316596657,0.005331873024180272,0.0011454104592086916,0.004638036047115912,0.007663058768841684,0.0030652235075366734,0.0039654394448959615,0.006610933940661879,0.005656725266326765,0.0010025268382482632,0.005090441699560973,0.005012634191241316
3.33,0.5927306980691027,0.06609774097198404,0.22117289962689404,0.11059966867124602,0.0906907785184596,0.11458290757035426,0.07656973033700479,0.08480938862229266,0.1002490901003544,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13849873721663847,0.021502083383870777,0.01982932229159521,0.002963653490345514,0.05446568696078535,0.022117289962689406,0.005945139503684209,0.0009069077851845959,0.00102693696469778,0.0025437923794386585,0.0027207233555537878,0.005331609347213838,0.0011458290757035427,0.00463836687309122,0.007656973033700479,0.0030627892134801916,0.003965864458319042,0.006613181084566555,0.005654628294906743,0.001002490901003544,0.00508856331733756,0.005012454505017721
3.34,0.5940689400231708,0.06610515841287846,0.22149627968365246,0.11063248625038433,0.0906647771699822,0.11462476237851849,0.07650896148698161,0.08477814406718481,0.10024547758515451,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13846928814861587,0.021544451228323318,0.019831547523863537,0.002970344700115854,0.054477225912516074,0.022149627968365247,0.00594706163718619,0.000906647771699822,0.0010270155181446375,0.0025445471837588396,0.002719943315099466,0.005331346950966884,0.001146247623785185,0.004638720223158907,0.007650896148698161,0.0030603584594792645,0.0039663095047727075,0.006615420867240553,0.0056525354011009105,0.0010024547758515452,0.005086688644031089,0.005012273879257726
3.35,0.5954064200479801,0.06611290787201916,0.22181945186972413,0.11066531210419059,0.09063878700550815,0.11466661035934499,0.07644828123960515,0.08474696117360934,0.1002418463312623,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1384397825478072,0.021586766275376392,0.019833872361605748,0.0029770321002399003,0.054488769821732425,0.022181945186972415,0.0059489842297129145,0.0009063878700550815,0.0010270940814249845,0.0025453021783963833,0.0027191636101652444,0.005331085825676321,0.00114666610359345,0.004639095965993893,0.007644828123960515,0.003057931249584206,0.003966774472321149,0.006617653320370835,0.005650446574822225,0.001002418463312623,0.00508481767041656,0.005012092316563115
3.36,0.5967431391194857,0.06612098749202451,0.2221424164424231,0.1106981462367025,0.0906128080206572,0.11470845152679271,0.07638768969482733,0.08471583978824582,0.10023819639059076,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1384102209810081,0.02162902860107132,0.01983629624760735,0.0029837156955974287,0.05450031866229038,0.02221424164424231,0.005950907275894312,0.000906128080206572,0.001027172654580082,0.0025460573634441576,0.002718384240619716,0.005330825961678767,0.001147084515267927,0.004639493970835743,0.0076387689694827334,0.003055507587793093,0.00396725924952147,0.0066198784754703454,0.005648361806011599,0.0010023819639059077,0.0050829503872947485,0.005011909819529538
3.37,0.598079098211125,0.0661293954236691,0.2224651736585665,0.11073098865194773,0.09058684021105073,0.11475028589479948,0.0763271869513062,0.08468477975819855,0.1002345278149308,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13838060401079752,0.0216712382812882,0.019838818627100727,0.0029903954910556253,0.05451187240813689,0.02224651736585665,0.0059528307704214,0.0009058684021105073,0.0010272512376510799,0.002546812738994798,0.002717605206331522,0.00533056734940932,0.0011475028589479949,0.004639914107484822,0.007632718695130621,0.0030530874780522483,0.003967763725420146,0.00662209636387965,0.005646281084637579,0.001002345278149308,0.005081086785491912,0.00501172639074654
3.38,0.5994142982937547,0.0661381298258245,0.22278772377447634,0.11076383935394578,0.09056088357231168,0.11479211347728503,0.07626677310641812,0.0846537809309919,0.10023084065595189,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13835093219558126,0.021713395391743853,0.01984143894774735,0.0029970714914687737,0.054523431033309616,0.022278772377447634,0.005954754708045681,0.0009056088357231168,0.0010273298306790336,0.002547568305140753,0.0027168265071693502,0.00533030997940035,0.0011479211347728503,0.004640356246298412,0.007626677310641813,0.003050670924256725,0.003968287789549469,0.006624307016768561,0.005644204400696043,0.0010023084065595188,0.005079226855859514,0.005011542032797595
3.39,0.6007487403355893,0.06614718886540033,0.22311006704598174,0.11079669834670977,0.0905349381000646,0.1148339342881541,0.07620644825626989,0.08462284315456556,0.10022713496520273,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13832120608963622,0.021755500007989745,0.0198441566596201,0.0030037437016779468,0.054534994511936746,0.022311006704598176,0.005956679083578538,0.000905349381000646,0.0010274084337049219,0.002548324061974325,0.002716048143001938,0.0053300538422803145,0.001148339342881541,0.004640820258186864,0.00762064482562699,0.0030482579302507956,0.0039688313319240194,0.00662651046513774,0.00564213174420988,0.0010022713496520273,0.005077370589273933,0.005011356748260137
