Time,Normal_cells,Tumor_cells,Vitamins,r,beta1,gamma,alpha1,alpha2,beta2,k1,k2,c1,c2,Whole_organism,Normal_cell_growth,Normal_cell_death_inhibition,Tumor_cell_growth,Tumor_cell_inhibition,Vitamin_intake,Vitamin_decay
0.0,1.0,1.0,5.0,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.538698710712,0.9817,0.49466,2.4875,0.8976,4.805499999999999
0.03,1.017325452321422,0.9429839572139457,4.884437019624457,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5393166559129705,0.941765995875799,0.4797179872648373,2.2914580103900613,0.8976,4.694432419561065
0.06,1.0358262092852337,0.8910989799639933,4.77215848885612,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5415494726532368,0.9061323451972348,0.46528521258350874,2.1156016169189846,0.8976,4.586521523639617
0.09,1.055427197449055,0.8437934780879267,4.663071059413858,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5452181137409409,0.8742652904839154,0.4514406265536177,1.9574978015275015,0.8976,4.481677595202659
0.12,1.076063051447556,0.8005855433509735,4.557084036036261,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5501686053072457,0.8457154291572163,0.43823282519110685,1.8150469605453532,0.8976,4.37981346703445
0.15,1.09767651326031,0.7610529553946569,4.454109301106576,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5562679726239756,0.8201023183170029,0.4256880252039923,1.6864319910108496,0.8976,4.28084444929353
0.18,1.1202171766311146,0.724824988751302,4.354061241519605,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5634009919273752,0.7971025087858159,0.41381616868785687,1.5700763642274465,0.8976,4.184688259224492
0.21,1.143640373383542,0.6915751270420072,4.256856677406299,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.571467407663656,0.7764395242849021,0.4026153629949471,1.4646082582447466,0.8976,4.091264952655194
0.24,1.1679063064179371,0.6610150891135173,4.162414792944322,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.580379713515402,0.7578760236638918,0.3920752986583126,1.3688309451795428,0.8976,4.000496857498788
0.27,1.1929793345690622,0.6328897830419853,4.070657069184826,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.5900613163584683,0.7412074851191954,0.38217983590517335,1.281697941503967,0.8976,3.9123085091935357
0.3,1.218827374966066,0.6069729817489382,3.9815072188033156,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6004450020026542,0.7262570322862113,0.3729089375998713,1.2022919859548553,0.8976,3.8266265879918664
0.33,1.245421395897598,0.5830636134771114,3.8948911226558747,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6114716397840283,0.7128711732348558,0.36424010735609125,1.1298072228076397,0.8976,3.743379857984561
0.36,1.2727349999486237,0.5609826193273798,3.8107367681659445,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6230891039055848,0.7009163394649627,0.3561494791211635,1.0635341541520107,0.8976,3.662499107884289
0.39,1.3007440612932688,0.5405701969676494,3.7289741894375226,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.635251346343342,0.6902759478542567,0.34861259389299937,1.0028467252555824,0.8976,3.583917093468403
0.42,1.3294264226910928,0.5216834501610605,3.6495354090770253,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.647917614756803,0.6808479852632425,0.34160497745802754,0.9471913562868994,0.8976,3.5075684816639288
0.45,1.3587616697561342,0.5041945563811789,3.572354381798172,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.661051824029597,0.6725432689676629,0.3351026738649639,0.8960779123016274,0.8976,3.4333897963462228
0.48,1.3887308401524978,0.487988631532813,3.4973669392700724,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.674621895915827,0.6652832292741934,0.32908232084507155,0.8490709650645965,0.8976,3.3613193653324664
0.51,1.4193162977768876,0.4729625826176661,3.42451073702736,0.4312,2.99e-06,0.9817,0.4426,0.4,0.2291,0.8976,0.9611,0.2215,0.4975,1.0,1.6885993444498317,0.6589990136659146,0.32352157356636296,0.8057835575872278,0.8976,3.2912972693569955
