Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,GATA6_Gene,CDX2_Gene,GCNF_Gene,targetGene,degradation,p53,A,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein,a0,a1,a2,a3,b0,b1,b2,b3,b4,b5,gamma1,c0,c1,c2,d0,d1,d2,d3,gamma2,e0,e1,e2,f0,f1,f2,f3,gamma3,g0,g1,h0,h1,gamma4,i0,i1,i2,j0,j1,gamma5,p0,p1,p2,q0,q1,q2,gammag,gamman,cell,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.011701898744677893,0.010000539734367396,0.010190756118123487,0.0104996900217821,0.012146422511059681,0.010211205897420975,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018102096089906042,0.0011701898744677893,0.0010058485015542545,0.0010000539734367397,0.002008632323597487,0.00010190756118123488,0.024675861476784817,0.0012146422511059682,0.0032572348825146455,0.0010211205897420975,0.005102464227050915,0.00010499690021782099
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.01187113093354592,0.010000598073825558,0.010209822529595325,0.010549665262182333,0.012383158929306342,0.010233698027096937,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01810164648919494,0.0011871130933545921,0.0010059331436867592,0.0010000598073825558,0.0020086557596814196,0.00010209822529595325,0.025125582138177498,0.0012383158929306342,0.0032857472726946307,0.0010233698027096937,0.0051030774060330875,0.00010549665262182333
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.012040189449149247,0.010000657200548933,0.010228887268859975,0.010599641636854269,0.012624192120650461,0.010256454779075243,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018101190487435893,0.0012040189449149248,0.0010060177012428772,0.0010000657200548934,0.0020086791936685996,0.00010228887268859975,0.02558301174061181,0.0012624192120650462,0.0033146854054689695,0.0010256454779075245,0.005103690597542108,0.00010599641636854269
0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.012209074400534328,0.010000717112905682,0.010247950336063683,0.01064961914580975,0.012869595412451789,0.010279480179973537,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01810072797187281,0.001220907440053433,0.0010061021742933682,0.0010000717112905683,0.0020087026255592097,0.00010247950336063683,0.026048265275482162,0.001286959541245179,0.003344056497599954,0.0010279480179973537,0.005104303801578153,0.00010649619145809751
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.01237778589550402,0.010000777809266231,0.010267011731352686,0.010699597789060619,0.013119443220174856,0.010302778325416134,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018100258827707365,0.0012377785895504021,0.0010061865629082789,0.001000077780926623,0.0020087260553534325,0.00010267011731352686,0.02652145884028788,0.0013119443220174856,0.0033738678712051493,0.0010302778325416134,0.005104917018141401,0.00010699597789060619
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.01254632404059383,0.010000839288003334,0.010286071454873215,0.010749577566618715,0.01337381105097482,0.0103263533806872,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018099782938076098,0.001254632404059383,0.0010062708671569303,0.0010000839288003334,0.002008749483051452,0.00010286071454873214,0.02700270961365621,0.001337381105097482,0.003404126954017814,0.00103263533806872,0.0051055302472320305,0.00010749577566618715
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.01271468894105213,0.010000901547492112,0.010305129506771477,0.010799558478495884,0.013632775509614701,0.010350209581490738,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01809930018402528,0.001271468894105213,0.001006355087107909,0.0010000901547492112,0.0020087729086534496,0.00010305129506771477,0.027492135834003745,0.0013632775509614702,0.0034348412798764494,0.001035020958149074,0.005106143488850217,0.00010799558478495885
0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.012882880700822342,0.010000964586110007,0.010324185887193664,0.010849540524703967,0.013896414309377438,0.010374351235012597,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.0180988104444798,0.0012882880700822343,0.0010064392228290569,0.0010000964586110008,0.0020087963321596095,0.00010324185887193663,0.027989856786821577,0.0013896414309377439,0.003466018489708099,0.0010374351235012597,0.00510675674299614,0.00010849540524703967
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.013050899422524152,0.010001028402236748,0.010343240596285956,0.010899523705254812,0.014164806283669347,0.010398782721052368,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018098313596210707,0.0013050899422524154,0.0010065232743874642,0.0010001028402236748,0.002008819753570114,0.00010343240596285957,0.028495992792384097,0.0014164806283669348,0.0034976663325773294,0.0010398782721052367,0.005107370009669974,0.00010899523705254813
0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.013218745207432889,0.010001092994254335,0.010362293634194528,0.010949508020160264,0.014438031395981337,0.010423508493091236,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018097809513804068,0.001321874520743289,0.0010066072418494579,0.0010001092994254336,0.0020088431728851465,0.00010362293634194528,0.029010665189459967,0.0014438031395981338,0.003529792666568828,0.0010423508493091237,0.005107983288871899,0.00010949508020160265
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.013386418155458041,0.010001158360547043,0.010381345001065537,0.010999493469432168,0.01471617074812589,0.010448533079277846,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018097298069631416,0.0013386418155458043,0.0010066911252805913,0.0010001158360547044,0.002008866590104889,0.00010381345001065537,0.02953399631488034,0.001471617074812589,0.0035624054594954875,0.0010448533079277847,0.00510859658060209,0.00010999493469432167
0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.013553918365121986,0.010001224499501417,0.010400394697045125,0.011049480053082369,0.014999306588184352,0.010473861083409579,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018096779133820393,0.0013553918365121988,0.001006774924745635,0.0010001224499501418,0.0020088900052295257,0.00010400394697045125,0.03006610948167299,0.0014999306588184354,0.003595512789574515,0.001047386108340958,0.005109209884860725,0.0001104948005308237
0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.013721245933538994,0.010001291409506261,0.010419442722279426,0.011099467771122714,0.015287522318897616,0.01049949718595449,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01809625257422448,0.0013721245933538996,0.001006858640308564,0.0010001291409506262,0.0020089134182592386,0.00010419442722279426,0.030607128957130456,0.0015287522318897617,0.0036291228461443658,0.001049949718595449,0.0051098232016479825,0.00011099467771122715
0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.013888400956394046,0.010001359088952628,0.010438489076914559,0.011149456623565052,0.015580902506275664,0.010525446145106282,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01809571825639229,0.0013888400956394047,0.0010069422720325506,0.0010001359088952627,0.0020089368291942105,0.00010438489076914559,0.03115717994037207,0.0015580902506275665,0.0036632439304000917,0.0010525446145106282,0.005110436530964038,0.00011149456623565053
0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.014055383527921175,0.010001427536233804,0.010457533761096628,0.011199446610421231,0.01587953288790056,0.010551712797843036,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01809517604353664,0.0014055383527921176,0.0010070258199799504,0.0010001427536233804,0.0020089602380346243,0.00010457533761096629,0.031716388538400184,0.0015879532887900561,0.0036978844560948032,0.0010551712797843037,0.005111049872809072,0.00011199446610421231
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.014222193740881276,0.0100014967497453,0.010476576774971729,0.011249437731703098,0.016183500380670974,0.010578302060978035,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018094625796504,0.0014222193740881276,0.001007109284212294,0.00100014967497453,0.0020089836447806627,0.0001047657677497173,0.03228488174017224,0.0016183500380670974,0.0037330529501821506,0.0010578302060978036,0.005111663227183259,0.00011249437731703098
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.014388831686539654,0.010001566727884837,0.01049561811868594,0.011299429987422505,0.016492893088140358,0.010605218932205843,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01809406737374403,0.0014388831686539655,0.001007192664790276,0.0010001566727884839,0.002009007049432509,0.0001049561811868594,0.03286278738897035,0.001649289308814036,0.0037687580534148724,0.0010605218932205843,0.005112276594086777,0.00011299429987422504
0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.014555297454643444,0.010001637469052345,0.01051465779238533,0.0113494233775913,0.01680780030766893,0.010632468491157052,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018093500631279062,0.0014555297454643444,0.0010072759617737416,0.0010001637469052346,0.0020090304519903455,0.00010514657792385329,0.03345023415347527,0.0016807800307668931,0.0038050085209212327,0.0010632468491157052,0.005112889973519803,0.000113494233775913
0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.014721591133398779,0.010001708971649944,0.010533695796215952,0.011399417902221333,0.017128312537385403,0.010660055900464559,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018092925422673378,0.001472159113339878,0.001007359175221677,0.0010001708971649945,0.0020090538524543547,0.00010533695796215952,0.034047351497529944,0.0017128312537385403,0.0038418132227588555,0.001066005590046456,0.005113503365482515,0.00011399417902221333
0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.014887712809447623,0.01000178123408194,0.010552732130323851,0.011449413561324456,0.01745452148282864,0.010687986406835286,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018092341599002578,0.0014887712809447623,0.0010074423051921993,0.001000178123408194,0.00200907725082472,0.00010552732130323851,0.034654269648344796,0.001745452148282864,0.00387918114443299,0.0010687986406835287,0.005114116769975089,0.00011449413561324456
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.01505366256784428,0.010001854254754809,0.010571766794855057,0.011499410354912521,0.01778652006319914,0.010716265342122793,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.01809174900882293,0.001505366256784428,0.001007525351742542,0.0010001854254754808,0.0020091006471016234,0.00010571766794855057,0.03527111956301104,0.0017786520063199141,0.003917121387372179,0.0010716265342122792,0.005114730186997705,0.00011499410354912521
0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,10.0,0.015219440492031628,0.010001928032077185,0.010590799789955583,0.01154940828299738,0.01812440241723876,0.010744898124401525,0.1,0.0,0.001,0.02,0.0125,0.025,1.0,0.02,0.0125,0.03,10.0,10.0,0.1,0.001,0.05,0.0125,0.001,0.05,0.0125,0.05,0.1,0.001,0.1,0.1,0.001,0.1,0.1,10.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,0.01,0.01,1.0,0.018091147498140912,0.001521944049203163,0.0010076083149290452,0.0010001928032077184,0.0020091240412852492,0.00010590799789955584,0.03589803289335456,0.001812440241723876,0.003955643169363077,0.0010744898124401526,0.0051153436165505385,0.0001154940828299738
