data_set_value_component_environment_variable_time,data_set_value_component_PI3K_variable_kf1,data_set_value_component_PI3K_variable_kb1,data_set_value_component_PI3K_variable_kf2,data_set_value_component_PI3K_variable_kb2,data_set_value_component_PI3K_variable_kf3,data_set_value_component_PI3K_variable_kb3,data_set_value_component_PI3K_variable_kf34,data_set_value_component_PI3K_variable_kb34,data_set_value_component_PI3K_variable_V4,data_set_value_component_PI3K_variable_k4,data_set_value_component_PI3K_variable_kf5,data_set_value_component_PI3K_variable_kb5,data_set_value_component_PI3K_variable_kf6,data_set_value_component_PI3K_variable_kb6,data_set_value_component_PI3K_variable_kf7,data_set_value_component_PI3K_variable_kb7,data_set_value_component_PI3K_variable_kf8,data_set_value_component_PI3K_variable_kb8,data_set_value_component_PI3K_variable_kf9,data_set_value_component_PI3K_variable_kb9,data_set_value_component_PI3K_variable_V10,data_set_value_component_PI3K_variable_k10,data_set_value_component_PI3K_variable_kf23,data_set_value_component_PI3K_variable_kb23,data_set_value_component_PI3K_variable_kf24,data_set_value_component_PI3K_variable_kb24,data_set_value_component_PI3K_variable_kf25,data_set_value_component_PI3K_variable_kb25,data_set_value_component_PI3K_variable_V26,data_set_value_component_PI3K_variable_k26,data_set_value_component_PI3K_variable_R,data_set_value_component_PI3K_variable_Shc,data_set_value_component_PI3K_variable_PI3K,data_set_value_component_PI3K_variable_HRG,data_set_value_component_PI3K_variable_R_HRG,data_set_value_component_PI3K_variable_R_HRG2,data_set_value_component_PI3K_variable_Internalisation,data_set_value_component_PI3K_variable_RP,data_set_value_component_PI3K_variable_R_Shc,data_set_value_component_PI3K_variable_R_ShP,data_set_value_component_PI3K_variable_ShP,data_set_value_component_PI3K_variable_R_ShGS,data_set_value_component_PI3K_variable_ShGS,data_set_value_component_PI3K_variable_GS,data_set_value_component_PI3K_variable_R_PI3K,data_set_value_component_PI3K_variable_R_PI3Kstar,data_set_value_component_PI3K_variable_PI3Kstar,data_set_value_component_PI3K_variable_two,data_set_value_component_RasGDPtoRasGTP_variable_RasGTP,data_set_value_component_RasGDPtoRasGTP_variable_kf11,data_set_value_component_RasGDPtoRasGTP_variable_k11,data_set_value_component_RasGDPtoRasGTP_variable_V12,data_set_value_component_RasGDPtoRasGTP_variable_k12,data_set_value_component_RasGDPtoRasGTP_variable_RasGDP,data_set_value_component_RAF_variable_RAF_star,data_set_value_component_RAF_variable_kf13,data_set_value_component_RAF_variable_k13,data_set_value_component_RAF_variable_kf14,data_set_value_component_RAF_variable_k14,data_set_value_component_RAF_variable_E,data_set_value_component_RAF_variable_RAF,data_set_value_component_Akt_variable_Akt_PIPP,data_set_value_component_Akt_variable_kf27,data_set_value_component_Akt_variable_k27,data_set_value_component_Akt_variable_V28,data_set_value_component_Akt_variable_k28,data_set_value_component_Akt_variable_kf29,data_set_value_component_Akt_variable_kb29,data_set_value_component_Akt_variable_V30,data_set_value_component_Akt_variable_k30,data_set_value_component_Akt_variable_kf31,data_set_value_component_Akt_variable_k31,data_set_value_component_Akt_variable_V32,data_set_value_component_Akt_variable_k32,data_set_value_component_Akt_variable_kf33,data_set_value_component_Akt_variable_k33,data_set_value_component_Akt_variable_k16,data_set_value_component_Akt_variable_k18,data_set_value_component_Akt_variable_P,data_set_value_component_Akt_variable_PIP3,data_set_value_component_Akt_variable_Akt,data_set_value_component_Akt_variable_Akt_PIP3,data_set_value_component_Akt_variable_Akt_PIP,data_set_value_component_Akt_variable_PP2A,data_set_value_component_Akt_variable_one,data_set_value_component_MEK_variable_MEKPP,data_set_value_component_MEK_variable_PP2A,data_set_value_component_MEK_variable_MEKP,data_set_value_component_MEK_variable_MEK,data_set_value_component_MEK_variable_kf15,data_set_value_component_MEK_variable_k15,data_set_value_component_MEK_variable_kf16,data_set_value_component_MEK_variable_k16,data_set_value_component_MEK_variable_kf17,data_set_value_component_MEK_variable_k17,data_set_value_component_MEK_variable_kf18,data_set_value_component_MEK_variable_k18,data_set_value_component_MEK_variable_k31,data_set_value_component_MEK_variable_k33,data_set_value_component_MEK_variable_one,data_set_value_component_ERK_variable_MKP3,data_set_value_component_ERK_variable_ERK,data_set_value_component_ERK_variable_ERKP,data_set_value_component_ERK_variable_ERKPP,data_set_value_component_ERK_variable_kf19,data_set_value_component_ERK_variable_k19,data_set_value_component_ERK_variable_kf20,data_set_value_component_ERK_variable_k20,data_set_value_component_ERK_variable_kf21,data_set_value_component_ERK_variable_k21,data_set_value_component_ERK_variable_kf22,data_set_value_component_ERK_variable_k22,data_set_value_component_ERK_variable_one
0.0,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,80.0,1000.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.222,0.181,0.289,0.0571,120.0,100.0,1.53,11.7,0.00673,8.07,7.0,0.0,0.0,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,800.0,0.0,10.0,0.0,0.0,11.4,1.0,0.0,11.4,0.0,120.0,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,1000.0,0.0,0.0,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.1,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.90451979562671,999.9999999371267,9.99999999938254,9.904519795626735,0.09547412496194974,2.9657909078429983e-06,6.374041113475206e-13,2.8868740601630663e-08,4.557809980272936e-08,4.690569136696133e-10,7.600803863256353e-09,-1.577702344773982e-09,1.0803127829730754e-08,9.99999999077457,5.218792741366615e-10,5.41301336326278e-11,4.1450386268858165e-11,2.0,3.838871597848444e-11,0.222,0.181,0.289,0.0571,119.99999999996162,99.99564079547311,1.53,11.7,0.00673,8.07,7.0,0.004359204526881002,3.85241995582855e-17,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999999999961,2.1943844959723108e-13,9.999999999996259,3.726061238556453e-12,1.2598245405875832e-14,11.4,1.0,0.3037639178060024,11.4,8.934169340919208,110.76206673637408,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.9993376753935,0.0006623242334747009,3.730202187862894e-10,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.2,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.81007024544566,999.9999985503518,9.999999986012147,9.810070245445702,0.1898816418683854,2.2913247792223313e-05,1.4814773956310984e-11,3.371142004660405e-07,8.14683388148172e-07,8.173330063833224e-09,3.909182866094882e-07,-2.856495057408126e-08,2.644382111138641e-07,9.999999764126734,1.0213569810823493e-08,1.4602745670735595e-09,2.314010212346278e-09,2.0,1.8348696472329946e-09,0.222,0.181,0.289,0.0571,119.99999999816514,99.99128160513743,1.53,11.7,0.00673,8.07,7.0,0.008718394862546887,1.251646389625562e-14,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999999996963,1.4947003353424516e-11,9.999999999711195,2.867800812826694e-10,2.0109221684681838e-12,11.4,1.0,1.1587047745351746,11.4,16.61640272745884,102.22489255899428,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.9948883828728,0.0051115950351599115,2.2092002264250626e-08,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.30000000000000004,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.71663810200512,999.9999908110004,9.999999912809352,9.716638102005186,0.28320125548197134,7.471883274356836e-05,9.438992586559242e-11,1.4414831142306488e-06,4.20178818961322e-06,4.180639627317497e-08,3.5445665372519406e-06,-1.479160451271665e-07,1.5487546531245639e-06,9.999998599161385,5.6062539995857337e-08,9.10302790988027e-09,2.2025083506244518e-08,2.0,1.547773050825463e-08,0.222,0.181,0.289,0.0571,119.99999998452228,99.98692242899502,1.53,11.7,0.00673,8.07,7.0,0.013077571004962004,3.193270363615728e-13,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999999967108,1.5492565174740057e-10,9.999999996865752,3.100417674574404e-09,3.3511229214679394e-11,11.4,1.0,2.488651230457671,11.4,23.184165771548788,94.32718319614531,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.9833443807871,0.0166553852373566,2.3397545525518939e-07,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.4,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.62421032659887,999.9999656866621,9.999999679572618,9.62421032659894,0.3754129796748813,0.00017119614764428323,3.537170019448939e-10,4.069155910997786e-06,1.3199699440405339e-05,1.3087613322754965e-07,1.624013501674281e-05,-4.6556232404779527e-07,5.208189944777327e-06,9.99999525737237,1.841793751297639e-07,3.2007562462655964e-08,1.0424044945878468e-07,2.0,6.612547970626941e-08,0.222,0.181,0.289,0.0571,119.99999993387452,99.98256326705236,1.53,11.7,0.00673,8.07,7.0,0.017436732947612384,2.9761118320112364e-12,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999999833034,7.680690669832744e-10,9.999999984071541,1.5695065230692745e-08,2.304178208481352e-10,11.4,1.0,4.227002943276587,11.4,28.757705809988245,87.01529173849626,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.9618600572475,0.038138717389856386,1.2253627184229829e-06,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.5,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.53277408508106,999.999904318227,9.999999120072532,9.532774085081119,0.4664981161455812,0.0003233278967171634,9.88883003759815e-10,9.121315424209876e-06,3.171431057885314e-05,3.1416005861632436e-07,5.171933819614238e-05,-1.1198016222681268e-06,1.3053766117852194e-05,9.999988066035495,4.575718557791505e-07,8.294009745912584e-08,3.3941551904907143e-07,2.0,1.968620912462871e-07,0.222,0.181,0.289,0.0571,119.9999998031379,99.97820411932871,1.53,11.7,0.00673,8.07,7.0,0.021795880671258993,1.6253983452401072e-11,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999999431536,2.574524913053713e-09,9.99999994572827,5.3264116777234544e-08,9.913591704788979e-10,11.4,1.0,6.315114740653438,11.4,33.44301434991789,80.24187128973112,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.9279952920655,0.07200034188468846,4.366049756427738e-06,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.6000000000000001,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.44231674393353,999.9997785345697,9.999997993190803,9.442316743933592,0.5564392347000755,0.000540469662516909,2.293387105261063e-09,1.7641293570427983e-05,6.440285167150774e-05,6.387108337920947e-07,0.0001314178818247003,-2.2754815930173486e-06,2.7281467866462334e-05,9.999974994013717,9.534964990969572e-07,1.7784858011135352e-07,8.754641220200822e-07,2.0,4.6886756418811135e-07,0.222,0.181,0.289,0.0571,119.99999953113242,99.97384498586966,1.53,11.7,0.00673,8.07,7.0,0.02615501413031319,6.387728528284845e-11,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999998486979,6.77305440978966e-09,9.999999855470998,1.4127337304817577e-07,3.1917522774484093e-09,11.4,1.0,8.701038852323752,11.4,37.33413517828211,73.96482657958606,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.8796685354613,0.12031927212879447,1.2192409902199634e-05,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.7000000000000001,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.3528258664612,999.999549629484,9.99999597693385,9.352825866461275,0.6452201544473358,0.0008305311195093183,4.6710570845545065e-09,3.0786268213584067e-05,0.0001165305700141287,1.159470141720109e-06,0.0002863994726908717,-4.118779332031065e-06,5.0399782700470046e-05,9.999953718996622,1.760909240760838e-06,3.353087455531786e-07,1.926848166369553e-06,2.0,9.603310775340241e-07,0.222,0.181,0.289,0.0571,119.99999903966891,99.9694858667648,1.53,11.7,0.00673,8.07,7.0,0.03051413323519044,1.9888995124888425e-10,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999996590127,1.5121841850754317e-08,9.999999674134449,3.17235713620286e-07,8.43095096294365e-09,11.4,1.0,11.338508024025112,11.4,40.51502528624997,68.14646737970685,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.8151167664511,0.18485445333504816,2.8780213879188613e-05,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.8,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.26428920901749,999.9991674082535,9.999992665485033,9.264289209017557,0.7328259249574182,0.0012001367924203814,8.646126636731199e-09,4.980223502946945e-05,0.0001938440368759152,1.9396767416461744e-06,0.0005584949161289675,-6.8525080661204145e-06,8.516562518071644e-05,9.999921686882875,2.9781293508791104e-06,5.760109566794211e-07,3.780374661751267e-06,2.0,1.7644598280356865e-06,0.222,0.181,0.289,0.0571,119.99999823554016,99.9651267621707,1.53,11.7,0.00673,8.07,7.0,0.034873237829297736,5.250566484565979e-10,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999993183014,2.999082113801756e-08,9.999999348292292,6.318660924510701e-07,1.9316563057493675e-08,11.4,1.0,14.186134431607867,11.4,43.06102531115782,62.75283890121643,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.732861533396,0.2670783838625532,6.008274145514017e-05,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
0.9,0.0012,0.00076,0.01,0.1,1.0,0.01,0.001,0.0,62.5,50.0,0.1,1.0,20.0,5.0,60.0,546.0,2040.0,15700.0,40.8,0.0,0.0154,340.0,0.1,2.0,9.85,0.0985,45.8,0.047,2620.0,3680.0,79.17669471732168,999.9985694702614,9.999987568619618,9.176694717321755,0.8192428074479896,0.001654767643749981,1.4870827142864975e-08,7.600193111232791e-05,0.00030246000158314095,3.051996382364759e-06,0.0010011817148891321,-1.0691881221025948e-05,0.00013452790745184292,9.999876163973758,4.7107717327834456e-06,9.223049027539409e-07,6.798303749930344e-06,2.0,2.9872219641999587e-06,0.222,0.181,0.289,0.0571,119.99999701277802,99.96076767233754,1.53,11.7,0.00673,8.07,7.0,0.039232327662459064,1.2256557930815259e-09,16.9,39.1,17000.0,9.02,507.0,234.0,20000.0,80000.0,0.107,4.35,20000.0,80000.0,0.211,12.0,2200.0,60.0,799.9999987548946,5.439060640114131e-08,9.999998809285273,1.1497264996611074e-06,3.976257416384039e-08,11.4,1.0,17.206774506152133,11.4,45.040036350470814,57.75318636216888,3.5,317.0,0.058,2200.0,2.9,317.0,0.058,60.0,4.35,12.0,1.0,2.4,999.6316798858,0.36820590073942294,0.0001142134605319828,9.5,146000.0,0.3,160.0,16.0,146000.0,0.27,60.0,1.0
