Cm,E_K,E_L,E_Na,E_syn,F,I_K_post,I_K_pre,I_L_post,I_L_pre,I_Na_post,I_Na_pre,I_app_post,I_app_pre,I_syn,V_post,V_pre,alpha,alpha_h_post,alpha_h_pre,alpha_m_post,alpha_m_pre,alpha_n_post,alpha_n_pre,beta,beta_h_post,beta_h_pre,beta_m_post,beta_m_pre,beta_n_post,beta_n_pre,gK,gL,gNa,g_syn,h_post,h_pre,m_inf_post,m_inf_pre,n_post,n_pre,phi,s,tau_0,theta_syn,Time
1.0,-90.0,-65.0,55.0,-75.0,1.2663411491778002e-14,0.01481294107218552,0.014812941072185672,0.09998809112586998,0.09998809112588987,-0.11361370788322271,-0.11361370788323089,0.0,0.0,1.6716512565141162e-12,-64.0001190887413,-64.0001190887411,12.0,0.09449067916744751,0.09449067916744654,0.16885704062325316,0.1688570406232556,0.01571857434507798,0.01571857434507821,0.1,0.026596685262693646,0.026596685262694177,4.9954285258582525,4.995428525858197,0.1605034160126622,0.1605034160126618,9.0,0.1,35.0,0.1,0.7803483565835118,0.7803483565835115,0.03269707657516268,0.032697076575163485,0.08919835737635792,0.08919835737635798,5.0,1.5196994131119474e-12,10.0,0.0,0.1
1.0,-90.0,-65.0,55.0,-75.0,1.2663336336785272e-14,0.014812929518180513,0.014812929518180683,0.09998690415953178,0.0999869041595531,-0.11361322532111102,-0.1136132253211196,0.0,0.0,1.671649348737718e-12,-64.00013095840468,-64.00013095840447,12.0,0.09449073524609185,0.09449073524609083,0.16885689763820919,0.16885689763821177,0.01571856092922313,0.015718560929223364,0.1,0.026596654532981413,0.02659665453298197,4.995431819973508,4.99543181997345,0.16050343982668294,0.16050343982668253,9.0,0.1,35.0,0.1,0.7803483751013559,0.7803483751013556,0.03269702893689084,0.032697028936891685,0.08919835016318622,0.0891983501631863,5.0,1.5196993186159585e-12,10.0,0.0,0.11
1.0,-90.0,-65.0,55.0,-75.0,1.2663261227577348e-14,0.014812917535858667,0.014812917535858854,0.0999857179092615,0.09998571790928423,-0.11361274330093227,-0.11361274330094162,0.0,0.0,1.6716474322402458e-12,-64.00014282090739,-64.00014282090716,12.0,0.09449079129093858,0.09449079129093749,0.16885675473953193,0.1688567547395347,0.015718547521471924,0.01571854752147218,0.1,0.026596623821842157,0.026596623821842753,4.995435112103675,4.995435112103611,0.16050346362634083,0.16050346362634035,9.0,0.1,35.0,0.1,0.7803483953170439,0.7803483953170436,0.03269698132742244,0.032696981327423366,0.0891983422990701,0.08919834229907019,5.0,1.5196992152021204e-12,10.0,0.0,0.12
1.0,-90.0,-65.0,55.0,-75.0,1.2663186164169974e-14,0.01481290512945342,0.01481290512945362,0.09998453237532062,0.09998453237534477,-0.11361226182107512,-0.11361226182108512,0.0,0.0,1.6716455070385302e-12,-64.0001546762468,-64.00015467624655,12.0,0.09449084730197528,0.09449084730197412,0.16885661192725265,0.16885661192725565,0.015718534121827308,0.0157185341218276,0.1,0.02659659312928259,0.026596593129283235,4.9954384022480225,4.995438402247956,0.16050348741163056,0.16050348741163006,9.0,0.1,35.0,0.1,0.7803484172188204,0.7803484172188201,0.03269693374676788,0.032696933746768866,0.08919833379037899,0.08919833379037909,5.0,1.5196991028853447e-12,10.0,0.0,0.13
1.0,-90.0,-65.0,55.0,-75.0,1.2663111146578361e-14,0.014812892303117369,0.014812892303117595,0.09998334755796066,0.09998334755798766,-0.11361178087995177,-0.11361178087996296,0.0,0.0,1.6716435731492231e-12,-64.0001665244204,-64.00016652442012,12.0,0.09449090327918999,0.09449090327918869,0.16885646920140163,0.16885646920140496,0.015718520730292132,0.015718520730292444,0.1,0.02659656245530919,0.0265965624553099,4.995441690405849,4.995441690405774,0.1605035111825471,0.16050351118254655,9.0,0.1,35.0,0.1,0.7803484407951186,0.7803484407951182,0.032696886194937144,0.03269688619493825,0.08919832464336071,0.08919832464336082,5.0,1.5196989816803935e-12,10.0,0.0,0.14
1.0,-90.0,-65.0,55.0,-75.0,1.2663036174816905e-14,0.014812879060886538,0.01481287906088679,0.09998216345742322,0.09998216345745306,-0.11361130047601242,-0.11361130047602468,0.0,0.0,1.6716416305886478e-12,-64.00017836542577,-64.00017836542547,12.0,0.09449095922257122,0.0944909592225698,0.1688563265620076,0.16885632656201127,0.015718507346869078,0.015718507346869425,0.1,0.026596531799928116,0.0265965317999289,4.995444976576478,4.995444976576397,0.1605035349390856,0.16050353493908498,9.0,0.1,35.0,0.1,0.7803484660346619,0.7803484660346616,0.03269683867193981,0.032696838671941016,0.08919831486408762,0.08919831486408775,5.0,1.5196988516017436e-12,10.0,0.0,0.15
1.0,-90.0,-65.0,55.0,-75.0,1.2662961248899462e-14,0.014812865406740709,0.01481286540674098,0.09998098007394135,0.0999809800739726,-0.11361082060772185,-0.11361082060773489,0.0,0.0,1.6716396793730197e-12,-64.00019019926059,-64.00019019926027,12.0,0.09449101513210795,0.09449101513210643,0.16885618400909858,0.16885618400910246,0.01571849397156078,0.015718493971561148,0.1,0.026596501163145356,0.026596501163146182,4.995448260759265,4.995448260759178,0.16050355868124136,0.16050355868124072,9.0,0.1,35.0,0.1,0.7803484929262988,0.7803484929262985,0.03269679117778509,0.03269679117778637,0.0891983044585475,0.08919830445854764,5.0,1.5196987126637872e-12,10.0,0.0,0.16
1.0,-90.0,-65.0,55.0,-75.0,1.2662886368839801e-14,0.014812851344612969,0.014812851344613267,0.09997979740774383,0.09997979740777652,-0.11361034127355854,-0.11361034127357185,0.0,0.0,1.671637719518489e-12,-64.00020202592256,-64.00020202592223,12.0,0.09449107100778921,0.09449107100778766,0.16885604154270195,0.1688560415427059,0.015718480604369808,0.015718480604370186,0.1,0.026596470544966788,0.02659647054496764,4.995451542953564,4.995451542953473,0.16050358240900978,0.1605035824090091,9.0,0.1,35.0,0.1,0.7803485214589779,0.7803485214589775,0.03269674371248211,0.03269674371248342,0.08919829343265782,0.08919829343265799,5.0,1.5196985648808613e-12,10.0,0.0,0.17
1.0,-90.0,-65.0,55.0,-75.0,1.266281153465097e-14,0.014812836878403153,0.014812836878403469,0.09997861545904954,0.09997861545908365,-0.11360986247200461,-0.11360986247201839,0.0,0.0,1.6716357510411788e-12,-64.0002138454095,-64.00021384540916,12.0,0.09449112684960471,0.09449112684960313,0.1688558991628437,0.16885589916284774,0.015718467245298597,0.015718467245298972,0.1,0.02659643994539797,0.026596439945398842,4.995454823158769,4.995454823158674,0.16050360612238648,0.16050360612238582,9.0,0.1,35.0,0.1,0.7803485516217107,0.7803485516217102,0.03269669627603945,0.03269669627604081,0.08919828179228609,0.08919828179228627,5.0,1.5196984082672933e-12,10.0,0.0,0.18
1.0,-90.0,-65.0,55.0,-75.0,1.2662736746345921e-14,0.014812822011978378,0.014812822011978722,0.09997743422807588,0.09997743422811141,-0.11360938420155219,-0.1136093842015666,0.0,0.0,1.6716337739572015e-12,-64.00022565771924,-64.00022565771889,12.0,0.09449118265754408,0.0944911826575424,0.16885575686954993,0.1688557568695542,0.01571845389434961,0.015718453894350008,0.1,0.026596409364444507,0.026596409364445427,4.995458101374268,4.995458101374171,0.1605036298213671,0.1605036298213664,9.0,0.1,35.0,0.1,0.780348583403571,0.7803485834035706,0.03269664886846579,0.03269664886846721,0.08919826954325052,0.08919826954325073,5.0,1.5196982428374024e-12,10.0,0.0,0.19
1.0,-90.0,-65.0,55.0,-75.0,1.2662662003937172e-14,0.014812806749176004,0.014812806749176361,0.09997625371503319,0.09997625371507013,-0.11360890646069777,-0.11360890646071298,0.0,0.0,1.6716317882826506e-12,-64.00023746284967,-64.0002374628493,12.0,0.09449123843159733,0.09449123843159556,0.1688556146628458,0.16885561466285026,0.015718440551525176,0.015718440551525596,0.1,0.02659637880211176,0.026596378802112727,4.995461377599479,4.9954613775993755,0.16050365350594742,0.16050365350594667,9.0,0.1,35.0,0.1,0.7803486167936892,0.7803486167936887,0.032696601489769404,0.0326966014897709,0.08919825669132461,0.08919825669132483,5.0,1.519698068605501e-12,10.0,0.0,0.2
1.0,-90.0,-65.0,55.0,-75.0,1.2662587307437046e-14,0.014812791093802288,0.01481279109380265,0.09997507392012893,0.0999750739201673,-0.11360842924794605,-0.1136084292479616,0.0,0.0,1.671629794033606e-12,-64.00024926079871,-64.00024926079833,12.0,0.09449129417175457,0.09449129417175277,0.16885547254275604,0.16885547254276062,0.015718427216827643,0.01571842721682807,0.1,0.026596348258405043,0.026596348258406035,4.995464651833817,4.995464651833711,0.1605036771761232,0.16050367717612246,9.0,0.1,35.0,0.1,0.780348651781255,0.7803486517812546,0.03269655413995854,0.032696554139960074,0.08919824324223502,0.08919824324223524,5.0,1.5196978855858926e-12,10.0,0.0,0.21
1.0,-90.0,-65.0,55.0,-75.0,1.2662512656857331e-14,0.014812775049625134,0.014812775049625537,0.09997389484356206,0.09997389484360185,-0.11360795256180867,-0.11360795256182486,0.0,0.0,1.67162779122612e-12,-64.00026105156438,-64.00026105156398,12.0,0.09449134987800636,0.09449134987800448,0.16885533050930449,0.1688553305093093,0.015718413890259235,0.015718413890259686,0.1,0.026596317733329454,0.026596317733330484,4.995467924076729,4.9954679240766175,0.16050370083189056,0.16050370083188975,9.0,0.1,35.0,0.1,0.7803486883555328,0.7803486883555323,0.03269650681904105,0.032696506819042646,0.08919822920165074,0.089198229201651,5.0,1.519697693792868e-12,10.0,0.0,0.22
1.0,-90.0,-65.0,55.0,-75.0,1.266243805220946e-14,0.01481275862037769,0.014812758620378109,0.09997271648552584,0.09997271648556705,-0.11360747640080512,-0.11360747640082193,0.0,0.0,1.6716257798762214e-12,-64.00027283514474,-64.00027283514433,12.0,0.09449140555034351,0.09449140555034152,0.16885518856251425,0.1688551885625193,0.01571840057182213,0.015718400571822604,0.1,0.026596287226889934,0.026596287226891013,4.995471194327672,4.99547119432756,0.1605037244732455,0.16050372447324465,9.0,0.1,35.0,0.1,0.7803487265058546,0.780348726505854,0.03269645952702459,0.032696459527026246,0.08919821457518846,0.08919821457518874,5.0,1.519697493240704e-12,10.0,0.0,0.23
1.0,-90.0,-65.0,55.0,-75.0,1.2662363493504589e-14,0.01481274180976178,0.014812741809762213,0.0999715388462093,0.09997153884625193,-0.11360700076346181,-0.11360700076347909,0.0,0.0,1.6716237599999177e-12,-64.00028461153791,-64.00028461153748,12.0,0.09449146118875701,0.09449146118875501,0.16885504670240783,0.16885504670241297,0.015718387261518422,0.015718387261518908,0.1,0.026596256739091294,0.0265962567390924,4.995474462586121,4.995474462586003,0.16050374810018428,0.16050374810018345,9.0,0.1,35.0,0.1,0.7803487662216142,0.7803487662216134,0.0326964122639166,0.032696412263918305,0.08919819936841776,0.08919819936841805,5.0,1.519697283943665e-12,10.0,0.0,0.24
1.0,-90.0,-65.0,55.0,-75.0,1.2662288980753613e-14,0.014812724621448468,0.014812724621448932,0.09997036192579714,0.09997036192584119,-0.1136065256483127,-0.1136065256483307,0.0,0.0,1.6716217316131966e-12,-64.00029638074203,-64.00029638074159,12.0,0.09449151679323808,0.09449151679323597,0.1688549049290074,0.16885490492901276,0.01571837395935021,0.015718373959350718,0.1,0.026596226269938288,0.026596226269939433,4.995477728851558,4.995477728851435,0.1605037717127032,0.1605037717127023,9.0,0.1,35.0,0.1,0.780348807492266,0.7803488074922652,0.0326963650297244,0.03269636502972618,0.08919818358686192,0.08919818358686224,5.0,1.5196970659160019e-12,10.0,0.0,0.25
1.0,-90.0,-65.0,55.0,-75.0,1.2662214513966964e-14,0.0148127070590773,0.014812707059077782,0.09996918572446703,0.09996918572451251,-0.11360605105389777,-0.11360605105391625,0.0,0.0,1.67161969473202e-12,-64.00030814275533,-64.00030814275488,12.0,0.09449157236377828,0.09449157236377616,0.16885476324233406,0.16885476324233953,0.015718360665319463,0.015718360665319977,0.1,0.02659619581943542,0.026596195819436595,4.9954809931234845,4.9954809931233575,0.16050379531079864,0.16050379531079775,9.0,0.1,35.0,0.1,0.7803488503073268,0.7803488503073259,0.032696317824455014,0.03269631782445684,0.08919816723599683,0.08919816723599716,5.0,1.5196968391719534e-12,10.0,0.0,0.26
1.0,-90.0,-65.0,55.0,-75.0,1.2662140093154818e-14,0.014812689126255808,0.014812689126256324,0.09996801024239091,0.09996801024243923,-0.11360557697876354,-0.11360557697878312,0.0,0.0,1.6716176493723272e-12,-64.00031989757609,-64.00031989757561,12.0,0.09449162790036943,0.09449162790036718,0.16885462164240833,0.16885462164241413,0.015718347379428114,0.01571834737942865,0.1,0.026596165387587092,0.026596165387588338,4.995484255401422,4.995484255401287,0.1605038188944672,0.16050381889446624,9.0,0.1,35.0,0.1,0.7803488946563764,0.7803488946563755,0.032696270648115186,0.03269627064811712,0.08919815032125021,0.08919815032125057,5.0,1.5196966037257452e-12,10.0,0.0,0.27
1.0,-90.0,-65.0,55.0,-75.0,1.2662065718326899e-14,0.014812670826559583,0.014812670826560126,0.09996683547973789,0.09996683547978763,-0.11360510342146525,-0.11360510342148537,0.0,0.0,1.6716155955500393e-12,-64.00033164520262,-64.00033164520212,12.0,0.0944916834030035,0.09449168340300114,0.16885448012925042,0.16885448012925638,0.015718334101678038,0.015718334101678597,0.1,0.026596134974397615,0.026596134974398902,4.995487515684895,4.995487515684757,0.16050384246370544,0.16050384246370444,9.0,0.1,35.0,0.1,0.7803489405290579,0.7803489405290569,0.03269622350071162,0.03269622350071361,0.08919813284800174,0.08919813284800213,5.0,1.51969635959159e-12,10.0,0.0,0.28
1.0,-90.0,-65.0,55.0,-75.0,1.266199138949283e-14,0.01481265216353281,0.014812652163533379,0.09996566143667139,0.09996566143672254,-0.11360463038056447,-0.11360463038058544,0.0,0.0,1.671613533281053e-12,-64.00034338563329,-64.00034338563277,12.0,0.09449173887167264,0.0944917388716702,0.16885433870287983,0.16885433870288608,0.015718320832071087,0.015718320832071673,0.1,0.026596104579871178,0.026596104579872507,4.995490773973448,4.995490773973306,0.1605038660185101,0.16050386601850908,9.0,0.1,35.0,0.1,0.7803489879150771,0.780348987915076,0.032696176382250745,0.03269617638225282,0.08919811482158382,0.08919811482158424,5.0,1.519696106783687e-12,10.0,0.0,0.29
1.0,-90.0,-65.0,55.0,-75.0,1.266191710666171e-14,0.01481263314068874,0.014812633140689336,0.09996448811334774,0.09996448811340031,-0.11360415785462925,-0.11360415785465078,0.0,0.0,1.6716114625812402e-12,-64.00035511886652,-64.000355118866,12.0,0.09449179430636948,0.09449179430636695,0.1688541973633152,0.1688541973633216,0.015718307570609002,0.015718307570609612,0.1,0.026596074204011732,0.026596074204013116,4.995494030266641,4.995494030266494,0.160503889558878,0.16050388955887696,9.0,0.1,35.0,0.1,0.7803490368042012,0.7803490368042,0.03269612929273874,0.03269612929274087,0.08919809624728238,0.08919809624728282,5.0,1.5196958453162228e-12,10.0,0.0,0.3
1.0,-90.0,-65.0,55.0,-75.0,1.2661842869842445e-14,0.01481261376150997,0.014812613761510598,0.09996331550991898,0.0999633155099744,-0.11360368584223453,-0.11360368584225702,0.0,0.0,1.6716093834664533e-12,-64.00036684490081,-64.00036684490026,12.0,0.09449184970708668,0.09449184970708405,0.16885405611057466,0.16885405611058138,0.015718294317293487,0.015718294317294122,0.1,0.02659604384682319,0.026596043846824638,4.99549728456405,4.995497284563896,0.16050391308480613,0.16050391308480502,9.0,0.1,35.0,0.1,0.780349087186259,0.7803490871862577,0.032696082232181574,0.0326960822321838,0.08919807713033719,0.08919807713033766,5.0,1.5196955752033709e-12,10.0,0.0,0.31
1.0,-90.0,-65.0,55.0,-75.0,1.2661768679043502e-14,0.014812594029448638,0.014812594029449294,0.09996214362653433,0.09996214362659117,-0.11360321434196292,-0.11360321434198593,0.0,0.0,1.6716072959525241e-12,-64.00037856373466,-64.00037856373409,12.0,0.09449190507381722,0.09449190507381452,0.16885391494467594,0.1688539149446828,0.01571828107212621,0.015718281072126854,0.1,0.026596013508309334,0.0265960135083108,4.995500536865256,4.995500536865099,0.16050393659629147,0.16050393659629034,9.0,0.1,35.0,0.1,0.7803491390511401,0.7803491390511388,0.03269603520058511,0.032696035200587385,0.0891980574759422,0.0891980574759427,5.0,1.5196952964592915e-12,10.0,0.0,0.32
1.0,-90.0,-65.0,55.0,-75.0,1.2661694534273073e-14,0.014812573947926575,0.014812573947927257,0.09996097246333449,0.09996097246339275,-0.11360274335240268,-0.11360274335242654,0.0,0.0,1.671605200055257e-12,-64.00039027536666,-64.00039027536607,12.0,0.09449196040655439,0.09449196040655161,0.1688537738656358,0.16885377386564288,0.015718267835108723,0.015718267835109382,0.1,0.026595983188473723,0.02659598318847524,4.995503787169866,4.995503787169704,0.1605039600933312,0.16050396009333,9.0,0.1,35.0,0.1,0.7803491923887953,0.780349192388794,0.03269598819795487,0.03269598819795723,0.08919803728924582,0.08919803728924634,5.0,1.5196950090981317e-12,10.0,0.0,0.33
1.0,-90.0,-65.0,55.0,-75.0,1.266162043553917e-14,0.014812553520335602,0.01481255352033631,0.09995980202045872,0.0999598020205184,-0.11360227287215079,-0.11360227287217477,0.0,0.0,1.6716030957904403e-12,-64.00040197979541,-64.00040197979482,12.0,0.0944920157052915,0.0944920157052887,0.16885363287347085,0.16885363287347804,0.0157182546062426,0.01571825460624327,0.1,0.02659595288731992,0.026595952887321465,4.995507035477487,4.995507035477323,0.1605039835759225,0.1605039835759213,9.0,0.1,35.0,0.1,0.7803492471892359,0.7803492471892345,0.03269594122429638,0.03269594122429875,0.08919801657535126,0.08919801657535181,5.0,1.5196947131340253e-12,10.0,0.0,0.34
1.0,-90.0,-65.0,55.0,-75.0,1.2661546382849265e-14,0.014812532750037832,0.014812532750038566,0.09995863229803775,0.09995863229809886,-0.11360180289980835,-0.11360180289983321,0.0,0.0,1.6716009831738345e-12,-64.00041367701962,-64.00041367701901,12.0,0.09449207097002237,0.09449207097001948,0.16885349196819666,0.16885349196820404,0.01571824138552929,0.01571824138552998,0.1,0.026595922604851257,0.02659592260485284,4.995510281787756,4.995510281787585,0.16050400704406273,0.1605040070440615,9.0,0.1,35.0,0.1,0.7803493034425331,0.7803493034425316,0.0326958942796147,0.032695894279617166,0.08919799533931709,0.08919799533931767,5.0,1.5196944085810932e-12,10.0,0.0,0.35000000000000003
1.0,-90.0,-65.0,55.0,-75.0,1.2661472376210746e-14,0.01481251164036596,0.014812511640366718,0.09995746329620091,0.09995746329626343,-0.11360133343398576,-0.11360133343401127,0.0,0.0,1.6715988622211834e-12,-64.00042536703799,-64.00042536703737,12.0,0.09449212620074077,0.09449212620073778,0.16885335114982863,0.16885335114983624,0.01571822817297026,0.01571822817297098,0.1,0.02659589234107101,0.026595892341072645,4.995513526100307,4.995513526100134,0.16050403049774933,0.16050403049774806,9.0,0.1,35.0,0.1,0.7803493611388177,0.7803493611388161,0.03269584736391497,0.03269584736391749,0.08919797358615761,0.08919797358615822,5.0,1.5196940954534427e-12,10.0,0.0,0.36
1.0,-90.0,-65.0,55.0,-75.0,1.2661398415630546e-14,0.014812490194623518,0.014812490194624313,0.0999562950150704,0.09995629501513435,-0.11360086447329863,-0.11360086447332456,0.0,0.0,1.6715967329482048e-12,-64.0004370498493,-64.00043704984866,12.0,0.09449218139744091,0.09449218139743787,0.16885321041838122,0.16885321041838897,0.01571821496856685,0.01571821496856757,0.1,0.02659586209598228,0.026595862095983937,4.995516768414797,4.99551676841462,0.16050405393697983,0.16050405393697853,9.0,0.1,35.0,0.1,0.7803494202682802,0.7803494202682787,0.03269580047720195,0.032695800477204516,0.08919795132084325,0.0891979513208439,5.0,1.519693773765168e-12,10.0,0.0,0.37
1.0,-90.0,-65.0,55.0,-75.0,1.2661324501115329e-14,0.014812468416085071,0.014812468416085895,0.09995512745476419,0.09995512745482955,-0.11360039601636933,-0.1136003960163958,0.0,0.0,1.6715945953705964e-12,-64.00044872545236,-64.0004487254517,12.0,0.09449223656011713,0.09449223656011402,0.16885306977386852,0.16885306977387643,0.01571820177232038,0.015718201772321125,0.1,0.026595831869588065,0.026595831869589765,4.995520008730897,4.9955200087307166,0.16050407736175182,0.1605040773617505,9.0,0.1,35.0,0.1,0.7803494808211701,0.7803494808211684,0.032695753619480246,0.03269575361948287,0.0891979285483009,0.08919792854830158,5.0,1.5196934435303506e-12,10.0,0.0,0.38
