Time,A,C1,C2,M,T,lambda,rho,alpha_1,alpha_2,beta,delta,epsilon,gamma_1,gamma_2,gamma_3,compartment,New_Vicodin_Prescriptions,Vicodin_Use_Transition_Acute_Chronic,Vicodin_Use_Transition_Cessation,Vicodin_Use_Transition_Chronic_Abuse,Vicodin_Use_Transition_Chronic_Exit,Vicodin_Use_Transition_Chronic,Vicodin_Use_Transition_Chronic2_Exit,Vicodin_Use_Transition_Abuse_Treatment_Exit,Vicodin_Use_Transition_Abuse_Relapse_Linear,Vicodin_Use_Transition_Abuse_Relapse_Nonlinear,Vicodin_Use_Transition_Treatment_Succesful
68.75,2225399.02012114,1548699.3729885884,394989.10848332325,1377503.4707971632,126630.24729753283,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,930117.4773369051,303050.7635753759,619876.5618587234,19749.455424166164,216817.9122184024,77434.96864942943,55298.47518766526,66761.9706036342,30391.259351407876,225.44226260290176,37102.66245817712
69.0,2221311.8611650737,1550896.040055957,395585.44603723235,1379298.2127010124,126391.57839370746,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,931297.598399855,303445.6067942227,620684.1957154556,19779.27230186162,217125.445607834,77544.80200279785,55381.962445212535,66639.3558349522,30333.97881448979,224.60408978985413,37032.732469356284
69.25,2217248.229111373,1553087.0540710683,396180.8988112265,1381087.3563951259,126154.26515936543,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,932473.8989221922,303839.2184069277,621489.3103778067,19809.044940561325,217432.18756994957,77654.35270355342,55465.32583357171,66517.44687334119,30277.0236382477,223.77225681555967,36963.19969169407
69.5,2213208.0198813565,1555272.3749058167,396775.43727941666,1382870.8847826421,125918.30185334863,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,933646.3688120544,304231.59465218126,622291.898152189,19838.771863970833,217738.13248681437,77763.61874529083,55548.56121911834,66396.2405964407,30220.39244480367,222.94671640933814,36894.06244303114
69.75,2209191.125654392,1557451.9727071912,397369.04348023154,1384648.7808248098,125683.68243772392,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,934814.9993367144,304622.73178145813,623091.9513711644,19868.452174011578,218043.2761790068,77872.59863535957,55631.66608723242,66275.73376963176,30164.08378505374,222.12742070478757,36825.31895425311
70.0,2205197.444106197,1559625.80524179,397961.6850698198,1386421.0283769388,125450.40129061289,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,935979.7804395735,305012.6262429265,623889.4627696224,19898.08425349099,218347.6127338506,77981.2902620895,55714.63590977478,66155.92332318591,30108.096309747092,221.31432343052504,36756.967578149575
70.25,2201226.8711509127,1561793.8357048738,398553.33570413466,1388187.611523291,125218.4526462136,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,937140.7028460414,305401.274535124,624684.425185481,19927.666785206733,218651.13699868234,78089.69178524369,55797.46699857886,66036.80613452737,30052.428635091263,220.5073781830268,36689.00662534058
70.5,2197279.3027175125,1563956.0283685797,399143.9700486141,1389948.5147340423,124987.83073188948,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,938297.757549728,305788.67324148933,625476.8316303191,19957.198502430707,218953.84397160116,78197.801418429,55880.155806805975,65918.37908152537,29997.079375653473,219.7065388469925,36621.434404443615
70.75,2193354.634874123,1566112.3482826403,399733.5634276625,1391703.7228719136,124758.52977778688,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,939450.9357769014,306174.819031821,626266.6752923612,19986.678171383126,219255.72875956967,78305.61741413202,55962.698879872754,65800.63904622369,29942.04714666885,218.91175962255215,36554.24922489155
71.0,2189452.763841272,1568262.7612475597,400322.09178606997,1393453.2211886973,124530.5440178826,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,940600.2289831372,306559.7086615134,627053.9495349138,20016.1045893035,219556.78657465838,78413.13806237798,56045.0928500498,65683.58291523815,29887.33056429182,218.12299502608818,36487.4493972396
71.25,2185573.586005137,1570407.2337877857,400909.53165043134,1395196.9953217804,124303.86769103147,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,941745.628849888,306943.3389707917,627838.6478948012,20045.47658252157,219857.01273029004,78520.36168938929,56127.33443106039,65567.2075801541,29832.92824584755,217.34019989103658,36421.03323347222
71.5,2181716.996221862,1572545.736500586,401495.8650570987,1396935.0300470116,124078.49490922302,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,942887.1277874047,307325.70661034255,628620.7635211552,20074.793252854935,220156.40311008206,78627.2868250293,56209.42110799382,65451.509886655855,29778.838778213525,216.56332896726371,36354.999008402345
71.75,2177882.89172441,1574678.2363380715,402081.06819791585,1398667.3121087626,123854.41996117817,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,944024.7177806211,307706.8086639278,629400.2904489432,20104.053409895794,220454.95308733004,78733.91181690358,56291.349547708225,65336.4867517323,29725.060790682757,215.79233783832018,36289.345048625204
72.0,2174071.169283487,1576804.7022146517,402665.11967113166,1400393.8281406981,123631.63709175939,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,945158.3912270053,308086.6421909536,630177.2226633142,20133.255983556584,220752.65831005125,78840.2351107326,56373.116753958435,65222.1350785046,29671.592902022254,215.02718225001044,36224.0696678855
72.25,2170281.725717184,1578925.1039996636,403247.99900018174,1402114.5650235491,123410.14054159024,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,946288.1407870265,308465.2043051808,630951.5542605971,20162.399950009087,221049.51455995292,78946.25519998319,56454.71986002545,65108.45177151552,29618.433729981658,214.26781822848216,36159.17117868594
72.5,2166514.4580256795,1581039.4122506408,403829.6862421442,1403829.5099700217,123189.92455754023,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,947413.9593445908,308842.49219340476,631723.2794865097,20191.48431210721,221345.51771508972,79051.97061253205,56536.156073900194,64995.43374077038,29565.581893809653,213.5142021096029,36094.64789535929
72.75,2162769.263401555,1583147.5981922694,404410.1619576653,1405538.6505191922,122970.9833935449,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,948535.8400041815,309218.5031142223,632492.3927336365,20220.508097883267,221640.66374691774,79157.37990961348,56617.42267407315,64883.07790204664,29513.036014450776,212.76629053905756,36030.498134308655
73.0,2159046.039240122,1585249.6336953451,404989.4071808851,1407241.9745309025,122753.31131142598,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,949653.7760879297,309593.23439679854,633258.8885389061,20249.470359044255,221934.94871734834,79262.48168476726,56698.51700532392,64771.38117720365,29460.794714742235,212.02404047243513,35966.720214247805
73.25,2155344.6815173435,1587345.4932017091,405567.4082230075,1408939.47145651,122536.90245101432,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,950767.7616244951,309966.6837204322,634022.7621554296,20278.370411150376,222228.36904823928,79367.27466008546,56779.43715122106,64660.340445520305,29408.856588243438,211.2874087899226,35903.312418147194
73.5,2151665.0885635684,1589435.1492168359,406144.14549848344,1410631.1293907037,122321.75113228636,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,951877.7902151105,310338.8484659548,634784.0082258167,20307.207274924174,222520.92089035705,79471.75746084179,56860.18036978769,64549.95265690705,29357.220271748723,210.55635318664136,35840.2730817599
73.75,2148007.158471629,1591518.5753909058,406719.6012003158,1412316.937100556,122107.851647838,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,952983.8558107069,310709.72616212233,635542.6216952502,20335.98006001579,222812.60055472684,79575.9287695453,56940.74416804422,64440.21475414887,29305.88439548112,209.8308315561182,35777.600532816534
74.0,2144370.789359644,1593595.7461967743,407293.75852236425,1413996.8838225016,121895.19828391973,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,954085.9526337716,311079.31444095034,636298.5977201258,20364.687926118215,223103.40446754842,79679.78730983872,57021.126193131,64331.12368078932,29254.847588140736,209.11080205059145,35715.29309718848
74.25,2140755.8795906752,1595666.6366593798,407866.60100941267,1415670.9590930569,121683.78533801714,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,955184.0751121927,311447.6110004725,637051.9315918756,20393.330050470635,223393.3291323132,79783.331832969,57101.32414131778,64222.676387720254,29204.108481124113,208.39622313056785,35653.34910403902
74.5,2137162.327783774,1597731.2223338347,408438.11252494634,1417339.1527426455,121473.60711972917,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,956278.2178757478,311814.613603382,637802.6187341905,20421.905626247317,223682.3711267369,79886.56111669174,57181.335753492494,64114.86983351322,29153.665708735,207.68705356503364,35591.766886080644
74.75,2133590.03282503,1599789.4792835163,409008.27721892914,1419001.4548894267,121264.6579516463,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,957368.3757525249,312180.32007567387,638550.654700242,20450.413860946457,223970.5270996923,79989.47396417582,57261.158810650086,64007.700984750896,29103.51790839511,206.98325243165525,35530.544779832366
75.0,2130038.8938786136,1601841.3840581588,409577.079495581,1420657.8559331237,121056.93217022874,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,958454.5437652774,312544.72830528725,639296.0351699058,20478.85397477905,224257.79376814226,80092.06920290795,57340.791129381345,63901.1668163584,29053.663720854896,206.2847791169699,35469.68112587702
75.25,2126508.810397827,1603886.913671944,410144.503981155,1422308.3465488493,120850.42412668475,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,959536.7171277123,312907.83624074684,640038.7559469822,20507.22519905775,224544.1679140722,80194.3456835972,57420.230557361705,63795.26431193481,29004.10179040434,205.5915933165674,35409.17426911863
75.5,2122999.6821361473,1605926.0455815925,410710.5354917145,1423952.917680935,120645.12818784882,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,960614.8912407142,313269.64188980573,640778.8129564208,20535.526774585727,224829.64638142296,80296.30227907962,57499.47496884003,63689.99046408442,28954.830765083716,204.90365503526226,35349.0225590397
75.75,2119511.4091582755,1607958.7576644553,411275.1590009105,1425591.5605367573,120441.03873705982,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,961689.0616885024,313630.14331808663,641516.2022415408,20563.75795004553,225114.22607302378,80397.93788322277,57578.52226012748,63585.34227474826,28905.849296894354,204.22092458725768,35289.224349958524
76.0,2116043.883941413,1609985.0412218359,411838.382435342,1427224.2740665697,120238.14954657506,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,962759.226678595,313989.34029464534,642250.9233299564,20591.919121767103,225397.90577105703,80499.2520610918,57657.37354094788,63481.31651824238,28857.155891178016,203.5433607715705,35229.77781714649
76.25,2112597.0117896292,1612004.8673583784,412400.1777583729,1428851.045647115,120036.45539957783,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,963825.3807469634,314347.2300423653,642982.9705412018,20620.008887918648,225680.681430173,80600.24336791893,57736.024886172214,63377.91035368887,28808.749295898677,202.87092558637377,35170.6814320763
76.5,2109170.6933017583,1614018.2158489435,412960.5315674243,1430471.8676787317,119835.95069717866,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,964887.520155471,314703.810889321,643712.3404554293,20648.026578371217,225962.5502188521,80700.91079244718,57814.47441943941,63275.12079905275,28760.628167322877,202.2035801715549,35111.933554273346
76.75,2105764.8292428292,1616025.0671129702,413519.43103468436,1432086.7329791903,119636.62984547165,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,965945.641393391,315059.08125542186,644439.0298406356,20675.97155173422,226243.50939581584,80801.25335564851,57892.720344855814,63172.94487728488,28712.791162913192,201.54128593418972,35053.53254472319
77.0,2102379.3206876917,1618025.4019742461,414076.86349226325,1433695.6346520453,119438.48726694654,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,966999.7411325583,315413.03962344996,645163.0355934204,20703.843174613165,226523.5562763945,80901.27009871231,57970.76088891686,63071.379620630745,28665.23694406717,200.88400457939886,34995.47676921533
77.25,2099014.069030339,1620019.2016418404,414632.81640494906,1435298.5660820955,119241.51740122992,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,968049.8162238677,315765.68453806103,645884.354736943,20731.640820247456,226802.68822985768,81000.96008209203,58048.59429669287,62970.422070910165,28617.96417629518,200.23169811016606,34937.76459856037
77.5,2095668.9759932274,1622006.4476910345,415187.27734296455,1436895.5209308434,119045.71470582637,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,969095.8636937166,316117.01460478554,646602.9844188796,20759.36386714823,227080.90267674485,81100.32238455174,58126.218828015044,62870.06927979682,28570.971529398328,199.58432882715283,34880.39440880712
77.75,2092343.9436365985,1623987.1220442557,415740.2339547236,1438486.493131957,118851.07365685953,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,970137.8807403934,316467.02848903055,647318.9219093807,20787.01169773618,227358.1970861958,81199.3561022128,58203.6327536613,62770.31830909795,28524.257677646285,198.94185932850985,34823.36458145984
78.0,2089038.8743678008,1625961.2069520096,416291.67393958743,1440071.4768867292,118657.58874981337,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,971175.8647304096,316815.7249150804,648032.1645990282,20814.583696979375,227634.56897328136,81298.06034760049,58280.834351542246,62671.16623103402,28477.82129995521,198.30425250968605,34766.67350369532
78.25,2085753.6709506095,1627928.6849738113,416841.58502062154,1441650.4666595384,118465.25450027316,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,972209.8131947805,317163.10266509844,648742.7099967924,20842.07925103108,227910.01589633359,81396.43424869057,58357.82190288702,62572.61012851828,28431.661080065558,197.67147156323438,34710.31956858004
78.5,2082488.2354155043,1629889.5410252109,417389.95806710067,1443223.4579092204,118274.06535787032,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,973239.7241722529,317509.1607400285,649450.5560591492,20869.497903355033,228184.53574352953,81494.47705126055,58434.5941293941,62474.64706246513,28385.775685888875,197.0434797300235,34654.301149856
78.75,2079242.4599783798,1631843.7794481337,417936.81312000303,1444790.453171518,118084.01498909772,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,974265.599085388,317853.8996977339,650155.703927183,20896.840656000153,228458.12912273873,81592.18897240669,58511.15383680043,62377.27379935139,28340.163597383453,196.42023824804434,34598.616391805626
79.0,2076016.255817281,1633791.369912042,418482.11692036525,1446351.4427921406,117895.09854994091,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,975287.4336494416,318197.31741427095,650858.1492564633,20924.105846018265,228730.7917876859,81689.56849560211,58587.49636885114,62280.48767451843,28294.82365198582,195.80171285668618,34543.26387513269
79.25,2072809.5262714894,1635732.297795346,419025.859717372,1447906.4228741182,117707.31056929627,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,976305.2263249666,318539.413032306,651557.8902933532,20951.2929858686,229002.52169134846,81786.61488976731,58663.62036043208,62184.28578814468,28249.754536631102,195.18786772786729,34488.24199680381
79.5,2069622.1749915949,1637666.548862561,419568.03191056906,1449455.3898222852,117520.6455926233,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,977318.9757492596,318880.18576090276,652254.9254200284,20978.401595528456,229273.31684075855,81883.32744312804,58739.52446747967,62088.66524974784,28204.954942229593,194.57866731025715,34433.54915863863
79.75,2066454.105945087,1639594.1092522535,420108.6240333117,1450998.3403412409,117335.0981823912,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,978328.6807337996,319219.634875073,652949.2531535584,21005.431201665586,229543.1752953155,81979.70546261268,58815.20736466364,61993.62317835261,28160.423563773886,193.97407632837778,34379.18376744062
80.0,2063305.223421946,1641514.965464989,420647.6267362132,1452535.2714333078,117150.66291852531,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,979334.3402616507,319557.7597153277,653640.8721449885,21032.381336810664,229812.09516509846,82075.74827324945,58890.667743069855,61899.15670265837,28116.159100446075,193.37405978170958,34325.14423512791
80.25,2060175.4320402315,1643429.1043512758,421185.0307705939,1454066.1803964893,116967.33439885364,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,980335.9534848261,319894.55968722765,654329.7811784202,21059.251538529697,230080.07460917864,82171.4552175638,58965.90430788315,61805.26296120694,28072.160255724873,192.77858294380204,34271.42897886411
80.5,2057064.6367516755,1645336.5130995116,421720.82697192923,1455591.0648224286,116785.10723955334,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,981333.5197216143,320230.0342609343,655015.9791700928,21086.041348596464,230347.11183393165,82266.82565497559,59040.9157760701,61711.93910255026,28028.425737492802,192.18761136138983,34218.03642118913
80.75,2053972.7428472703,1647237.1792239298,422255.0062432985,1457109.922594367,116603.97607559727,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,982327.0384538695,320564.18297076074,655699.4651674652,21112.750312164928,230613.2050913502,82361.8589611965,59115.7008740618,61619.18228541811,27984.95425814334,191.60111085351363,34164.964990149994
81.0,2050899.6559628611,1649131.0905525447,422787.5595388337,1458622.751885103,116423.9355612004,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,983316.5093242645,320897.00541472266,656380.2383482964,21139.377976941687,230878.35267735628,82456.55452762725,59190.25833543672,61526.98967888583,27941.744534688096,191.0190475106466,34112.21311943171
81.25,2047845.2801548364,1651018.2388309801,423318.4833374415,1460129.5503728755,116244.9802199859,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,984301.9327567685,321228.5010820326,657058.297667794,21165.92416687208,231142.55343633724,82550.91194154901,59264.587667241816,61435.358404645085,27898.795252796615,190.44138726815234,34059.77920445587
81.5,2044809.5146817158,1652898.6257509515,423847.7887980659,1461630.3139328212,116067.10419437937,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,985283.3110033158,321558.66906522063,657733.6412697695,21192.389439903298,231405.80760513322,82644.93128754757,59338.690431729236,61344.28544045147,27856.105006651047,189.8680951985768,34007.661528953155
81.75,2041792.271218572,1654772.230695521,424375.452786564,1463125.0436086676,115890.3025861015,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,986260.6425777294,321887.50959390687,658406.2696239004,21218.772639328203,231668.11229737295,82738.61153477605,59412.563390118965,61253.76813655716,27813.67262066436,189.299139303587,33955.85865772774
82.0,2038793.456096273,1656639.0440143032,424901.46840177715,1464613.7384110293,115714.57007315489,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,987233.927985975,322215.0224504265,659076.1822849632,21245.07342008886,231929.46616200247,82831.95220071517,59486.20557624881,61163.80368288819,27771.49681755717,188.73448659211346,33904.36903143438
82.25,2035812.975946382,1658499.056445528,425425.8289159822,1466096.3976006482,115539.90134940167,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,988203.1679058827,322541.2074721426,659743.3789202917,21271.291445799114,232189.86790237395,82924.9528222764,59559.61604823751,61074.389278391456,27729.5763238564,188.17410432534146,33853.191095374685
82.5,2032850.7377037406,1660352.2591096214,425948.52776689484,1467573.0206851338,115366.2911247759,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,989168.3631853862,322866.0645507294,660407.8593083102,21297.426388344742,232449.31627534702,83017.61295548108,59632.79388736528,60985.522131112215,27687.909869946216,187.61796001531619,33802.323299559335
82.75,2029906.6486090526,1662198.6435027842,426469.5585496729,1469043.6074157027,115193.73412549586,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,990129.5148407355,323189.59363145457,661069.6233370663,21323.477927483647,232707.8100903898,83109.93217513921,59705.73819695421,60897.19945827158,27646.496190119004,187.06602142355806,33751.76409877028
83.0,2026980.6162114672,1664038.2014905738,426988.9150089196,1470508.1577839192,115022.22509427638,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,991086.6240546872,323511.79471246223,661728.6710027637,21349.445750445982,232965.34820868037,83201.9100745287,59778.44810124875,60809.41848634402,27605.334022626328,186.51825655968835,33701.511952622976
83.25,2024072.548371162,1665870.9253014824,427506.5910306868,1471966.6720184346,114851.75879054125,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,992039.6921746709,323832.6678440556,662385.0024082956,21375.32955153434,233221.92954220757,83293.54626507412,59850.92274429616,60722.17645113486,27564.422109729898,185.97463368006467,33651.56532562859
83.5,2021182.3532619274,1667696.8075205185,428022.5806344783,1473419.1505817275,114682.32999063551,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,992988.7207109306,324152.21312798007,663038.6177617774,21401.129031723918,233477.55305287262,83384.84037602594,59923.16128882697,60635.47059785782,27523.759197752523,185.43512128642686,33601.9226872562
83.75,2018309.9393737488,1669515.8410827855,428536.8779652532,1474865.5941668432,114513.93348803779,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,993933.7113346457,324470.4307167055,663689.5173750794,21426.84389826266,233732.21775158998,83475.79205413928,59995.16291513545,60549.29818121246,27483.344037129067,184.89968812455282,33552.58251199507
84.0,2015455.2144121756,1671328.0212472342,429049.4803550674,1476306.0059327723,114346.56400566525,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,994874.6662400065,324787.3213052099,664337.7026697475,21452.47401775337,233985.9229746128,83566.40106236172,60066.92724970944,60463.656432365264,27443.17536135966,184.3683029402669,33503.54325365992
84.25,2012618.085595369,1673133.3450617057,429560.3874957461,1477740.390903666,114180.2162195498,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,995811.5880483818,325102.8859988065,664983.1759066497,21478.019374787305,234238.66830863882,83656.6672530853,60138.45424940446,60378.54256786107,27403.25189269195,183.84093454452452,33454.80335232809
84.5,2009798.4639003188,1674931.803739573,430069.5896231972,1479168.747354415,114014.88509719534,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,996744.4784035071,325417.1244179713,665625.9363094867,21503.479481159862,234490.45252354027,83746.59018697866,60209.74254724762,60293.95391700956,27363.57242332688,183.31755274409164,33406.361333478235
84.75,2006996.2588369206,1676723.3920380154,430577.08205745893,1480591.0774170475,113850.56548116766,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,997673.339693603,325730.0370317504,666265.9848376714,21528.85410287295,234741.27488532217,83836.16960190078,60280.791488044255,60209.88776510762,27324.13571548024,182.7981271897371,33358.215685982126
85.0,2004211.3802179832,1678508.105079234,431082.8602769415,1482007.3834910227,113687.25223014024,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,998598.1744674447,326041.624368025,666903.3225709603,21554.143013847075,234991.1347110928,83925.40525396171,60351.60043877181,60126.34140653949,27284.940535233654,182.2826277642875,33310.36490343109
85.25,2001443.7381607234,1680285.9383459853,431586.9199134553,1483417.6682421784,113524.94021901979,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,999518.9854327878,326351.88701327925,667537.9507089803,21579.345995672767,235240.03136843795,84014.29691729927,60422.16878788375,60043.3121448217,27245.98565256475,181.7710245811421,33262.807484172794
85.5,1998693.243088264,1682056.8876771089,432089.2567472393,1484821.9346016746,113363.62433907209,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1000435.7754547745,326660.8256123684,668169.8705707536,21604.462837361967,235487.96427479526,84102.84438385545,60492.49594461351,59960.79729264792,27207.2698413773,181.26328798279974,33215.54193134812
85.75,1995959.8057311284,1683820.949263062,432589.8667019891,1486220.1857649419,113203.29949804772,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1001348.547554324,326968.44086828723,668799.0835942238,21629.493335099454,235734.93289682872,84191.04746315311,60562.581338278476,59878.79417193385,27168.79187953145,180.7593885393969,33168.56675292798
86.0,1993243.337128738,1685578.11964145,433088.745839885,1487612.4251906255,113043.96062030767,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1002257.3049065043,327274.7335419376,669425.5913357815,21654.437291994254,235980.93674980302,84278.90598207251,60632.42441758391,59797.30011386213,27130.550548873838,180.25929704725738,33121.880461750145
86.25,1990543.7486309076,1687328.3956925564,433585.8903566207,1488998.6565995323,112885.60264694912,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1003162.0508388891,327579.7044518971,670049.3954697896,21679.294517831037,236225.97539695792,84366.41978462783,60702.024649926905,59716.31245892723,27092.544635267786,179.76298452745377,33075.48157555609
86.5,1987860.9518993422,1689071.7746348758,434081.29657643114,1490378.883973577,112728.22053593116,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1004062.7888298957,327883.35447418696,670670.4977881097,21704.06482882156,236470.04844888265,84453.5887317438,60771.381520700364,59635.82855698027,27054.77292862348,179.27042222438007,33029.36861702783
86.75,1985194.8587001567,1690808.25415089,434574.9613874387,1491753.109967359,112571.80924732944,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1004959.5225774609,328185.684192819,671288.8994853116,21728.748069371937,236713.15558112462,84540.41270754451,60840.49459424143,59555.8457610047,27017.234219359063,178.78158156189852,32983.540109467525
87.0,1982545.3811548604,1692537.8322271053,435066.8817110052,1493121.3378021996,112416.3637612158,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1005852.2559138332,328486.6943164839,671904.6020109899,21753.34408555026,236955.29651179476,84626.89161135527,60909.36343954073,59476.361434645805,26979.92730269179,178.29643419281842,32937.994582036226
87.25,1979912.4320387125,1694260.5069645634,435557.0538712679,1494483.5735200143,112261.87909890896,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1006740.9927034482,328786.38617440313,672517.6080840065,21777.852693563396,237196.4709750389,84713.02534822817,60977.98754197751,59397.372961161374,26942.85098373815,177.8149520575654,32892.73057598032
