RC_AB_1_task1,_1_task1
0.0,0.0
10.000732742708585,1.0
10.000182450619477,2.0
9.999612525675323,3.0
9.999023923105446,4.0
9.99841377643684,5.0
9.997776194633701,6.0
9.997102432575236,7.0
9.996380600583922,8.0
9.995594911485814,9.0
9.994724349635437,10.0
9.993740491053819,11.0
9.992603984942638,12.0
9.991258461422921,13.0
9.98962021082091,14.0
9.98755884960182,15.0
9.98485919834536,16.0
9.98113896520843,17.0
9.975648689091962,18.0
9.966702681269801,19.0
9.94964394975097,20.0
9.906540721869238,21.0
9.725485018922427,22.0
9.020224450762495,23.0
8.168660121914403,24.0
7.393681357568051,25.0
6.691640011405653,26.0
6.05608310996719,27.0
5.480837985791153,28.0
4.960229719184796,29.0
4.489090909680003,30.0
4.062731561433271,31.0
3.6769011080662577,32.0
3.3277497362417856,33.0
3.0117918470904517,34.0
2.725872128339659,35.0
2.4671347235369065,36.0
2.23299496484494,37.0
2.0211137575067553,38.0
1.829374361185908,39.0
1.655861476967104,40.0
1.4988408610189647,41.0
1.3567446720218848,42.0
1.2281535166471915,43.0
1.1117827062683456,44.0
1.0064700737786836,45.0
0.911163484494613,46.0
0.8249118190245764,47.0
0.7468538096146325,48.0
0.6762102503729303,49.0
0.6122759909263787,50.0
0.5544130841226814,51.0
0.5020441795493927,52.0
0.4546470191421024,53.0
0.411748036922928,54.0
0.37292123345279427,55.0
0.3377784096149142,56.0
0.3059696857683168,57.0
0.27717746878136773,58.0
0.25111524635551014,59.0
0.22752384379583215,60.0
0.20616826330657806,61.0
0.1868360409076999,62.0
0.1693348874930182,63.0
0.15349083834163338,64.0
0.13914645094259923,65.0
0.12615930443152612,66.0
0.11440050707754573,67.0
0.1037533364199471,68.0
0.09411219723698944,69.0
0.08538160256165286,70.0
0.0774751393282516,71.0
0.07031458757492806,72.0
0.06382914716462465,73.0
0.05795474811602078,74.0
0.05263342068721068,75.0
0.047812723692144864,76.0
0.043445194515626034,77.0
0.03948787582767412,78.0
0.03590189074573713,79.0
0.03265205788889406,80.0
0.02970654268478949,81.0
0.02703653303294058,82.0
0.02461595574544578,83.0
0.022421212977372276,84.0
0.02043094810164688,85.0
0.018625833044471317,86.0
0.01698837540728725,87.0
0.015502744477107066,88.0
0.01415460997066967,89.0
0.012931002841280057,90.0
0.011820184780415056,91.0
0.010811531195998165,92.0
0.009895425295531545,93.0
0.009063162240630347,94.0
0.008306862815067883,95.0
0.007619393631995589,96.0
0.006994297843828669,97.0
0.006425730352033429,98.0
0.005908399557723048,99.0
0.005437514771747513,100.0
0.005008738633162104,101.0
0.004618144226520972,102.0
0.004262175531708326,103.0
0.003937612826459711,104.0
0.003641540605071808,105.0
0.003371318612017147,106.0
0.00312455572056553,107.0
0.002899086293858725,108.0
0.00269294886712826,109.0
0.002504366537662624,110.0
0.0023317296909526144,111.0
0.0021735801256790098,112.0
0.0020285966406509448,113.0
0.0018955820532019726,114.0
0.0017734514503857386,115.0
0.0016612215881641349,116.0
0.0015580011678327193,117.0
0.0014629822079098265,118.0
0.0013754321867733943,119.0
0.0012946868666082888,120.0
0.0012201438390626897,121.0
0.0011512566834517486,122.0
0.001087529692633096,123.0
0.0010285130500435721,124.0
0.0009737985161706593,125.0
0.0009230155718467635,126.0
0.0008758277719328269,127.0
0.0008319295616212893,128.0
0.0007910434023312923,129.0
0.0007529170208143459,130.0
0.000717321232218116,131.0
0.0006840476723271517,132.0
0.0006529068492151102,133.0
0.0006237263470299719,134.0
0.0005963492348845218,135.0
0.0005706326701333318,136.0
0.000546446549935235,137.0
0.0005236723375406983,138.0
0.000502201942069642,139.0
0.000481936803470382,140.0
0.0004627869921160339,141.0
0.000444670423960478,142.0
0.00042751206333310786,143.0
0.0004112433358024331,144.0
0.00039580155686468114,145.0
0.00038112932203401823,146.0
0.00036717407244736316,147.0
0.00035388766231710805,148.0
0.00034122592304601415,149.0
0.00032914829231552663,150.0
