Time,RC_AB,C_free,R_A,R_B,RC_A,RC_B,AP,AD,V,k_a,F,k_el,k_12,k_21,k_on_1,k_off_1,k_on_2,k_off_2,k_syn_A,k_deg_A,k_syn_B,k_deg_B,k_int_A,k_int_B,k_int_AB,k_off_3,k_off_4,k_on_3,k_on_4,Central,Peripheral,Binding_C_R_A,Binding_C_R_B,Binding_RC_A_R_B,Binding_RC_B_R_A,Disassociation_RC_A,Disassociation_RC_B,Disassociation_RC_AB_3,Disassociation_RC_AB_4,Elimination_C,Distribution_C_Central,Distribution_C_Peripheral,Distribution_AP_Central,Distribution_AP_Peripheral,Association_AD,Association_AD_C,Synthesis_R_A,Synthesis_R_B,Degradation_R_A,Degradation_R_B,Internalisation_RC_A,Internalisation_RC_B,Internalisation_RC_AB
0.0,0.0,50.0,10.0,100.0,0.0,0.0,0.0,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,15.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0
1.0,10.000732742708585,0.006770902995835032,0.002971850707429582,54.81193646565164,0.00182899064895338,36.99036873379915,0.1681073116892466,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.0002012211285810942,0.3711263048228001,0.10025051924670363,1.099298534896221,1.82899064895338e-05,0.3699036873379915,0.10000732742708586,0.10000732742708586,0.0006770902995835033,0.0006770902995835033,0.0016810731168924661,0.0020312708987505097,0.005043219350677398,0.0,0.0,1.0,10.0,0.00029718507074295825,5.481193646565164,0.0001097394389372028,2.2194221240279495,1.2000879291250304
2.0,10.000182450619477,0.005807860420430656,0.0032129988499348273,59.11079739092918,0.0016952005093442673,34.21279301578289,0.16499170612724076,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.000186606488514257,0.3433072605868733,0.10020465384484893,1.0992566461276874,1.6952005093442672e-05,0.34212793015782894,0.10000182450619477,0.10000182450619477,0.0005807860420430657,0.0005807860420430657,0.0016499170612724074,0.001742358126129197,0.004949751183817222,0.0,0.0,1.0,10.0,0.00032129988499348273,5.911079739092918,0.00010171203056065605,2.052767580946974,1.2000218940743372
3.0,9.999612525675323,0.005029527607070445,0.0034817255516415256,63.000634102309455,0.00158997887713625,31.570689993594172,0.16171252853998258,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.00017511434782223627,0.31686342848050914,0.10016967746886173,1.0992047803365026,1.58997887713625e-05,0.31570689993594175,0.09999612525675323,0.09999612525675323,0.0005029527607070445,0.0005029527607070445,0.0016171252853998256,0.0015088582821211336,0.004851375856199477,0.0,0.0,1.0,10.0,0.0003481725551641526,6.300063410230946,9.539873262817502e-05,1.8942413996156504,1.1999535030810389
4.0,9.999023923105446,0.004385415568310495,0.003782648709646359,66.52033853239632,0.0015054331027934572,29.057478409025983,0.15832115138673142,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.0001658848654073275,0.29171932820925534,0.10014191963569656,1.0991423320947908,1.5054331027934571e-05,0.29057478409025983,0.09999023923105446,0.09999023923105446,0.00043854155683104956,0.00043854155683104956,0.001583211513867314,0.0013156246704931487,0.004749634541601942,0.0,0.0,1.0,10.0,0.0003782648709646359,6.652033853239633,9.032598616760744e-05,1.743448704541559,1.1998828707726537
5.0,9.99841377643684,0.003841992205537561,0.004121470677663799,69.70512807130999,0.0014363220730478207,26.6668892638206,0.154855277952342,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.00015834658218935924,0.2678065587359704,0.1001190140534478,1.0990680216534416,1.4363220730478206e-05,0.26666889263820603,0.0999841377643684,0.0999841377643684,0.00038419922055375614,0.00038419922055375614,0.00154855277952342,0.0011525976616612683,0.00464565833857026,0.0,0.0,1.0,10.0,0.0004121470677663799,6.970512807130999,8.617932438286924e-05,1.6000133558292362,1.199809653172421
6.0,9.997776194633701,0.0033761268332055923,0.0045053154165344955,72.5868644733652,0.0013790295592814243,24.39295810130828,0.15134322425605146,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.0001521051626981694,0.24506246088678596,0.10009943172432528,1.0989797018870422,1.3790295592814243e-05,0.24392958101308282,0.09997776194633701,0.09997776194633701,0.00033761268332055925,0.00033761268332055925,0.0015134322425605145,0.0010128380499616779,0.004540296727681544,0.0,0.0,1.0,10.0,0.0004505315416534496,7.25868644733652,8.274177355688546e-05,1.463577486078497,1.1997331433560443
7.0,9.997102432575236,0.0029713504334297684,0.004943202949378503,75.19438288620361,0.0013309790292424157,22.230011355861265,0.14780670004008997,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.00014687988226167123,0.22342886218040506,0.1000821467383618,1.09887457699011,1.3309790292424158e-05,0.22230011355861265,0.09997102432575236,0.09997102432575236,0.00029713504334297685,0.00029713504334297685,0.0014780670004008996,0.0008914051300289306,0.004434201001202699,0.0,0.0,1.0,10.0,0.0004943202949378503,7.5194382886203615,7.985874175454495e-05,1.333800681351676,1.1996522919090284
8.0,9.996380600583922,0.0026156158369187534,0.005446722287240856,77.55377646156477,0.0012902836810936792,20.17265428901868,0.14426260499334848,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.0001424653307380552,0.20285088592572564,0.10006637217554412,1.098748457088029,1.2902836810936792e-05,0.20172654289018682,0.09996380600583922,0.09996380600583922,0.0002615615836918754,0.0002615615836918754,0.0014426260499334847,0.0007846847510756261,0.0043278781498004544,0.0,0.0,1.0,10.0,0.0005446722287240856,7.755377646156477,7.741702086562076e-05,1.210359257341121,1.1995656720700707
9.0,9.995594911485814,0.002299910649373298,0.0060310173092760705,79.68865580873216,0.0012555298399488162,18.215759291336667,0.14072425461881535,0.0,3.0,0.2,0.75,0.1,0.1,0.03,10.0,0.01,1.0,0.01,1.0,0.1,10.0,0.1,0.05,0.05,0.1,0.01,0.01,1.0,10.0,1.0,1.0,0.00013870800936158727,0.18327678812874643,0.1000514852732738,1.0985955958765785,1.2555298399488163e-05,0.18215759291336667,0.09995594911485814,0.09995594911485814,0.0002299910649373298,0.0002299910649373298,0.0014072425461881535,0.0006899731948119894,0.004221727638564461,0.0,0.0,1.0,10.0,0.000603101730927607,7.968865580873217,7.533179039692898e-05,1.0929455574802,1.1994713893782978
