c1,c2,c3,i,ik,o,Time
0.0,0.0,1.0,0.0,0.10286810002121866,0.06,0.0
4.485003337675913e-06,3.070131195687309e-05,0.9999689877445345,0.00035684635703054827,0.10224914194869772,0.05963897958314,0.01
9.574987267928493e-06,6.0790002393379303e-05,0.9999379795463716,0.0007096767275362443,0.10163707530191471,0.05928197873643042,0.02
1.5250473818093723e-05,9.02856355623423e-05,0.9999069753439926,0.0010585360561061858,0.10103182298234152,0.05892895249052037,0.03
2.1492610037567113e-05,0.00011920714869595592,0.9998759750778432,0.0014034687837886735,0.10043330875481378,0.05857985637963413,0.04
2.8283144130377036e-05,0.0001475728759413357,0.9998449786902586,0.001744518857230186,0.09984145723187407,0.05823464643243905,0.05
3.560441651883566e-05,0.00017540055731641498,0.9998139861254348,0.002081729724759345,0.09925619388050032,0.057893279175970015,0.06
4.343932859558723e-05,0.00020270737005103248,0.9997829973293314,0.002415144353207675,0.09867744499327585,0.057555711618813774,0.07
5.177132804407951e-05,0.00022950994330575924,0.9997520122496244,0.0027448052303279233,0.09810513768425483,0.05722190124869729,0.08
6.058439857008989e-05,0.0002558243684653711,0.999721030835675,0.003070754363418154,0.09753919989133351,0.05689180603387098,0.09
6.986303522634149e-05,0.000281666223887013,0.999690053038451,0.0033930332916624773,0.09697956035510075,0.056565384410772655,0.1
7.959222719472157e-05,0.0003070505921666178,0.9996590788104742,0.003711683092099221,0.09642614860861484,0.05624259527806481,0.11
8.975745003967718e-05,0.0003319920679034082,0.9996281081057946,0.004026744377398659,0.09587889498122475,0.055923397998863256,0.12
0.00010034464164771838,0.00035650478183202653,0.9995971408799158,0.004338257308716983,0.09533773057653895,0.055607752387887156,0.13
0.0001113401919031514,0.0003806024111740508,0.9995661770897621,0.0046462615969171984,0.09480258727034119,0.05529561871024324,0.14
0.0001227309270281085,0.00040429819534253353,0.9995352166936295,0.004950796508405516,0.09427339770059205,0.05498695767559403,0.15
0.00013450409555719323,0.00042760495000716033,0.9995042596511419,0.005251900870219939,0.09375009525871203,0.05468173043307351,0.16
0.000146647355016863,0.00045053508045263274,0.9994733059232088,0.005549613074816324,0.09323261408138293,0.054379898566505144,0.17
0.0001591487585402594,0.00047310059500193233,0.9994423554719835,0.0058439710850577,0.09272088904200058,0.05408142408941645,0.18
