Time,c3,c2,c1,o,i,ik,R,F,Temp,ko,ki,vhold,vtest,vk,Gk,a,b,ain,bin,aa,bb,ai,bi,u,v,cell,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005
0.0,1.0,0.0,0.0,0.06,0.0,0.10286810002121866,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003101430512667601,0.0,-0.000417585990318227,0.03588694589046434,0.0
0.01,0.9999689877445345,3.070131195687309e-05,4.485003337675913e-06,0.05963897958314,0.00035684635703054827,0.10224914194869772,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0031010216394592245,6.185290097565139e-05,-0.00041506903650959955,0.03548524044265321,-2.157352212075451e-06
0.02,0.9999379795463716,6.0790002393379303e-05,9.574987267928493e-06,0.05928197873643042,0.0007096767275362443,0.10163707530191471,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003100619018344382,0.00012172362391086085,-0.00041257947308859797,0.03508802987705398,-4.2897916749886756e-06
0.03,0.9999069753439926,9.02856355623423e-05,1.5250473818093723e-05,0.05892895249052037,0.0010585360561061858,0.10103182298234152,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0031002224498716422,0.00017967564013932056,-0.00041011700590992033,0.03469526389873263,-6.397609482981055e-06
0.04,0.9998759750778432,0.00011920714869595592,2.1492610037567113e-05,0.05857985637963413,0.0014034687837886735,0.10043330875481378,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030998317409818314,0.00023577038595715648,-0.0004076813437287726,0.03430689277609367,-8.481093075708877e-06
0.05,0.9998449786902586,0.0001475728759413357,2.8283144130377036e-05,0.05823464643243905,0.001744518857230186,0.09984145723187407,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030994467047640176,0.0002900673403161651,-0.00040527219816038586,0.03392286733066031,-1.0540526316679537e-05
0.06,0.9998139861254348,0.00017540055731641498,3.560441651883566e-05,0.057893279175970015,0.002081729724759345,0.09925619388050032,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030990671603642063,0.0003426240539004674,-0.00040288928371596893,0.03354313894146046,-1.2576189478168606e-05
0.07,0.9997829973293314,0.00020270737005103248,4.343932859558723e-05,0.057555711618813774,0.002415144353207675,0.09867744499327585,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030986929326658344,0.00039349625085339515,-0.0004005323177158854,0.03316765952621211,-1.4588359373325745e-05
0.08,0.9997520122496244,0.00022950994330575924,5.177132804407951e-05,0.05722190124869729,0.0027448052303279233,0.09810513768425483,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030983238521397104,0.0004427378765566355,-0.00039820102028706087,0.032796381538621994,-1.6577309385016145e-05
0.09,0.999721030835675,0.0002558243684653711,6.058439857008989e-05,0.05689180603387098,0.003070754363418154,0.09753919989133351,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030979597547390798,0.0004904011310467993,-0.00039589511438253703,0.03242925796992913,-1.8543309467412957e-05
0.1,0.999690053038451,0.000281666223887013,6.986303522634149e-05,0.056565384410772655,0.0033930332916624773,0.09697956035510075,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030976004816473256,0.0005365365493438225,-0.0003936143257194717,0.03206624233510194,-2.0486626244610043e-05
0.11,0.9996590788104742,0.0003070505921666178,7.959222719472157e-05,0.05624259527806481,0.003711683092099221,0.09642614860861484,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030972458791019442,0.0005811930574971787,-0.00039135838275428504,0.03170728866616479,-2.240752306342148e-05
0.12,0.9996281081057946,0.0003319920679034082,8.975745003967718e-05,0.055923397998863256,0.004026744377398659,0.09587889498122475,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003096895798315388,0.0006244179977934703,-0.0003891270167056599,0.031352351514687946,-2.430625998740884e-05
0.13,0.9995971408799158,0.00035650478183202653,0.00010034464164771838,0.055607752387887156,0.004338257308716983,0.09533773057653895,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030965500952290456,0.000666257207084569,-0.00038691996148837,0.031001385937409972,-2.618309389800858e-05
0.14,0.9995661770897621,0.0003806024111740508,0.0001113401919031514,0.05529561871024324,0.0046462615969171984,0.09480258727034119,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030962086304077156,0.0007067550503903444,-0.00038473695371479973,0.030654347494875018,-2.803827851190918e-05
0.15,0.9995352166936295,0.00040429819534253353,0.0001227309270281085,0.05498695767559403,0.004950796508405516,0.09427339770059205,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003095871268879499,0.0007459544718747099,-0.00038257773266949614,0.030311192244906325,-2.987206443154635e-05
0.16,0.9995042596511419,0.00042760495000716033,0.00013450409555719323,0.05468173043307351,0.005251900870219939,0.09375009525871203,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003095537879992416,0.0007838970405004552,-0.00038044204028734257,0.029971876736916078,-3.16846991894878e-05
0.17,0.9994733059232088,0.00045053508045263274,0.000146647355016863,0.054379898566505144,0.005549613074816324,0.09323261408138293,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003095208337278217,0.000820622993389957,-0.00037832962113315506,0.029636358006553603,-3.347642729030416e-05
0.18,0.9994423554719835,0.00047310059500193233,0.0001591487585402594,0.05408142408941645,0.0058439710850577,0.09272088904200058,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003094882518315539,0.0008561712793963379,-0.00037624022237992574,0.029304593570126117,-3.524749025373353e-05
0.19,0.9994114082608249,0.0004953131172183939,0.00017199674269982137,0.05378626944043805,0.006135012438818769,0.09221485574278664,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030945603046055115,0.0008905795987106441,-0.0003741735937885643,0.028976541419449713,-3.699812665433757e-05
0.2,0.9993804642542548,0.000517183899498673,0.00018518011395305694,0.05349439747805242,0.006422774254241007,0.0917144505057854,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030942415814331765,0.0009238844469836754,-0.00037212948768445436,0.028652160015972705,-3.87285721664396e-05
0.21,0.9993495234179298,0.0005387238321370214,0.00019868803960416604,0.05320577147701292,0.006707293233316085,0.09121961036672448,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030939262377750877,0.0009561211447479236,-0.0003701076589412691,0.028331408286768275,-4.0439059594570134e-05
0.22,0.9993185857185967,0.0005599434574959658,0.00021251003367391924,0.05292035512265687,0.006988605667576589,0.09073027306526464,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.0030936141661548383,0.000987323883414427,-0.0003681078649550521,0.028014245618170466,-4.212981892160063e-05
0.23,0.9992876511240654,0.0005808529786093653,0.00022663594832132938,0.05263811250732196,0.0072667474416818175,0.09024637703885593,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003093305262555362,0.0010175257531974697,-0.00036612986562756966,0.02770063185176401,-4.3801077338758684e-05
0.24,0.9992567196031554,0.0006014622763913801,0.00024105595668403524,0.052359008123332405,0.007541754040436363,0.08976786141071263,8.314,96.485,310.0,5.4,140.0,-40.0,0.0,-86.95516611383295,0.03651287974427796,0.003101430512667601,0.010184934554203436,2.172,1.077,0.0009667782402781304,0.006959766505303783,0.5205978466574767,0.5981157648410723,0.00605775615505257,-40.0,1.0,0.003092999426243491,0.001046758798973372,-0.000364173423334086,0.027390527276535383,-4.545305930473441e-05
