Time,z_a,x_0,y_0,y_1,L_0,v_0,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0,R0,a0,a1,k,u,lambda,d,beta,gamma,alpha,phi,eta,pa,ca,r,ba,COMpartment,Host_cell_proliferation,Host_cell_death,Infection_1,Infection_2,Infected_cell_death_1,Infected_cell_infection_progression_1,Infected_cell_infection_progression_2,CTL_induced_infected_cell_death_1,Infected_cell_death_2,CTL_induced_infected_cell_death_2,Infected_cell_death_3,Virus_particle_production,Viral_particle_degradation,Precursor_T_cell_differentiation_2,Infection_induced_CTL_proliferation_stimulation,CTL_cell_death,Naive_CTL_division_1,Naive_CTL_division_2,Naive_CTL_division_3,Naive_CTL_division_4,Naive_CTL_division_5,Naive_CTL_division_6,Naive_CTL_division_7,Naive_CTL_division_8,Precursor_T_cell_differentiation_1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.43119321840606,5.1422656738866515,0.12599106693526793,0.0002555424775056628,0.5597708889325418,0.6065647868859351,0.6065306597187363,0.606530659646488,0.30326533014755486,0.10108844264288627,0.025272111496259624,0.005054421994936652,0.0008424035114100253,0.00012034340585307342,1.5042974039484248e-05,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,0.5142265673886651,0.3119117282591916,1.5595586412959581,0.012599106693526794,0.0012599106693526793,0.05597708889325418,1.8031756057749945e-07,5.110849550113257e-05,3.657306608207878e-10,0.05597708889325418,0.0002555424775056628,0.6065647868859351,3.0085948078968497e-06,2.8005910141939636,0.14311932184060602,0.6065306597187363,0.606530659646488,0.30326533014755486,0.10108844264288627,0.025272111496259624,0.005054421994936652,0.0008424035114100253,0.00012034340585307342,1.5042974039484248e-05
1.0,7.6566643456449075,8.81231984150021,0.32342546818436274,0.001296074951234219,1.284015767074901,0.36819337948544256,0.3678794412569567,0.7357588814813932,0.735758885659952,0.4905059159351583,0.24525296334828492,0.09810118755425448,0.032700393087458125,0.009342967698662098,0.0023357421949023794,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,0.8812319841500211,0.32446378235485823,1.622318911774291,0.03234254681843628,0.0032342546818436273,0.1284015767074901,2.4763602507207214e-06,0.0002592149902468438,9.923610868398504e-09,0.1284015767074901,0.001296074951234219,0.36819337948544256,0.0004671484389804759,38.53739985463136,0.7656664345644908,0.3678794412569567,0.7357588814813932,0.735758885659952,0.4905059159351583,0.24525296334828492,0.09810118755425448,0.032700393087458125,0.009342967698662098,0.0023357421949023794
1.5,204.0648232972584,12.373017203124274,0.5313697254895731,0.0032166945044359006,1.8821504432376854,0.22421205501292304,0.22313016025584823,0.6693904794699986,1.0040857238087337,1.0040857172405624,0.7530642885645644,0.45183857871711935,0.22591928970775435,0.09682254902258199,0.036308453392777586,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,1.2373017203124275,0.2774179613822743,1.3870898069113715,0.05313697254895731,0.00531369725489573,0.18821504432376857,0.00010843386913754244,0.0006433389008871802,6.564141956489743e-07,0.18821504432376857,0.0032166945044359006,0.22421205501292304,0.007261690678555518,1690.8993916644665,20.406482329725844,0.22313016025584823,0.6693904794699986,1.0040857238087337,1.0040857172405624,0.7530642885645644,0.45183857871711935,0.22591928970775435,0.09682254902258199,0.036308453392777586
2.0,26526.575863022998,15.920754392896884,0.7243175276143407,0.005902863594293393,2.2926128437205997,0.13780848817712046,0.13533528331936062,0.5413411322779161,1.0826822676019203,1.4435763539432567,1.4435763514788633,1.1548610845786247,0.7699073933621254,0.4399470807977545,0.21997353652254203,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,1.5920754392896885,0.2194015093524369,1.0970075467621845,0.07243175276143407,0.007243175276143407,0.22926128437205998,0.01921366384517906,0.0011805727188586787,0.00015658275894310029,0.22926128437205998,0.005902863594293393,0.13780848817712046,0.04399470730450841,300238.8223638935,2652.6575863023,0.13533528331936062,0.5413411322779161,1.0826822676019203,1.4435763539432567,1.4435763514788633,1.1548610845786247,0.7699073933621254,0.4399470807977545,0.21997353652254203
2.5,7076199.999343334,19.457648297430374,0.4472239309597355,0.004436465127834791,2.532225329901233,0.08616123738240829,0.0820849986781947,0.4104249927351958,1.026062483508022,1.7101041385292104,2.1376301706090293,2.1376301711044374,1.7813584794993595,1.272398915858288,0.7952493203159021,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,1.9457648297430374,0.1676495053858311,0.8382475269291555,0.044722393095973555,0.004472239309597355,0.2532225329901233,3.1646459799636033,0.0008872930255669582,0.03139331453467127,0.2532225329901233,0.004436465127834791,0.08616123738240829,0.15904986406318045,49538609.06472326,707619.9999343334,0.0820849986781947,0.4104249927351958,1.026062483508022,1.7101041385292104,2.1376301706090293,2.1376301711044374,1.7813584794993595,1.272398915858288,0.7952493203159021
3.0,16044541.430386435,22.966336733258256,0.0250638036064111,2.296985029191099e-05,2.6317689765242767,0.05256929867939133,0.049787068401960684,0.2987224099999604,0.89616723084259,1.7923344619073198,2.688501691196717,3.226202028407972,3.2262020303598162,2.7653160291156995,2.0739870224239243,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,2.2966336733258257,0.12073242153021299,0.6036621076510649,0.00250638036064111,0.00025063803606411103,0.2631768976524277,0.40213723536613183,4.593970058382198e-06,0.0003685407146583398,0.2631768976524277,2.296985029191099e-05,0.05256929867939133,0.41479740448478486,6238839.529252249,1604454.1430386435,0.049787068401960684,0.2987224099999604,0.89616723084259,1.7923344619073198,2.688501691196717,3.226202028407972,3.2262020303598162,2.7653160291156995,2.0739870224239243
3.5,18088033.70521043,26.426445087487917,0.019493792838600203,1.1051188147871889e-05,2.6223194104049217,0.03189030807683699,0.030197383449937536,0.21138168381584124,0.7398358938724857,1.726283752946927,3.0209965665978906,4.229395191426373,4.934294390467472,4.934294393906004,4.317507597799215,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,2.6426445087487918,0.0842747475215605,0.4213737376078025,0.0019493792838600203,0.00019493792838600203,0.2622319410404922,0.3526043819069901,2.2102376295743778e-06,0.00019989426370132873,0.2622319410404922,1.1051188147871889e-05,0.03189030807683699,0.863501519559843,5468466.280645717,1808803.370521043,0.030197383449937536,0.21138168381584124,0.7398358938724857,1.726283752946927,3.0209965665978906,4.229395191426373,4.934294390467472,4.934294393906004,4.317507597799215
4.0,19729729.51671904,29.809465340583774,0.01600368990869668,8.249349565976422e-06,2.539343306831402,0.01934615664746037,0.018315639327755245,0.14652510926550638,0.5861004430488851,1.5629345281736142,3.1258690467924577,5.001390436522571,6.668520564894002,7.621166411726256,7.621166503629181,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,2.9809465340583774,0.05766985860559743,0.2883492930279871,0.001600368990869668,0.00016003689908696678,0.25393433068314025,0.3157484731680315,1.6498699131952846e-06,0.00016275743562557842,0.25393433068314025,8.249349565976422e-06,0.01934615664746037,1.5242333007258362,4896624.074356684,1972972.951671904,0.018315639327755245,0.14652510926550638,0.5861004430488851,1.5629345281736142,3.1258690467924577,5.001390436522571,6.668520564894002,7.621166411726256,7.621166503629181
4.5,21027679.25110595,33.09336425649422,0.01345124470774829,6.47221615322711e-06,2.4107868782534534,0.01173688252643317,0.011108998914786927,0.09998096091831288,0.44991434448233564,1.3497431218609977,3.03692202319044,5.466459412450244,8.19968886890569,10.5424572800148,11.860265115950591,15.909090909090905,0.1,0.2,1.0,1.0,10.0,0.1,0.1,0.5,0.2,0.1,0.01,1e-06,15.5,1.0,0.1,1.0,10.0,3.309336425649422,0.038841292868293506,0.19420646434146752,0.0013451244707748291,0.0001345124470774829,0.24107868782534536,0.2828484592426674,1.2944432306454221e-06,0.00013609568531388645,0.24107868782534536,6.47221615322711e-06,0.01173688252643317,2.3720530231901185,4386260.60138371,2102767.925110595,0.011108998914786927,0.09998096091831288,0.44991434448233564,1.3497431218609977,3.03692202319044,5.466459412450244,8.19968886890569,10.5424572800148,11.860265115950591
