ATMA,ATMI,Mdm2,Mdm2_P,Mdm2_mRNA,Mdm2_p53,Mdm2mRNAdeg,Mdm2mRNAsyn,Sink,Source,damDNA,mdm2deg,mdm2syn,p53,p53_P,p53_mRNA,p53deg,p53syn,totMdm2,totp53,Time
0.0,200.0,5.0,0.0,10.0,95.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,100.0,100.0,0.0
0.0,200.0,5.0005337944778985,0.0,9.999995000163715,94.99949405435324,9.999997498294337e-06,5.00016121311454e-06,1.0,1.0,0.0,2.1651156488350266e-05,4.9499987616556964e-05,5.000322197735282,0.0,10.0,0.0007837479114875525,0.0006000000000000001,100.00002784883114,99.99981625208852,0.01
0.0,200.0,5.001067532961834,0.0,9.999990000654535,94.99898816236488,1.99999899977356e-05,1.0000644531522196e-05,1.0,1.0,0.0,4.3304623758855965e-05,9.899995048879125e-05,5.000644345985185,0.0,10.0,0.0015674916499179856,0.0012000000000000001,100.00005569532672,99.99963250835006,0.02
0.0,200.0,5.00160121544536,0.0,9.999985001472425,94.99848232404143,2.9999977497909932e-05,1.5001449921296846e-05,1.0,1.0,0.0,6.49604018081809e-05,0.00014849988861465418,5.000966444743246,0.0,10.0,0.002351231215307635,0.0018,100.0000835394868,99.99944876878467,0.03
0.0,200.0,5.002134841938816,0.0,9.999980002617365,94.99797653937281,3.999995999964903e-05,2.0002577363019037e-05,1.0,1.0,0.0,8.661849036163234e-05,0.00019799980199826275,5.0012884940190325,0.0,10.0,0.003134966608146755,0.0024000000000000002,100.00011138131163,99.99926503339185,0.04
0.0,200.0,5.00266841245641,0.0,9.999975004088975,94.9974708083465,4.999993750489012e-05,2.5004026478723084e-05,1.0,1.0,0.0,0.00010827888771014658,0.00024749969064920616,5.001610493821905,0.0,10.0,0.003918697831564862,0.003000000000000001,100.00013922080292,99.9990813021684,0.05
0.0,200.0,5.003201927011934,0.0,9.999970005886887,94.99696513095043,5.9999910015513824e-05,3.0005796901488525e-05,1.0,1.0,0.0,0.00012994159219460364,0.00029699955457679344,5.00193244416095,0.0,10.0,0.0047024248886000175,0.0036,100.00016705796236,99.99889757511139,0.06
0.0,200.0,5.003735385584801,0.0,9.999965008011651,94.99645950720266,6.999987752871329e-05,3.500788917895425e-05,1.0,1.0,0.0,0.00015160660629128574,0.0003464993937671308,5.002254345022606,0.0,10.0,0.0054861477747178335,0.004200000000000001,100.00019489278746,99.99871385222526,0.07
0.0,200.0,5.004268788175012,0.0,9.999960010463267,94.9959539371032,7.999984004448847e-05,4.001030331112023e-05,1.0,1.0,0.0,0.00017327393000019284,0.000395999208220218,5.0025761964068725,0.0,10.0,0.006269866489918306,0.0048000000000000004,100.0002227252782,99.99853013351007,0.08
0.0,200.0,5.004802134782567,0.0,9.999955013241737,94.99544842065202,8.99997975628394e-05,4.5013039297986466e-05,1.0,1.0,0.0,0.0001949435633213249,0.0004454989979360551,5.00289799831375,0.0,10.0,0.0070535810342014366,0.0054,100.00025055543459,99.99834641896578,0.09
