Time,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,Sink,Source,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2,IR,ksynMdm2,kdegMdm2,ksynp53,kdegp53,kbinMdm2p53,krelMdm2p53,ksynMdm2mRNA,kdegMdm2mRNA,kactATM,kdegATMMdm2,kinactATM,kphosp53,kdephosp53,kphosMdm2,kdephosMdm2,kdam,krepair,kproteff,ksynp53mRNA,kdegp53mRNA,cell,p53mRNASynthesis,p53mRNADegradation,Mdm2Synthesis,Mdm2mRNASynthesis1,Mdm2mRNASynthesis2,Mdm2mRNADegradation,Mdm2Degradation,p53Synthesis,p53Degradation,P53_Mdm2Binding,P53_Mdm2Release,DNAdamage,DNArepair,ATMactivation,p53phoshorylation,p53dephosorylation,Mdm2phoshorylation,Mdm2dephosorylation,Mdm2Pdegradation,ATMInactivation
0.1,5.005335425407466,5.003219750743238,94.99494295784918,9.999950016347057,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.007837291407567226,0.006,0.00021661550625468203,0.0004949987629146421,9.999975008376608e-05,5.001609713955298e-05,99.99816270859242,100.00027838325664,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949975258091793,0.0005003219750743238,0.0,0.0009999950016347057,0.002167310239201433,0.06,0.07837082794022557,0.028924425983714926,0.0010971915911631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,5.005868660049709,5.003541453695337,94.99443754869463,9.99994501977923,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.008620997610015672,0.0066,0.00023828975880026409,0.000544498503155979,0.0001099996976072685,5.501947683581975e-05,99.99797900238997,100.00030620874435,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949972784790718,0.0005003541453695337,0.0,0.000999994501977923,0.002167541129801524,0.06,0.07837041097767307,0.028929367411921567,0.0010971857536874229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,5.006401838709296,5.003863107170045,94.99393219318839,9.999940023538255,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.009404699641546775,0.0072,0.00025996632095807114,0.000593998218660066,0.00011999964013334664,6.002317838678678e-05,99.99779530035843,100.00033403189768,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949970311651436,0.0005003863107170046,0.0,0.0009999940023538254,0.002167771996161125,0.06,0.07836999405938042,0.028934308626745515,0.001097179916831326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,5.006934961386226,5.004184711167365,94.99342689133046,9.999935027624131,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.010188397502160535,0.0078,0.00028164519272810324,0.0006434979094269027,0.00012999957766200056,6.502720179245408e-05,99.99761160249783,100.00036185271668,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949967838673945,0.0005004184711167365,0.0,0.000999993502762413,0.002168002838280236,0.06,0.07836957718534762,0.028939249628032952,0.0010971740805948667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,5.007468028080501,5.004506265687296,94.99292164312082,9.999930032036861,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.010972091191856955,0.0084,0.00030332637411036034,0.0006929975754564895,0.0001399995101932302,7.003154705282166e-05,99.99742790880812,100.00038967120132,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949965365858246,0.0005004506265687297,0.0,0.0009999930032036863,0.0021682336561588567,0.06,0.07836916035557467,0.028944190415630115,0.0010971682449780454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,5.008001038873912,5.004827770790821,94.99241644848512,9.999925036774913,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.011755780724053387,0.008999999999999998,0.0003250098577598634,0.0007424972167965618,0.0001499994377366791,7.503621264852524e-05,99.99724421927594,100.00041748735903,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949962893203582,0.0005004827770790821,0.0,0.0009999925036774913,0.002168464449832404,0.06,0.07836874357000022,0.02894913099020878,0.0010971624099800031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,5.008533993728082,5.005149226449325,94.99191130745821,9.999920041839006,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.01253946609245405,0.009599999999999997,0.0003466956471230751,0.0007919968334247208,0.00015999936028782233,8.004119929249162e-05,99.99706053390753,100.00044530118629,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949960420710308,0.0005005149226449325,0.0,0.0009999920041839007,0.0021686952192842596,0.06,0.07836832682865302,0.028954071351228013,0.0010971565756011422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,5.00906689262021,5.00547063264581,94.99140622006085,9.999915047229566,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.013323147293318984,0.010199999999999997,0.00036838374424733863,0.0008414964253276606,0.0001699992778439718,8.504650740822912e-05,99.99687685270666,100.00047311268106,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949957948378635,0.000500547063264581,0.0,0.0009999915047229566,0.0021689259645045512,0.06,0.0783679101315502,0.028959011498304044,0.0010971507418417027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,5.009599735550298,5.005791989380276,94.99090118629306,9.999910052946591,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.014106824326648181,0.010799999999999997,0.00039007414913265373,0.0008909959925053812,0.00017999919040512748,9.005213699573774e-05,99.99669317567333,100.00050092184335,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949955476208563,0.0005005791989380276,0.0,0.0009999910052946592,0.002169156685493279,0.06,0.07836749347869178,0.02896395143128321,0.0010971449087016848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,5.010132522518343,5.006113296652721,94.99039620615483,9.999905058990086,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.014890497192441647,0.011399999999999997,0.00041176686177902074,0.0009404955349578827,0.00018999909797128941,9.50580880550175e-05,99.99650950280756,100.00052872867317,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.0049499530042000925,0.0005006113296652722,0.0,0.0009999905058990085,0.0021693873822504423,0.06,0.07836707687007773,0.02896889115001187,0.0010971390761810881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,5.010665253524347,5.006434554463148,94.98989127964614,9.999900065360045,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.015674165890699383,0.011999999999999999,0.00043346188218643946,0.000989995052685165,0.00019999900054245757,0.00010006436058606839,99.99632583410929,100.0005565331705,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949950532353222,0.0005006434554463148,0.0,0.0009999900065360045,0.002169618054776042,0.06,0.07836666030570807,0.02897383065433642,0.0010971332442799128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21,5.0111979285683095,5.006755762811554,94.98938640676701,9.999895072056471,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.01645783042142138,0.012599999999999997,0.0004551592103549099,0.0010394945456872282,0.00020999889811863193,0.0001050709545888904,99.99614216957856,100.00058433533532,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949948060667953,0.0005006755762811555,0.0,0.0009999895072056472,0.002169848703070078,0.06,0.07836624378558278,0.02897876994410326,0.001097127412998159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,5.01173054765023,5.007076921697942,94.98888158751744,9.999890079079364,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.01724149078460765,0.013199999999999996,0.0004768588462844321,0.0010889940139640723,0.00021999879069981257,0.00011007787006348356,99.99595850921538,100.00061213516767,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949945589144285,0.0005007076921697942,0.0,0.0009999890079079364,0.0021700793271325495,0.06,0.07836582730970189,0.0289837090191588,0.0010971215823358264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23,5.01226311077011,5.00739803112231,94.98837682189742,9.999885086428725,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.01802514698025819,0.013799999999999998,0.0004985607899750061,0.0011384934575156974,0.00022999867828599942,0.00011508510700984786,99.99577485301973,100.00063993266753,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949943117782219,0.0005007398031122311,0.0,0.0009999885086428724,0.002170309926963458,0.06,0.07836541087806537,0.02898864787934951,0.001097115752292915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,5.01279561796229,5.007719091110611,94.98787210987561,9.99988009410394,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.018808799013780145,0.014399999999999998,0.0005202650384656609,0.001187992876361711,0.00023999856088115375,0.00012009266482163894,99.99559120098623,100.00066772783791,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949940646581451,0.0005007719091110612,0.0,0.000999988009410394,0.0021705405025776716,0.06,0.07836499449064738,0.028993586524870704,0.0010971099228690633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,5.0133280694117985,5.008040101802685,94.987367451283,9.999875102101726,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.019592446914307365,0.015,0.0005419715758026051,0.0012374922706077625,0.0002499984385066187,0.00012510054023185725,99.9954075530857,100.0006955206948,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949938175540354,0.0005008040101802685,0.0,0.0009999875102101726,0.002170771054055309,0.06,0.07836457814730848,0.028998524957448955,0.0010971040940623187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,5.013860464929785,5.008361063055802,94.98686284629208,9.999870110425435,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.020376090652104106,0.0156,0.0005636804182692296,0.0012869916401460203,0.0002599983111406102,0.00013010873657499737,99.99522390934789,100.00072331122186,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.00494993570466059,0.0005008361063055803,0.0,0.0009999870110425435,0.002171001581314597,0.06,0.07836416184819096,0.02900346317501232,0.0010970982658746735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27,5.014392804516247,5.0086819748699645,94.98635829490286,9.999865119075068,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.02115973022717037,0.0162,0.0005853915658655344,0.0013364909849764843,0.00026999817878312814,0.00013511725385105934,99.99504026977282,100.0007510994191,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949933233942158,0.0005008681974869965,0.0,0.0009999865119075069,0.002171232084355535,0.06,0.07836374559329486,0.029008401177407394,0.001097092438306128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,5.014925088171187,5.009002837245172,94.98585379711533,9.999860128050626,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.021943365639506152,0.016800000000000002,0.0006071050185915197,0.0013859903050991544,0.00027999804143417266,0.00014012609206004318,99.9948566343605,100.00077888528651,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.00494993076338506,0.0005009002837245172,0.0,0.0009999860128050626,0.002171462563178124,0.06,0.07836332938262014,0.029013338964480793,0.001097086611356682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29,5.015457315894603,5.009323650181424,94.98534935292946,9.999855137352109,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.02272699688911145,0.0174,0.0006288207764471852,0.0014354896005140307,0.0002899978990937436,0.00014513525120194882,99.99467300311089,100.00080666882407,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.0049499282929892936,0.0005009323650181424,0.0,0.000999985513735211,0.0021716930177823634,0.06,0.0783629132161668,0.029018276536079152,0.0010970807850263352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,5.015989487686497,5.00964441367872,94.98484496234529,9.999850146979515,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.023510623975986272,0.018,0.0006505388394325314,0.0014849888712211133,0.0002999977517618411,0.00015014473127677633,99.994489376024,100.00083445003179,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.00494992582275486,0.0005009644413678721,0.0,0.0009999850146979515,0.002171923448168253,0.06,0.07836249709393486,0.02902321389204912,0.001097074959315088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31,5.016521603546868,5.009965127737062,94.9843406253628,9.999845156932846,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.024294246900130614,0.0186,0.0006722592075475578,0.0015344881172204023,0.0003099975994384651,0.00015515453228452569,99.99430575309987,100.00086222890967,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949923352681759,0.0005009965127737063,0.0,0.0009999845156932847,0.0021721538543357935,0.06,0.07836208101592432,0.02902815103223737,0.0010970691342229403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,5.017053663475714,5.0102857923564486,94.983836341982,9.999840167212103,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.025077865661544473,0.0192,0.0006939818807922648,0.0015839873385118976,0.00031999744212361564,0.00016016465422519688,99.99412213433845,100.0008900054577,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949920882769991,0.0005010285792356448,0.0,0.0009999840167212103,0.002172384236284984,0.06,0.07836166498213515,0.029033087956490587,0.001097063309749892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,5.017585667473039,5.01060640753688,94.98333211220289,9.999835177817282,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.025861480260227856,0.019799999999999998,0.0007157068591666521,0.0016334865350955989,0.0003299972798172927,0.00016517509709878994,99.99393851973977,100.00091777967593,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.0049499184130195545,0.0005010606407536881,0.0,0.0009999835177817282,0.002172614594015826,0.06,0.07836124899256738,0.029038024664655493,0.0010970574858959433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34,5.01811761553884,5.010926973278356,94.98282793602546,9.999830188748387,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.026645090696180755,0.0204,0.0007374341426707198,0.0016829857069715066,0.0003399971125194963,0.00017018586090530483,99.99375490930382,100.0009455515643,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.004949915943430452,0.0005010926973278356,0.0,0.0009999830188748388,0.0021728449275283178,0.06,0.07836083304722101,0.029042961156578798,0.001097051662661094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35000000000000003,5.018649507673118,5.011247489580877,94.98232381344971,9.999825200005414,10.0,0.0,200.0,0.0,0.0,0.0,1.0,1.0,0.027428696969403178,0.021,0.0007591637313044679,0.0017324848541396204,0.00034999694023022635,0.00017519694564474154,99.99357130303059,100.00097332112283,0.0,0.000495,0.000433,0.006,0.000825,0.001155,1.155e-05,0.0001,0.0001,0.0001,0.0004,0.0005,0.0005,0.5,2.0,0.5,0.08,2e-05,1.0,0.001,0.0001,1.0,0.001,0.001,0.00494991347400268,0.0005011247489580877,0.0,0.0009999825200005415,0.00217307523682246,0.06,0.07836041714609601,0.029047897432107263,0.001097045840045344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
