data_generator_T,data_generator_VCT,data_generator_VRE,data_generator_VTC
3070.0,-70.426804,-89.50016,-59.286179
3075.0,-70.414742,-89.488358,-58.244072
3080.0,-70.396599,-89.468155,-38.701885
3085.0,-30.141169,-24.834135,-77.251259
3090.0,-28.438389,-44.031902,-76.963043
3095.0,-29.06086,-38.464527,-69.357964
3100.0,-34.831249,-64.557869,-71.117126
3105.0,-53.148251,-77.867485,-68.599976
3110.0,-66.596481,-83.202583,-66.96962
3115.0,-65.121078,-84.348061,-63.700001
3120.0,-66.719475,-85.011314,-61.200867
3125.0,-68.566093,-85.655891,-63.470509
3130.0,-69.975815,-86.299957,-64.445641
3135.0,-70.89296,-86.902786,-64.99379
3140.0,-71.425064,-87.434631,-65.291512
3145.0,-71.695038,-87.884651,-65.459717
3150.0,-71.799881,-88.255234,-65.56118
3155.0,-71.806557,-88.555214,-65.626152
3160.0,-71.758286,-88.795486,-65.669205
3165.0,-71.681755,-88.986626,-65.697693
3170.0,-71.592949,-89.137985,-65.715584
3175.0,-71.501099,-89.257423,-65.725204
3180.0,-71.411354,-89.351395,-65.72802
3185.0,-71.326408,-89.425095,-65.725044
3190.0,-71.247528,-89.482704,-65.71698
3195.0,-71.175117,-89.52755,-65.704361
3200.0,-71.109154,-89.562279,-65.687592
3205.0,-71.049332,-89.589005,-65.666985
3210.0,-70.995247,-89.609375,-65.642784
3215.0,-70.946449,-89.624733,-65.615204
3220.0,-70.902458,-89.636116,-65.584404
3225.0,-70.862839,-89.644356,-65.550522
3230.0,-70.827164,-89.650116,-65.513657
3235.0,-70.795036,-89.653915,-65.473907
3240.0,-70.766106,-89.656166,-65.431351
3245.0,-70.740051,-89.657188,-65.386032
3250.0,-70.716568,-89.657257,-65.338005
3255.0,-70.695404,-89.65657,-65.287308
3260.0,-70.676308,-89.655281,-65.233955
3265.0,-70.659073,-89.653526,-65.177963
3270.0,-70.643501,-89.651405,-65.119347
3275.0,-70.629417,-89.649002,-65.05809
3280.0,-70.616676,-89.646378,-64.994186
3285.0,-70.605118,-89.643578,-64.92762
3290.0,-70.594627,-89.64064,-64.85836
3295.0,-70.585091,-89.637604,-64.786369
3300.0,-70.576408,-89.634483,-64.711609
3305.0,-70.568474,-89.631294,-64.63401
3310.0,-70.561218,-89.628067,-64.553528
3315.0,-70.554558,-89.624786,-64.47007
3320.0,-70.548424,-89.621483,-64.383568
3325.0,-70.542763,-89.618141,-64.293915
3330.0,-70.537506,-89.614784,-64.201004
3335.0,-70.532616,-89.611397,-64.104713
3340.0,-70.52803,-89.607979,-64.00489
3345.0,-70.52372,-89.604538,-63.901382
3350.0,-70.519646,-89.601074,-63.794006
3355.0,-70.515762,-89.597572,-63.682552
3360.0,-70.512039,-89.594025,-63.56678
3365.0,-70.508438,-89.590446,-63.446415
3370.0,-70.504944,-89.586807,-63.32114
3375.0,-70.501518,-89.583115,-63.19059
3380.0,-70.498131,-89.579353,-63.054333
3385.0,-70.494759,-89.575516,-62.911861
3390.0,-70.491371,-89.571587,-62.762566
3395.0,-70.487938,-89.567543,-62.605717
3400.0,-70.484428,-89.563385,-62.440422
3405.0,-70.480804,-89.559082,-62.265572
3410.0,-70.477036,-89.554611,-62.079762
3415.0,-70.473068,-89.549934,-61.881184
3420.0,-70.468857,-89.545029,-61.667431
3425.0,-70.464333,-89.539825,-61.435204
3430.0,-70.459419,-89.534279,-61.179787
3435.0,-70.454002,-89.52829,-60.894089
3440.0,-70.447922,-89.521729,-60.566612
3445.0,-70.440956,-89.51442,-60.176807
3450.0,-70.432724,-89.506027,-59.681782
3455.0,-70.422523,-89.495926,-58.964714
3460.0,-70.40876,-89.48243,-57.431377
3465.0,-70.384674,-35.84967,-79.430321
3470.0,-27.402256,16.540237,-76.673286
3475.0,-28.899269,7.5934544,-74.950996
3480.0,-28.971544,-59.689873,-71.781883
3485.0,-51.606403,-69.921127,-70.088608
3490.0,-19.640717,-81.007835,-67.845222
3495.0,-65.293587,-83.795746,-66.644386
3500.0,-65.611336,-84.617653,-59.637928
3505.0,-67.473671,-85.260498,-62.427414
3510.0,-69.178703,-85.909325,-63.915005
3515.0,-70.388245,-86.542213,-64.699654
3520.0,-71.139572,-87.119858,-65.131248
3525.0,-71.555702,-87.620186,-65.367897
3530.0,-71.751343,-88.038437,-65.504967
3535.0,-71.811333,-88.380211,-65.589798
3540.0,-71.79245,-88.655571,-65.645081
3545.0,-71.730659,-88.875458,-65.681892
3550.0,-71.647881,-89.050026,-65.705956
3555.0,-71.557053,-89.188065,-65.720474
3560.0,-71.465584,-89.29686,-65.727356
3565.0,-71.377487,-89.382355,-65.727882
3570.0,-71.294823,-89.449326,-65.722908
3575.0,-71.218452,-89.501595,-65.713074
3580.0,-71.148582,-89.542213,-65.698853
3585.0,-71.08506,-89.573586,-65.680611
3590.0,-71.027542,-89.597656,-65.65863
3595.0,-70.975578,-89.615929,-65.633148
3600.0,-70.928711,-89.629616,-65.604355
3605.0,-70.886482,-89.639687,-65.572388
3610.0,-70.848457,-89.646889,-65.537384
3615.0,-70.814209,-89.651825,-65.499443
3620.0,-70.783379,-89.654976,-65.458641
3625.0,-70.755608,-89.656715,-65.415054
3630.0,-70.730591,-89.657341,-65.368721
3635.0,-70.708046,-89.657089,-65.319702
3640.0,-70.687721,-89.656151,-65.268021
3645.0,-70.669373,-89.654671,-65.213684
3650.0,-70.652809,-89.652763,-65.156723
3655.0,-70.63784,-89.65052,-65.09713
3660.0,-70.624306,-89.648026,-65.034889
3665.0,-70.612038,-89.645325,-64.970009
3670.0,-70.600914,-89.642471,-64.902443
3675.0,-70.590813,-89.639488,-64.832176
3680.0,-70.581619,-89.636421,-64.759163
3685.0,-70.573242,-89.63327,-64.68335
3690.0,-70.565582,-89.630066,-64.604691
3695.0,-70.558571,-89.626816,-64.523109
3700.0,-70.552124,-89.623528,-64.43853
3705.0,-70.546181,-89.620209,-64.350861
3710.0,-70.540688,-89.616867,-64.26001
3715.0,-70.535576,-89.613495,-64.165848
3720.0,-70.530815,-89.6101,-64.06826
3725.0,-70.526344,-89.606674,-63.967079
3730.0,-70.522133,-89.603226,-63.862148
3735.0,-70.518135,-89.599747,-63.753273
3740.0,-70.51432,-89.59623,-63.640232
3745.0,-70.510651,-89.592674,-63.522778
3750.0,-70.507103,-89.589073,-63.400612
3755.0,-70.503639,-89.585419,-63.273407
3760.0,-70.500237,-89.581696,-63.140774
3765.0,-70.496857,-89.577911,-63.002251
3770.0,-70.493484,-89.574036,-62.857296
3775.0,-70.490082,-89.570068,-62.705257
3780.0,-70.486626,-89.565987,-62.545357
3785.0,-70.483078,-89.561783,-62.376617
3790.0,-70.479408,-89.557419,-62.197838
3795.0,-70.475571,-89.552872,-62.007477
3800.0,-70.471519,-89.548119,-61.803524
3805.0,-70.467209,-89.543106,-61.583286
3810.0,-70.462547,-89.537781,-61.34301
3815.0,-70.457458,-89.532082,-61.07724
3820.0,-70.45182,-89.525894,-60.777557
3825.0,-70.445442,-89.519089,-60.429874
3830.0,-70.438057,-89.511414,-60.007698
3835.0,-70.429192,-89.502487,-59.451118
3840.0,-70.417938,-89.49144,-58.568317
3845.0,-70.401855,-89.475212,-55.506691
3850.0,24.754227,-51.305523,-77.887703
3855.0,-27.948835,-46.967098,-76.793915
3860.0,-29.27297,-53.562664,-70.497421
3865.0,-27.559902,-61.671368,-71.621933
3870.0,-56.420536,-75.096214,-69.128983
3875.0,-67.859077,-82.612686,-67.292618
3880.0,-65.005455,-84.160797,-66.484116
3885.0,-66.269409,-84.859772,-60.243797
3890.0,-68.162712,-85.502251,-63.140652
3895.0,-69.691544,-86.150322,-64.261078
3900.0,-70.717056,-86.766479,-64.892769
3905.0,-71.327927,-87.316742,-65.236084
3910.0,-71.649551,-87.786217,-65.427574
3915.0,-71.786102,-88.17485,-65.541328
3920.0,-71.811188,-88.490486,-65.613327
3925.0,-71.772911,-88.74382,-65.660835
3930.0,-71.701271,-88.945618,-65.692444
3935.0,-71.614319,-89.105568,-65.712708
3940.0,-71.522598,-89.231888,-65.724243
3945.0,-71.432053,-89.331329,-65.728676
3950.0,-71.345833,-89.409386,-65.727112
3955.0,-71.265465,-89.470451,-65.720306
3960.0,-71.191536,-89.518036,-65.708832
3965.0,-71.124077,-89.554939,-65.693115
3970.0,-71.062843,-89.583374,-65.673492
3975.0,-71.007462,-89.60511,-65.65023
3980.0,-70.957458,-89.621544,-65.623535
3985.0,-70.912384,-89.633781,-65.593582
3990.0,-70.87178,-89.6427,-65.560516
3995.0,-70.835213,-89.648987,-65.524445
4000.0,-70.802292,-89.653206,-65.485466
4005.0,-70.772644,-89.655792,-65.443665
4010.0,-70.745941,-89.657082,-65.399086
4015.0,-70.721886,-89.657356,-65.351791
4020.0,-70.700195,-89.656822,-65.301819
4025.0,-70.680641,-89.65567,-65.249184
4030.0,-70.662987,-89.654015,-65.193916
4035.0,-70.647041,-89.651978,-65.136009
4040.0,-70.632629,-89.649635,-65.07547
4045.0,-70.619583,-89.647057,-65.012291
4050.0,-70.607758,-89.644295,-64.946449
4055.0,-70.597038,-89.641388,-64.87793
4060.0,-70.587288,-89.638374,-64.806679
4065.0,-70.578407,-89.635269,-64.732674
4070.0,-70.570312,-89.632103,-64.655853
4075.0,-70.562904,-89.628876,-64.576149
4080.0,-70.556114,-89.62561,-64.493507
4085.0,-70.549866,-89.622314,-64.407829
4090.0,-70.544098,-89.618988,-64.319038
4095.0,-70.53875,-89.615631,-64.227013
4100.0,-70.533783,-89.612251,-64.131638
4105.0,-70.529137,-89.608849,-64.032776
4110.0,-70.524765,-89.605415,-63.930275
4115.0,-70.520638,-89.601952,-63.823952
4120.0,-70.516716,-89.598465,-63.713604
4125.0,-70.512962,-89.594933,-63.599007
4130.0,-70.509338,-89.591362,-63.479893
4135.0,-70.505829,-89.587746,-63.355957
4140.0,-70.502396,-89.584068,-63.226849
4145.0,-70.499008,-89.58033,-63.092152
4150.0,-70.495636,-89.576515,-62.951378
4155.0,-70.492256,-89.572609,-62.803955
4160.0,-70.488846,-89.568604,-62.649185
4165.0,-70.485359,-89.564476,-62.486225
4170.0,-70.481773,-89.560219,-62.314026
4175.0,-70.47805,-89.555794,-62.131271
4180.0,-70.474144,-89.551178,-61.936275
4185.0,-70.470009,-89.546333,-61.726814
4190.0,-70.465576,-89.541222,-61.499866
4195.0,-70.460777,-89.535774,-61.25116
4200.0,-70.455505,-89.529907,-60.974369
4205.0,-70.449623,-89.523521,-60.65947
4210.0,-70.442924,-89.516434,-60.289066
4215.0,-70.435081,-89.508377,-59.828571
4220.0,-70.425507,-89.498825,-59.191788
4225.0,-70.412956,-89.486557,-58.034431
4230.0,-70.393394,-63.673443,12.868504
4235.0,-25.050179,-54.378605,-77.22068
4240.0,-28.473467,-53.569595,-76.978577
4245.0,-29.688904,-18.924397,-70.346359
4250.0,-20.699471,-66.191978,-70.788345
4255.0,-49.621429,-79.040932,-68.331223
4260.0,-66.038109,-83.420677,-66.83564
4265.0,-65.244995,-84.434029,-61.609779
4270.0,-66.961517,-85.088722,-61.655861
4275.0,-68.769859,-85.735718,-63.621662
4280.0,-70.11544,-86.377365,-64.531998
4285.0,-70.977615,-86.972847,-65.040474
4290.0,-71.470703,-87.494911,-65.317253
4295.0,-71.715454,-87.934814,-65.474899
4300.0,-71.804962,-88.296104,-65.570854
4305.0,-71.802841,-88.588089,-65.632721
4310.0,-71.749863,-88.821716,-65.673866
4315.0,-71.671104,-89.007439,-65.701057
4320.0,-71.58152,-89.154442,-65.717995
4325.0,-71.489716,-89.270401,-65.726875
4330.0,-71.400467,-89.361588,-65.729095
4335.0,-71.316231,-89.43309,-65.725616
4340.0,-71.238152,-89.488945,-65.717117
4345.0,-71.166557,-89.53241,-65.704124
4350.0,-71.101372,-89.56604,-65.687012
4355.0,-71.042297,-89.591888,-65.666092
4360.0,-70.988899,-89.611572,-65.641617
4365.0,-70.940727,-89.626389,-65.613777
4370.0,-70.897308,-89.637337,-65.582733
4375.0,-70.8582,-89.645241,-65.548615
4380.0,-70.82299,-89.650734,-65.511528
4385.0,-70.791283,-89.65432,-65.471565
4390.0,-70.762733,-89.656403,-65.428802
4395.0,-70.737015,-89.657295,-65.383286
4400.0,-70.713837,-89.657257,-65.33506
4405.0,-70.692947,-89.656487,-65.284164
4410.0,-70.674095,-89.655136,-65.230621
4415.0,-70.657082,-89.653336,-65.174438
4420.0,-70.641708,-89.651184,-65.115631
4425.0,-70.6278,-89.64875,-65.054184
4430.0,-70.615211,-89.646095,-64.990089
4435.0,-70.603798,-89.64328,-64.923325
4440.0,-70.593437,-89.640335,-64.853867
4445.0,-70.584015,-89.637283,-64.781677
4450.0,-70.575432,-89.634155,-64.706703
4455.0,-70.567589,-89.630966,-64.628891
4460.0,-70.56041,-89.627731,-64.54818
4465.0,-70.553825,-89.624451,-64.4645
4470.0,-70.547752,-89.62114,-64.377762
4475.0,-70.542145,-89.617805,-64.287857
4480.0,-70.536942,-89.614441,-64.194687
4485.0,-70.532097,-89.611053,-64.098122
4490.0,-70.527557,-89.607643,-63.99802
4495.0,-70.523277,-89.604202,-63.894215
4500.0,-70.519234,-89.600731,-63.786522
4505.0,-70.515373,-89.597229,-63.674728
4510.0,-70.511673,-89.593681,-63.558598
4515.0,-70.508095,-89.590096,-63.437847
4520.0,-70.504616,-89.586464,-63.312157
4525.0,-70.501198,-89.582764,-63.181156
4530.0,-70.497826,-89.579002,-63.044411
4535.0,-70.494461,-89.575157,-62.901398
4540.0,-70.491074,-89.57122,-62.751507
4545.0,-70.48764,-89.567177,-62.593998
4550.0,-70.484123,-89.563004,-62.427956
4555.0,-70.480499,-89.558693,-62.252251
4560.0,-70.476715,-89.554207,-62.065456
4565.0,-70.472733,-89.549515,-61.865723
4570.0,-70.468506,-89.544586,-61.650578
4575.0,-70.463959,-89.53936,-61.416634
4580.0,-70.459007,-89.533783,-61.159027
4585.0,-70.453545,-89.527756,-60.870403
4590.0,-70.447411,-89.521149,-60.538765
4595.0,-70.440361,-89.513763,-60.142433
4600.0,-70.431999,-89.505264,-59.635464
4605.0,-70.421593,-89.49498,-58.888794
4610.0,-70.407402,-89.481018,-57.17971
4615.0,-70.381088,-59.742367,-79.656601
4620.0,-27.09918,-23.720688,-76.87532
4625.0,-28.873096,-34.029995,-73.514549
4630.0,-30.112919,-59.365433,-71.870842
4635.0,-56.722027,-71.049568,-69.866508
4640.0,-50.063461,-81.435112,-67.705582
4645.0,-65.168068,-83.881081,-66.598915
4650.0,-65.742744,-84.668533,-59.538124
4655.0,-67.62619,-85.311218,-62.608227
4660.0,-69.295517,-85.960831,-63.994411
4665.0,-70.464424,-86.590851,-64.744362
4670.0,-71.183907,-87.162971,-65.155403
4675.0,-71.578331,-87.656769,-65.381569
4680.0,-71.760284,-88.068611,-65.513336
4685.0,-71.812126,-88.404671,-65.595352
4690.0,-71.788673,-88.675179,-65.64901
4695.0,-71.724525,-88.89106,-65.684792
4700.0,-71.640709,-89.062393,-65.708153
4705.0,-71.549614,-89.197838,-65.722137
4710.0,-71.458298,-89.304558,-65.728615
4715.0,-71.370598,-89.388397,-65.728806
4720.0,-71.288422,-89.454063,-65.723564
4725.0,-71.212578,-89.505287,-65.713493
4730.0,-71.143234,-89.545082,-65.699066
4735.0,-71.080208,-89.575806,-65.680641
4740.0,-71.023155,-89.59935,-65.658501
4745.0,-70.971619,-89.617218,-65.632866
4750.0,-70.925148,-89.630585,-65.603935
4755.0,-70.883278,-89.640396,-65.571846
4760.0,-70.845573,-89.6474,-65.53672
4765.0,-70.811615,-89.652176,-65.498665
4770.0,-70.781044,-89.655205,-65.457756
4775.0,-70.75351,-89.656845,-65.414062
4780.0,-70.728706,-89.657394,-65.36763
4785.0,-70.706352,-89.657082,-65.318512
4790.0,-70.686195,-89.65609,-65.266731
4795.0,-70.668007,-89.654572,-65.212303
4800.0,-70.651581,-89.652641,-65.155243
4805.0,-70.636734,-89.650375,-65.095551
4810.0,-70.623299,-89.647865,-65.033218
4815.0,-70.611137,-89.645149,-64.968239
4820.0,-70.600105,-89.642288,-64.900574
4825.0,-70.59008,-89.639297,-64.830208
4830.0,-70.580956,-89.636223,-64.757088
4835.0,-70.572639,-89.633072,-64.681168
4840.0,-70.565041,-89.629868,-64.602394
4845.0,-70.558075,-89.62661,-64.520699
4850.0,-70.551674,-89.623322,-64.436005
4855.0,-70.545776,-89.620003,-64.348213
4860.0,-70.540314,-89.616661,-64.257233
4865.0,-70.53524,-89.613289,-64.162933
4870.0,-70.530502,-89.609894,-64.065201
4875.0,-70.526062,-89.606468,-63.963871
4880.0,-70.521873,-89.60302,-63.858784
4885.0,-70.517891,-89.599541,-63.749737
4890.0,-70.514091,-89.596024,-63.636513
4895.0,-70.510445,-89.592468,-63.51886
4900.0,-70.506905,-89.588867,-63.396488
4905.0,-70.503448,-89.585213,-63.269058
4910.0,-70.500053,-89.581497,-63.136173
4915.0,-70.496689,-89.577705,-62.997379
4920.0,-70.493317,-89.57383,-62.852127
4925.0,-70.489922,-89.569862,-62.69976
4930.0,-70.486465,-89.565773,-62.53949
4935.0,-70.482918,-89.561562,-62.370335
4940.0,-70.47924,-89.55719,-62.191074
4945.0,-70.475403,-89.552643,-62.000153
4950.0,-70.471344,-89.547874,-61.79554
4955.0,-70.467018,-89.542854,-61.574505
4960.0,-70.462349,-89.537521,-61.333233
4965.0,-70.457237,-89.531799,-61.066181
4970.0,-70.451569,-89.525597,-60.764748
4975.0,-70.44516,-89.518753,-60.414501
4980.0,-70.437729,-89.511047,-59.988136
4985.0,-70.428787,-89.502052,-59.423248
4990.0,-70.417397,-89.490875,-58.515606
4995.0,-70.400986,-89.47419,-55.017609
5000.0,5.5278258,-49.047066,-77.622589
