ARGex,ARGin,ORN,Time
330.0,1.0,1.0,0.0
330.0,3.447962264508036,0.9973256314603838,0.01
330.0,5.848009008117167,0.9964607806262775,0.02
330.0,8.20387437820526,0.9973565036632951,0.03
330.0,10.518776702895945,0.9999673295358983,0.04
330.0,12.795523101266468,1.0042508092625704,0.05
330.0,15.0365859811959,1.0101671467199704,0.06
330.0,17.244159322603988,1.0176788995216763,0.07
330.0,19.420202778607905,1.026750726421279,0.08
330.0,21.566477801316335,1.0373491657936584,0.09
330.0,23.68457457473111,1.0494424611474988,0.1
330.0,25.775935118291546,1.0630004019358694,0.11
330.0,27.841872615391324,1.0779941855281052,0.12
330.0,29.883587849906284,1.094396293813092,0.13
330.0,31.902181261599722,1.1121803984253658,0.14
330.0,33.898665895508834,1.1313212547204399,0.15
330.0,35.87397719474674,1.1517946234283474,0.16
330.0,37.82897928353952,1.1735772058849656,0.17
330.0,39.76447404651614,1.1966465692976822,0.18
330.0,41.681206890819084,1.2209810900604485,0.19
330.0,43.579872911506975,1.2465598971738028,0.2
330.0,45.46112045084909,1.2733628306228573,0.21
330.0,47.3255565551952,1.3013703896303157,0.22
330.0,49.173749459799275,1.3305637059446296,0.23
330.0,51.006233599064196,1.3609244843186203,0.24
330.0,52.82351029190274,1.3924350042288716,0.25
330.0,54.626053248766404,1.4250780429941223,0.26
330.0,56.41430823156565,1.458836892251475,0.27
330.0,58.18869673090397,1.4936953063704714,0.28
330.0,59.94961753141024,1.529637484093192,0.29
330.0,61.69744816916282,1.5666480498906998,0.3
330.0,63.43254661553403,1.6047120321829302,0.31
330.0,65.1552528221139,1.6438148424800365,0.32
330.0,66.86588999748611,1.6839422575410694,0.33
330.0,68.56476572532384,1.7250804034419245,0.34
330.0,70.25217300245053,1.7672157405362212,0.35000000000000003
330.0,71.92839121184463,1.8103350490691767,0.36
330.0,73.59368697974749,1.8544254162057892,0.37
330.0,75.24831504098994,1.8994742226065662,0.38
330.0,76.8925190511246,1.945469129633583,0.39
330.0,78.52653222745661,1.9923980689278766,0.4
330.0,80.15057793826959,2.040249232611557,0.41000000000000003
330.0,81.76487028123303,2.0890110634947336,0.42
330.0,83.36961464908423,2.1386722453630598,0.43
330.0,84.96500824921345,2.189221693880388,0.44
330.0,86.5512405682376,2.2406485482601504,0.45
330.0,88.12849379390934,2.2929421635206544,0.46
330.0,89.69694321029921,2.346092103089306,0.47000000000000003
330.0,91.25675757255081,2.400088131676545,0.48
330.0,92.80809945546928,2.4549202085134127,0.49
330.0,94.3511255777303,2.5105784809471974,0.5
330.0,95.8859871032378,2.5670532783744613,0.51
330.0,97.41282992222109,2.624335106470852,0.52
330.0,98.93179491450152,2.6824146416857193,0.53
330.0,100.44301819635113,2.7412827259881527,0.54
330.0,101.94663135180875,2.800930361856889,0.55
330.0,103.44276164944745,2.8613487075010404,0.56
330.0,104.93153224580283,2.9225290722945605,0.5700000000000001
330.0,106.41306237658881,2.9844629124095876,0.58
330.0,107.88746753658944,3.047141826637835,0.59
330.0,109.35485964896979,3.1105575523906706,0.6
330.0,110.81534722473002,3.174701961867999,0.61
330.0,112.26903551301956,3.239567058385851,0.62
330.0,113.71602664296965,3.305144972853562,0.63
330.0,115.15641975762225,3.371427960392574,0.64
330.0,116.59031114047586,3.438408397089539,0.65
330.0,118.01779433513695,3.5060787768766435,0.66
330.0,119.43896025853651,3.5744317085323907,0.67
330.0,120.8538973081354,3.6434599127965543,0.68
330.0,122.26269146350472,3.7131562195935475,0.6900000000000001
330.0,123.66542638263661,3.7835135653588057,0.7000000000000001
330.0,125.06218349331623,3.854524990463078,0.71
330.0,126.45304207986325,3.926183636729809,0.72
330.0,127.8380793655278,3.998482745041091,0.73
330.0,129.21737059080527,4.071415653027976,0.74
