Time,D_1,E_1,R_1,RS_1,theta_1,X_1,GF_1,k1_1,dD_1,aD_1,aE_1,k2_1,aF_1,pX_1,RT_1,qX_1,pS_1,pD_1,qD_1,pE_1,qE_1,atheta_1,k3_1,dtheta_1,qtheta_1,aX_1,f_1,g_1,dX_1,dE_1,fC_1_1,Rb_phos,cell,_1,cyclinD_1,cyclinEsynthesis_1,cyclinEdegradation_1,pRBsynthesis_1,pRBdeplation_1,_2,null2_1,null3_1,E2Fdegradationviacellcycleprogression_1,cellcycleprogression_1,cellcycleprogressionslow_1
1.49,0.13611153492128444,0.24201463986586388,2.459098492959577,0.038948528462453856,0.028344442182384542,0.014854714986281757,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0019529785779690556,1.0,0.09581749049429658,0.013176393642225845,0.1640562068794689,0.0007190116995430062,1.7048384070987972e-05,0.041821065032689016,0.0032831586045430033,0.0010271790979356657,0.045219562671112046,0.00016047348444484037,0.029309923037716575,0.015448903585733028
1.5,0.13693709971624776,0.24364800808969556,2.4586799353141546,0.03932385061578005,0.02841970169807554,0.014993392977189017,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0019962140700653386,1.0,0.09581749049429658,0.013345780631777514,0.1640670442497284,0.0007306220666796269,1.758456955295045e-05,0.041924970199603166,0.0033297425876367822,0.0010417014616432483,0.0452195739600394,0.0001623301689573877,0.029467656131437814,0.015593128696276578
1.51,0.13776096607968966,0.24528136777392393,2.4582603476424705,0.039699595576598586,0.02849451992666866,0.015132204596741198,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.00204005678093111,1.0,0.09581749049429658,0.013516079274353368,0.1640778180746458,0.000742329568184708,1.8133101020912712e-05,0.042028169076502676,0.0033765651358802417,0.0010563016207245984,0.04521958518277369,0.00016419200543519243,0.029625246735114456,0.015737492780610846
1.52,0.1385831249162131,0.24691471732905015,2.4578397369404743,0.04007575331350716,0.02856890684663129,0.015271147139100896,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0020845097460187034,1.0,0.09581749049429658,0.013687285246105282,0.1640885297911204,0.0007541341958282863,1.869415142915135e-05,0.0421306766931607,0.003423623843200995,0.001070978988334066,0.045219596340811685,0.00016605895617806683,0.02978269832751016,0.015881993024664934
1.53,0.13940356717470645,0.24854805515990647,2.4574181102879433,0.04045231376530631,0.028642872468518644,0.015410217806859637,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0021295759467503395,1.0,0.09581749049429658,0.013859394201450667,0.1640991808406722,0.0007660359330971043,1.926789389908279e-05,0.04223250812088339,0.0034709162924145697,0.0010857329753677276,0.045219607435654965,0.0001679309845152554,0.029940014397497078,0.016026626519134023
1.54,0.14022228384667207,0.2501813797059349,2.456995474384418,0.04082926726033683,0.02871642641180901,0.015549414020939512,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0021752583552450133,1.0,0.09581749049429658,0.01403240177531106,0.164109772608506,0.0007780347706754912,1.9854502471552068e-05,0.04233367784058475,0.0035184400895942615,0.0011005630013893302,0.04521961846874646,0.00016980805552670617,0.030097198300405813,0.016171390581777093
1.55,0.141039265968311,0.25181468940008467,2.4565718360219253,0.04120660408837138,0.028789578336822108,0.015688733105923728,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002221559889703517,1.0,0.09581749049429658,0.014206303581210467,0.1641203064857079,0.0007901306908298019,2.0454151309370646e-05,0.04243420038791048,0.0035661928298321307,0.0011154684836733346,0.04521962944153521,0.00017169013527268398,0.030254253404646395,0.01631628243016068
1.56,0.14185450461884277,0.2534479827097457,2.45614720161439,0.041584314926344665,0.028862337515141234,0.015828172604504833,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0022684834592650027,1.0,0.09581749049429658,0.014381095213574405,0.16413078380738585,0.0008023236833186823,2.1067015479449265e-05,0.0425340897119185,0.0036141721323730753,0.0011304488483771659,0.045219640355411955,0.00017357719149312437,0.03041118294592391,0.016461299508685027
1.57,0.14266799092259114,0.25508125809500926,2.4557215776766865,0.04196239040403109,0.02893471326776611,0.015967729958374095,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002316031919282313,1.0,0.09581749049429658,0.014556772245768762,0.16414120591576384,0.0008146137293406869,2.169327012558995e-05,0.04263335982932468,0.0036623756055719214,0.001145503519327111,0.045219651211774854,0.00017546919286100785,0.03056799017593219,0.01660643915670906
1.58,0.1434797160472955,0.25671451405024887,2.455294970347583,0.04234082153612187,0.02900671452916976,0.01610740282718228,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002364208116294897,1.0,0.09581749049429658,0.014733330232459665,0.16415157409740597,0.0008270008178783407,2.23330912812333e-05,0.042732024173867206,0.0037108008827934267,0.001160631929437678,0.04521966201196406,0.00017736610965856503,0.03072467821445294,0.016751698940269573
1.59,0.14428967120619812,0.2583477490617509,2.45486738587507,0.042719599281731,0.029078350291641682,0.016247188765019,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002413014843199335,1.0,0.09581749049429658,0.014910764707592568,0.1641618896472019,0.0008394849292048054,2.2986655011664472e-05,0.04283009625960119,0.003759445586565935,0.0011758335092402227,0.04521967275732844,0.00017926791305570235,0.030881250200105535,0.01689707631561976
1.6,0.14509784765634653,0.25998096164993556,2.4544388301328874,0.04309871498277321,0.029149629163027255,0.016387085543852053,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0024624548843394933,1.0,0.09581749049429658,0.015089071186813128,0.16417215380468142,0.0008520660516660828,2.365413825828655e-05,0.04292758902102487,0.0038083073652487014,0.0011911076985501455,0.045219683449159144,0.00018117457576183584,0.031037709140347418,0.017042568965606134
1.61,0.1459042367006818,0.26161415032636515,2.4540093091120876,0.04347815991734078,0.029220559817216916,0.01652709082562791,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0025125309705718024,1.0,0.09581749049429658,0.015268245165386295,0.16418236781888473,0.0008647441647426622,2.433571794933795e-05,0.04302451548535014,0.003857383856382765,0.001206453934738168,0.04521969408875727,0.0001830860713306387,0.031194058064263445,0.01718817445865303
1.62,0.14670882968633295,0.26324731363659676,2.4535788284311955,0.043857925744336265,0.029291150545616065,0.016667202490155793,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0025632458244682077,1.0,0.09581749049429658,0.01544828212067846,0.16419253288377422,0.0008775192562741418,2.503157187656712e-05,0.04312088810346866,0.003906672724126777,0.0012218716646460192,0.04521970467736653,0.00018500237478629204,0.03135029987048536,0.017333890589762025
1.6300000000000001,0.14751161800670592,0.26488045011657607,2.453147393833955,0.04423800405076259,0.02936140971373588,0.01680741830286034,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002614602115282416,1.0,0.09581749049429658,0.015629177510016277,0.1642026502039835,0.0008903913050718452,2.5741877773606618e-05,0.04321671943112529,0.003956171621805891,0.0012373603326003247,0.04521971521624175,0.0001869234619558037,0.03150643748200403,0.017479715034974752
1.6400000000000001,0.14831259309976957,0.26651355833611345,2.452715010693182,0.04461838680256455,0.029431345306441536,0.016947736247076736,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0026666025042536567,1.0,0.09581749049429658,0.015810926773230278,0.16421272092933312,0.00090336029859007,2.646681422586292e-05,0.04331202145080208,0.004005878230117005,0.0012529193925773614,0.04521972570658066,0.00018884931006847466,0.031662473692025794,0.017625645696959805
1.6500000000000001,0.14911174645014583,0.2681466368546715,2.4522816845146385,0.04499906588587475,0.02950096539060034,0.017088154187486587,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0027192495994867727,1.0,0.09581749049429658,0.015993525330453243,0.16422274622145197,0.00091642621508572,2.720655971574448e-05,0.04340680626172167,0.004055790218876649,0.001268548295959558,0.04521973614959328,0.00019077989711701883,0.03181841132079101,0.01777168035498605
1.6600000000000001,0.14990906958738695,0.2697796842654562,2.4518474204346323,0.04538003356401781,0.02957027765415605,0.017228670206790586,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002772546001349685,1.0,0.09581749049429658,0.01617696858472542,0.164232727187404,0.0009295890417403271,2.796129356663878e-05,0.04350108539272702,0.004105905285996319,0.0012842465039498432,0.045219746546432814,0.0001927152024290565,0.031974253059385005,0.01791781701506221
1.67,0.15070455408806677,0.27141269915060595,2.451412223729976,0.04576128201275461,0.02963928987478998,0.0173692822648584,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0028264942572695517,1.0,0.09581749049429658,0.016361251919732277,0.1642426649471753,0.0009428487563627937,2.8731194954076896e-05,0.04359487050104176,0.004156221118430474,0.0013000134750707827,0.045219756898265906,0.00019465520605824204,0.03213000162854633,0.018064053555452736
1.68,0.15149819157404978,0.2730456801258899,2.45097609930938,0.04614280378340351,0.029708009452869128,0.01750998853974571,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002881096907216385,1.0,0.09581749049429658,0.016546370702471516,0.16425256056641868,0.0009562053459662812,2.9516443884674843e-05,0.043688172676223616,0.0042067354319224514,0.0013158486778289823,0.04521976720620262,0.00019659988932661083,0.0322856596204501,0.01821038808133554
1.69,0.15228997371458294,0.2746786257953062,2.4505390522294506,0.04652459133212508,0.02977644388607606,0.01765078708258868,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.002936356438424159,1.0,0.09581749049429658,0.01673232028092998,0.16426241512480047,0.0009696587880102001,3.0317220172369548e-05,0.043781003147608945,0.004257445931153801,0.0013317515779569201,0.0452197774713676,0.00019854923424690097,0.03244122965948933,0.01835681856589223
1.7,0.15307989222455645,0.2763115347963787,2.4501010871799282,0.0469066374891147,0.029844600296278265,0.017791676162932438,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0029922753309570282,1.0,0.09581749049429658,0.016919095986812575,0.1642722296478696,0.0009832090694360015,3.113370445325444e-05,0.04387337257941707,0.00430835035026104,0.0013477216513278073,0.04521978769482913,0.00020050322403459162,0.03259671424204829,0.018503343209449737
1.71,0.1538679388665966,0.27794440575417406,2.449662209005676,0.04728893498197063,0.029912485910082134,0.017932653919400434,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003048856012353607,1.0,0.09581749049429658,0.01710669313315831,0.16428200517625732,0.0009968561674446028,3.196607712590188e-05,0.04396529178680578,0.004359446412187777,0.0013637583709402326,0.0452197978776712,0.00020246184256258152,0.03275211589924033,0.01864996007617645
1.72,0.1546541054493177,0.27957723732718337,2.4492224221858145,0.04767147691090883,0.029980107579675237,0.018073718709302657,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003106100903276676,1.0,0.09581749049429658,0.017295107017130856,0.16429174269667876,0.0010106000689950928,3.2814519403081676e-05,0.04405677102221009,0.004410731869972025,0.0013798612200837002,0.04521980802092164,0.00020442507484180972,0.03290743703469,0.018796667457674766
1.73,0.15543838382941685,0.2812100281607758,2.448781731361657,0.04805425626626384,0.030047472269251467,0.018214868755107996,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0031640123720793056,1.0,0.09581749049429658,0.017484332917574317,0.16430144321197773,0.001024440751113751,3.367921221517067e-05,0.04414782069992339,0.004462204465303303,0.00139602967906645,0.045219818125625075,0.00020639290650935446,0.03306268008920843,0.018943463505312317
1.74,0.15622076590991704,0.28284277693365817,2.4483401408097953,0.04843726640968207,0.03011458656987168,0.01835610249829954,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003222592780522504,1.0,0.09581749049429658,0.01767436609786556,0.16431110767126705,0.0010383782008595804,3.456033729957955e-05,0.04423845067374504,0.004513861970580472,0.0014122632386320145,0.04521982819277017,0.00020836532427648955,0.03321784737660136,0.01909034659823152
1.75,0.15700124364225992,0.28447548231073755,2.4478976549759053,0.048820500585770144,0.03018145719174911,0.018497418241688907,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003281844438324466,1.0,0.09581749049429658,0.017865201803407005,0.16432073704081737,0.0010524123951615775,3.545807606692221e-05,0.044328670970062996,0.004565702146673033,0.0014285613864294874,0.04521983822336345,0.00021034231545165037,0.03337294125027434,0.019237314971356462
1.76,0.15777980902454727,0.286108142990211,2.447454277941887,0.04920395240926395,0.030248090473123213,0.018638814507468137,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0033417696488493576,1.0,0.09581749049429658,0.01805683526454534,0.1643303322333353,0.0010665433212541425,3.637261072808695e-05,0.044418491056811185,0.004617722785752981,0.0014449236206827188,0.04521984821835566,0.00021232386835425305,0.03352796393707065,0.019384367087766863
1.77,0.15855645410362587,0.28774075765579804,2.4470100139654423,0.049587615370839666,0.030314492878395997,0.01878028967541575,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0034023706637182904,1.0,0.09581749049429658,0.018249261693997633,0.16433989417969452,0.001080770956039898,3.730412312304981e-05,0.04450792058503145,0.004669921668259603,0.0014613494364023101,0.045219858178716446,0.00021430997187408984,0.03368291770579826,0.01953150126243238
1.78,0.15933117097332974,0.2893733250244697,2.4465648669413538,0.049971483330216816,0.03038067050105962,0.01892184234509952,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0034636497284292744,1.0,0.09581749049429658,0.018442476289837882,0.16434942375735812,0.0010950952869980515,3.825279588611754e-05,0.044596968649208424,0.004722296606505192,0.0014778383393077978,0.04521986810535985,0.0002163006158496057,0.03383780469911432,0.0196787160389035
1.79,0.16010395177655648,0.2910058437980567,2.4461188409467733,0.0503555500161776,0.030446629567636677,0.01906347097001071,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0035256090370490156,1.0,0.09581749049429658,0.018636474232856078,0.1643589218629452,0.001109516291069545,3.9218811236627356e-05,0.044685644537233914,0.004774845400845531,0.001494389831781667,0.04521987799921984,0.00021829579066487347,0.03399262710395605,0.019826009808811138
1.8,0.16087478870351052,0.2926383127116097,2.4456719396966897,0.050739809525558,0.030512375934709207,0.01920517422388322,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0035882507777524886,1.0,0.09581749049429658,0.018831250689612822,0.16436838933980366,0.001124033956041937,4.02023521832109e-05,0.04477395698219692,0.004827565884058683,0.001511003427044647,0.045219887861174896,0.00022029548759120351,0.034147386981489676,0.01997338119283855
1.81,0.16164367399377105,0.2942707304843906,2.445224167094887,0.05112425581751659,0.03057791559862008,0.019346950630786938,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003651577087596447,1.0,0.09581749049429658,0.019026800809731084,0.1643778270514068,0.0011386482589534229,4.120360127540762e-05,0.04486191492068012,0.0048804558767231235,0.0015276786348519553,0.04521989769212448,0.0002222996984227999,0.034302086439429044,0.020120828656018417
1.82,0.16241059993453577,0.29590309586885616,2.4447755266836477,0.05150888321836994,0.030643254186648785,0.019488798935530932,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0037155900979821688,1.0,0.09581749049429658,0.019223119729018953,0.16438723580808293,0.0011533591879578544,4.222274184797693e-05,0.044949526736079104,0.004933513232368798,0.00154441497592183,0.045219907492912687,0.00022430841578060048,0.034456727460066006,0.02026835089295217
1.83,0.16317555886268076,0.2975354076010402,2.4443260222003342,0.05189368591015118,0.030708397472432,0.019630717729745832,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0037802918895146753,1.0,0.09581749049429658,0.0194202025666941,0.1643966164412357,0.0011681667202441785,4.3259956732475104e-05,0.04503680102516191,0.004986735792064919,0.0015612119673742207,0.04521991726440555,0.00022632163278769318,0.0346113120744609,0.020415946438935666
1.84,0.16393854316300496,0.2991676644501527,2.443875657021378,0.05227865844124676,0.030773350861330744,0.019772705826339422,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003845684537375327,1.0,0.09581749049429658,0.019618044428574698,0.16440596972923716,0.0011830708443851784,4.431542954246761e-05,0.04512374583299043,0.005040121430342381,0.001578069137412668,0.04521992700741389,0.0002283393433342999,0.03476584218857123,0.020563614059393
1.85,0.16469954527028144,0.3007998651683607,2.44342443472444,0.052663795209284554,0.030838119911528617,0.019914761881597555,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003911770066275633,1.0,0.09581749049429658,0.01981664040423639,0.16441529647246564,0.001198071537768911,4.5389343344160884e-05,0.04521036942767478,0.005093668008993306,0.0015949860105056639,0.045219936722771414,0.00023036154179401297,0.03492031975929819,0.02071135235686146
1.86,0.16545855766750278,0.3024320085409941,2.4429723585267307,0.0530490909775295,0.030902709813634553,0.020056884773660955,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.003978550495739697,1.0,0.09581749049429658,0.02001598557027151,0.16442459741836887,0.001213168789434713,4.648188198352693e-05,0.04529667952696916,0.005147373423763755,0.001611962122321945,0.045219946411256734,0.0002323882232488531,0.03507474661873025,0.020859160164607395
1.87,0.166215572887924,0.3040640933357339,2.4425194318527086,0.05343454035214053,0.030967125917417643,0.020199073220673765,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004046027795150842,1.0,0.09581749049429658,0.020216074987378485,0.16443387333731366,0.0012283625770132542,4.759322871495081e-05,0.045382684081153334,0.005201235557367213,0.0016289970046547766,0.0452199560736723,0.00023441938324736807,0.035229124652030305,0.021007036149500717
1.8800000000000001,0.16697058351330837,0.3056961183534161,2.442065657766778,0.05382013830428319,0.031031373205689092,0.0203413261632508,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.00411420392893902,1.0,0.09581749049429658,0.020416903703689305,0.16444312494682475,0.0012436528900533113,4.872356757123445e-05,0.045468390491374494,0.005255252326946382,0.0016460902006106837,0.045219965710765544,0.00023645501798870788,0.03538345561981044,0.021154979209780836
1.8900000000000001,0.1677235821759625,0.3073280823766357,2.4416110395464763,0.054205879641794304,0.03109545682663308,0.020483642378702455,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004183080811729578,1.0,0.09581749049429658,0.020618466751791454,0.1644523529882407,0.001259039706467083,4.987308194933611e-05,0.0455538064005889,0.005309421636302896,0.0016632412492769311,0.04521997532330868,0.00023849512412361246,0.03553774133784438,0.021302988073850553
1.9000000000000001,0.16847456155698234,0.30895998422114,2.4411555801096037,0.054591759536970055,0.031159381562011035,0.02062602086746213,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.0042526603534263074,1.0,0.09581749049429658,0.020820759152123502,0.16446155815013513,0.0012745230163512008,5.104195602417971e-05,0.045638938903720526,0.00536374142412684,0.0016804497011636895,0.04521998491201899,0.00024053969889646336,0.03569198349758975,0.021451061702160615
1.9100000000000001,0.16922351438828012,0.31059182268385666,2.440699282592854,0.05497777299267679,0.03122315236504839,0.02076846046341574,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004322944414469454,1.0,0.09581749049429658,0.021023775909929508,0.16447074114577248,0.0012901027979339817,5.223037329052703e-05,0.04572379534659658,0.005418209615445042,0.0016977151026149897,0.04521999447763944,0.00024258873999016652,0.03584618384771042,0.02159919888195237
1.92,0.16997043345083102,0.31222359659486765,2.440242149773417,0.055363915375773814,0.03128677382300383,0.02091096022425961,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004393934850809522,1.0,0.09581749049429658,0.021227512018722826,0.16447990263571807,0.0013057790418941112,5.343851802158049e-05,0.045808382527992915,0.005472824170616888,0.0017150370115042973,0.045220004020858136,0.0002446422456251585,0.03600034401276249,0.021747398633229994
1.93,0.17071531157669187,0.31385530476487034,2.439784184653018,0.05575018187770804,0.031350250700572214,0.021053519037962355,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004465633469273644,1.0,0.09581749049429658,0.021431962457172972,0.1644890433060879,0.001321551726806535,5.4666573765922904e-05,0.04589270750649797,0.005527583036003595,0.0017324149813892334,0.045220013542389775,0.0002467002144491724,0.03615446567651143,0.02189565979948085
1.94,0.1714581416472481,0.31548694603772276,2.439325389874034,0.05613656805353125,0.031413587396860856,0.02119613601702394,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004538042072434578,1.0,0.09581749049429658,0.021637122192637435,0.16449816379035348,0.0013374208439622128,5.591472485202399e-05,0.04597677679451379,0.005582484193728729,0.0017498485774604942,0.045220023042894214,0.0002487626455921901,0.03630855039879757,0.022043981457704896
1.95,0.17219891659522465,0.3171185192373462,2.4388657683089003,0.05652306927701598,0.031476788494269575,0.021338810101097377,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004611162414083658,1.0,0.09581749049429658,0.02184298617798117,0.16450726474838034,0.0013533863723093852,5.7183154839159924e-05,0.046060597172984115,0.005637525611570968,0.0017673373604406514,0.04522003252305883,0.0002508295386020656,0.03646259980063325,0.022192362505141273
1.96,0.17293762940293286,0.3187500232208338,2.4384053224707847,0.056909681285227595,0.03153985820991532,0.02148154045512014,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,0.004684996243987882,1.0,0.09581749049429658,0.02204954935517632,0.16451634678743332,0.001369448303777765,5.847204806880641e-05,0.046144174877418835,0.005692705293487651,0.0017848809027863357,0.045220041983516174,0.00025290089345442846,0.03661661537926349,0.022340802073324947
