T,H,IC,ICA,IH,INA,INN,INR,INV,S1,X,XE,XN,XR,XV,Y,YN,YR,YV
11.712,0.52595508,4.1282415,1.8982415,2.8927529,0.0031447981,-0.0047980142,-0.012038795,0.0065945424,1.0,1.6014657,0.56931716,-1.4612873,-1.3677129,-1.5801762,5.6999998,0.0,1.4943592e-15,0.0
11.76,0.52720368,4.1198726,1.8898726,2.8996203,0.0018149692,-0.0032016891,-0.011231519,0.010530937,1.0,1.5968298,0.56863075,-1.4577131,-1.3695209,-1.5719931,5.6999998,0.0,1.275114e-15,0.0
11.808,0.52844906,4.1114793,1.8814794,2.9064696,0.00028206658,-0.0029747693,-0.010992116,0.012379559,1.0,1.5918427,0.56789941,-1.4565676,-1.3675662,-1.5665343,5.6999998,0.0,1.0880353e-15,0.0
11.856,0.5296911,4.1030645,1.8730645,2.913301,-0.00037867523,-0.0019521074,-0.011794814,0.01142193,1.0,1.5874995,0.56715667,-1.4541736,-1.368937,-1.5634896,5.6999998,0.0,9.284040100000001e-16,0.0
11.904,0.53092986,4.0946302,1.8646302,2.9201143,-0.0016956243,-0.00067646086,-0.013074354,0.012975818,1.0,1.5825816,0.56640393,-1.4499664,-1.3701967,-1.5585514,5.6999998,0.0,7.921930200000001e-16,0.0
11.952,0.53216535,4.0861788,1.8561788,2.9269094,-0.00098669995,-0.00028736627,-0.014024636,0.013095939,1.0,1.5804427,0.56563878,-1.4473833,-1.3721837,-1.5544926,5.6999998,0.0,6.759662300000001e-16,0.0
12.0,0.53339761,4.0777125,1.8477125,2.933687,0.00096517842,-0.0010880289,-0.015840648,0.013541238,1.0,1.5787308,0.56488311,-1.4467551,-1.3754556,-1.551707,5.6999998,0.0,5.7679169e-16,0.0
12.048,0.53462666,4.0692334,1.8392336,2.9404466,0.00071817904,-0.0025612256,-0.015014622,0.013797859,0.99999994,1.5754807,0.56410265,-1.4483671,-1.3753347,-1.5467536,5.6999998,0.0,4.9216754e-16,0.0
12.096,0.53585243,4.0607443,1.8307445,2.9471884,-0.0019759329,-0.0026706657,-0.013931848,0.013483305,0.99999994,1.5689327,0.56333339,-1.4470669,-1.37314,-1.5439119,5.6999998,0.0,4.1995909000000004e-16,0.0
12.144,0.53707498,4.052247,1.8222471,2.9539123,-0.00049381185,0.00049816747,-0.012997811,0.015558873,0.99999994,1.566888,0.56253892,-1.4420997,-1.3708816,-1.5376781,5.6999998,0.0,3.583447e-16,0.0
12.192,0.53829426,4.0437436,1.8137437,2.9606185,0.002226409,-0.00084765715,-0.013893155,0.0173549,0.99999994,1.5667357,0.5617125,-1.4405596,-1.3736181,-1.5317628,5.6999998,0.0,3.0577008e-16,0.0
12.24,0.53951037,4.0352364,1.8052365,2.9673071,0.004503042,-0.00026919338,-0.015463143,0.016583296,0.99999994,1.5652364,0.56087279,-1.439744,-1.3744938,-1.5287576,5.6999998,0.0,2.6090894000000003e-16,0.0
12.288,0.54072332,4.0267272,1.7967272,2.9739783,0.0047453288,-0.00021362035,-0.015475227,0.014789694,0.99999994,1.5621617,0.56005698,-1.4364563,-1.3764502,-1.5266596,5.6999998,0.0,2.2262964e-16,0.0
12.336,0.541933,4.018218,1.788218,2.9806316,0.0052245995,0.0010473523,-0.012983288,0.015516622,0.99999994,1.5597582,0.55924588,-1.4334913,-1.3726202,-1.5221683,5.6999998,0.0,1.8996647000000003e-16,0.0
12.384,0.54313958,4.0097108,1.7797108,2.9872675,0.0038956464,0.00185971,-0.013436656,0.014993599,0.99999994,1.5545503,0.55841815,-1.4297603,-1.3726027,-1.5188967,5.6999998,0.0,1.620955e-16,0.0
12.432,0.54434294,4.0012074,1.7712072,2.993886,0.0042186598,0.0001287129,-0.013621385,0.015948342,0.99999994,1.5508877,0.55760324,-1.4317738,-1.3737332,-1.5143291,5.6999998,0.0,1.3831362e-16,0.0
12.48,0.54554307,3.9927094,1.7627094,3.0004871,0.0014729289,-0.003235565,-0.01484289,0.015463575,0.99999994,1.5439482,0.55677176,-1.4341099,-1.3729509,-1.5107284,5.6999998,0.0,1.1802091e-16,0.0
12.528,0.54674011,3.9842186,1.7542186,3.0070705,0.0010928242,-0.0031977443,-0.012711889,0.015045928,0.99999994,1.5405293,0.55594128,-1.4335334,-1.3715796,-1.5074145,5.6999998,0.0,1.0070545000000001e-16,0.0
12.576,0.547934,3.9757366,1.7457367,3.0136368,0.0023998802,-0.0039397525,-0.014138726,0.016460853,0.99999994,1.5383782,0.55509746,-1.4326811,-1.3731933,-1.5015838,5.6999998,0.0,8.593042000000001e-17,0.0
12.624,0.54912472,3.9672651,1.7372652,3.0201859,0.0023764665,-0.0047561596,-0.011866836,0.01596917,0.99999994,1.5343176,0.55423129,-1.4321923,-1.3710697,-1.4978633,5.6999998,0.0,7.3323123e-17,0.0
12.672,0.55031228,3.9588056,1.7288054,3.0267177,0.0031584855,-0.0057137543,-0.012596202,0.015885875,0.99999994,1.5319402,0.55337173,-1.4304984,-1.3705866,-1.4940419,5.6999998,0.0,6.2565506e-17,0.0
12.72,0.55149674,3.9503589,1.7203588,3.0332322,0.0029708003,-0.0074033998,-0.012146817,0.017768318,0.99999994,1.5277702,0.5524866,-1.432889,-1.3701319,-1.4876599,5.6999998,0.0,5.3386190000000005e-17,0.0
12.768,0.55267811,3.9419267,1.7119267,3.0397296,0.005037358,-0.0077669141,-0.011563431,0.016311692,0.99999994,1.5266358,0.551606,-1.432831,-1.3685802,-1.4855084,5.6999998,0.0,4.5553624e-17,0.0
12.816,0.55385631,3.9335101,1.70351,3.0462098,0.0038556415,-0.0090564601,-0.010963985,0.016135562,0.99999994,1.5216715,0.55072182,-1.4315015,-1.3674213,-1.48162,5.6999998,0.0,3.8870213e-17,0.0
12.864,0.55503142,3.9251101,1.69511,3.0526729,0.0025833682,-0.0083714556,-0.012500561,0.015710788,0.99999994,1.5159024,0.54984665,-1.430123,-1.370074,-1.478188,5.6999998,0.0,3.3167362e-17,0.0
12.912,0.55620348,3.9167275,1.6867276,3.059119,0.0029580162,-0.0067425347,-0.011395046,0.014358434,0.99999994,1.5129498,0.54896492,-1.4263401,-1.3687918,-1.4753784,5.6999998,0.0,2.8301204e-17,0.0
12.96,0.55737239,3.9083638,1.6783638,3.0655482,0.0050272453,-0.0059293634,-0.012146736,0.01546839,0.99999994,1.5108981,0.54807758,-1.4234347,-1.3691145,-1.4695652,5.6999998,0.0,2.4148987000000002e-17,0.0
13.008,0.55853826,3.9000192,1.6700191,3.0719604,0.0037704001,-0.006310754,-0.01267136,0.01572988,0.99999994,1.5067374,0.54718155,-1.4210336,-1.3697122,-1.4650156,5.6999998,0.0,2.0605962e-17,0.0
13.056,0.55970109,3.8916945,1.6616945,3.0783558,0.0025132112,-0.0046951338,-0.01332855,0.01753689,0.99999994,1.501151,0.54626238,-1.4170585,-1.3711675,-1.4588382,5.6999998,0.0,1.7582755e-17,0.0
13.104,0.56086081,3.8833904,1.6533905,3.0847344,-0.00099401583,-0.0039025059,-0.012011876,0.017744733,0.99999994,1.4922303,0.54530704,-1.4147335,-1.3695672,-1.4534912,5.6999998,0.0,1.5003098e-17,0.0
13.152,0.5620175,3.8751075,1.6451075,3.0910962,-0.0017167847,-0.0040849322,-0.011699466,0.017694248,0.99999994,1.4872447,0.54434556,-1.4116108,-1.3696806,-1.4494042,5.6999998,0.0,1.2801914e-17,0.0
13.2,0.56317109,3.8668458,1.6368458,3.0974412,-5.5602148e-05,-0.0065418193,-0.012049391,0.017231451,0.99999994,1.4852419,0.54338688,-1.4126456,-1.3690537,-1.4455234,5.6999998,0.0,1.0923679000000001e-17,0.0
13.248,0.5643217,3.8586061,1.628606,3.1037693,-0.00022865877,-0.0038956897,-0.0095868399,0.016658405,0.99999994,1.480811,0.54243392,-1.4091911,-1.3665603,-1.4425701,5.6999998,0.0,9.321008599999999e-18,0.0
13.296,0.56546926,3.8503881,1.620388,3.110081,0.00034428103,-0.0056126728,-0.0084466338,0.0161175,0.99999994,1.4779912,0.54148781,-1.4074314,-1.3630224,-1.4385606,5.6999998,0.0,7.953474799999999e-18,0.0
13.344,0.56661379,3.8421919,1.612192,3.1163759,0.0013882769,-0.0067056282,-0.0078876978,0.012986695,0.99999994,1.4747602,0.54055232,-1.4077688,-1.3616948,-1.4382731,5.6999998,0.0,6.7865788999999996e-18,0.0
13.392,0.56775534,3.834018,1.604018,3.1226542,0.0028447574,-0.0069387024,-0.0080298642,0.011576172,0.99999994,1.473004,0.53965867,-1.4060866,-1.3633367,-1.4354702,5.6999998,0.0,5.7908842999999996e-18,0.0
13.44,0.56889385,3.8258657,1.5958658,3.128916,0.0012326862,-0.0070852172,-0.0078783669,0.012143148,0.99999994,1.466961,0.53875738,-1.4051516,-1.3603407,-1.4311048,5.6999998,0.0,4.9412733999999995e-18,0.0
13.488,0.57002932,3.8177354,1.5877354,3.1351614,0.0018158392,-0.0070594521,-0.0083766365,0.011351421,0.99999994,1.4633081,0.53783566,-1.4026691,-1.3635244,-1.4273491,5.6999998,0.0,4.2163133e-18,0.0
13.536,0.57116187,3.8096263,1.5796263,3.1413903,0.002245436,-0.0038064423,-0.0077998945,0.010618465,0.99999988,1.4597036,0.53692389,-1.3980076,-1.3625342,-1.4238786,5.6999998,0.0,3.5977162e-18,0.0
13.584,0.57229143,3.8015385,1.5715383,3.1476028,0.0016221397,-0.0020894983,-0.0072110603,0.011238596,0.99999988,1.4545095,0.53601325,-1.391583,-1.3606434,-1.419064,5.6999998,0.0,3.0698762999999996e-18,0.0
13.632,0.57341796,3.7934709,1.563471,3.1537988,0.00057002832,-0.0031526082,-0.0058015762,0.012072824,0.99999988,1.4490182,0.53505945,-1.3904105,-1.3589374,-1.411895,5.6999998,0.0,2.6194787999999996e-18,0.0
13.68,0.57454157,3.7854235,1.5554235,3.1599786,0.00085079746,-0.0046631908,-0.0071443771,0.012386832,0.99999988,1.4449008,0.53408545,-1.3892121,-1.3591886,-1.4068695,5.6999998,0.0,2.2351612999999997e-18,0.0
13.728,0.5756622,3.7773955,1.5473955,3.1661422,0.0026806984,-0.0044185016,-0.0061910865,0.012217006,0.99999988,1.4425497,0.53310806,-1.389097,-1.3582014,-1.4023408,5.6999998,0.0,1.9072291e-18,0.0
13.776,0.5767799,3.7693863,1.5393862,3.1722896,0.0018686828,-0.002332519,-0.0077467603,0.012737253,0.99999988,1.4380271,0.53209388,-1.3842113,-1.3613474,-1.3959329,5.6999998,0.0,1.6274094999999999e-18,0.0
13.824,0.57789463,3.7613947,1.5313948,3.1784205,0.0018978264,-0.0031372195,-0.0069951257,0.015038245,0.99999988,1.4335306,0.53105569,-1.3816899,-1.3598611,-1.3881015,5.6999998,0.0,1.3886438e-18,0.0
13.872,0.57900643,3.7534206,1.5234205,3.1845355,0.0010523346,-0.00450016,-0.0076599424,0.01614482,0.99999988,1.4271262,0.52995944,-1.3816551,-1.3617712,-1.380154,5.6999998,0.0,1.1849085999999999e-18,0.0
13.92,0.58011532,3.7454624,1.5154624,3.1906345,0.00056798494,-0.0045385291,-0.0076720035,0.014560621,0.99999988,1.4220992,0.52885461,-1.3796668,-1.3616436,-1.3779639,5.6999998,0.0,1.0110645e-18,0.0
13.968,0.58122128,3.7375193,1.5075194,3.1967173,-0.00034408036,-0.0025962435,-0.0052718269,0.014770993,0.99999988,1.4153473,0.52774411,-1.3737724,-1.3569028,-1.3717397,5.6999998,0.0,8.627259099999999e-19,0.0
14.016,0.58232433,3.7295904,1.4995905,3.2027838,-0.0031660218,-0.00013224175,-0.0032215517,0.015780348,0.99999988,1.4066955,0.52662873,-1.3664726,-1.3537428,-1.3666525,5.6999998,0.0,7.3615089e-19,0.0
14.064,0.58342451,3.7216747,1.4916747,3.2088346,-0.0034719484,0.00039397055,-0.0044378075,0.016269546,0.99999988,1.4011002,0.52548116,-1.3629236,-1.3545656,-1.3596885,5.6999998,0.0,6.2814633e-19,0.0
14.112,0.58452171,3.7137709,1.4837708,3.2148695,-0.0021350603,0.00012644113,-0.0035122968,0.015088624,0.99999982,1.3978088,0.52431816,-1.3584182,-1.3514277,-1.3558393,5.6999998,0.0,5.359877e-19,0.0
14.16,0.58561611,3.7058775,1.4758776,3.2208884,-0.0027189518,0.0020884185,-0.0030320762,0.016285442,0.99999982,1.3933706,0.52313524,-1.3537567,-1.3519623,-1.3479199,5.6999998,0.0,4.5735018e-19,0.0
14.208,0.58670753,3.697994,1.467994,3.2268915,-0.0024128316,0.0026057763,-0.002900827,0.018001616,0.99999982,1.3880231,0.52189851,-1.3485066,-1.3512001,-1.3381425,5.6999998,0.0,3.9024992999999997e-19,0.0
14.256,0.58779615,3.6901186,1.4601184,3.2328789,-0.0045895893,0.0027009423,-0.0022236044,0.016617013,0.99999982,1.3788025,0.52064234,-1.346688,-1.3508141,-1.3348145,5.6999998,0.0,3.3299433e-19,0.0
14.304,0.58888191,3.6822498,1.4522499,3.2388504,-0.0030380448,0.0035693715,-0.0020953387,0.019065378,0.99999982,1.3764035,0.5193705,-1.3408606,-1.3497558,-1.3242866,5.6999998,0.0,2.84139e-19,0.0
14.352,0.58996475,3.674387,1.444387,3.2448061,-0.0043089231,0.0029617737,-0.00051511126,0.017964318,0.99999982,1.3692995,0.51804829,-1.3387372,-1.3493134,-1.3199046,5.6999998,0.0,2.4245147e-19,0.0
14.4,0.59104478,3.6665282,1.4365282,3.2507463,-0.0044959597,0.0064295861,0.0019848635,0.016620871,0.99999976,1.3637807,0.51673859,-1.3307786,-1.3432305,-1.3160769,5.6999998,0.0,2.0688015e-19,0.0
14.448,0.59212196,3.6586723,1.4286724,3.2566707,-0.0046139969,0.0054629669,9.1451097e-05,0.015016526,0.99999976,1.3583678,0.51546866,-1.3255455,-1.3447728,-1.3154473,5.6999998,0.0,1.7652767999999999e-19,0.0
14.496,0.59319627,3.6508181,1.4208181,3.2625794,-0.0067582908,0.0071151792,0.0030927565,0.017320894,0.99999976,1.347663,0.51416433,-1.3208185,-1.3420391,-1.3036536,5.6999998,0.0,1.5062838999999998e-19,0.0
14.544,0.59426779,3.6429639,1.412964,3.2684727,-0.0077614156,0.0045060869,0.0037484847,0.017582305,0.99999976,1.3410294,0.51280004,-1.3213751,-1.3383631,-1.2963848,5.6999998,0.0,1.285289e-19,0.0
14.592,0.59533644,3.6351087,1.4051086,3.2743506,-0.0071429648,0.0043645781,0.0055518979,0.018277481,0.99999976,1.3356307,0.51140326,-1.3188229,-1.333532,-1.2875718,5.6999998,0.0,1.0967175e-19,0.0
14.64,0.59640235,3.6272507,1.3972507,3.2802129,-0.0060272249,0.0057325321,0.0067518163,0.015290048,0.9999997,1.3320398,0.50998127,-1.3119333,-1.3321692,-1.2868896,5.6999998,0.0,9.3581243e-20,0.0
14.688,0.5974654,3.6193886,1.3893887,3.2860596,-0.0040380605,0.0050267139,0.0051687746,0.015604966,0.9999997,1.3305066,0.50861055,-1.3081213,-1.3324833,-1.2804575,5.6999998,0.0,7.985144699999999e-20,0.0
14.736,0.59852564,3.6115212,1.3815213,3.2918911,-0.0045604645,0.0035214624,0.0043096012,0.017038854,0.9999997,1.3237298,0.50717872,-1.3072951,-1.3354498,-1.2696458,5.6999998,0.0,6.8136024e-20,0.0
14.784,0.59958309,3.6036475,1.3736475,3.2977071,-0.0040972824,0.0043293033,0.0037377698,0.016134739,0.99999964,1.3183318,0.5057286,-1.3025867,-1.3388165,-1.2642503,5.6999998,0.0,5.813943e-20,0.0
14.832,0.60063779,3.5957656,1.3657656,3.3035078,-0.0047592558,0.0043570334,0.005591847,0.017348262,0.99999964,1.3111391,0.50424397,-1.2989198,-1.3367504,-1.2525837,5.6999998,0.0,4.9609492e-20,0.0
14.88,0.6016897,3.5878744,1.3578744,3.3092933,-0.0048656594,0.0020595151,0.0058327955,0.01893929,0.99999964,1.3048919,0.50264847,-1.2961997,-1.3353009,-1.2408317,5.6999998,0.0,4.2331025999999997e-20,0.0
14.928,0.60273886,3.579973,1.3499728,3.3150635,-0.0065015969,0.0014377179,0.0055805747,0.019425601,0.99999958,1.2930213,0.50095946,-1.2939023,-1.3351493,-1.2279153,5.6999998,0.0,3.6120418e-20,0.0
14.976,0.60378522,3.5720596,1.3420596,3.3208187,-0.0060427021,0.0019491438,0.0060979221,0.021737797,0.99999958,1.2876235,0.49917221,-1.2885216,-1.3336854,-1.2129389,5.6999998,0.0,3.0821005e-20,0.0
15.024,0.60482883,3.5641336,1.3341336,3.3265586,-0.0049587232,0.0021166008,0.0040465221,0.02191492,0.99999958,1.2844528,0.49727869,-1.2815886,-1.3363051,-1.2028878,5.6999998,0.0,2.6299093e-20,0.0
15.072,0.60586971,3.5561936,1.3261937,3.3322833,-0.004606849,0.0024568767,0.0018187831,0.022706389,0.99999952,1.2770479,0.49534693,-1.2764468,-1.3407807,-1.1910402,5.6999998,0.0,2.2440615e-20,0.0
15.12,0.60690778,3.5482388,1.3182387,3.3379929,-0.0027856377,0.0029496681,0.0026917804,0.023842501,0.99999952,1.2745386,0.49327791,-1.2685404,-1.3400166,-1.1739759,5.6999998,0.0,1.9148236e-20,0.0
15.168,0.60794318,3.5402679,1.3102679,3.3436875,-0.0021746475,0.0016563635,0.0030513278,0.025400931,0.99999946,1.2685159,0.4910652,-1.2623014,-1.3406029,-1.1541712,5.6999998,0.0,1.6338898e-20,0.0
15.216,0.60897589,3.5322802,1.3022801,3.3493671,2.2936903e-05,-0.00045044237,0.0031594478,0.02578905,0.99999946,1.2672094,0.48866445,-1.2582868,-1.3396577,-1.1360102,5.6999998,0.0,1.3941733e-20,0.0
15.264,0.6100058,3.5242746,1.2942746,3.355032,0.00082554517,-0.00068809668,0.0023076443,0.026469234,0.9999994,1.2623358,0.48610714,-1.2544514,-1.3396418,-1.116357,5.6999998,0.0,1.1896268e-20,0.0
15.312,0.61103302,3.5162506,1.2862506,3.3606818,0.0011012475,-0.0014478624,0.0041836696,0.026090227,0.9999994,1.2556708,0.48340923,-1.24371,-1.3389552,-1.0966725,5.6999998,0.0,1.0150904e-20,0.0
15.36,0.61205757,3.5082073,1.2782072,3.3663166,0.0010525569,-0.001318738,0.005111875,0.024759393,0.99999934,1.2484907,0.48060805,-1.2352577,-1.3360465,-1.0860511,5.6999998,0.0,8.6616126e-21,0.0
15.408,0.61307937,3.500144,1.270144,3.3719366,0.00075403816,-0.0011207688,0.0052043744,0.025253642,0.99999928,1.2384121,0.47761205,-1.2233859,-1.3352423,-1.0513532,5.6999998,0.0,7.3908216e-21,0.0
15.456,0.61409849,3.4920604,1.2620604,3.3775418,-0.0003266283,-0.00040227638,0.0020328129,0.024280919,0.99999923,1.2276163,0.47423151,-1.2085454,-1.3384535,-1.0192231,5.6999998,0.0,6.3064759e-21,1.4012985e-45
15.504,0.61511499,3.4839556,1.2539557,3.3831322,3.2263847e-06,-0.0006777629,0.0034951421,0.023509329,0.99999923,1.2150565,0.47019234,-1.1915103,-1.3399403,-0.93125457,5.6999998,0.0,5.3812198e-21,1.2821881e-42
15.552,0.6147877,3.4758298,1.2458298,3.3813322,-0.00050092628,-0.0014738484,0.001946375,0.021263104,0.99547297,-2.5390537,0.45965165,-1.1662265,-1.3394794,2.1917605,5.5646276,0.0,4.5917131e-21,0.061968844
15.6,0.60780072,3.4676821,1.2376822,3.3429039,-0.0027027887,-0.0020959279,0.0053679431,0.023259049,0.96952933,-2.4845083,0.44207701,-1.0917614,-1.3144598,2.1672099,4.8173003,0.0,3.9180387e-21,0.31974897
15.648,0.60089314,3.4595127,1.2295127,3.3049123,-0.0024883717,-0.0033346757,0.0056430264,0.024947897,0.94426179,-2.439311,0.4255951,-0.96253645,-1.2829046,2.1431935,4.1703386,1.5134023e-43,3.3432029e-21,0.55960834
15.696,0.59406406,3.4513214,1.2213213,3.2673523,0.0004018326,-0.0049162218,0.0057394244,0.025177704,0.91965282,-2.3972802,0.4101468,-0.66120929,-1.2496679,2.1196625,3.6102636,3.5549723e-31,2.852704e-21,0.78279287
15.744,0.58731264,3.4431078,1.2131079,3.2302194,0.0025330917,-0.0037222386,0.0064956225,0.02350012,0.89568514,-2.3589053,0.39568669,1.6224995,-2.1029761,2.0959365,3.1254065,0.23957802,2.434169e-21,0.99046171
15.792,0.58063787,3.4348726,1.2048726,3.1935084,0.0024746649,-0.0036252299,0.011243744,0.024377545,0.87234211,-2.3248734,0.38216609,1.9729705,-2.1070092,2.0741448,2.7056656,0.75254232,2.0770392e-21,1.1836935
15.84,0.57403904,3.4266155,1.1966155,3.1572146,0.0038594892,-0.004014472,0.015925804,0.023911685,0.84960747,-2.2938001,0.36953223,1.9262757,-2.0992329,2.0528786,2.3422956,1.2198273,1.772306e-21,1.363492
15.888,0.56751513,3.4183369,1.1883368,3.1213334,0.0059446651,-0.0023132141,0.018066997,0.023995491,0.8274653,-2.2648606,0.35773528,1.8818554,-2.0923104,2.0322571,2.0277262,1.6455005,1.5122817e-21,1.530791
15.936,0.56106544,3.410037,1.1800371,3.0858598,0.0058062365,-0.0021305953,0.020735869,0.025125882,0.80590016,-2.2397892,0.34673032,1.8390721,-2.0857663,2.0130744,1.7554033,2.0332677,1.290407e-21,1.6864595
15.984,0.55468899,3.4017167,1.1717168,3.0507894,0.0051581045,-0.0013764915,0.018817106,0.026030736,0.78489709,-2.2172267,0.33647195,1.7972848,-2.0811975,1.9946382,1.5196532,2.3865044,1.1010846e-21,1.831306
16.032,0.54838502,3.3933764,1.1633763,3.0161176,0.0038632788,-0.0023454789,0.018499345,0.025816929,0.76444137,-2.1972756,0.32691672,1.7557715,-2.0763381,1.9764252,1.3155644,2.7082853,9.3953874e-22,1.9660828
16.08,0.5421527,3.3850164,1.1550164,2.9818399,0.0032839223,-0.0032771265,0.018959947,0.024802659,0.74451882,-2.1790214,0.31803608,1.7156634,-2.0710249,1.9579929,1.1388845,3.0014119,8.0169412e-22,2.09149
16.128,0.53599119,3.3766377,1.1466378,2.9479518,0.0017571629,-0.0047136587,0.018113691,0.022912821,0.72511542,-2.1627645,0.30980405,1.6758991,-2.0666885,1.940068,0.98593277,3.2684355,6.8407337e-22,2.208179
16.176001,0.52989978,3.3682413,1.1382414,2.9144487,0.003128825,-0.0044768192,0.01753105,0.021526482,0.70621771,-2.1469157,0.30218357,1.6386857,-2.0621927,1.9228102,0.85352236,3.5116806,5.8370941e-22,2.316756
16.224001,0.5238775,3.3598282,1.1298281,2.8813264,0.0025360931,-0.0036231589,0.01781817,0.023749253,0.68781251,-2.1333945,0.29512459,1.6028088,-2.057147,1.9084653,0.73889458,3.7332649,4.9807037e-22,2.4177847
16.271999,0.51792371,3.3513992,1.121399,2.8485806,0.0043753129,-0.0026448444,0.018149994,0.023795946,0.66988701,-2.1200337,0.28858414,1.5680168,-2.0523012,1.8932515,0.63966131,3.9351172,4.2499585e-22,2.5117898
16.32,0.51203758,3.3429554,1.1129553,2.8162067,0.0056874361,-0.0025805291,0.017510872,0.023814728,0.65242863,-2.1083145,0.28254563,1.5326037,-2.0479269,1.8788704,0.55375504,4.1189947,3.6264249000000003e-22,2.5992599
16.368,0.50621837,3.3344982,1.1044983,2.7842009,0.0041059023,-0.00092152366,0.017781885,0.023837643,0.63542527,-2.0984247,0.27698326,1.5002483,-2.0437045,1.8648778,0.47938594,4.2864976,3.0943732e-22,2.680649
16.416,0.50046527,3.3260291,1.096029,2.7525589,0.007655337,0.00051821949,0.019048639,0.021837994,0.61886507,-2.0874143,0.27187464,1.4691249,-2.0382116,1.8500686,0.41500458,4.4390845,2.6403813000000004e-22,2.7563801
16.464001,0.49477753,3.3175492,1.0875492,2.7212765,0.0075865407,0.00077473116,0.018159464,0.02287061,0.60273641,-2.0787919,0.26718262,1.4352521,-2.0349617,1.8380462,0.35926962,4.578084,2.2529973e-22,2.8268464
16.511999,0.48915446,3.3090603,1.0790602,2.6903496,0.0077336747,0.0016510105,0.018217118,0.023862515,0.58702815,-2.0705194,0.26287445,1.4052165,-2.0305936,1.8259406,0.31101984,4.7047052,1.9224482000000002e-22,2.8924139
16.559999,0.48359528,3.3005636,1.0705637,2.6597741,0.0078169508,0.0034930608,0.018396111,0.022000391,0.57172924,-2.0630956,0.25894469,1.3749055,-2.0264199,1.8129455,0.26924998,4.8200507,1.6403959000000001e-22,2.953423
16.608,0.47809932,3.2920611,1.0620612,2.6295462,0.0065020677,0.0037429084,0.020544458,0.021294063,0.55682904,-2.0569234,0.25537112,1.3428003,-2.0212603,1.8004467,0.2330898,4.9251251,1.3997248000000002e-22,3.010191
16.656,0.47266576,3.2835546,1.0535545,2.5996618,0.0050320225,0.0028314635,0.019132618,0.023285015,0.54231715,-2.0512326,0.25212023,1.3091174,-2.0178792,1.7908077,0.20178594,5.0208426,1.1943638e-22,3.0630124
16.704,0.46729398,3.2750456,1.0450456,2.570117,0.0066637029,0.0043550702,0.019086953,0.024327133,0.52818346,-2.0443988,0.24917208,1.276109,-2.0141778,1.7805297,0.17468615,5.108036,1.0191325000000001e-22,3.1121619
16.752001,0.46198326,3.2665362,1.0365362,2.5409079,0.0089192614,0.0049457578,0.01765362,0.020892909,0.51441813,-2.0376966,0.24651515,1.2429379,-2.0114346,1.7680712,0.15122586,5.1874652,8.6961022e-23,3.1578944
16.799999,0.4567329,3.2580283,1.0280284,2.5120308,0.0095183123,0.0054620416,0.018395221,0.020598736,0.50101155,-2.0321269,0.24415033,1.2086962,-2.0071528,1.7579803,0.13091628,5.2598214,7.4202516e-23,3.2004476
16.848,0.45154217,3.2495239,1.019524,2.4834819,0.0094073983,0.0059223534,0.019035421,0.020256355,0.48795438,-2.0271335,0.2420397,1.1712596,-2.0033228,1.7475927,0.11333428,5.3257341,6.3315876e-23,3.2400424
16.896,0.44641048,3.2410252,1.0110252,2.4552577,0.01102949,0.0079984479,0.015665084,0.020589665,0.47523749,-2.0219803,0.24015571,1.1323668,-2.0014074,1.7392027,0.098113529,5.3857775,5.4026477e-23,3.2768848
16.944,0.44133708,3.2325342,1.0025342,2.4273539,0.0096167456,0.0051416047,0.015773138,0.021042382,0.462852,-2.018091,0.23849282,1.0764582,-1.9980173,1.7306157,0.084936917,5.4404736,4.6099968e-23,3.3111658
16.992001,0.43632135,3.2240529,0.99405301,2.3997674,0.010471446,0.0032576111,0.016814299,0.020340309,0.45078933,-2.0135462,0.23702687,0.99626154,-1.9941114,1.7214854,0.073529921,5.4902992,3.9336401e-23,3.3430638
17.040001,0.4313626,3.215584,0.9855839,2.3724945,0.010331817,0.0023610503,0.016153598,0.020170163,0.43904102,-2.0093632,0.23576805,0.8603096,-1.990658,1.7127358,0.063654877,5.5356884,3.3565151e-23,3.3727441
17.087999,0.42646024,3.2071292,0.97712922,2.3455312,0.012021354,0.0033378184,0.015420166,0.018029669,0.42759889,-2.0046115,0.23471132,0.41998008,-1.9883137,1.7031037,0.055106051,5.577035,2.8640633e-23,3.4003611
17.136,0.42161357,3.1986911,0.96869111,2.3188746,0.012759005,0.0030476544,0.016443286,0.018642945,0.41645497,-2.0003474,0.23382716,-1.8645866,-0.7404803,1.6957133,0.047705326,4.463644,2.4438616e-23,3.4260581
17.184,0.41682199,3.1902721,0.96027201,2.292521,0.012971574,0.0036920211,0.01662473,0.017070865,0.40560147,-1.9968097,0.23309617,-1.7756201,2.0731959,1.686875,0.04129852,3.2482469,0.30267078,3.4499688
17.232,0.41208488,3.1818743,0.95187414,2.2664669,0.013990413,0.0029615373,0.018125487,0.0170785,0.39503083,-1.9925501,0.23253164,-1.6203762,2.0524607,1.679093,0.035752144,2.3637879,0.75207847,3.4722171
17.280001,0.40740159,3.1735001,0.94349998,2.2407088,0.013861559,0.0039068391,0.018317532,0.015151248,0.38473567,-1.9890819,0.23211132,-1.46369,2.0111034,1.6705426,0.030950643,1.7201566,1.167239,3.492919
