Time,ATM,AURKB,BAD,BRCA1,CSF1R,MAP2K3,MAP2K4,MAPK13,MAPK14,PARP1,PIK3R1,PKN1,PRKACA,PTEN,SHC1,SRC,TGFBR1,TP53,YWHAZ,ZAK,k_pkn1,kd_pkn1,k_zak,kd_zak,k_map2k3,kd_map2k3,k_mapk14,kd_mapk14,k_map2k4,kd_map2k4,k_tp53,k_atm,kd_tp53,kd_atm,k_mapk13,kd_mapk13,k_prkaca,kd_prkaca,k_src,kd_src,k_bad,kd_bad,k_pik3r1,kd_pik3r1,k_csf1r,kd_csf1r,k_shc1,kd_shc1,k_pten,kd_pten,k_parp1,kd_parp1,k_aurkb,kd_aurkb,k_brca1,kd_brca1,k_ywhaz,kd_ywhaz,k_tgfbr1,kd_tgfbr1,Cell,PKN1_Prod,PKN1_Degrad,ZAK_Prod,ZAK_Degrad,MAP2K3_Prod,MAP2K3_Degrad,MAPK14_Prod,MAPK14_Degrad,MAP2K4_Prod,MAP2K4_Degrad,TP53_Prod,TP53_Degrad,ATM_Prod,ATM_Degrad,MAPK14_Prod2,MAPK13_Prod,MAPK13_Degrad,PRKACA_Prod,PRKACA_Degrad,SRC_Prod,SRC_Degrad,BAD_Prod,BAD_Degrad,TP53_Prod2,TP53_Prod3,PTEN_Prod,PTEN_Degrad,SHC1_Prod,SHC1_Degrad,PIK3R1_Degrad,PARP1_Prod,PARP1_Degrad,AURKB_Prod,AURKB_Degrad,ATM_Prod2,TP53_Prod4,BRCA1_Prod,BRCA1_Degrad,TP53_Prod5,TP53_Prod6,BRCA1_Prod2,SRC_Prod2,YWHAZ_Prod,YWHAZ_Degrad,MAP2K3_Prod2,MAP2K4_Prod2,TGFBR1_Prod,TGFBR1_Degrad,BAD_Degrad2,PIK3R1_Prod,CSF1R_Prod,TGFBR1_Prod2,MAPK14_Prod3,MAPK14_Prod4,PIK3R1_Prod2,CSF1R_Prod2,CSF1R_Degrad,ATM_Prod3,PRKACA_Prod2,TP53_Degrad2
38.0,1.3147586890844676,12.026652700714056,86.28513553875622,1.9423828957505762,0.7228233138355722,6.587509742401302,3.153366261983325,4.418548665315931,9.585638271833782,18.13104574101434,0.579419639041081,17.304086607085203,5.459828619829292,12.884738182734623,10.269586940280915,1.207491787693336,4.062752930958463,32.77814633038796,27.065546121183882,3.293754871200651,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.08652043303542602,1.7304086607085205,1.6468774356003255,3.460817321417041,3.952505845440781,13.175019484802604,47.928191359168906,1.3175019484802606,1.8920197571899948,5.751382963100268,65.55629266077592,0.9585638271833782,3.9442760672534027,6.30673252396665,6.30673252396665,6.185968131442302,8.837097330631861,32.75897171897575,1.0919657239658584,1.207491787693336,5.0,3.4514054215502488,0.7244950726160015,51.77108132325373,6.5556292660775926,6.442369091367311,8.125505861916926,7.9392563382210195,74.65670346978929,0.5,0.0906552287050717,54.39313722304302,54.11993715321325,1.813104574101434,10.878627444608604,36.26209148202868,38.847657915011524,0.7888552134506805,1.1654297374503457,2.629517378168935,0.14456466276711444,2.964379384080586,1.9487193207252393,0.6587509742401303,0.6587509742401303,1.6468774356003255,1.8282388189313084,1.2424084958443022,54.131092242367764,1.158839278082162,0.2897098195205405,8.125505861916926,20.53917388056183,20.53917388056183,20.53917388056183,21.684699415067165,1.2026652700714058,24.053305401428112,5.2824325199893964
39.0,1.3447691495827983,12.299170907346582,86.56018215282617,1.986226934911236,0.7362412308005845,6.754155231945669,3.237389195713834,4.539011650688085,9.80416844145374,18.539368853952077,0.5930884535343667,17.716534195911198,5.5909316028096665,12.993862099692459,10.45729089038723,1.2364855594667297,4.170995071875658,33.00991863646934,28.08214507484467,3.377077615972834,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.088582670979556,1.7716534195911198,1.688538807986417,3.5433068391822395,4.052493139167401,13.508310463891338,49.0208422072687,1.3508310463891338,1.9424335174283003,5.882501064872244,66.01983727293867,0.980416844145374,4.034307448748395,6.474778391427668,6.474778391427668,6.354616310963319,9.07802330137617,33.545589616857995,1.1181863205619333,1.2364855594667297,5.0,3.462407286113047,0.7418913356800377,51.9361092916957,6.6019837272938675,6.496931049846229,8.341990143751316,8.15283574596371,77.06509578145419,0.5,0.09269684426976038,55.61810656185623,55.34626908305962,1.8539368853952078,11.123621312371245,37.07873770790415,39.72453869822472,0.806861489749679,1.1917361609467416,2.6895382991655965,0.1472482461601169,3.0393698543755505,2.0219144453888163,0.6754155231945669,0.6754155231945669,1.688538807986417,1.8769477823440461,1.293183255433783,56.16429014968934,1.1861769070687334,0.29654422676718334,8.341990143751316,20.91458178077446,20.91458178077446,20.91458178077446,22.087236924017535,1.2299170907346584,24.598341814693164,5.440328054697055
40.0,1.3746854299755906,12.57032992375694,86.77494371044352,2.0298578527024063,0.7498657711794324,6.919969574010618,3.3209930643847607,4.658873826785652,10.023269774391778,18.94565544687359,0.606968633477769,18.126924693811716,5.721380707797668,13.094970442475866,10.647881386602442,1.2653897934805456,4.279021503645605,33.22356550064369,29.1002935891868,3.459984787005309,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.09063462346905858,1.8126924693811717,1.7299923935026544,3.6253849387623434,4.1519817444063705,13.839939148021235,50.11634887195889,1.3839939148021236,1.9925958386308564,6.013961864635067,66.44713100128737,1.0023269774391779,4.124056289926772,6.641986128769521,6.641986128769521,6.522423357499913,9.317747653571304,34.32828424678601,1.1442761415595337,1.2653897934805456,5.0,3.470997748417741,0.7592338760883274,52.064966226266115,6.644713100128738,6.547485221237933,8.55804300729121,8.366021521952876,79.48236314901352,0.5,0.09472827723436796,56.836966340620776,56.56648465690623,1.8945655446873593,11.367393268124154,37.89131089374718,40.597157054048125,0.8248112579853544,1.2179147116214437,2.7493708599511812,0.1499731542358865,3.113986308304778,2.0952211384214494,0.6919969574010618,0.6919969574010618,1.7299923935026544,1.9255596766405225,1.3433938119006226,58.2005871783736,1.213937266955538,0.3034843167388845,8.55804300729121,21.295762773204885,21.295762773204885,21.295762773204885,22.49597313538297,1.2570329923756942,25.14065984751388,5.596257806460978
41.0,1.4045076007585864,12.840136528958055,86.93237174575852,2.0732766722496594,0.7636939747371329,7.08495691382152,3.40417995764853,4.778138189170073,10.242927241424008,19.349915676999924,0.6210550879304662,18.535268360605997,5.851179195672076,13.188442684609006,10.841319049100363,1.2942045636403998,4.386827457754882,33.42000520216662,30.11952341789808,3.542478456910761,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.09267634180302999,1.8535268360605999,1.7712392284553804,3.7070536721211997,4.2509741482929115,14.16991382764304,51.21463620712004,1.4169913827643041,2.042507974589118,6.145756344854404,66.84001040433324,1.024292724142401,4.213522802275759,6.80835991529706,6.80835991529706,6.689393464838101,9.556276378340145,35.10707517403246,1.1702358391344152,1.2942045636403998,5.0,3.4772948698303408,0.7765227381842399,52.15942304745511,6.6840010404333245,6.594221342304503,8.773654915509765,8.578806894277198,81.9074943115576,0.5,0.09674957838499962,58.04974703099977,57.78061438031125,1.9349915676999925,11.609949406199954,38.69983135399985,41.465533444993184,0.8427045604551519,1.2439660033497957,2.8090152015171728,0.1527387949474266,3.188230611219685,2.1686056860886618,0.7084956913821522,0.7084956913821522,1.7712392284553804,1.974072355989697,1.392968374695131,60.23904683579616,1.2421101758609323,0.3105275439652331,8.773654915509765,21.682638098200727,21.682638098200727,21.682638098200727,22.910819242113984,1.2840136528958057,25.68027305791611,5.750173556563725
42.0,1.4342357063112119,13.108597468116033,87.03537088932435,2.1164844090850816,0.7777226847254081,7.249121375972291,3.4869519549147303,4.896807718868379,10.463124933058236,19.752159650838298,0.6353427455809897,18.941575404887182,5.980330311183878,13.274652101892658,11.037561466490162,1.3229299239933572,4.494408743360306,33.600136282059836,31.13940152250255,3.624560687986146,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.09470787702443591,1.8941575404887183,1.812280343993073,3.7883150809774366,4.349472825583375,14.498242751944582,52.31562466529118,1.4498242751944583,2.092171172948838,6.277874959834941,67.20027256411967,1.0463124933058237,4.302707118933636,6.973903909829461,6.973903909829461,6.8555308064157305,9.793615437736758,35.88198186710327,1.1960660622367756,1.3229299239933572,5.0,3.4814148355729744,0.7937579543960143,52.22122253359461,6.720027256411967,6.637326050946329,8.988817486720611,8.791187311254783,84.33953913048936,0.5,0.09876079825419148,59.2564789525149,58.988688606522146,1.97521596508383,11.851295790502979,39.504319301676595,42.329688181701634,0.8605414237867272,1.269890645451049,2.8684714126224238,0.15554453694508164,3.2621046191875314,2.2420369096201833,0.7249121375972293,0.7249121375972293,1.812280343993073,2.0224839345121377,1.4418420199363435,62.2788030450051,1.2706854911619794,0.31767137279049484,8.988817486720611,22.075122932980324,22.075122932980324,22.075122932980324,23.331680541762243,1.3108597468116034,26.217194936232065,5.902038862697867
43.0,1.4638697390110773,13.375719452853481,87.08678937831404,2.1594820685793086,0.7919484477415084,7.412467064576059,3.569311125340229,5.014885382277759,10.68384533225604,20.152397424636582,0.6498264476178354,19.34585598448141,6.108837283018755,13.353964298295699,11.236561847593478,1.3515658783498388,4.601761375657898,33.76483517184575,32.15952529547302,3.7062335322880298,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.09672927992240705,1.934585598448141,1.8531167661440149,3.869171196896282,4.447480238745635,14.824934129152117,53.4192266612802,1.4824934129152119,2.1415866752041373,6.410307199353624,67.5296703436915,1.068384533225604,4.391609217033232,7.138622250680458,7.138622250680458,7.020839535188863,10.029770764555519,36.653023698112534,1.221767456603751,1.3515658783498388,5.0,3.483471575132562,0.8109395270099032,52.25207362698842,6.752967034369151,6.676982149147849,9.203522751315797,9.003158744901292,86.77759181576893,0.5,0.10076198712318292,60.45719227390975,60.19073753784066,2.0152397424636583,12.09143845478195,40.304794849273165,43.18964137158617,0.8783218434066463,1.295689241147585,2.9277394780221546,0.15838968954830168,3.335610179059227,2.315485821274057,0.741246706457606,0.741246706457606,1.8531167661440149,2.0707926190460544,1.48995633674594,64.31905059094603,1.2996528952356707,0.3249132238089177,9.203522751315797,22.473123695186956,22.473123695186956,22.473123695186956,23.758453432245254,1.3375719452853483,26.751438905706962,6.051828099248012
44.0,1.4934096532364367,13.641509161095463,87.08942451660197,2.202270647319923,0.8063675790146441,7.574998063186696,3.651259527830039,5.132374131205273,10.905069735712214,20.550639004152483,0.6645010697651043,19.748120206214647,6.236703323762197,13.426738078444194,11.43826987709661,1.3801123974525547,4.708881801651029,33.914957586565286,33.17952526231127,3.7874990315933483,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.09874060103107324,1.9748120206214648,1.8937495157966742,3.9496240412429295,4.544998837912018,15.149996126373392,54.52534867856107,1.5149996126373393,2.1907557166980234,6.543041841427328,67.82991517313057,1.0905069735712214,4.48022895970931,7.302519055660078,7.302519055660078,7.185323783687381,10.264748262410546,37.42021994257318,1.2473406647524394,1.3801123974525547,5.0,3.4835769806640786,0.8280674384715327,52.253654709961175,6.782991517313057,6.713369039222097,9.417763603302058,9.214719222620054,89.22081816582028,0.5,0.10275319502076241,61.651917012457446,61.38679122492958,2.0550639004152482,12.33038340249149,41.101278008304966,44.04541294639846,0.896045791941862,1.3213623883919536,2.9868193064728734,0.1612735158029288,3.4087491284340135,2.3889258188864115,0.7574998063186698,0.7574998063186698,1.8937495157966742,2.118996810742963,1.5372596247608927,66.35905052462255,1.3290021395302085,0.33225053488255213,9.417763603302058,22.87653975419322,22.87653975419322,22.87653975419322,24.191027370439322,1.3641509161095464,27.283018322190927,6.199526141844945
45.0,1.5228553223120724,13.905973237671803,87.04600528349103,2.2448511288235338,0.8209760125684504,7.736718435108042,3.732799211048219,5.2492769027463355,11.126777107410469,20.946894345556032,0.6793613183829098,20.14837812682429,6.363931630048294,13.493322820105696,11.642629715566404,1.408569368762498,4.8157662701063835,34.051334174925536,34.19905621087289,3.8683592175540213,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.10074189063412145,2.0148378126824293,1.9341796087770107,4.029675625364859,4.6420310610648245,15.473436870216084,55.63388553705234,1.5473436870216084,2.2396795266289313,6.676066264446281,68.10266834985107,1.1126777107410468,4.568565966936218,7.465598422096438,7.465598422096438,7.348987663844869,10.498553805492671,38.183589780289765,1.272786326009659,1.408569368762498,5.0,3.481840211339641,0.8451416212574988,52.22760317009462,6.810266834985107,6.746661410052848,9.631532540212767,9.42586567362557,91.66841580433208,0.5,0.10473447172778017,62.840683036668096,62.576879569523115,2.0946894345556033,12.568136607333619,41.893788691112064,44.897022576470675,0.9137131933872434,1.3469106772941202,3.045710644624145,0.1641952025136901,3.481523295798619,2.462332047182848,0.7736718435108043,0.7736718435108043,1.9341796087770107,2.1670948215478725,1.5837061330949294,68.39811242174578,1.3587226367658196,0.3396806591914549,9.631532540212767,23.285259431132808,23.285259431132808,23.285259431132808,24.62928037705351,1.3905973237671805,27.811946475343607,6.345127019363352
46.0,1.5522065623011188,14.16911829418517,86.95919820259076,2.2872244859189483,0.8357693855873902,7.897632223343647,3.813932213468253,5.365596619428663,11.348944737940702,21.341173355231888,0.6944017638046682,20.5466397527595,6.490525382569826,13.554059513365646,11.849581179723096,1.4369366239774948,4.922411130112584,34.17477209880679,35.21779999670189,3.9488161116718237,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.1027331987637975,2.05466397527595,1.9744080558359118,4.1093279505519,4.738579334006189,15.795264446687295,56.744723689703505,1.5795264446687296,2.288359328080952,6.809366842764421,68.34954419761358,1.1348944737940703,4.6566196869033565,7.627864426936506,7.627864426936506,7.511835267200127,10.731193238857326,38.943152295418955,1.2981050765139655,1.4369366239774948,5.0,3.4783679281036304,0.8621619743864969,52.17551892155445,6.834954419761359,6.777029756682823,9.844822260225168,9.63659571110546,94.11962832794548,0.5,0.10670586677615944,64.02352006569566,63.76103232383326,2.134117335523189,12.804704013139132,42.682346710463776,45.744489718378965,0.9313239373806712,1.372334691551369,3.1044131246022375,0.16715387711747806,3.553934500504641,2.535681599762536,0.7897632223343648,0.7897632223343648,1.9744080558359118,2.215085008550663,1.6292561978917168,70.43559999340378,1.3888035276093365,0.3472008819023341,9.844822260225168,23.69916235944619,23.69916235944619,23.69916235944619,25.073081567621706,1.416911829418517,28.33823658837034,6.488633606500484
47.0,1.5814631179589766,14.43095090920022,86.83160190952732,2.3293916793513954,0.850742991282363,8.057743450693312,3.8946605633746327,5.481336189170006,11.571547864793377,21.73348589006277,0.7096168083005122,20.942915040467465,6.616487746123491,13.60927992913259,12.059059097378908,1.4652139227445558,5.028812629832775,34.28605369044018,36.235462756093156,4.028871725346655,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.10471457520233733,2.0942915040467467,2.0144358626733276,4.188583008093493,4.834646070415987,16.115486901386625,57.85773932396688,1.6115486901386626,2.3367963380247794,6.9429287188760265,68.57210738088035,1.1571547864793377,4.7443893538769295,7.7893211267492655,7.7893211267492655,7.673870664838008,10.962672378340011,39.69892647674095,1.3232975492246983,1.4652139227445558,5.0,3.473264076381093,0.8791283536467335,52.098961145716395,6.857210738088035,6.804639964566295,10.05762525966555,9.846906656290953,96.5737378657929,0.5,0.10866742945031385,65.20045767018831,64.93927909140099,2.173348589006277,13.040091534037662,43.46697178012554,46.58783358702791,0.948877870775386,1.3976350076108373,3.1629262359179533,0.1701485982564726,3.62598455281199,2.608953318438707,0.8057743450693311,0.8057743450693311,2.0144358626733276,2.2629656834247487,1.673875903387719,72.47092551218631,1.4192336166010244,0.3548084041502561,10.05762525966555,24.118118194757816,24.118118194757816,24.118118194757816,25.52228973847089,1.4430950909200222,28.86190181840044,6.630056792871066
48.0,1.6106246645937174,14.691477628648116,86.665740314333,2.3713536580271355,0.8658917900941306,8.21705611999993,3.9749862789867016,5.596498505455197,11.79455972810479,22.12384175803553,0.7250006580716202,21.337213897005608,6.7418218698038705,13.65930585754782,12.270993509829333,1.493400953984807,5.134966832697038,34.385935068181354,37.25177089101958,4.108528059999964,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.10668606948502804,2.1337213897005607,2.054264029999982,4.267442779401121,4.930233671999957,16.43411223999986,58.97279864052395,1.643411223999986,2.384991767392021,7.076735836862874,68.77187013636271,1.179455972810479,4.831873993781152,7.949972557973403,7.949972557973403,7.835097907637276,11.192997010910394,40.45093121882322,1.3483643739607742,1.493400953984807,5.0,3.46662961257332,0.8960405723908842,51.999444188599796,6.877187013636271,6.82965292877391,10.269933665394076,10.056795211604586,99.03005735523705,0.5,0.11061920879017766,66.3715252741066,66.11164932891651,2.212384175803553,13.274305054821319,44.24768351607106,47.42707316054271,0.9663747987562304,1.4228121948162813,3.221249329187435,0.17317835801882614,3.6976752539999675,2.6821275041534096,0.8217056119999928,0.8217056119999928,2.054264029999982,2.310735074713667,1.7175366248183501,74.50354178203916,1.4500013161432403,0.3625003290358101,10.269933665394076,24.541987019658666,24.541987019658666,24.541987019658666,25.97675370282392,1.4691477628648117,29.38295525729623,6.769414623644064
49.0,1.6396908128212593,14.950704965801865,86.46406483362625,2.4131113594936457,0.8812104295473755,8.375574214141604,4.054911368471257,5.711086447369751,12.017951701762016,22.512250718204236,0.7405473253588066,21.7295461800043,6.866530887007743,13.704449411660116,12.48530995684839,1.5214973417829742,5.240869681028551,34.475146776720834,38.26647188557596,4.187787107070801,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.1086477309000215,2.1729546180004298,2.0938935535354006,4.3459092360008595,5.025344528484962,16.75114842828321,60.08975850881008,1.675114842828321,2.432946821082754,7.210771021057209,68.95029355344167,1.2017951701762017,4.919072438463778,8.109822736942514,8.109822736942514,7.99552102631765,11.422172894739502,41.19918532204646,1.3733061774015487,1.5214973417829742,5.0,3.45856259334505,0.9128984050697845,51.87843890017575,6.8950293553441675,6.852224705830058,10.481739362057102,10.266257921551507,101.48793357319971,0.5,0.11256125359102118,67.53675215461271,67.27817234610839,2.2512250718204236,13.507350430922541,45.02450143640847,48.26222718987292,0.9838144876927555,1.4478668156961874,3.2793816256425186,0.1762420859094751,3.7690083963637213,2.755185975761469,0.8375574214141603,0.8375574214141603,2.0938935535354006,2.358391356462848,1.7602149436284824,76.53294377115192,1.4810946507176133,0.3702736626794033,10.481739362057102,24.97061991369678,24.97061991369678,24.97061991369678,26.436312886421266,1.4950704965801866,29.90140993160373,6.906731824693676
50.0,1.668661104980184,15.208639401313349,86.2289526477861,2.4546657095789755,0.8966932306073824,8.533301696048838,4.134437829938479,5.825102879582084,12.241693198331859,22.89872248074561,0.7562506195709424,22.11992169772286,6.990617915439481,13.745012788495776,12.701929286459176,1.5495026410618011,5.34651694564962,34.554393314384555,39.2793335719561,4.266650848024418,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.11059960848861429,2.211992169772286,2.133325424012209,4.423984339544572,5.119981017629303,17.066603392097676,61.208465991659295,1.7066603392097677,2.4806626979630875,7.345015918999115,69.10878662876911,1.224169319833186,5.005983314940552,8.268875659876958,8.268875659876958,8.155144031414917,11.650205759164168,41.94370749263689,1.3981235830878962,1.5495026410618011,5.0,3.4491581059114442,0.9297015846370806,51.73737158867166,6.910878662876911,6.872506394247888,10.69303389129924,10.475290828857023,103.94674437310458,0.5,0.11449361240372806,68.69616744223683,68.43887730591007,2.2898722480745612,13.739233488447367,45.79744496149122,49.09331419157951,1.0011966629881104,1.4727994257473853,3.337322209960368,0.17933864612147649,3.8399857632219763,2.828112017180839,0.8533301696048836,0.8533301696048836,2.133325424012209,2.405932625542329,1.8018924027340082,78.5586671439122,1.5125012391418848,0.3781253097854712,10.69303389129924,25.403858572918352,25.403858572918352,25.403858572918352,26.90079691822147,1.5208639401313349,30.417278802626697,7.042039122505009
51.0,1.6975350183106979,15.465287383515456,85.9627042755945,2.4960176227527313,0.912334205038004,8.69024250889066,4.213567651538726,5.938550652485009,12.465751767833174,23.283266707411773,0.772104131453002,22.508350209506858,7.114086057259286,13.78128803005476,12.92076792897549,1.5774163411265967,5.451904198783639,34.62435307329815,40.29014182669621,4.34512125444533,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.11254175104753429,2.250835020950686,2.172560627222665,4.501670041901372,5.214145505334396,17.38048501778132,62.32875883916587,1.7380485017781322,2.5281405909232357,7.479451060699904,69.2487061465963,1.2465751767833175,5.092605054932093,8.427135303077453,8.427135303077453,8.313970913479013,11.877101304970019,42.684516343555714,1.4228172114518571,1.5774163411265967,5.0,3.43850817102378,0.946449804675958,51.5776225653567,6.924870614659631,6.89064401502738,10.903808397567278,10.68388946392232,106.40589424749083,0.5,0.11641633353705887,69.84980012223532,69.59379322581955,2.3283266707411774,13.969960024447063,46.566533414823546,49.920352455054626,1.0185210109864187,1.4976105736516387,3.3950700366213957,0.1824668410076008,3.9106091290007976,2.9008902115221264,0.8690242508890661,0.8690242508890661,2.172560627222665,2.4533568894526376,1.842555159041265,80.58028365339241,1.544208262906004,0.386052065726501,10.903808397567278,25.84153585795098,25.84153585795098,25.84153585795098,27.37002615114012,1.5465287383515456,30.93057476703091,7.175372648007959
52.0,1.7263119658420865,15.720655328710018,85.66753908252298,2.5371680022560574,0.928127063898365,8.846400576250314,4.292302811550046,6.0514326023201725,12.690093128660482,23.66589301196163,0.7881012047274556,22.894841426223884,7.236938399220671,13.813556506815404,13.14173805516098,1.6052378663722229,5.557026752408625,34.68567745014408,41.29869780226666,4.423200288125157,0.5,0.005,0.1,0.5,0.2,0.6,2.0,5.0,0.2,0.6,0.6,0.1,2.0,3.0,2.0,1.4,2.0,6.0,0.2,1.0,5.0,0.04,2.0,10.0,2.0,30.0,2.0,0.06,0.2,0.5,0.5,0.005,3.0,4.5,2.0,20.0,0.9,0.072,0.5,0.45,1.0,0.5,0.11447420713111943,2.2894841426223884,2.2116001440625785,4.578968285244777,5.307840345750188,17.69280115250063,63.45046564330241,1.769280115250063,2.5753816869300277,7.614055877196289,69.37135490028815,1.2690093128660482,5.17893589752626,8.584605623100092,8.584605623100092,8.472005643248242,12.102865204640345,43.42163039532403,1.4473876798441343,1.6052378663722229,5.0,3.4267015633009192,0.9631427198233337,51.400523449513784,6.937135490028815,6.906778253407702,11.11405350481725,10.892048473363953,108.86480524592002,0.5,0.11832946505980814,70.99767903588489,70.74294897919508,2.366589301196163,14.199535807176977,47.33178602392326,50.74336004512115,1.0357871795052518,1.5223008013536343,3.452623931684173,0.185625412779673,3.9808802593126416,2.973506241763199,0.8846400576250315,0.8846400576250315,2.2116001440625785,2.500662038583881,1.882193553873548,82.59739560453332,1.5762024094549112,0.3940506023637278,11.11405350481725,26.28347611032196,26.28347611032196,26.28347611032196,27.843811916950948,1.5720655328710018,31.441310657420036,7.306773172489427
