Time,s3,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118,k1,k1r,k2,k2r,k4,k3,k3r,k10,Km10,Km10r,V10r,k6,k7,kD,k5,default,c1,re37,re38,re41,re42,re50,re51,re52,re53,re54,re55,re56,re69,re70,re71,re72,re131,re132,re133,re134,re135,re136,re137,re138,re139
0.0,117.2,1.723,0.0415,2.827,347.52,2.12,34.98,7635.36,199987.0,1.037,0.0089,10.98,0.106,500000.0,0.0,0.643,0.083,0.0,0.0,0.0,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833268999999998,-1.3565625600000006,0.0007679999998799758,1.6435200000005352,-15.096320000000006,16.598921,16.51391999999997,16.47,0.031423999999999896,0.02781746227939334,0.09730062870789821,22.2308,0.12459429346509712,0.1245,0.125481696,0.00330561,3.92175e-06,0.00020034000000000002,7.8435e-06,6.076350000000001e-05,0.00103761,1.0017e-05,9.79965e-05,8.410500000000001e-07
0.01,117.2,1.723,0.04146489859267694,2.827138037902081,347.5198827739134,2.120125262841148,34.979944675868694,7635.35998039351,199987.00008208686,1.0372516640326246,0.008879295969858786,10.979660834343068,0.10601683889465341,499999.7776712389,0.22232876117474598,0.6430084141750214,0.08300086587160277,3.3056073733324706e-05,2.0426527424745687e-06,6.860743668521895e-07,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833969823528814,-1.3567539532823427,0.0019662371687445557,1.4834012250153137,-15.101538146522223,16.584881356514813,16.546091713757733,16.469491251514604,0.028881014251461723,0.02782754802342632,0.0972961520934021,22.2342558614661,0.12459587309638145,0.12450129880740415,0.1255065270344686,0.003305604771869592,3.918432917007971e-06,0.0002003518373384885,7.843581824866463e-06,6.076429513953953e-05,0.00103757794884542,1.0018591275544747e-05,9.802028225108303e-05,8.390934691516553e-07
0.02,117.2,1.723,0.041466536718751876,2.8271383046570118,347.5199040106141,2.1202289941423142,34.97989102589351,7635.359961872263,199987.0001810557,1.0373124665550675,0.008873149415084235,10.979495630518157,0.10601903511780808,499999.5553226292,0.44467737100473315,0.6430169282062245,0.08300173465640655,6.611209597508226e-05,4.085406085301443e-06,1.3721575688645864e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833948471804737,-1.3569122354704335,0.0017388163910254661,1.4832930386405678,-15.102322019078123,16.58553657256157,16.554645115405535,16.469243445777234,0.028152339353135103,0.02783021336695965,0.09729516009728806,22.235266412331523,0.12459747147280946,0.12450260198460983,0.12550937550159807,0.0033055997019469366,3.918587719922052e-06,0.0002003616399464487,7.843663925030419e-06,6.076509971548822e-05,0.001037562337083966,1.0018798818632863e-05,9.802602808945389e-05,8.385126197254602e-07
0.03,117.2,1.723,0.041468249907376645,2.827138458767662,347.5199246308707,2.1203220479312184,34.97983891035352,7635.359945592295,199987.0002709564,1.0373287422333575,0.008871173357425077,10.979384023278532,0.10601708136055099,499999.33296816377,0.6670318364579975,0.6430254171235392,0.0830026063564261,9.916806825533586e-05,6.1282539245032955e-06,2.05824963199167e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833927179743691,-1.35705442463792,0.0015187956992122054,1.483308838697667,-15.102997132073316,16.58622181092524,16.55756650302324,16.469076034917798,0.02794301593884263,0.02783099291366074,0.09729517018713367,22.235571305889156,0.1245990651331844,0.12450390953463916,0.1255060003666505,0.003305594777028408,3.918749616247093e-06,0.00020037043352950015,7.843746300682268e-06,6.076590191817446e-05,0.0010375517901998214,1.001861418857207e-05,9.80275661410523e-05,8.383258822766698e-07
0.04,117.2,1.723,0.041469805252097786,2.8271386260145395,347.51994441346955,2.1204058531844754,34.97978817968094,7635.359931464386,199987.0003528356,1.0373322523064898,0.008870399998237636,10.979293209880058,0.10601397550989464,499999.11061187746,0.8893881228506164,0.6430338459712427,0.08300348084179227,0.00013222399195178978,8.171186786018034e-06,2.7443505151289503e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833906543887418,-1.3571826732070642,0.0013084117672406137,1.4833016519414741,-15.103603714415978,16.586843915166607,16.558822329872186,16.46893981482009,0.027883045416203456,0.027831230410828862,0.09729547842470247,22.235670885871716,0.12460064751514015,0.1245052212626884,0.12550090030365607,0.003305589982979849,3.918896596323241e-06,0.00020037835312593293,7.84382893954937e-06,6.076669844428244e-05,0.0010375432083336656,1.0018320685685045e-05,9.80278978429633e-05,8.382527998334567e-07
0.05,117.2,1.723,0.041471203312337356,2.8271387807114774,347.51996333921954,2.120481401088383,34.979738701713025,7635.359919391679,199987.00042755282,1.0373322022605065,0.008869967656410436,10.979213126646107,0.10601058742777954,499998.88825495995,1.1117450403292188,0.643042205340064,0.08300435794853306,0.00016527986830962527,1.0214196265015008e-05,3.430460158721238e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833886373415055,-1.357298474947356,0.0011078168572566938,1.4833008889008852,-15.104150995023417,16.58740310911108,16.55956742497645,16.46881968996916,0.027865006295621275,0.02783131561968351,0.09729587871515474,22.235711308736544,0.1246022168522657,0.12450653692279959,0.12549538059786683,0.003305585307311881,3.9190287130158805e-06,0.0002003854924028522,7.843911826136375e-06,6.0767488404636046e-05,0.001037535640468057,1.0018000511925168e-05,9.802789311361787e-05,8.382119435307862e-07
0.06,117.2,1.723,0.04147246406990858,2.827138929708042,347.51998138022515,2.1205495067581306,34.979690357890924,7635.359909274743,199987.0004958246,1.0373310415719508,0.008869647166563552,10.979140607882808,0.10600714787627728,499998.6658977413,1.3341022589287894,0.6430504934835242,0.08300523750563857,0.00019833569845549448,1.2257274817148076e-05,4.116578498240601e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.483386665398897,-1.3574030588581514,0.0009172516797661956,1.4832983973274168,-15.104644314510768,16.58790738502375,16.560113649579506,16.46871091182421,0.027860335100145406,0.027831352227355853,0.09729631471147501,22.235731804542198,0.1246037728167198,0.12450785625845785,0.12548978748612508,0.0033055807388206924,3.919147854606361e-06,0.00020039192838864335,7.843994944282845e-06,6.0768271634193035e-05,0.0010375287874449255,1.0017675474308204e-05,9.802778342854936e-05,8.381816572402557e-07
0.07,117.2,1.723,0.041473601257761006,2.827139072314257,347.51999853012603,2.1206108918604056,34.97964304107625,7635.359901013323,199987.00055827925,1.037329668107126,0.008869354544553718,10.979074127549666,0.10600374091963892,499998.4435403515,1.5564596486959936,0.6430587104036232,0.08300611934393665,0.0002313914834106779,1.4300415625335479e-05,4.802705468636826e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833847336554826,-1.357497513057736,0.0007367347470790264,1.483294912437941,-15.105088857189099,16.588362235779403,16.560578746035247,16.4686111913245,0.027858568670053763,0.027831378237310897,0.09729676462939105,22.235746863076805,0.12460531540891012,0.12450917901590497,0.1254842470653206,0.003305576267381706,3.919255318858415e-06,0.00020039772928080835,7.844078278002014e-06,6.07690481331424e-05,0.0010375225050534434,1.001735351690588e-05,9.802765363612342e-05,8.381540044603264e-07
0.08,117.2,1.723,0.04147462745616899,2.8271392095166483,347.52001479083816,2.1206662050368386,34.97959665410544,7635.359894507818,199987.00061548076,1.0373284112346348,0.00886905888316999,10.979012792230437,0.10600039698746672,499998.22118284664,1.7788171535512929,0.6430668567330075,0.08300700329767588,0.000264447224103401,1.6343612506695973e-05,5.48884100516968e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833828385084828,-1.3575828155634164,0.0005661996319759055,1.4832893157199578,-15.105489255474733,16.58877269320741,16.561009034277347,16.468519188345656,0.027855861186694808,0.027831407610312667,0.09729721943302827,22.235761927359928,0.12460684474763743,0.12451050494651382,0.1254788049466972,0.0033055718838129644,3.91935229460797e-06,0.00020040295637598125,7.844161811630372e-06,6.0769817961269206e-05,0.0010375167088657765,1.0017037515315606e-05,9.802753486167299e-05,8.38126064459564e-07
0.09,117.2,1.723,0.04147555000776211,2.827139337241393,347.5200301789011,2.1207160257288145,34.97955110960915,7635.359889659331,199987.00066792854,1.0373271791896874,0.008868768689026129,10.978956194232733,0.10599710668028714,499997.99882522714,2.001174773035163,0.6430749335691563,0.08300788920475895,0.0002975029213702849,1.838685990200421e-05,6.174985043532064e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833809741153277,-1.357659840004854,0.0004054296127833368,1.4832864552927276,-15.105850096339173,16.58914169421005,16.561397765525868,16.468434291349098,0.02785328074143767,0.0278314364776378,0.09729767960730322,22.235775665317302,0.12460836103896653,0.12451183380713843,0.1254734469722435,0.0033055675798580645,3.91943947573352e-06,0.00020040766443137298,7.84424552984972e-06,6.0770581222285276e-05,0.0010375113603549933,1.0016726581287136e-05,9.802741843342547e-05,8.380986411129692e-07
