Time,s3,s27,s45,s47,s48,s50,s51,s52,s57,s58,s60,s61,s62,s63,s64,s65,s66,s116,s117,s118,k1,k1r,k2,k2r,k4,k3,k3r,k10,Km10,Km10r,V10r,k6,k7,kD,k5,default,c1,re37,re38,re41,re42,re50,re51,re52,re53,re54,re55,re56,re69,re70,re71,re72,re131,re132,re133,re134,re135,re136,re137,re138,re139
0.1,117.2,1.723,0.04147637790215166,2.8271394553508635,347.5200447140761,2.1207608736270576,34.97950632900906,7635.359886370663,199987.00071607274,1.037325807905535,0.008868498897390314,10.97890404748099,0.10599385409907691,499997.7764674833,2.2235325168245166,0.6430829420740312,0.0830087769072612,0.0003305585759653734,2.0430152810452046e-05,6.861137520143439e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833791370715514,-1.3577293699105557,0.00025417558254048345,1.4832866749834466,-15.106175216799425,16.589472834435416,16.561728721535857,16.468356071221486,0.027852696946418898,0.027831457977069787,0.09729814733365687,22.235785620851846,0.12460986450106662,0.1245131653608918,0.12546814923095134,0.0033055633480913566,3.919517711753332e-06,0.00020041190255775694,7.844329417736185e-06,6.077133802599595e-05,0.0010375064324869537,1.0016419212362769e-05,9.802728884707307e-05,8.380731458033847e-07
0.11,117.2,1.723,0.04147712385412564,2.8271395689272807,347.5200584132523,2.1208012292093463,34.979462240112,7635.359884548257,199987.00076033437,1.0373244728630895,0.008868232547688327,10.978855755519245,0.10599065557207987,499997.5541096485,2.4458903516438713,0.6430908830089147,0.08300966625189554,0.00036361418858220764,2.2473486636423778e-05,7.547298372476945e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.483377326982275,-1.3577921296718383,0.00011221972408748115,1.4832842784267086,-15.106467657071562,16.589771199503016,16.562027710079462,16.468283633278865,0.027852002849874213,0.027831479645305558,0.0972986173685372,22.23579479040833,0.12461135527688545,0.12451449937784331,0.1254629361738766,0.003305559181690584,3.919588204214873e-06,0.00020041571616028324,7.844413460804129e-06,6.0772088444342447e-05,0.0010375018688965688,1.0016116951561549e-05,9.802716268556196e-05,8.38047975756547e-07
0.12,117.2,1.723,0.041477793115446554,2.827139674889494,347.5200713098792,2.120837509180776,34.97941877980771,7635.359884099691,199987.00080107222,1.0373229477251533,0.008867990497365544,10.978811185810706,0.10598748921217191,499997.3317517026,2.6682482975696913,0.6430987575805583,0.08301055708897663,0.00039666975982936197,2.4516857363282725e-05,8.233467538445188e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833755395545352,-1.3578487474606291,-2.0825820683967322e-05,1.4832831287308181,-15.106730719179515,16.590038890011037,16.562269899776467,16.46821677871606,0.02785380644318669,0.027831491964940672,0.09729909359636459,22.235799666709063,0.12461283359299914,0.12451583563346494,0.1254577749042043,0.0033055550746918286,3.9196514494097e-06,0.00020041914461758336,7.844497644908292e-06,6.077283259136277e-05,0.0010374976570591118,1.0015817730550247e-05,9.8027018560027e-05,8.380251020010439e-07
0.13,117.2,1.723,0.041478395164619125,2.82713977543002,347.5200834297734,2.1208701105363303,34.979375888675364,7635.359884938042,199987.00083863336,1.0373214844293457,0.008867748936241341,10.978769739419764,0.10598437826890367,499997.1093936865,2.8906063136170834,0.6431065664400334,0.08301144927338931,0.00042972529028006723,2.65602612082873e-05,8.919644957100907e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833737734188788,-1.3578998217314158,-0.00014526771201417432,1.4832809421732236,-15.106967033424514,16.590279697143703,16.56248992946091,16.46815460912965,0.02785514680576151,0.02783150564848172,0.09729956939540774,22.23580440855819,0.12461429957166358,0.12451717391008396,0.12545270025983418,0.003305551021479822,3.9197083430565075e-06,0.00020042222544568324,7.84458195633529e-06,6.077357052858316e-05,0.0010374937403751679,1.0015523746411397e-05,9.802688027857318e-05,8.380022744748068e-07
0.14,117.2,1.723,0.04147893606298221,2.8271398702382022,347.52009480589857,2.1208993820921735,34.97933351419197,7635.35988697891,199987.00087332015,1.037320090173093,0.008867506975788919,10.978731106819106,0.10598132283187774,499996.8870356088,3.112964391325771,0.6431143105031463,0.0830123426636321,0.00046278078044296013,2.8603694827983592e-05,9.605830568045696e-06,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833720261849723,-1.3579458782733895,-0.0002614850423015014,1.4832783856963943,-15.107179172040672,16.59049604530403,16.562691530404365,16.46809666022866,0.027855920739197848,0.027831521043594282,0.09730004370368163,22.23580923127681,0.12461575338483338,0.12451851399544814,0.12544771232425408,0.0033055470170911417,3.919759457951819e-06,0.0002004249916077104,7.844666381713234e-06,6.0774302342547324e-05,0.0010374900895944055,1.0015235007612447e-05,9.80267485213573e-05,8.379794092120529e-07
0.15,117.2,1.723,0.04147942106983994,2.8271399590435253,347.5201054713637,2.120925643078933,34.97929160835273,7635.359890142181,199987.0009054091,1.0373188016136756,0.008867261077284477,10.97869497490112,0.10597832567250458,499996.664677481,3.3353225191526588,0.6431219906400794,0.08301323712203212,0.0004958362307841066,3.0647155166517445e-05,1.029202431163852e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833702956751482,-1.3579873982611501,-0.0003698563923535403,1.4832760813656023,-15.107369522262518,16.590690038099854,16.562881861222507,16.468042462351683,0.02785569459776882,0.02783153972381591,0.09730051491636754,22.23581480549652,0.12461719519589742,0.12451985568304819,0.1254428152060278,0.0033055430569893336,3.9198052910998745e-06,0.0002004274732709592,7.844750908032037e-06,6.0775028115487504e-05,0.001037486675128156,1.0014951776051684e-05,9.802662675249235e-05,8.379561718033831e-07
0.16,117.2,1.723,0.0414798555993564,2.8271400423194115,347.52011545924125,2.120949183132817,34.979250127425146,7635.3598943514025,199987.0009351515,1.0373175647318829,0.00886701601517941,10.978661146392305,0.10597538116748635,499996.44231930247,3.5576806976442743,0.6431296078086808,0.08301413251443007,0.0005288916417294852,3.269063943978351e-05,1.0978226128881501e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833685802832501,-1.3580248182551555,-0.00047075824750208994,1.483273793884564,-15.107540176007436,16.590863841076875,16.563056548538654,16.467991719588458,0.027855071122315778,0.027831559458327493,0.09730098348075872,22.23582036276995,0.12461862518470145,0.12452119877164511,0.12543800041709013,0.0033055391370416768,3.91984635413918e-06,0.0002004296978060512,7.844835522613642e-06,6.077574793792034e-05,0.001037483478334073,1.0014673520327461e-05,9.802650986716293e-05,8.379330134344543e-07
0.17,117.2,1.723,0.04148024419312894,2.827140120238846,347.520124804053,2.12097025952383,34.9792090326096,7635.3598995338625,199987.00096277037,1.037316351898258,0.008866774172820082,10.978629425945796,0.10597248611265252,499996.2199610754,3.7800389247208095,0.6431371629244146,0.08301502871050699,0.0005619470136586064,3.4734145177618736e-05,1.166443596153246e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833668784546745,-1.3580585260018125,-0.0005645802712024306,1.483271647651236,-15.107693022246975,16.591019270774456,16.563214241011536,16.467944138918693,0.027854354916643342,0.027831579117843647,0.09730144937189376,22.235825539676856,0.12462004352313365,0.1245225430657605,0.1254332631001362,0.0033055352535816076,3.919883076250686e-06,0.00020043168952500192,7.844920213142912e-06,6.0776461896357183e-05,0.0010374804807518777,1.0014399937645663e-05,9.802639525438539e-05,8.379101593314978e-07
0.18,117.2,1.723,0.04148059153643986,2.8271401932176294,347.5201335393585,2.1209891086107553,34.97916828824207,7635.359905620698,199987.0009884711,1.0373151372983045,0.008866537692123696,10.978599634035003,0.10596963755446928,499995.99760280165,4.002397198453904,0.6431446568868068,0.0830159255834182,0.0005950023469214526,3.6777670109392086e-05,1.2350653752048666e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833651888951898,-1.3580888777222961,-0.0006517004094348522,1.4832694783162879,-15.107829737336573,16.591158201200727,16.56335364805247,16.467899451052503,0.02785382042194584,0.027831597664218683,0.09730191256857702,22.235830003163134,0.12462145038008941,0.12452388837512732,0.12542859877473972,0.003305531403238876,3.919915900193567e-06,0.0002004334707637164,7.845004967633022e-06,6.0777170075803244e-05,0.001037477665416308,1.0014130748897348e-05,9.802628047468978e-05,8.378878119056893e-07
0.19,117.2,1.723,0.041480901524389734,2.8271402614864733,347.5201416987165,2.1210059433450468,34.97912786223479,7635.359912546769,199987.0010124384,1.0373139168932557,0.008866306763148894,10.978571589986089,0.10596683451715466,499995.7752444854,4.224755514691854,0.6431520905586713,0.08301682300988336,0.0006280576418343007,3.882121219218557e-05,1.3036879443608512e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833635103651088,-1.358116194340367,-0.0007324948546738597,1.4832673347486889,-15.107951869193464,16.591282190309975,16.56347599839347,16.467857384979133,0.02785349868191045,0.027831614964015514,0.09730237265433647,22.235833753452635,0.12462284591757139,0.12452523451482504,0.12542400592901573,0.003305527582981188,3.91994519405483e-06,0.00020043506164610692,7.845089774433979e-06,6.077787255779444e-05,0.0010374750152536854,1.0013865861871116e-05,9.802616514641267e-05,8.378659891175705e-07
0.2,117.2,1.723,0.04148117775571446,2.82714032530806,347.5201493151752,2.121020955058904,34.97908772577297,7635.3599202506675,199987.00103483847,1.0373126978747411,0.00886608053183833,10.978545120542478,0.10596407708616273,499995.5528861318,4.447113868304791,0.6431594647771885,0.08301772087011335,0.0006611128986825906,4.086476959142441e-05,1.372311298009687e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833618417803145,-1.3581407641829708,-0.0008073327921920281,1.4832652241980213,-15.108060797173982,16.591392677516772,16.563583744963907,16.467817680813717,0.02785329050791374,0.02783163135787302,0.09730282902769975,22.235836964075755,0.12462423029276938,0.12452658130517003,0.1254194846443186,0.003305523790085546,3.919971297915017e-06,0.00020043648025306644,7.845174622225712e-06,6.077856942144432e-05,0.0010374725138912642,1.0013605284642378e-05,9.802604994916304e-05,8.378446102587223e-07
0.21,117.2,1.723,0.04148142347866728,2.8271403849370365,347.5201564201789,2.121034322833827,34.979047851877496,7635.359928674432,199987.00105582658,1.0373114809699198,0.008865858786805954,10.978520069677108,0.1059613647062636,499995.3305277449,4.669472255260576,0.643166780374915,0.083018619047438,0.0006941681177344635,4.290834058953164e-05,1.4409354306049454e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833601821303193,-1.358162857113732,-0.0008765652692090953,1.4832631481322096,-15.108157826147494,16.591490962050848,16.56367843444218,16.46778010451566,0.027853176754118247,0.02783164690521781,0.09730328127211063,22.235839700407578,0.12462560366200442,0.12452792857115699,0.12541503404137241,0.0033055200220024235,3.919994518734059e-06,0.00020043774350779668,7.845259499982892e-06,6.0779260745429475e-05,0.0010374701465844867,1.0013348964741912e-05,9.802593495165742e-05,8.378236553531628e-07
0.22,117.2,1.723,0.04148164152267455,2.8271404406204756,347.52016304533515,2.1210461991470217,34.97900821760905,7635.359937763954,199987.00107553514,1.0373102860121157,0.008865639541791995,10.978496285247765,0.10595869862049394,499995.10816933046,4.8918306696592415,0.6431740381496395,0.08301951742886719,0.0007272232992200027,4.495192372603481e-05,1.5095603366735672e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833585305719772,-1.3581827028783904,-0.0009405432106177614,1.4832611182750952,-15.108244059790369,16.591578175620157,16.563763778112687,16.467744427871647,0.027852916948686524,0.0278316624717242,0.09730372862823974,22.235842324152568,0.12462696617506999,0.12452927614330078,0.1254106559400975,0.0033055162765640556,3.920015123892745e-06,0.00020043886581939358,7.84534439702795e-06,6.0779946605140934e-05,0.0010374678989559139,1.0013097019636678e-05,9.802582202814495e-05,8.378029366993435e-07
0.23,117.2,1.723,0.041481834559488756,2.827140492604663,347.52016922035267,2.121056728555014,34.97896880117997,7635.359947468188,199987.00109408962,1.0373091110138437,0.00886542284620932,10.978473643855587,0.1059560780248121,499994.8858108916,5.114189108546028,0.6431812389118337,0.08302041590429421,0.0007602784433584442,4.699551761393335e-05,1.578186010803739e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.483356886310566,-1.3582005192915962,-0.000999596546535031,1.4832591294552913,-15.10832054567871,16.591655386866645,16.563840704004804,16.46771046578338,0.027852524322675154,0.027831678000543356,0.09730417083885015,22.23584484781544,0.12462831798413988,0.12453062385644131,0.1254063490893187,0.0033055125517115072,3.920033365871688e-06,0.00020043986084844882,7.845429302955803e-06,6.0780627077168285e-05,0.001037465759344353,1.0012849373344744e-05,9.802571099080823e-05,8.377824589667807e-07
0.24,117.2,1.723,0.04148200502117024,2.8271405411365733,347.52017497375766,2.1210660412855895,34.97892958294095,7635.359957739417,199987.00111160293,1.03730794420074,0.008865209662258315,10.978452044318228,0.10595350120101157,499994.66345242964,5.336547570514659,0.643188383470622,0.08302131436676197,0.0007933335503488838,4.903912100243327e-05,1.646812447648835e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833552486424064,-1.3582165025696267,-0.0010540414655224595,1.483257164619772,-15.108388224654878,16.59172356856058,16.563908804397542,16.46767806647734,0.027852125831473118,0.027831693021110757,0.09730460790257534,22.235847124389032,0.12462965924113441,0.12453197155014295,0.12540211086679753,0.00330550884558792,3.920049474500588e-06,0.00020044074090148822,7.845514207659007e-06,6.0781302237973784e-05,0.0010374637181880726,1.0012605863495595e-05,9.802560072696994e-05,8.377623130834108e-07
0.25,117.2,1.723,0.041482154937368024,2.82714058645594,347.52018033389714,2.121074244043221,34.978890546811,7635.3599685336485,199987.00112816785,1.0373067883212923,0.008864999610875252,10.978431391294004,0.10595096779180639,499994.44109394733,5.558906052812254,0.6431954726058204,0.08302221271286672,0.0008263886203567991,5.1082732867871495e-05,1.715439641933789e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833536170113406,-1.3582308134587198,-0.0011041905663660145,1.4832552133775607,-15.108447863364443,16.591783532516505,16.563969289840287,16.467647086941007,0.027851681156852215,0.027831707674134662,0.09730503956842934,22.23584923077024,0.12463099009247117,0.12453331906930008,0.12539794069322144,0.00330550515667364,3.9200636415812786e-06,0.00020044151606208438,7.845599101365905e-06,6.078197216125003e-05,0.0010374617664772835,1.0012366456325705e-05,9.802549149636213e-05,8.377424632277114e-07
0.26,117.2,1.723,0.04148228635327694,2.827140628750587,347.52018532613306,2.121081451658756,34.978851675478495,7635.359979808694,199987.00114388383,1.0373056422048486,0.00886479269116591,10.978411586443691,0.10594847707096673,499994.2187354471,5.781264553021356,0.6432025070912528,0.08302311084138034,0.000859443653559193,5.3126352108551604e-05,1.784067588437238e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.483351990781787,-1.3582436249744931,-0.0011503248551889556,1.4832532971477121,-15.108500302854992,16.591836096767427,16.564022947502494,16.467617379665537,0.027851197004928774,0.027831721932124805,0.09730546564832032,22.23585118204905,0.12463231068344226,0.1245346662620705,0.12539383743646226,0.0033055014833327182,3.9200760603846715e-06,0.00020044219718175246,7.845683974510442e-06,6.0782636920123395e-05,0.0010374598949189288,1.0012131083206357e-05,9.80253831883582e-05,8.377229093151787e-07
0.27,117.2,1.723,0.04148240096959866,2.827140668237373,347.5201899757778,2.1210877524666607,34.97881295560009,7635.359991526355,199987.00115882762,1.037304494638385,0.008864589821755997,10.978392564345807,0.10594602738845901,499993.9963769296,6.00362307055465,0.6432094876985809,0.0830240086547248,0.0008924986500957238,5.516997787533465e-05,1.8526962820090388e-05,0.004,10.3,0.08,1152.0,0.015,0.00015,1.5,0.1,5.0,20.0,4.0,0.002,1.5,9.45e-05,115.2,1.0,1.0,1.4833503695016799,-1.35825507018139,-0.0011927229566026654,1.4832514034392261,-15.108546175429648,16.59188194155616,16.56406909903565,16.46758884651871,0.027850794672099166,0.027831735346490947,0.09730588624804674,22.23585282774077,0.12463362115893335,0.12453601298208719,0.12538979857880347,0.0033054978243042088,3.920086891627074e-06,0.00020044279260809946,7.845768817871495e-06,6.0783296587515896e-05,0.0010374580973306789,1.0011899588209378e-05,9.802527474332738e-05,8.377037381559418e-07
