data_set_value_component_Time_variable_time,data_set_value_component_Neural_input_variable_Ach,data_set_value_component_Gap_junction_variable_Gcouple,data_set_value_component_Environment_variable_T,data_set_value_component_Environment_variable_T_exp,data_set_value_component_Environment_variable_F,data_set_value_component_Environment_variable_R,data_set_value_component_Environment_variable_Q10Ca,data_set_value_component_Environment_variable_Q10K,data_set_value_component_Environment_variable_Q10Na,data_set_value_component_Environment_variable_Ca_o,data_set_value_component_Environment_variable_Na_o,data_set_value_component_Environment_variable_K_o,data_set_value_component_Environment_variable_Cl_o,data_set_value_component_Environment_variable_T_correction_Na,data_set_value_component_Environment_variable_T_correction_K,data_set_value_component_Environment_variable_T_correction_Ca,data_set_value_component_Environment_variable_T_correction_BK,data_set_value_component_Environment_variable_FoRT,data_set_value_component_Environment_variable_RToF,data_set_value_component_SM_Membrane_variable_Cm_SM,data_set_value_component_SM_Membrane_variable_Vol_SM,data_set_value_component_SM_Membrane_variable_Vm_SM,data_set_value_component_SM_Membrane_variable_Ca_i,data_set_value_component_SM_Membrane_variable_Na_i,data_set_value_component_SM_Membrane_variable_K_i,data_set_value_component_I_stim_variable_local_time,data_set_value_component_I_stim_variable_period,data_set_value_component_I_stim_variable_stim_start,data_set_value_component_I_stim_variable_delta_VICC,data_set_value_component_I_stim_variable_t_ICCpeak,data_set_value_component_I_stim_variable_t_ICCplateau,data_set_value_component_I_stim_variable_t_ICC_stimulus,data_set_value_component_I_stim_variable_V_decay,data_set_value_component_I_stim_variable_I_stim,data_set_value_component_d_Ltype_SM_variable_d_inf_Ltype_SM,data_set_value_component_d_Ltype_SM_variable_tau_d_Ltype_SM,data_set_value_component_d_Ltype_SM_variable_d_Ltype_SM,data_set_value_component_f_Ltype_SM_variable_f_inf_Ltype_SM,data_set_value_component_f_Ltype_SM_variable_tau_f_Ltype_SM,data_set_value_component_f_Ltype_SM_variable_f_Ltype_SM,data_set_value_component_f_ca_Ltype_SM_variable_f_ca_inf_Ltype_SM,data_set_value_component_f_ca_Ltype_SM_variable_tau_f_ca_Ltype_SM,data_set_value_component_f_ca_Ltype_SM_variable_f_ca_Ltype_SM,data_set_value_component_I_Ltype_SM_variable_I_Ltype_SM,data_set_value_component_I_Ltype_SM_variable_E_Ca,data_set_value_component_I_Ltype_SM_variable_G_max_Ltype,data_set_value_component_J_CaSR_SM_variable_J_CaSR_SM,data_set_value_component_J_CaSR_SM_variable_J_max_CaSR,data_set_value_component_d_LVA_SM_variable_d_inf_LVA_SM,data_set_value_component_d_LVA_SM_variable_tau_d_LVA_SM,data_set_value_component_d_LVA_SM_variable_d_LVA_SM,data_set_value_component_f_LVA_SM_variable_f_inf_LVA_SM,data_set_value_component_f_LVA_SM_variable_tau_f_LVA_SM,data_set_value_component_f_LVA_SM_variable_f_LVA_SM,data_set_value_component_I_LVA_SM_variable_I_LVA_SM,data_set_value_component_I_LVA_SM_variable_E_Ca,data_set_value_component_I_LVA_SM_variable_G_max_LVA,data_set_value_component_d_BK_SM_variable_d_BK_SM,data_set_value_component_I_BK_SM_variable_I_BK_SM,data_set_value_component_I_BK_SM_variable_E_K,data_set_value_component_I_BK_SM_variable_G_max_BK,data_set_value_component_I_bk_SM_variable_I_bk_SM,data_set_value_component_I_bk_SM_variable_E_K,data_set_value_component_I_bk_SM_variable_G_max_bk,data_set_value_component_xr1_SM_variable_xr1_inf_SM,data_set_value_component_xr1_SM_variable_tau_xr1_SM,data_set_value_component_xr1_SM_variable_xr1_SM,data_set_value_component_xr2_SM_variable_xr2_inf_SM,data_set_value_component_xr2_SM_variable_tau_xr2_SM,data_set_value_component_xr2_SM_variable_xr2_SM,data_set_value_component_I_kr_SM_variable_I_kr_SM,data_set_value_component_I_kr_SM_variable_E_K,data_set_value_component_I_kr_SM_variable_G_max_kr_SM,data_set_value_component_m_Na_SM_variable_m_inf_Na,data_set_value_component_m_Na_SM_variable_tau_m_Na,data_set_value_component_m_Na_SM_variable_m_Na_SM,data_set_value_component_h_Na_SM_variable_h_inf_Na,data_set_value_component_h_Na_SM_variable_tau_h_Na,data_set_value_component_h_Na_SM_variable_h_Na_SM,data_set_value_component_I_Na_SM_variable_I_Na_SM,data_set_value_component_I_Na_SM_variable_E_Na,data_set_value_component_I_Na_SM_variable_G_max_Na_SM,data_set_value_component_xa1_SM_variable_xa1_inf_SM,data_set_value_component_xa1_SM_variable_tau_xa1_SM,data_set_value_component_xa1_SM_variable_xa1_SM,data_set_value_component_xa2_SM_variable_xa2_inf_SM,data_set_value_component_xa2_SM_variable_tau_xa2_SM,data_set_value_component_xa2_SM_variable_xa2_SM,data_set_value_component_I_ka_SM_variable_I_ka_SM,data_set_value_component_I_ka_SM_variable_E_K,data_set_value_component_I_ka_SM_variable_G_max_ka_SM,data_set_value_component_m_NSCC_SM_variable_m_inf_NSCC_SM,data_set_value_component_m_NSCC_SM_variable_tau_m_NSCC_SM,data_set_value_component_m_NSCC_SM_variable_m_NSCC_SM,data_set_value_component_I_NSCC_SM_variable_I_NSCC_SM,data_set_value_component_I_NSCC_SM_variable_E_NSCC,data_set_value_component_I_NSCC_SM_variable_G_max_NSCC_SM,data_set_value_component_I_NSCC_SM_variable_f_ca_NSCC_SM,data_set_value_component_I_NSCC_SM_variable_rach_NSCC_SM
0.0,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.75,8e-05,10.0,164.0,-98.0,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,4.702357577245278e-06,1.2330563983250542,0.0,0.9528272839507782,225.62308565096737,0.95,0.9999999624830618,5.247048503510869,1.0,-0.0,138.2385609404423,65.0,1.0262858476766606e-06,0.31705,0.020309523072444963,7.870572755266304,0.02,0.9995505978258493,11.247819051889337,0.99,-0.7412712311917363,138.2385609404423,0.18,0.00010574244199164397,0.12098785980432339,-88.81958352854573,45.7,0.27460200281105857,-88.81958352854573,0.0144,0.00019350764710127034,119.8843336748054,0.0,0.8112380798379728,496.2681408827667,0.82,0.0,-88.81958352854573,35.0,0.008666522807968268,5.211583163140967,0.005,0.060086650174007626,73.529564080914,0.05787,-0.12124002540929628,69.91940315568951,3.0,0.004174058984618019,185.09055618893078,0.00414,0.7144146382903293,134.86987538415607,0.72,0.5115835312370021,-88.81958352854573,9.0,0.096433156549186,69.60070282357239,0.0,-0.0,-28.0,50.0,0.024960998439937605,0.0009990009990009992
0.1,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.65044711707064,8.000746819997825e-05,10.0,164.0,-97.9,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,4.812495277100402e-06,1.2330563983250542,3.7057981334036784e-07,0.9523219601807299,225.62308565096737,0.9500011390480381,0.9999999624616676,5.247048503510869,0.9999999992916508,-0.004757164429318739,138.2373141197784,65.0,1.0264142302220914e-06,0.31705,0.02049204700339353,7.870572755266304,0.020005078827309706,0.9995441637696286,11.256971153786882,0.9900844649436455,-0.7411633585216882,138.2373141197784,0.18,0.00010638328323990218,0.12235654009957661,-88.81958352854573,45.7,0.27603556432524134,-88.81958352854573,0.0144,0.00019739833981876118,119.8843336748054,1.629911521672425e-07,0.8097985251533377,497.8993005938329,0.8199980906018604,8.967006057373699e-05,-88.81958352854573,35.0,0.008846538285906263,5.2061579266748526,0.005071449862202385,0.05823965812432132,73.44978119170644,0.05787173532900526,-0.12288857516574479,69.91940315568951,3.0,0.004226768019263192,185.78842044341275,0.004140032775119258,0.7112749713515907,134.86987538415607,0.7199946776860442,0.5142545260818878,-88.81958352854573,9.0,0.09686774973172266,69.74356407215264,0.00013862339974806168,-7.201321620429774e-06,-28.0,50.0,0.024970087660634636,0.0009990009990009992
0.2,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.55089343664817,8.001558622202436e-05,10.0,164.0,-97.8,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,4.925213501366999e-06,1.2330563983250542,7.215475780095247e-07,0.9518114929342721,225.62308565096737,0.9500020530525232,0.9999999624383981,5.247048503510869,0.9999999985961096,-0.009258080174406064,138.23595894291992,65.0,1.026553788194999e-06,0.31705,0.020676178159052008,7.870572755266304,0.020012394608075017,0.9995376375874803,11.266130775952258,0.9901680641983962,-0.7411370801043935,138.23595894291992,0.18,0.000107029749206171,0.12373938408403373,-88.81958352854573,45.7,0.27746913732332495,-88.81958352854573,0.0144,0.00020136727572225906,119.8843336748054,3.291250585093961e-07,0.8083514225810959,499.53218362138034,0.8199958999848962,0.00018200900118388379,-88.81958352854573,35.0,0.009030260356354554,5.200732646748532,0.0051450741173502445,0.0564460166973305,73.3699976633782,0.05787102448852763,-0.12458213960345081,69.91940315568951,3.0,0.004280140220628546,186.48706694644665,0.004140093791827073,0.7081171597105602,134.86987538415607,0.7199870339783386,0.5169274046009538,-88.81958352854573,9.0,0.09730409407186273,69.88646480832531,0.00027738794135459554,-1.4381222019819526e-05,-28.0,50.0,0.02497997044667305,0.0009990009990009992
0.30000000000000004,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.45133909798052,8.00243359754893e-05,10.0,164.0,-97.7,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.040572569243493e-06,1.2330563983250542,1.054187632883017e-06,0.9512958364302165,225.62308565096737,0.9500027395810384,0.9999999624133015,5.247048503510869,0.9999999979131994,-0.013519574170464125,138.23449846232472,65.0,1.0267042117355219e-06,0.31705,0.02086192981921428,7.870572755266304,0.02002194815196271,0.9995310179701016,11.275297911796589,0.9902508014902647,-0.7411923400318123,138.23449846232472,0.18,0.000107681845065251,0.12513649775748203,-88.81958352854573,45.7,0.27890271980013903,-88.81958352854573,0.0144,0.0002054160225952263,119.8843336748054,4.98461658491589e-07,0.8068967869166563,501.16678951216335,0.819993427585426,0.00027707697098625436,-88.81958352854573,35.0,0.009217763676162007,5.195307330950468,0.005220906818012099,0.05470439502828235,73.2902136075243,0.05786791430626159,-0.12632131541291175,69.91940315568951,3.0,0.004334183789088448,187.1864707477292,0.004140183241253609,0.7049414606627004,134.86987538415607,0.7199770525046045,0.5196022038648875,-88.81958352854573,9.0,0.09774219412269335,70.02940380052213,0.00041629536287773503,-2.1540371571988646e-05,-28.0,50.0,0.024990625439529714,0.0009990009990009992
0.4,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.35178424000046,8.003369748009825e-05,10.0,164.0,-97.6,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.158634203075481e-06,1.2330563983250542,1.370018481819058e-06,0.9507749446211646,225.62308565096737,0.9500031962715948,0.9999999623864317,5.247048503510869,0.9999999972426774,-0.017561444317821327,138.23293604701772,65.0,1.026865158538675e-06,0.31705,0.02104931535800394,7.870572755266304,0.02003373478457022,0.9995243035898529,11.284472554723534,0.990332683500995,-0.7413288820556931,138.23293604701772,0.18,0.0001083395702492046,0.12654798051712599,-88.81958352854573,45.7,0.280336309755052,-88.81958352854573,0.0144,0.00020954617940519848,119.8843336748054,6.71065962779793e-07,0.8054346338777782,502.80311781049267,0.8199906734565505,0.0003749376289418803,-88.81958352854573,35.0,0.009409124336067297,5.1898819868519395,0.005298984052028548,0.05301348256827913,73.21042913548712,0.057862466401652934,-0.12810677170533488,69.91940315568951,3.0,0.0043889070228779236,187.88660672779872,0.004140301282282269,0.7017481391095611,134.86987538415607,0.7199647197089595,0.5222789591029174,-88.81958352854573,9.0,0.09818205442674688,70.17237981629152,0.0005553473891960769,-2.8679407126729676e-05,-28.0,50.0,0.025002029003729432,0.0009990009990009992
0.5,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.25222899148926,8.004365088495901e-05,10.0,164.0,-97.5,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.279461572839128e-06,1.2330563983250542,1.6706362988296178e-06,0.9502487711428458,225.62308565096737,0.9500034206513192,0.999999962357842,5.247048503510869,0.9999999965842663,-0.021404446970614523,138.23127504525158,65.0,1.0270362885530005e-06,0.31705,0.02123834826304307,7.870572755266304,0.020047747584885055,0.9995174930998285,11.2936546990369,0.9904137183715206,-0.7415463674114635,138.23127504525158,0.18,0.00010900292383950857,0.12797393138060575,-88.81958352854573,45.7,0.28176990533361324,-88.81958352854573,0.0144,0.00021375937733748138,119.8843336748054,8.470095356200426e-07,0.8039649799655426,504.44116822016673,0.8199876379044501,0.00047565904873494996,-88.81958352854573,35.0,0.009604419904899708,5.184456621471016,0.005379345361805277,0.05137198946085871,73.13064435047355,0.05785475017604938,-0.12993927082318213,69.91940315568951,3.0,0.00444431832469216,188.58744966874605,0.004140448071237476,0.6985374671945133,134.86987538415607,0.7199500226436886,0.5249577060660267,-88.81958352854573,9.0,0.09862367955948657,70.31539163647456,0.0006945458283994809,-3.579893749190405e-05,-28.0,50.0,0.02501415767874657,0.0009990009990009992
0.6000000000000001,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.15267345793951,8.005417717187456e-05,10.0,164.0,-97.4,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.403119347210826e-06,1.2330563983250542,1.957840003329033e-06,0.9497172692426571,225.62308565096737,0.9500034096061032,0.9999999623275831,5.247048503510869,0.9999999959376187,-0.025071896001058868,138.2295186669236,65.0,1.0272172760651935e-06,0.31705,0.02142904216195666,7.870572755266304,0.020063977294145056,0.9995105851326369,11.302844341157538,0.9904939166827006,-0.7418443719086585,138.2295186669236,0.18,0.00010967190657288199,0.12941445143044786,-88.81958352854573,45.7,0.2832035050167296,-88.81958352854573,0.0144,0.0002180572810353494,119.8843336748054,1.0263856667084051e-06,0.802487842271614,506.0809408218201,0.8199843214497633,0.0005793223761992477,-88.81958352854573,35.0,0.009803729483167437,5.179031240556625,0.005462042401356012,0.049778646823950806,73.05085933702661,0.05784485200043537,-0.13181989935604815,69.91940315568951,3.0,0.004500426210584063,189.2889743486184,0.004140623801916045,0.695309723814792,134.86987538415607,0.7199329462229106,0.5276384844676463,-88.81958352854573,9.0,0.09906707418857152,70.45843807414501,0.0008338929259201432,-4.289956356201391e-05,-28.0,50.0,0.025026989031681133,0.0009990009990009992
0.7000000000000001,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-69.05311768220717,8.006526885583461e-05,10.0,164.0,-97.3,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.529673781520365e-06,1.2330563983250542,2.232318986613436e-06,0.9491803915618892,225.62308565096737,0.9500031619572545,0.9999999622956727,5.247048503510869,0.9999999953026036,-0.028572859458858665,138.22766819834894,65.0,1.0274079936905516e-06,0.31705,0.021621410901093725,7.870572755266304,0.020082420495424236,0.9995035782972365,11.3120414832685,0.9905732823890022,-0.7422226751148253,138.22766819834894,0.18,0.00011034655064327794,0.1308696794730973,-88.81958352854573,45.7,0.2846371081872753,-88.81958352854573,0.0144,0.0002224415910897788,119.8843336748054,1.2092294226950392e-06,0.8010032378876026,507.7224367240328,0.8199807242758834,0.0006859767871912459,-88.81958352854573,35.0,0.010007133814445474,5.173605846444245,0.005547094589159076,0.04823220659868955,72.97107412949161,0.0578328044500232,-0.13374883700075926,69.91940315568951,3.0,0.00455723933449797,189.99115582127234,0.004140828548119769,0.6920651932580113,134.86987538415607,0.7199134846460062,0.5303213273641825,-88.81958352854573,9.0,0.09951224325197057,70.60151803124714,0.0009733895329260676,-4.998181174459485e-05,-28.0,50.0,0.02504051470549154,0.0009990009990009992
0.8,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-68.95356171373024,8.007691679132861e-05,10.0,164.0,-97.2,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.659192670948239e-06,1.2330563983250542,2.4948653158432117e-06,0.9486380904993222,225.62308565096737,0.9500026761557511,0.9999999622621327,5.247048503510869,0.9999999946790554,-0.031917702497735435,138.22572520411453,65.0,1.0276082855367332e-06,0.31705,0.02181546841576777,7.870572755266304,0.020103072840559833,0.999496471183331,11.321246126936208,0.9906518206272057,-0.7426810236601838,138.22572520411453,0.18,0.0001110268836193511,0.13233974952078062,-88.81958352854573,45.7,0.2860707141333432,-88.81958352854573,0.0144,0.00022691404183277974,119.8843336748054,1.3955883434438766e-06,0.7995111849278147,509.3656569256408,0.8199768466529715,0.0007956789619850724,-88.81958352854573,35.0,0.010214715178686305,5.16818044182805,0.005634528520336871,0.04673144304996747,72.89128876748876,0.05781864830894448,-0.13572644632286474,69.91940315568951,3.0,0.004614766451421974,190.69396893087313,0.004141062407405618,0.6888041673595846,134.86987538415607,0.7198916308397275,0.5330062697693595,-88.81958352854573,9.0,0.09995919165194374,70.74463039922287,0.0011130367482001303,-5.704620223891904e-05,-28.0,50.0,0.025054724344450316,0.0009990009990009992
0.9,1e-05,1.3,310.0,297.0,96486.0,8314.4,2.1,1.365,2.45,2.5,137.0,5.9,134.0,3.2056485702850788,1.4985541709350676,2.6235242517554345,14.3,0.037434470471750525,26.713347014074582,77.0,3500.0,-68.8540056651646,8.00890997647895e-05,10.0,164.0,-97.1,20000.0,0.0,59.0,98.0,7582.0,10000.0,37.25,76.7,5.791745309331617e-06,1.2330563983250542,2.7472815576188264e-06,0.948090318527799,225.62308565096737,0.950001948533436,0.9999999622270203,5.247048503510869,0.999999994066585,-0.03512969274168315,138.22369326247454,65.0,1.0278177882166516e-06,0.31705,0.022011228618345802,7.870572755266304,0.02012592412420249,0.9994892623652565,11.330458267865163,0.9907295435228692,-0.7432189602086118,138.22369326247454,0.18,0.00011171289889765845,0.13382475487711343,-88.81958352854573,45.7,0.2875043212326882,-88.81958352854573,0.0144,0.000231476399363908,119.8843336748054,1.5855759394597648e-06,0.7980117033929519,511.0106013788893,0.8199726892394801,0.0009085239143581319,-88.81958352854573,35.0,0.010426557295736504,5.162755032847341,0.005724407863416035,0.045275153832148085,72.81150334130184,0.05780247885629421,-0.1377541033494961,69.91940315568951,3.0,0.004673016385009944,191.3973879126519,0.004141325611157163,0.6855269473082674,134.86987538415607,0.7198673684070445,0.5356933554309962,-88.81958352854573,9.0,0.100407923998447,70.88777397759527,0.0012528371610015837,-6.40932773912183e-05,-28.0,50.0,0.02506959288360278,0.0009990009990009992
