Time,x,y,z,I,r,k,b,tau,a,p,c,d,n,compartment,Uninfected_Cells_Proliferation,Uninfected_Cells_Infection,Length_of_Eclipse_Phase,Cytotoxicity,Immune_Kill,Stimulation,Clearance
0.0,200.0,800.0,100.0,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,21.93866292660121,71.67999999999999,71.67999999999999,800.0,800.0,1600.0,50.0
0.5,203.85268484658087,6.497607640973121,1198.0183884345697,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,37.863976964481964,0.5934005336860292,0.5934005336860292,6.497607640973121,77.84253434718765,155.6850686943753,599.0091942172849
1.0,223.59426840021217,0.018803618492669715,942.6825652739287,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,41.24521973176875,0.001883562831425043,0.001883562831425043,0.018803618492669715,0.17725843317102172,0.35451686634204344,471.34128263696437
1.5,245.07274526765204,0.00017614417198285752,734.1893268336727,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,44.70073919971378,1.9339324834249877e-05,1.9339324834249877e-05,0.00017614417198285752,0.0012932317105376883,0.0025864634210753766,367.09466341683634
2.0,268.32567647898617,4.151527961151505e-06,571.7874707681339,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,48.341136118109844,4.990547737716368e-07,4.990547737716368e-07,4.151527961151505e-06,2.3737916727300065e-05,4.747583345460013e-05,285.89373538406693
2.5,293.44305134399923,2.020771493666137e-07,445.3085357255579,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,52.15641311406661,2.656556462203223e-08,2.656556462203223e-08,2.020771493666137e-07,8.998667948804159e-07,1.7997335897608318e-06,222.65426786277894
3.0,320.5087726331018,1.4688030841576953e-08,346.80663920639273,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,56.13161879966352,2.1090239463690765e-09,2.1090239463690765e-09,1.4688030841576953e-08,5.093906612727148e-08,1.0187813225454297e-07,173.40331960319637
3.5,349.5980143948518,3.6108621583384247e-09,270.09328536113384,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,60.24670617616808,5.655329078822628e-10,5.655329078822628e-10,3.6108621583384247e-09,9.752696233318197e-09,1.9505392466636394e-08,135.04664268056692
4.0,380.77456626212444,1.735485478112004e-09,210.34886874152286,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,64.47612461239568,2.9605127112167666e-10,2.9605127112167666e-10,1.735485478112004e-09,3.6505740703820097e-09,7.301148140764019e-09,105.17443437076143
4.5,414.08800312632593,-2.6768955542789974e-09,163.81987511458215,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,68.78852971349478,-4.9659470992281e-10,-4.9659470992281e-10,-2.6768955542789974e-09,-4.385286953967655e-09,-8.77057390793531e-09,81.90993755729107
5.0,449.57074919202637,-2.154156139720863e-09,127.58305593212664,0.0,0.206,2139.0,0.000448,0.0,1.0,0.01,0.02,0.5,0.01,1.0,73.14665855198147,-4.3386362414568854e-10,-4.3386362414568854e-10,-2.154156139720863e-09,-2.748338232605409e-09,-5.496676465210818e-09,63.79152796606332
