ACC,Auxin,CK,CK_ex,CTR1,CTR1T,CTR1_star,ET,IAA,PLSm,PLSp,Ra,RaT,Ra_star,Re,ReT,Re_star,X,Time
0.0,0.1,0.1,0.0,0.0,0.3,0.3,0.1,0.0,0.1,0.1,0.0,1.0,1.0,0.0,0.3,0.3,0.1,0.0
0.0,0.11124090617268517,0.10384473321149133,0.0,0.000253749985160201,0.3,0.2997462500148398,0.10001072264843283,0.0,0.10098502697734939,0.10000493882637149,0.009944699377375188,1.0,0.9900553006226248,0.0014959507575568187,0.3,0.29850404924244317,0.09990132283679341,0.01
0.0,0.12224801611317923,0.10740308998172447,0.0,0.0005050381315177543,0.3,0.29949496186848223,0.10002289484900649,0.0,0.10194053146724603,0.10001947066899478,0.019778521666890314,1.0,0.9802214783331097,0.0029838700774290627,0.3,0.2970161299225709,0.09980526531181942,0.02
0.0,0.13302635545115155,0.11070567187302797,0.0,0.0007539071362648864,0.3,0.2992460928637351,0.10003652581312819,0.0,0.10286698003590933,0.10004322629650036,0.029500482023932184,1.0,0.9704995179760678,0.004463811800695272,0.3,0.2955361881993047,0.09971180371348505,0.03
0.0,0.14358120197964044,0.11377953074476152,0.0,0.0010004029304573336,0.3,0.29899959706954266,0.10005161689660061,0.0,0.10376488458692226,0.10007582193574764,0.03910979320788066,1.0,0.9608902067921193,0.005935839625504646,0.3,0.29406416037449534,0.09962091112516544,0.04
0.0,0.15391760747331576,0.11664748071603312,0.0,0.0012445699941369681,0.3,0.298755430005863,0.10006816391682044,0.0,0.10463474772720407,0.10011688704415586,0.04860578336654231,1.0,0.9513942166334577,0.007400015682686278,0.3,0.2925999843173137,0.09953256141028276,0.05
0.0,0.1640404500387252,0.11932888640234111,0.0,0.0014864517458380022,0.3,0.298513548254162,0.10008615769549495,0.0,0.10547706706615757,0.1001660610813182,0.057987889590100594,1.0,0.9420121104098994,0.008856400991255842,0.3,0.29114359900874415,0.09944672898751472,0.06
0.0,0.1739544639915056,0.12184044372861147,0.0,0.0017260907192203634,0.3,0.2982739092807796,0.10010558487717557,0.0,0.10629233673946413,0.10022299208428505,0.067255650484917,1.0,0.932744349515083,0.010305055617317094,0.3,0.2896949443826829,0.09936338873057499,0.07
0.0,0.18366425723998983,0.12419680526652256,0.0,0.0019635286342685743,0.3,0.2980364713657314,0.10012642882335544,0.0,0.10708104736116532,0.10028733603491322,0.07640869486759427,1.0,0.9235913051324057,0.011746038696123118,0.3,0.28825396130387687,0.0992825159339504,0.08
0.0,0.19317431562835227,0.12641088488354937,0.0,0.0021988063992647855,0.3,0.2978011936007352,0.10014867005619008,0.0,0.10784368578443687,0.10035875690330053,0.08544673928555047,1.0,0.9145532607144495,0.013179408394197234,0.3,0.28682059160580275,0.09920408631392469,0.09
0.0,0.20248899811512214,0.12849397238598678,0.0,0.0024319640565028666,0.3,0.2975680359434971,0.10017228634108875,0.0,0.1085807346394269,0.10043692724623021,0.0943695921840596,1.0,0.9056304078159404,0.014605221809716351,0.3,0.28539477819028364,0.09912807603809443,0.1
0.0,0.21161255580540447,0.1304563003728322,0.0,0.0026630408690180296,0.3,0.29733695913098196,0.10019725376266486,0.0,0.10929267229715744,0.10052152748602941,0.10317714108493758,1.0,0.8968228589150624,0.016023535013156398,0.3,0.2839764649868436,0.09905446168297545,0.11
0.0,0.22054911228992707,0.1323064879779859,0.0,0.002892075226505586,0.3,0.2971079247734944,0.10022354569422832,0.0,0.10997997283979898,0.1006122467136724,0.11186936596005947,1.0,0.8881306340399405,0.017434402992805187,0.3,0.2825655970071948,0.09898322028040372,0.12
0.0,0.2293026990243562,0.13405252439660173,0.0,0.0031191048111039454,0.3,0.29688089518889604,0.10025113447471072,0.0,0.11064310598650665,0.10070878130034769,0.12044631460746535,1.0,0.8795536853925346,0.01883787974330786,0.3,0.2811621202566921,0.09891432923616768,0.13
0.0,0.23787724447574413,0.13570149172783633,0.0,0.003344166543553573,0.3,0.2966558334564464,0.10027999094479566,0.0,0.11128253699192579,0.10081083538148054,0.1289081095409037,1.0,0.8710918904590963,0.020234018230500528,0.3,0.27976598176949946,0.09884776635728233,0.14
0.0,0.24627658844186162,0.13725997797041498,0.0,0.0035672966486976487,0.3,0.29643270335130234,0.1003100852340274,0.0,0.1118987265108558,0.10091812033546532,0.13725493729550375,1.0,0.8627450627044962,0.02162287042361305,0.3,0.27837712957638694,0.09878350982061922,0.15
0.0,0.25450447631580736,0.1387339252113288,0.0,0.003788530627561182,0.3,0.2962114693724388,0.10034138665955714,0.0,0.11249213047056242,0.10103035505132874,0.14548705126771277,1.0,0.8545129487322872,0.023004487280044394,0.3,0.2769955127199556,0.09872153818763786,0.16
0.0,0.26256456257883,0.14012870876475475,0.0,0.004007903276178393,0.3,0.2959920967238216,0.10037386372604605,0.0,0.1130631999968632,0.10114726577894506,0.1536047682595626,1.0,0.8463952317404374,0.02437891876415199,0.3,0.275621081235848,0.09866183039545537,0.17
0.0,0.2704604184224603,0.14144929837851042,0.0,0.00422544872523295,0.3,0.29577455127476704,0.10040748457998398,0.0,0.11361238123583495,0.10126858581969235,0.1616084609245707,1.0,0.8383915390754293,0.02574621388574838,0.3,0.2742537861142516,0.0986043657384116,0.18
