Time,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt,k1,k2,k16,k15,k18,k17,k6,k5,k14,k13,k12,k11,k10,k9,k3,k4,k7,k8,k19,k20,k21,k22,cytosol,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R17,R12,R13,R14,R15,R16
0.88,0.9536401937782025,0.9838618109805504,0.00048604714568230837,0.01883865872793977,0.0002133886885546665,0.0009915354194107056,1.436459918743116e-05,0.030358103730121436,0.00010852766484246632,0.0038285980051281725,0.009303138384484723,2.5521634457491737e-05,0.00011837680926228127,0.005754039016346524,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3998642750472724e-19,6.6717073975721545e-18,8.935481599681649e-21,1.6705209356091403e-21,-5.247684879627315e-19,-3.0089843696423823e-18,-2.8724423225655902e-18,-1.5904105627424025e-17,-6.34700967000371e-17,4.56260223793296e-19,-7.295137444842587e-19,-6.523830456320921e-19,-1.0671358946200418e-20,4.442086535108274e-16,8.463668986678745e-16,-2.151391225287161e-19,1.697682753822849e-15
0.89,0.9535677993063872,0.9837496740201777,0.00048544275988378273,0.018911978785941044,0.00021317517064381382,0.0009924307032788016,1.4526402841706905e-05,0.03028390655109923,0.00010850043718297872,0.0038425631074910645,0.00930075816353365,2.6036443195349892e-05,0.00012016897415034424,0.005737691341046714,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3981220844554225e-19,6.689672984449494e-18,8.880904188860835e-21,2.155310347747702e-21,-5.336514067119484e-19,-3.0176499692764337e-18,-2.941178262422038e-18,-1.6144797286979256e-17,-6.36846820401499e-17,4.651225885772788e-19,-7.317975253949954e-19,-6.59114490324227e-19,-1.0669000044328354e-20,4.3576145440891065e-16,8.301344535812908e-16,-2.1578088064330054e-19,1.6954384245889546e-15
0.9,0.9534994624378672,0.9836385560840903,0.0004848368314996382,0.018983875189908878,0.00021296166534467406,0.0009933344554979688,1.4687583562795287e-05,0.030211130607663787,0.00010847312392377851,0.0038562094778654497,0.00929836973813802,2.6557709949990913e-05,0.00012196031810987297,0.005721654480915752,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3963754311070625e-19,6.70703150312698e-18,8.826193977836114e-21,2.655000605895641e-21,-5.424966800114813e-19,-3.026065266973403e-18,-3.0107780209174255e-18,-1.6385374084397954e-17,-6.389380710746066e-17,4.73973205821554e-19,-7.340147813287486e-19,-6.658118434401545e-19,-1.0666638694157177e-20,4.274870965506061e-16,8.142432962667183e-16,-2.1641153277668608e-19,1.6930224054507658e-15
0.91,0.9534350780314073,0.9835284443685575,0.0004842294138912523,0.019054378042491285,0.00021274819352979307,0.0009942466955291257,1.4848125745847865e-05,0.030139745872119844,0.00010844572751365206,0.0038695436966229724,0.009295973310098146,2.708539567793694e-05,0.0001237506431316425,0.0057059220595291225,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3946244687621848e-19,6.7237963218518e-18,8.771355767164437e-21,3.1693579533928373e-21,-5.513034205577389e-19,-3.034236046887767e-18,-3.0812363357085628e-18,-1.6625809414326264e-17,-6.40975859547463e-17,4.82811167648699e-19,-7.361668598659663e-19,-6.724744896283451e-19,-1.0664275192341498e-20,4.1938199765713597e-16,7.986857279197249e-16,-2.1703121624024443e-19,1.6904399136052978e-15
0.92,0.9533745439556421,0.983419326287907,0.00048362055908498077,0.01912351662079867,0.00021253477539957244,0.000995167443684767,1.5008014537212963e-05,0.03006972314040731,0.00010841825034670274,0.003882572191261751,0.00929356907659421,2.7619460432127583e-05,0.0001255397569547002,0.005690487848617041,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3928693473382736e-19,6.73998045645921e-18,8.716394234644157e-21,3.6981409443485506e-21,-5.600707832434029e-19,-3.0421679369378527e-18,-3.1525478224392667e-18,-1.6866077445175197e-17,-6.429613000019324e-17,4.916355979433708e-19,-7.382550782863989e-19,-6.791018482484607e-19,-1.0661909829695016e-20,4.1144265986747916e-16,7.834542751623003e-16,-2.176400782485742e-19,1.6876960085100817e-15
0.93,0.953317763203184,0.9833111895270419,0.000483010317128439,0.01919131878052367,0.0002123214301345691,0.0009960967220315922,1.5167236287555884e-05,0.030001034627055362,0.00010839069474196678,0.003895301170976732,0.00929115722841242,2.8159862682163263e-05,0.0001273274753873038,0.005675345831672409,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3911102110582156e-19,6.755596345983862e-18,8.66131387370946e-21,4.2410719370328725e-21,-5.687979904976083e-19,-3.0498663092178543e-18,-3.2247068828031095e-18,-1.7106153431754918e-17,-6.448954693054812e-17,5.004456696115528e-19,-7.402807110946312e-19,-6.856933958509839e-19,-1.065954288936872e-20,4.0366570367816386e-16,7.685418338464276e-16,-2.1823830526090735e-19,1.684795475402708e-15
0.9400000000000001,0.9532646364555382,0.9832040218467174,0.000482398738388731,0.019257813048862548,0.00021210817713632093,0.0009970345511893602,1.532577693871924e-05,0.02993365187556676,0.00010836306301701056,0.003907736861441935,0.009288737956345628,2.870656174641309e-05,0.00012911361393628837,0.005660489975740789,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3893472050627219e-19,6.7706566447529056e-18,8.606119213045771e-21,4.797934676777283e-21,-5.774842420695788e-19,-3.0573366314823154e-18,-3.2977080334705725e-18,-1.7346012587749736e-17,-6.467794464100789e-17,5.092405430827384e-19,-7.42245034831867e-19,-6.922485862933291e-19,-1.0657174653455642e-20,3.9604774539265996e-16,7.539411579121637e-16,-2.18826022382803e-19,1.6817432343831658e-15
0.9500000000000001,0.9532150684079113,0.983097811245076,0.0004817858716114857,0.01932302684301275,0.00021189503497918882,0.0009979809530430697,1.5483623387956863e-05,0.029867547537128305,0.00010833535742610549,0.003919885307002903,0.009286311445814974,2.925951574008706e-05,0.0001308979948424343,0.005645914423704978,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3875804698258279e-19,6.785173548496994e-18,8.550814630980403e-21,5.368490190421771e-21,-5.861287913232636e-19,-3.064584168245492e-18,-3.3715456285723755e-18,-1.7585631033388164e-17,-6.486142791618282e-17,5.180194182969723e-19,-7.441492903270058e-19,-6.987669183564885e-19,-1.0654805397453062e-20,3.8858550011267847e-16,7.396452924634453e-16,-2.194033800042438e-19,1.6785439921873574e-15
0.96,0.9531689659024778,0.9829925459070957,0.0004811717645035694,0.019386986995193294,0.00021168202172487668,0.0009989359499348184,1.5640763079677004e-05,0.029802694846428557,0.00010830758017902255,0.003931752430398604,0.009283877878503783,2.981868219274532e-05,0.00013268044494433112,0.00563161343624065,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3858101428314683e-19,6.79915899362794e-18,8.495404411111608e-21,5.952500843568378e-21,-5.947309224046064e-19,-3.0716140692114006e-18,-3.4462139432110735e-18,-1.7824985507707327e-17,-6.504009943293088e-17,5.26781519132057e-19,-7.4599469410335e-19,-7.052479155516254e-19,-1.065243539195364e-20,3.8127575045680626e-16,7.256474447150239e-16,-2.1997052897211635e-19,1.6752023448018417e-15
0.97,0.9531262378566221,0.9828882142005104,0.000480556463762797,0.0194497197722468,0.0002114691549383539,0.0009998995646270533,1.5797183985583765e-05,0.029739067602098403,0.00010827973344216113,0.003943344036052018,0.009281437432454917,3.0384018080865322e-05,0.00013446079555195364,0.00561758138862549,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3840363586589624e-19,6.812624665117915e-18,8.439892745076199e-21,6.5497306965905036e-21,-6.032899491301687e-19,-3.078431372809534e-18,-3.521707177862101e-18,-1.806405335152656e-17,-6.521405981611889e-17,5.355260926348695e-19,-7.4778243901361115e-19,-7.116911251681051e-19,-1.0650064902752305e-20,3.74115344709673e-16,7.119409782002422e-16,-2.205276201876618e-19,1.6717227812876827e-15
0.98,0.9530867973378778,0.9827848047370347,0.00047994001440698574,0.019511250294763388,0.00021125645132427388,0.0010008718212420244,1.5952875076924902e-05,0.02967664074662143,0.00010825181931644457,0.0039546657407519194,0.00927899028014877,3.0955479099362604e-05,0.00013623888496080264,0.005603812838084415,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3822592470526198e-19,6.825581778035168e-18,8.384283668684425e-21,7.159920545295347e-21,-6.118052413973641e-19,-3.0850409090504322e-18,-3.5980193598625265e-18,-1.830281284610097e-17,-6.53834064773737e-17,5.442524269786223e-19,-7.495136810370282e-19,-7.180961415739775e-19,-1.0647694188859904e-20,3.6710123280414553e-16,6.985195531496882e-16,-2.21074830473819e-19,1.6681095700049906e-15
0.99,0.9530505576467416,0.982682306251307,0.0004793224610587697,0.01957160363233413,0.0002110439274227112,0.0010018527434763414,1.6107825423110857e-05,0.029615389272929494,0.00010822383988006695,0.003965723107009426,0.009276536592217886,3.153302105743901e-05,0.00013801455359537126,0.005590302394245662,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.380478936618325e-19,6.8380414916481816e-18,8.328581184048316e-21,7.782833624938616e-21,-6.202761747729274e-19,-3.0914474836597847e-18,-3.675144532161414e-18,-1.854124255895644e-17,-6.554823585184536e-17,5.529598171498749e-19,-7.511895647133138e-19,-7.24462561819989e-19,-1.0645323506360071e-20,3.6023039669749995e-16,6.853768588995525e-16,-2.2161231511479185e-19,1.6643669730954307e-15
1.0,0.9530174338458977,0.9825807076455131,0.00047870384745276836,0.019630804375323135,0.0002108315993420542,0.0010028423552922636,1.6262024538863642e-05,0.02955528865192124,0.00010819579717229491,0.003976521592197733,0.009274076536038312,3.211659934356989e-05,0.00013978764585202496,0.005577044768554959,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3786955534056014e-19,6.850014747883906e-18,8.272789212655309e-21,8.418237086331803e-21,-6.287021499068498e-19,-3.0976558063317365e-18,-3.753076680970022e-18,-1.8779321592125402e-17,-6.570864254568138e-17,5.616475781454681e-19,-7.528112134500923e-19,-7.307900027748221e-19,-1.0642953106954941e-20,3.5349987676299886e-16,6.725067173526847e-16,-2.221402270452926e-19,1.660499162601822e-15
1.01,0.9529873433873962,0.982479998006569,0.00047808421623717296,0.019688876458962015,0.0002106194826513661,0.0010038406811987925,1.6415462524581472e-05,0.029496315008081923,0.00010816769318703193,0.00398706652820227,0.00927161027516946,3.270616871028488e-05,0.00014155801083230973,0.005564034794050251,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3769092203367554e-19,6.8615122056691724e-18,8.216911576441132e-21,9.065894109510352e-21,-6.370826003816664e-19,-3.103670461535508e-18,-3.8318097066559984e-18,-1.9017029680925008e-17,-6.586471899578489e-17,5.703150503007399e-19,-7.543797256552505e-19,-7.370781080693966e-19,-1.0640583237390709e-20,3.469067822698027e-16,6.599031249225263e-16,-2.2265872500111356e-19,1.6565101860031965e-15
1.02,0.9529602056035212,0.9823801665887381,0.00047746360914621146,0.019745843305295486,0.0002104075924736287,0.001004847746016025,1.6568129946216664e-05,0.029438444977785905,0.0001081395298786806,0.003997363139504856,0.009269137969862876,3.3301683461793215e-05,0.00014332550167852988,0.005551267407799564,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3751200577030835e-19,6.8725442950285254e-18,8.160952014133397e-21,9.725569417586736e-21,-6.454169859937257e-19,-3.1094959325980714e-18,-3.911337449112134e-18,-1.925434710446314e-17,-6.601655577373499e-17,5.78961594705549e-19,-7.558961781936889e-19,-7.433265422036188e-19,-1.0638214139990906e-20,3.4044828184495934e-16,6.475602171858327e-16,-2.231679677642656e-19,1.6524039939988644e-15
1.03,0.9529359420119489,0.9822812028298011,0.00047684206688083344,0.019801727740056035,0.00021019594341879785,0.0010058635750555872,1.6720017924216242e-05,0.029381655792249394,0.00010811130915767192,0.004007416529509911,0.00926665977667264,3.39030973016869e-05,0.00014508997608519218,0.005538737664175008,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.373328182821656e-19,6.8831211860518e-18,8.104914170112185e-21,1.0397027623709373e-20,-6.537047977261374e-19,-3.1151365878263598e-18,-3.9916536671704816e-18,-1.9491254754532518e-17,-6.616424135755e-17,5.875865964626228e-19,-7.573616237965414e-19,-7.495349948836341e-19,-1.0635846052260738e-20,3.3412161049681562e-16,6.354722883999672e-16,-2.236681160024002e-19,1.6481844241803568e-15
1.04,0.952914476572489,0.9821830963645914,0.00047621962900864796,0.019856551922723155,0.00020998454952757189,0.0010068881942729734,1.687111820839208e-05,0.029325925347326292,0.00010808303288672006,0.004017231669067637,0.009264175848128902,3.4510363204606995e-05,0.00014685129672777682,0.005526440745994552,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3715337097474832e-19,6.893252763091926e-18,8.048801585066586e-21,1.1080031825829804e-20,-6.619455619348668e-19,-3.1205966689375784e-18,-4.072752021255411e-18,-1.972773419336876e-17,-6.630786194063046e-17,5.961894674255632e-19,-7.587770888927119e-19,-7.557031846752927e-19,-1.0633479206556044e-20,3.279240754880809e-16,6.236338078031482e-16,-2.241593338302256e-19,1.6438551872901444e-15
1.05,0.9528957337250539,0.982085836917623,0.0004755963347461536,0.019910337880780445,0.00020977342470610973,0.0010079216291325693,1.7021422607997366e-05,0.029271231670381093,0.00010805470291033407,0.004026813485675817,0.009261686335303353,3.5123434386048205e-05,0.00014860932790290593,0.005514371877951823,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.369736751523775e-19,6.90294882785506e-18,7.992617768942939e-21,1.1774353557024753e-20,-6.701388084763815e-19,-3.1258803819533353e-18,-4.154626204463582e-18,-1.996376720108524e-17,-6.64475029265301e-17,6.047696250878113e-19,-7.601435905889045e-19,-7.618308313224426e-19,-1.0631113832739453e-20,3.2185300970708366e-16,6.120392887044223e-16,-2.246417776316416e-19,1.6394199720109785e-15
1.06,0.9528796401498891,0.9819894143985505,0.0004749722222608155,0.01996310703035706,0.00020956258233712112,0.0010089639056323062,1.7170923503523182e-05,0.029217553398638775,0.00010802632102853728,0.0040361667837809385,0.009259191385523096,3.574226342990243e-05,0.000150363938524355,0.005502526403969665,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.367937418174239e-19,6.912218917973519e-18,7.936366135838471e-21,1.2479763685482152e-20,-6.782840993277462e-19,-3.130991816036353e-18,-4.237269824639623e-18,-2.019933617923738e-17,-6.658324759473852e-17,6.133265114812232e-19,-7.614621215165807e-19,-7.679176806338024e-19,-1.0628750155825663e-20,3.1590581314563266e-16,6.006834047252155e-16,-2.2511560625359143e-19,1.6348823509053865e-15
1.07,0.9528661241849371,0.9818938188699652,0.0004743473289047811,0.02001488033485937,0.00020935203540936505,0.0010100150499690002,1.7319613677638543e-05,0.02916486962089053,0.00010799788900570327,0.004045296271388832,0.009256691143138207,3.6366802575558716e-05,0.00015211500111856778,0.005490899761376762,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3661358173754287e-19,6.921072367735512e-18,7.880050025789377e-21,1.3196035305148263e-20,-6.863810191315453e-19,-3.1359349706640713e-18,-4.320676443180162e-18,-2.0434424015521735e-17,-6.671517754732138e-17,6.21859586891764e-19,-7.627336549068091e-19,-7.739634962821039e-19,-1.0626388396780555e-20,3.1007993892141485e-16,5.895609505067114e-16,-2.2558097774811647e-19,1.6302458115153892e-15
1.08,0.952855115771841,0.9817990405439947,0.00047372169123838215,0.02006567831964773,0.00020914179653017546,0.0010110750885104051,1.7467486299757615e-05,0.029113159862850724,0.00010796940857146856,0.004054206562687813,0.009254185749600269,3.6997003743363094e-05,0.00015386239172283602,0.00547948747836492,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3643320545243672e-19,6.929518314142592e-18,7.823672706952125e-21,1.3922943920836127e-20,-6.944291743320153e-19,-3.140713758346625e-18,-4.4048395784739575e-18,-2.0669014070063617e-17,-6.684337275369232e-17,6.3036832925745125e-19,-7.639591451005014e-19,-7.799680590690906e-19,-1.0624028772608835e-20,3.0437289181835345e-16,5.786668375547316e-16,-2.2603804914965064e-19,1.6255137592212444e-15
1.09,0.952846547526431,0.9817050698445793,0.00047309534459062295,0.02011552078032225,0.00020893187768143454,0.0010121440484457908,1.761453524758749e-05,0.029062404378236723,0.00010794088140422398,0.00406290212819638,0.009251675342025622,3.76328179832974e-05,0.00015560599176866368,0.005468285222367442,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3625262314741856e-19,6.937565587252344e-18,7.767237334586397e-21,1.4660262601130978e-20,-7.024282111542948e-19,-3.1453319554510698e-18,-4.489752631381628e-18,-2.090309042910925e-17,-6.696791071765076e-17,6.388522460234134e-19,-7.651395180909773e-19,-7.859311825598405e-19,-1.0621671494879567e-20,2.987822541852401e-16,5.679961646819203e-16,-2.264869820094898e-19,1.6206894602769304e-15
1.1,0.9528403524203691,0.9816118972718227,0.00047246832401504963,0.020164427414375973,0.00020872229074871533,0.0010132219563916513,1.776075441312105e-05,0.029012583518494735,0.00010791230916710753,0.004071387403055683,0.009249160056325234,3.827419666189725e-05,0.00015734568398240002,0.005457288694977083,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3607184492839568e-19,6.945222949581206e-18,7.71074704022469e-21,1.540777229676676e-20,-7.103777767963624e-19,-3.1497933095157067e-18,-4.575409045663897e-18,-2.1136637352843555e-17,-6.708886829023964e-17,6.473108484550257e-19,-7.662756921128409e-19,-7.9185267938501135e-19,-1.0619316772958852e-20,2.933056293857825e-16,5.575440637028746e-16,-2.269279305799254e-19,1.615776165134412e-15
1.11,0.952836465128436,0.9815195134804349,0.00047184066373626366,0.020212417454059935,0.00020851304721410262,0.0010143088392093114,1.7906138107135324e-05,0.028963678099135894,0.00010788369348720764,0.004079666724259934,0.009246640025394933,3.892109076895134e-05,0.00015908135475727376,0.005446493692859088,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.358908806626454e-19,6.952498957614602e-18,7.654204880021593e-21,1.6165255754818473e-20,-7.182775420466762e-19,-3.154101477192428e-18,-4.661802214270695e-18,-2.136963959490619e-17,-6.720632062015772e-17,6.557436665593888e-19,-7.673685657245325e-19,-7.977323809046125e-19,-1.0616964812151002e-20,2.879406744487882e-16,5.473057883375962e-16,-2.2736104876588723e-19,1.6107770367531284e-15
1.12,0.9528348218991822,0.981427909271931,0.00047121239720445096,0.02025950970159146,0.00020830415818591034,0.0010154047239315086,1.8050681021177363e-05,0.028915669364606437,0.00010785503595764297,0.004087744336795993,0.009244115379295495,3.957345098161192e-05,0.0001608128939185436,0.005435896101796204,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3570973999450337e-19,6.959401975686684e-18,7.597613839829896e-21,1.6932498041015904e-20,-7.261271991576141e-19,-3.158260030459853e-18,-4.748925488005501e-18,-2.1602082370760138e-17,-6.7320341257507e-17,6.641502476485088e-19,-7.68419018988319e-19,-8.035701353760797e-19,-1.0614615813890757e-20,2.8268509678452807e-16,5.372767051556016e-16,-2.2778648951644503e-19,1.6056951574675902e-15
1.1300000000000001,0.9528353603885773,0.9813370755846718,0.00047058355716514714,0.02030572257444464,0.00020809563443684146,0.0010165096376666492,1.819437817846132e-05,0.028868538943097686,0.00010782633814021552,0.004095624401509714,0.009241586245482577,4.0231227747484915e-05,0.00016254019442332396,0.005425491889058056,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.355284323654349e-19,6.965940193583944e-18,7.540976841698192e-21,1.7709287227649607e-20,-7.339264590988564e-19,-3.162272464517584e-18,-4.836772186755065e-18,-2.1833951317261044e-17,-6.743100228629281e-17,6.72530154492525e-19,-7.694279149768096e-19,-8.093658055836937e-19,-1.0612269975986802e-20,2.7753665000639705e-16,5.274522821017853e-16,-2.2820440402686313e-19,1.6005335378234911e-15
1.1400000000000001,0.9528380202301219,0.9812470035172636,0.000469954175449704,0.020351073947142445,0.00020788748629022111,0.0010176236079003603,1.8337225082184625e-05,0.028822269004452512,0.00010779760155822355,0.004103310973166084,0.00923905274818121,4.089437104500761e-05,0.00016426315317972717,0.005415277124699141,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3534696695375002e-19,6.972121568072315e-18,7.484296724040683e-21,1.8495409159743028e-20,-7.416750598500151e-19,-3.1661421716027824e-18,-4.92533556708982e-18,-2.206523260299687e-17,-6.753837395887535e-17,6.80882970906238e-19,-7.703960956212639e-19,-8.151192761166982e-19,-1.0609927491979992e-20,2.7249314526854826e-16,5.178281264384496e-16,-2.2861494726915215e-19,1.5952950856883393e-15
1.1500000000000001,0.9528427428451931,0.9811576843194357,0.00046932428304919245,0.02039558120354202,0.00020767972365980412,0.0010187466623964156,1.8479217664747507e-05,0.02877684220798622,0.0001077688276991179,0.004110808008363411,0.009236515008615947,4.156283046594771e-05,0.00016598167074676506,0.005405247973880592,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.351653526958673e-19,6.977953843267786e-18,7.427576248582319e-21,1.9290648845688712e-20,-7.49372763560199e-19,-3.169872450071782e-18,-5.014608833415993e-18,-2.2295912887867835e-17,-6.764252482957523e-17,6.892082998095176e-19,-7.71324383231179e-19,-8.208304509038351e-19,-1.0607588551387702e-20,2.675524470655825e-16,5.083999716075813e-16,-2.290182764918767e-19,1.5899826164515105e-15
1.16,0.952849469686078,0.9810691093158227,0.0004686939107730066,0.02043926172334374,0.0002074723564063886,0.001019878828271222,1.8620351826258168e-05,0.028732241216924373,0.0001077400180374651,0.004118119435033133,0.009233973147006028,4.223655596240323e-05,0.00016769564872538007,0.00539540062941718,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.3498359847580296e-19,6.983444732477794e-18,7.370818162538588e-21,2.0094805513380518e-20,-7.5701933074128745e-19,-3.173466585868786e-18,-5.104585238969995e-18,-2.252597897166567e-17,-6.774352291635912e-17,6.975057457621524e-19,-7.72213593694754e-19,-8.264992306479502e-19,-1.0605253341777657e-20,2.627124370066732e-16,4.991635588355311e-16,-2.2941453521633735e-19,1.5845989479874186e-15
