Time,X,Y,Z,vin,kout,vM3,k_CaA,n,k_CaI,m,kip3,vM2,k2,kf,vp,kp,kdeg,compartment,ER,R1,R2,R3,R4,R5,R6,R7
0.1,0.2962759204816069,1.2948758409513141,0.1014799701346221,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14813796024080345,13.077260285810647,13.465934872817302,0.4992999602348536,0.024687733972586483,0.008118397610769768
0.11,0.2963949850287695,1.2937750948239939,0.10164564817245307,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14819749251438474,13.0780113367529,13.46704118857223,0.4986900548976122,0.02469777719916565,0.008131651853796246
0.12,0.29650687784989815,1.2926809452208718,0.10181129070106884,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14825343892494908,13.079220322861172,13.468079817474223,0.49808703368548685,0.024707211895057958,0.008144903256085507
0.13,0.29661514893712,1.2915898679542586,0.10197689336395303,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14830757446856,13.08060597298921,13.469083861671733,0.49748735950856926,0.024716337900429774,0.008158151469116243
0.14,0.29672122257781025,1.2905004527970936,0.10214245379105436,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14836061128890513,13.082055612831807,13.470066607281648,0.4968896151096417,0.02472527552978013,0.008171396303284348
0.15,0.2968256563343965,1.2894121514332455,0.10230797042747829,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14841282816719825,13.083525345252152,13.47103327057096,0.4962932475494245,0.02473407193236307,0.008184637634198263
0.16,0.29692871448194025,1.288324706997664,0.10247344203012487,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14846435724097012,13.0849945476558,13.47198633698463,0.4956979962578619,0.024742749499144078,0.00819787536240999
0.17,0.2970305030898531,1.2872380199986886,0.10263886749816724,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14851525154492656,13.086455163427024,13.472926821455996,0.49510375845441773,0.02475131727476179,0.008211109399853379
0.18,0.2971310581412522,1.2861520607546926,0.1028042457794582,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1485655290706261,13.087904706985086,13.47385508823411,0.4945105013067202,0.024759778394076178,0.008224339662356656
0.19,0.2972304011456967,1.2850668174570141,0.10296957526055987,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14861520057284835,13.08934181025492,13.474771366519365,0.4939182081556587,0.024768134769377916,0.00823756602084479
0.2,0.2973285478112353,1.283982290183486,0.10313485332223982,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14866427390561765,13.090765511111377,13.475675830957767,0.4933268711861254,0.024776387821587507,0.008250788265779185
0.21,0.2974254918869425,1.282898476686182,0.1033000813736184,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14871274594347125,13.09217682035006,13.476568453183042,0.4927364923996197,0.02478453712309851,0.008264006509889472
0.22,0.2975212333728184,1.2818153769651017,0.10346525941469563,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1487606166864092,13.093576169836924,13.477449262097435,0.4921470717961417,0.024792582770996347,0.00827722075317565
0.23,0.2976157943792354,1.2807329952162108,0.10363038309845256,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1488078971896177,13.094961992717373,13.47831848935415,0.49155860041848765,0.024800526718339884,0.008290430647876205
0.24,0.29770917251351653,1.2796513309854414,0.10379545289530245,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14885458625675826,13.096334937372147,13.479176140576342,0.4909710792359624,0.024808368857182204,0.008303636231624197
0.25,0.29780136202002755,1.2785703831805266,0.10396046993683414,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14890068101001377,13.097695952921768,13.480022190215779,0.49038451058024957,0.024816108796364547,0.008316837594946731
0.26,0.2978923455816801,1.277490146448733,0.10412543795098322,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14894617279084005,13.099047042078075,13.480856506524326,0.4897989004335264,0.02482374517392539,0.008330035036078659
0.27,0.2979822105908286,1.276410647803144,0.10429033812436367,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1489911052954143,13.100380680993215,13.481679916908568,0.48921421860615777,0.024831285412932336,0.008343227049949093
0.28,0.29807089220376526,1.2753318672004907,0.10445518441620237,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14903544610188263,13.101703199043294,13.48249185262378,0.48863048749836274,0.02483872415872309,0.00835641475329619
0.29,0.2981583946182696,1.2742538059383115,0.10461997592282254,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1490791973091348,13.103014637818273,13.483292377778909,0.488047705660021,0.024846061850677097,0.008369598073825804
0.3,0.29824474116235183,1.2731764706054314,0.10478470778607937,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14912237058117592,13.104313316405936,13.484081730800115,0.48746586472153974,0.024853300530120498,0.00838277662288635
0.31,0.2983299320024443,1.2720998613843468,0.10494937993562799,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14916496600122214,13.105599641768627,13.484859937602183,0.48688496469095127,0.02486044029414018,0.008395950394850239
0.32,0.29841396717213814,1.271023978420812,0.10511399232858358,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14920698358606907,13.106874031050287,13.48562702251876,0.4863050056243369,0.024867481227568374,0.008409119386286686
0.33,0.2984968520506799,1.269948823339151,0.10527854381704467,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14924842602533994,13.108136419564554,13.486383058262692,0.4857259856442355,0.024874423861827043,0.008422283505363573
0.34,0.2985785920173161,1.2688743977636876,0.10544303325310979,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14928929600865806,13.109386742322869,13.487128117046153,0.48514790287318577,0.02488126872673917,0.008435442660248784
0.35,0.29865919245129346,1.2678007033187462,0.10560745948887745,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14932959622564673,13.110624934029357,13.487862270587394,0.48457075543372635,0.024888016350545716,0.008448596759110196
0.36,0.2987386587318584,1.2667277416286509,0.1057718213764462,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1493693293659292,13.11185092907569,13.48858559011741,0.48399454144839626,0.02489466725992249,0.008461745710115695
0.37,0.2988169931162394,1.265655515260844,0.10593611816902815,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1494084965581197,13.113064934396123,13.489298117998404,0.48341926107230226,0.024901221718802893,0.008474889453522252
0.38,0.2988941908067944,1.2645840289139445,0.10610035002623773,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1494470954033972,13.114267772699366,13.489999832088515,0.4828449190535751,0.024907679399783698,0.008488028002099019
0.39,0.298970264654551,1.2635132819551562,0.10626451484020695,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1494851323272755,13.11545872376716,13.490690870284574,0.4822715086503026,0.024914041450571783,0.008501161187216557
0.4,0.29904521937253614,1.2624432762100593,0.10642861154862952,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14952260968626807,13.11663777844235,13.491371295986719,0.48169902841876155,0.0249203083364037,0.008514288923890362
0.41,0.29911905967377683,1.2613740135042333,0.10659263908919914,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14955952983688842,13.117804927169496,13.492041172152412,0.4811274769152282,0.02492648052107826,0.00852741112713593
0.42,0.29919179027130016,1.2603054956632578,0.10675659639960954,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14959589513565008,13.118960159990825,13.492700561302117,0.4805568526959788,0.024932558466971018,0.008540527711968763
0.43,0.2992634158781332,1.2592377245127127,0.1069204824175544,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1496317079390666,13.120103466542156,13.493349525524879,0.4799871543172897,0.024938542635048716,0.008553638593404352
0.44,0.29933394120730294,1.2581707018781774,0.10708429608072745,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14966697060365147,13.12123483604883,13.493988126483895,0.4794183803354372,0.02494443348488365,0.008566743686458196
0.45,0.2994033592019787,1.257104431085191,0.10724803819302316,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14970167960098935,13.122355299508312,13.494616318943706,0.4788505359416062,0.02495023049189594,0.008579843055441853
0.46,0.29947167660100044,1.256038913701162,0.10741170737092709,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14973583830050022,13.1234646646361,13.495234182237597,0.47828361855008084,0.024955934282697215,0.008592936589674168
0.47,0.2995389009655839,1.2549741511886952,0.10757530210053094,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14976945048279194,13.124562666298331,13.49584180267125,0.47771762511155563,0.024961545551011433,0.008606024168042476
0.48,0.29960503626228363,1.2539101454685009,0.10773882143788732,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14980251813114182,13.125649357264338,13.496439233618938,0.4771525546031086,0.024967064689048808,0.008619105715030986
0.49,0.2996700864576545,1.2528468984612897,0.1079022644390488,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14983504322882726,13.126724789766488,13.497026528067538,0.4765884060018176,0.024972492087737948,0.008632181155123904
0.5,0.29973405551825133,1.2517844120877726,0.10806563016006795,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14986702775912566,13.12778901549777,13.49760373862112,0.47602517828476065,0.02497782813673767,0.008645250412805436
0.51,0.29979694741062873,1.25072268826866,0.10822891765699738,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14989847370531437,13.128842085609202,13.498170917505487,0.4754628704290156,0.024983073224448978,0.008658313412559791
0.52,0.29985876575098225,1.2496617275010953,0.10839212632513368,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.14992938287549112,13.129884095799177,13.49872811341556,0.4749014808750565,0.024988227708816455,0.008671370106010694
0.53,0.2999195132244946,1.2486015264993635,0.10855525646124918,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1499597566122473,13.130915260044869,13.499275366298628,0.47434100663743445,0.024993291868968887,0.008684420516899934
0.54,0.2999791947234032,1.2475420909453767,0.10871830622508169,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1499895973617016,13.13193550742638,13.49981273562781,0.47378144811098677,0.024998266166830884,0.008697464498006536
0.55,0.30003781413338,1.2464834224312056,0.10888127475100039,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15001890706669,13.132944896318472,13.500340271441766,0.4732228041489128,0.025003150979183243,0.008710501980080032
0.56,0.3000953753400973,1.245425522548921,0.10904416117337443,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15004768767004864,13.133943484411105,13.500858023424003,0.4726650736044119,0.025007946681611576,0.008723532893869955
0.57,0.3001518822292271,1.244368392890595,0.109206964626573,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15007594111461356,13.134931328708205,13.501366040907067,0.472108255330684,0.025012653648517735,0.008736557170125841
0.58,0.30020733868644156,1.243312035048298,0.10936968424496532,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15010366934322078,13.13590848552639,13.501864372876716,0.4715523481809282,0.025017272253131155,0.008749574739597225
0.59,0.30026174859741284,1.2422564506141014,0.10953231916292056,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15013087429870642,13.136875010493728,13.502353067976044,0.4709973510083443,0.02502180286752021,0.008762585533033645
0.6,0.3003151175701339,1.2412016328091502,0.10969486991459278,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15015755878506695,13.13783089122676,13.502832189968183,0.4704432576195081,0.025026246005979455,0.008775589593167422
0.61,0.30036744897525786,1.2401475857286417,0.10985733521577888,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15018372448762893,13.138776200176808,13.503301782181662,0.4698900683766919,0.02503060199534812,0.008788586817262311
0.62,0.30041874613029346,1.2390943137260677,0.11001971373908363,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15020937306514673,13.139711012088549,13.503761887146949,0.46933778379788715,0.02503487115694792,0.008801577099126691
0.63,0.3004690129678737,1.2380418181652582,0.11018200465704284,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15023450648393685,13.14063537715236,13.50421255259108,0.4687864025986922,0.02503905386219842,0.008814560372563427
0.64,0.30051825342063176,1.2369901004100412,0.1103442071421923,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15025912671031588,13.141549344791915,13.504653825918044,0.4682359234947047,0.025043150481412663,0.008827536571375385
0.65,0.3005664714212004,1.2359391618242463,0.11050632036706781,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1502832357106002,13.142452963663642,13.505085754212699,0.46768634520152297,0.02504716138380836,0.008840505629365425
0.66,0.30061367090221286,1.2348890037717029,0.11066834350420514,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15030683545110643,13.143346281656076,13.505508384244651,0.46713766643474497,0.025051086937519135,0.008853467480336412
0.67,0.30065985579630194,1.2338396276162398,0.11083027572614008,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15032992789815097,13.144229345889306,13.505921762472122,0.4665898859099689,0.02505492750960558,0.008866422058091208
0.68,0.3007050300361008,1.2327910347216857,0.11099211620540844,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1503525150180504,13.145102202714368,13.506325935045744,0.4660430023427925,0.0250586834660664,0.008879369296432675
0.69,0.3007491975542424,1.2317432264518702,0.11115386411454602,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1503745987771212,13.145964897712691,13.506720947812354,0.46549701444881386,0.02506235517184946,0.00889230912916368
0.7,0.30079236228335965,1.2306962041706222,0.11131551862608857,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15039618114167982,13.146817475695554,13.50710684631872,0.46495192094363125,0.025065942990862754,0.008905241490087087
0.71,0.30083452815608575,1.2296499692417706,0.11147707891257193,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15041726407804287,13.147659980703457,13.507483675815243,0.4644077205428424,0.025069447285985452,0.008918166313005755
0.72,0.30087569956545823,1.2286045136187147,0.11163854611332899,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15043784978272912,13.148492515567481,13.507851485371992,0.46386440702662823,0.02507286845733382,0.008931083689066319
0.73,0.3009158802145393,1.2275598433575914,0.11179991842019454,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15045794010726965,13.149315090879414,13.50821031760353,0.46332198157152604,0.02507620684667409,0.008943993473615564
0.74,0.3009550739538608,1.2265159615003352,0.11196119465497728,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1504775369769304,13.15012773674374,13.508560216158251,0.4627804437732372,0.025079462807037073,0.008956895572398182
0.75,0.30099328472690257,1.225472869189071,0.11212237403654955,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15049664236345128,13.150930494617993,13.50890122523312,0.46223979223108425,0.025082636698192058,0.008969789922923964
0.76,0.3010305164771444,1.224430567565924,0.11228345578378375,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1505152582385722,13.151723405109697,13.5092333887467,0.46170002554438977,0.025085728878933455,0.008982676462702701
0.77,0.3010667731480663,1.223389057773019,0.1124444391155522,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15053338657403315,13.15250650797649,13.509556750342655,0.4611611423124764,0.02508873970709161,0.008995555129244177
0.78,0.30110205868314804,1.2223483409524811,0.1126053232507273,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15055102934157402,13.153279842126336,13.50987135339324,0.4606231411346665,0.02509166953954342,0.009008425860058183
0.79,0.30113637702586943,1.2213084182464349,0.11276610740818138,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15056818851293471,13.154043445617651,13.510177241002744,0.4600860206102827,0.02509451873222307,0.009021288592654511
0.8,0.30116973211971054,1.2202692907970054,0.11292679080678684,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15058486605985527,13.154797355659484,13.5104744560109,0.45954977933864744,0.025097287640132634,0.009034143264542948
0.81,0.3012021279081511,1.2192309597463178,0.11308737266541602,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15060106395407555,13.155541608611719,13.51076304099628,0.4590144159190833,0.025099976617352585,0.009046989813233281
0.82,0.30123356833467096,1.2181934262364968,0.1132478522029413,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15061678416733548,13.15627623998523,13.511043038279638,0.45847992895091294,0.02510258601705245,0.009059828176235305
0.83,0.30126405734275,1.2171566914096672,0.11340822863823502,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.150632028671375,13.157001284442096,13.511314489927248,0.45794631703345856,0.02510511619150118,0.009072658291058801
0.84,0.3012935957621986,1.2161207485419776,0.11356850356575739,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1506467978810993,13.157717134869996,13.511577410043092,0.4574135763898895,0.025107567233724044,0.009085480285260591
0.85,0.30132218957263157,1.2150856039193838,0.11372867465090264,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15066109478631579,13.15842358734409,13.511831858331606,0.4568817071733761,0.025109939663224574,0.009098293972072211
0.86,0.30134984290542927,1.2140512591586987,0.11388874096918365,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15067492145271463,13.159120651512206,13.5120778777929,0.4563507081266347,0.02511223384524301,0.009111099277534692
0.87,0.3013765596396709,1.2130177152393533,0.11404870178860753,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15068827981983546,13.159808365274447,13.512315508939768,0.4558205777998412,0.02511445012322473,0.009123896143088603
0.88,0.30140234365443586,1.2119849731407797,0.11420855637718134,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15070117182721793,13.16048676561621,13.51254479204683,0.4552913147431719,0.0251165888397669,0.009136684510174508
0.89,0.3014271988288033,1.2109530338424088,0.11436830400291216,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.15071359941440166,13.161155888609017,13.512765767153637,0.45476291750680276,0.025118650336628523,0.009149464320232973
0.9,0.3014511290418526,1.2099218983236726,0.11452794393380708,0.05,0.5,40.0,0.15,2.02,0.15,2.2,0.1,15.0,0.1,0.5,0.05,0.3,0.08,1.0,1.0,0.05,0.1507255645209263,13.161815769411414,13.512978474067754,0.45423538464090996,0.025120634954740494,0.009162235514704567
