x,Curve1
0.00399,134.51
0.02825,169.89
0.05378,207.05
0.08569,252.17
0.11633,292.86
0.15079,345.05
0.18143,381.33
0.25412,376.73
0.33452,376.73
0.39884,374.5
0.47924,374.5
0.54035,370.05
0.62075,370.05
0.68829,365.59
0.76869,365.59
0.83301,363.36
0.9102,361.13
0.98095,358.9
1.06135,361.13
1.12889,356.67
1.20929,358.9
1.27683,356.67
1.35401,354.44
1.42477,354.44
1.50517,354.44
1.57271,349.98
1.65311,352.21
1.72065,349.98
1.80105,352.21
1.8718,349.98
1.9522,349.98
2.01974,347.75
2.10014,349.98
2.16768,347.75
2.24808,349.98
2.31884,347.75
2.39924,349.98
2.46678,347.75
2.54396,345.52
2.62115,343.3
2.70155,345.52
2.76909,343.3
2.84949,345.52
2.92024,343.3
3.00065,345.52
