x,Curve1
-98.688,0.00176
-86.186,-0.00088
-76.585,-0.00016
-71.785,-0.00022
-64.984,-0.0003
-60.384,-0.00035
-53.183,-0.00044
-48.582,0.00117
-41.782,0.00608
-37.582,0.02598
-34.282,0.07083
-33.383,0.09826
-32.583,0.12652
-31.584,0.16807
-31.184,0.19135
-30.585,0.2196
-29.685,0.26532
-29.586,0.28943
-28.786,0.32018
-28.287,0.36257
-28.088,0.38834
-27.688,0.41827
-27.289,0.45983
-26.19,0.53963
-25.691,0.59283
-24.742,0.65351
-24.293,0.69216
-23.394,0.75076
-22.745,0.79648
-21.596,0.84759
-20.597,0.88416
-19.947,0.9041
-18.047,0.94482
-16.598,0.966
-14.898,0.97887
-12.398,0.99006
-7.397,0.99707
-4.297,0.99745
-0.697,0.99699
6.754,0.9969
10.955,0.99727
19.006,0.99717
22.956,0.99712
30.357,0.99787
33.757,0.99783
42.208,0.99856
45.959,0.99851
49.559,0.9993
53.009,0.99926
57.16,0.99963
59.86,0.99918
