x,Curve1
0.1365,132.305
0.8589,148.593
1.4437,160.588
1.798,170.437
2.1343,179.465
2.6831,189.314
3.0768,198.753
3.5682,208.191
4.0021,217.22
4.5507,226.658
5.8316,245.409
11.5267,245.505
17.1841,248.941
22.8963,242.686
28.6694,244.571
34.3626,239.374
40.0355,231.411
45.7667,224.097
51.479,218.165
57.1535,214.843
62.8469,210.134
68.5223,208.766
74.2175,211.463
79.8713,204.395
85.6627,202.862
91.3775,203.04
97.0143,203.054
102.7664,200.869
108.4507,168.968
114.0948,133.562
119.7856,120.631
125.4586,112.586
131.1724,112.6
136.9476,120.837
142.603,118.245
