x,Curve1
0.4742,-63.093
2.92,-62.002
5.1829,-62.051
7.4705,-62.126
9.7684,-60.762
10.8076,-65.227
12.0313,-60.787
12.9049,-56.282
13.4467,-52.817
13.8344,-50.77
14.2199,-47.148
14.6837,-43.684
15.2255,-40.219
15.611,-36.597
16.1529,-33.133
16.695,-29.826
17.1588,-26.362
18.3268,-18.527
19.7879,-13.245
20.527,-18.465
21.9031,-27.73
24.2032,-27.672
26.2939,-28.991
28.5982,-29.503
30.8676,-29.523
33.2237,-28.559
35.5029,-28.638
37.7869,-28.589
40.0901,-28.274
42.2332,-28.619
44.5318,-28.599
46.7965,-28.659
49.061,-28.62
51.3403,-28.63
53.6296,-28.925
55.904,-28.985
56.2152,-49.575
58.3592,-50.5
60.3034,-55.481
62.2548,-58.306
64.5194,-58.286
66.7549,-58.749
68.904,-59.98
71.1834,-59.98
73.4142,-60.413
75.6007,-60.473
77.9582,-60.414
80.199,-60.788
82.4301,-61.448
84.7189,-61.438
86.994,-61.754
89.1076,-62.108
91.3674,-62.079
93.6664,-62.109
95.9255,-62.089
98.2346,-62.109
100.4463,-62.907
102.7593,-62.878
104.946,-63.065
107.1673,-63.4
109.3975,-63.38
111.6769,-63.391
113.961,-63.411
