x,Curve1
0.00241,128.677
0.02166,123.381
0.0334,133.983
0.03769,144.444
0.04126,157.471
0.04802,171.041
0.05265,184.067
0.06137,197.638
0.07047,211.037
0.0817,224.236
0.09419,237.264
0.10774,250.835
0.12237,263.864
0.13391,276.349
0.14679,289.378
0.16307,302.95
0.18274,316.087
0.21122,327.925
0.23729,331.302
0.275,326.31
0.29732,320.309
0.31235,314.919
0.33303,309.116
0.35309,304.073
0.36671,300.292
0.38894,296.958
0.4074,294.314
0.44821,287.062
0.49065,279.855
0.54925,271.897
0.64825,259.855
0.7284,251.148
0.78757,245.543
0.82943,241.691
0.86225,239.045
0.93352,233.632
1.00345,228.98
1.051,226.011
1.08286,224.435
1.16093,220.108
1.20926,217.966
1.27998,215.072
1.36281,211.965
1.41254,210.393
1.46299,208.771
1.56686,205.975
1.67798,203.628
1.72771,202.853
1.80916,201.241
1.8625,200.218
1.88722,199.628
2.02412,197.773
2.08136,197.677
2.13456,196.718
2.19651,196.192
2.2551,195.881
2.35896,195.38
2.44381,194.854
2.52526,194
2.64404,193.916
2.72889,193.282
2.81373,193.084
2.89858,193.208
2.98003,192.354
3.06487,192.479
3.14972,192.496
3.23117,192.189
3.30226,191.673
