x,Curve1
0.00786,130.128
0.02965,129.17
0.03347,144.752
0.04113,162.491
0.05262,187.663
0.06411,211.635
0.08457,234.649
0.10248,252.389
0.11782,272.046
0.14213,296.019
0.15876,312.56
0.16644,319.033
0.1818,329.58
0.20998,341.567
0.23816,350.676
0.28431,344.204
0.32534,334.375
0.35227,323.108
0.39715,314.238
0.44587,303.69
0.48433,296.978
0.55869,284.272
0.63432,273.724
0.71637,261.978
0.82789,249.991
0.9407,239.923
1.05862,230.813
1.124,226.738
1.18168,223.382
1.30472,217.868
1.42264,213.313
1.54569,208.759
1.66745,205.642
1.79177,203.005
1.90969,200.848
2.03786,198.69
2.16602,197.491
2.26984,196.772
2.47234,195.574
2.63127,193.656
2.78506,193.416
2.94143,191.738
3.07472,191.498
3.17597,192.217
3.26055,192.457
