x,Curve1
0.0266,0.1224
0.0913,1.5725
0.1494,3.5779
0.2113,5.7952
0.2563,7.7541
0.2909,9.0601
0.3393,11.019
0.3895,13.2703
0.4473,15.9698
0.4873,17.1407
0.5273,19.0996
0.5799,21.1402
0.6452,23.0991
0.7245,25.058
0.8038,27.017
0.8697,28.9759
0.949,30.9348
1.0042,32.7066
1.0792,34.2492
1.1376,35.5089
1.2005,36.3219
1.3464,38.3792
1.5192,39.9133
1.7454,41.3523
2.0116,42.4134
2.3314,43.0663
2.638,43.423
2.9578,43.7495
3.3711,44.076
3.7044,44.1576
4.0243,44.3209
4.3576,44.4025
4.6776,44.4841
5.0109,44.4841
5.3442,44.5657
5.6775,44.5657
6.0109,44.5657
6.3442,44.5657
6.6775,44.5657
7.0109,44.5657
7.3442,44.5657
7.6775,44.5657
8.0109,44.5657
8.3442,44.5657
8.6775,44.5657
9.0109,44.5657
9.3442,44.5657
9.6775,44.5657
