x,Curve1
0.2737,39.3
1.681,66.58
3.0884,90.23
4.8084,93.89
6.7631,93.92
8.4832,110.3
9.2675,113.59
9.7342,92.15
10.2815,54
10.7205,31.76
11.1415,48.56
11.767,75.83
12.2361,115.81
12.6271,157.61
13.018,199.41
13.3307,241.21
13.7217,268.47
13.9562,312.09
14.3471,352.07
14.6599,393.87
15.0508,435.67
15.3636,475.66
15.7545,517.46
16.1454,559.26
16.4582,601.06
16.8491,642.86
17.24,682.84
17.631,724.64
18.1001,764.63
18.4128,806.43
18.9601,846.41
19.734,881.3
20.1329,851.88
20.5238,811.91
20.8366,770.12
21.1493,726.51
21.6966,693.81
22.3221,655.66
23.1822,621.15
24.5895,593.92
26.1532,577.59
28.0297,566.71
29.7498,559.47
31.5481,564.95
33.19,579.52
35.0665,583.18
37.0211,583.21
38.8976,586.88
40.8522,586.91
42.8069,583.3
44.7615,583.34
46.7162,583.37
48.6708,583.4
50.6255,583.43
52.502,578.01
54.4566,576.22
55.7076,563.52
55.8373,575.65
56.0203,521.73
56.3331,481.76
56.4894,438.15
56.724,394.54
57.3495,329.13
57.5841,285.53
57.975,245.56
58.4441,205.59
59.1478,167.44
60.7115,149.29
62.2752,125.69
64.1517,122.09
66.1063,118.48
67.9828,111.25
69.8593,107.64
71.8139,107.67
73.7686,107.7
75.645,104.1
77.5997,104.13
79.5543,104.16
81.3526,102.37
83.2291,98.77
85.1837,98.8
87.1384,98.83
89.093,95.23
91.0477,95.26
93.0023,95.29
94.957,95.32
96.9116,95.35
98.8663,93.57
100.7428,91.78
102.6974,91.81
104.6521,88.21
106.6067,88.24
108.5614,88.27
110.516,88.3
112.4707,88.33
