x,Curve1
0.00097,130.35
0.01366,144.37
0.02385,157.69
0.03742,171.565
0.04641,187.935
0.06351,205.067
0.07848,223.598
0.09986,244.226
0.1191,268.001
0.13835,290.028
0.16827,315.201
0.18323,325.69
0.20886,331.633
0.3867,313.634
0.46126,308.634
0.51549,304.745
0.59005,301.41
0.64766,297.522
0.729,294.186
0.80018,290.297
0.88152,288.072
0.95269,285.292
1.03403,283.622
1.11538,281.397
1.19672,280.282
1.27467,278.057
1.35601,276.942
1.44414,275.827
1.52548,275.267
1.61699,273.596
1.70172,273.591
1.78985,271.921
1.87458,272.471
1.96948,271.355
2.05422,271.905
2.14912,270.789
2.23385,271.339
2.32875,269.668
2.41349,270.218
2.50839,269.657
2.59312,270.207
2.68802,269.091
2.77276,269.641
2.87105,269.08
2.95578,269.63
