x,Curve1
0.00399,134.51
0.02825,169.89
0.05378,207.05
0.08569,252.17
0.11633,292.86
0.15079,345.05
0.18143,381.33
0.1993,402.56
0.21923,419.28
0.27596,431.91
0.34992,446.66
0.42792,460.7
0.5039,476.15
0.5819,490.19
0.65686,504.24
0.73081,516.87
0.80983,530.21
0.88581,542.85
0.96887,555.49
1.04384,568.13
1.12083,580.07
1.19984,592
1.28088,602.54
1.35281,613.07
1.43993,625.01
1.51388,634.84
1.59998,646.07
1.67596,656.6
1.75295,664.33
1.84412,675.56
1.92314,684.69
2.00114,694.52
2.08117,703.65
2.16423,711.37
2.25034,721.9
2.33645,731.03
2.41445,738.05
2.51474,747.18
2.58058,754.9
2.67885,763.33
2.74165,768.24
2.83992,777.37
2.90779,784.39
2.99491,791.41
