M_1_task1,_1_task1
4.0,0.0
4.0233735762062555,3.0
4.045885962676075,6.0
4.067553570132897,9.0
4.088406080553576,12.0
4.108481903957279,15.0
4.1278247403904516,18.0
4.146480820902998,21.0
4.1644966911256205,24.0
4.181917843838094,27.0
4.198787730822113,30.0
4.215147131463445,33.0
4.2310337785497305,36.0
4.246482299293814,39.0
4.2615243072747235,42.0
4.276188302545664,45.0
4.290499906574148,48.0
4.3044821594663345,51.0
4.318155651530703,54.0
4.331538762176906,57.0
4.344647859757984,60.0
4.357497539615705,63.0
4.370100814626928,66.0
4.382469282197987,69.0
4.394613289420692,72.0
4.406542063500779,75.0
4.418263879120221,78.0
4.429786145748397,81.0
4.441115512849058,84.0
4.452257984458391,87.0
4.463218983296134,90.0
4.474003438908516,93.0
4.484615816970549,96.0
4.4950601562781145,99.0
4.505340253562394,102.0
4.515459524148194,105.0
4.525421203432684,108.0
4.535228229717685,111.0
4.544883404863106,114.0
4.554389303543384,117.0
4.563748400230664,120.0
4.572963001372151,123.0
4.5820353374210505,126.0
4.590967495288437,129.0
4.5997614751326035,132.0
4.608419256517541,135.0
4.6169426978763095,138.0
4.625333631617136,141.0
4.633593832696159,144.0
4.641725012804956,147.0
4.649728869951261,150.0
4.657607044176583,153.0
4.6653611530817205,156.0
4.672992795488698,159.0
4.680503530987039,162.0
4.687894911348189,165.0
4.695168462261595,168.0
4.7023256892711425,171.0
4.709368088451821,174.0
4.7162971334171715,177.0
4.72311428816632,180.0
4.729821003342599,183.0
4.736418715067454,186.0
4.7429088530139145,189.0
4.749292830562587,192.0
4.755572047517265,195.0
4.761747894929666,198.0
4.767821763976133,201.0
4.773795029545118,204.0
4.779669055658264,207.0
4.78544519697995,210.0
4.79112480001467,213.0
4.796709200261548,216.0
4.802199723288935,219.0
4.807597683212944,222.0
4.812904381924181,225.0
4.818121112122475,228.0
4.823249156031481,231.0
4.828289816938778,234.0
4.833244272137374,237.0
4.838113848958567,240.0
4.842899775297178,243.0
4.847603278658957,246.0
4.852225586127248,249.0
4.85676790368766,252.0
4.8612314254285325,255.0
4.865617334685357,258.0
4.869927940555668,261.0
4.874161102238715,264.0
4.878321093815591,267.0
4.882408540937197,270.0
4.886423967219265,273.0
4.890368811096008,276.0
4.894243706659083,279.0
4.898050442995466,282.0
4.901789004962603,285.0
4.905460758684672,288.0
4.9090669068028125,291.0
4.912608651958162,294.0
4.916087196791857,297.0
4.919503743945035,300.0
4.922859496058833,303.0
4.926155305004699,306.0
4.929391757574275,309.0
4.932569836997831,312.0
4.93569052923982,315.0
4.938754820264695,318.0
4.941763696036909,321.0
4.944718142520913,324.0
4.947619084242603,327.0
4.950467290136584,330.0
4.953263613959315,333.0
4.956008948242593,336.0
4.958704146864877,339.0
4.961350376544625,342.0
4.963947519226296,345.0
4.966497477705364,348.0
4.969000738783889,351.0
4.971457959275022,354.0
4.973869478245511,357.0
4.9762375115378426,360.0
4.978561241643968,363.0
4.98084174326621,366.0
4.983079978401944,369.0
4.985276873773189,372.0
4.987433289345301,375.0
4.989549719139984,378.0
4.991626832093345,381.0
4.9936653394445605,384.0
4.995665937061549,387.0
4.997629250600777,390.0
4.999555942309994,393.0
5.001446681282667,396.0
5.003302119752982,399.0
5.005122845580165,402.0
5.006909482919229,405.0
5.008662661148019,408.0
5.010382974179194,411.0
5.012070918598176,414.0
5.013727077633398,417.0
5.015352042663581,420.0
5.0169464050674515,423.0
5.018510756223733,426.0
5.020045687511148,429.0
5.021551790308421,432.0
5.023029611596118,435.0
5.024479551768431,438.0
5.0259020723803935,441.0
5.027297690474163,444.0
5.028666901373891,447.0
5.030010181413827,450.0
5.031328155911324,453.0
5.032620848080202,456.0
5.033889241922456,459.0
5.035133592034762,462.0
5.0363543134831605,465.0
5.037551588468431,468.0
5.038726552975911,471.0
5.039878823213344,474.0
5.041008955162996,477.0
5.042117432174439,480.0
5.043204725484925,483.0
5.044271306331707,486.0
5.04531764595204,489.0
5.04634419928267,492.0
5.047351175141886,495.0
5.04833887577978,498.0
