Time,R,JAK,RJ,IFNRJ,IFNRJ2,IFNRJ2_star,STAT1c,IFNRJ2_star_STAT1c,STAT1c_star,IFNRJ2_star_STAT1c_star,STAT1c_star_STAT1c_star,SHP2,IFNRJ2_star_SHP2,PPX,STAT1c_star_PPX,STAT1c_STAT1c_star,STAT1n_star_STAT1n_star,STAT1n_star,PPN,STAT1n_star_PPN,STAT1n,STAT1n_STAT1n_star,mRNAn,mRNAc,SOCS1,IFNRJ2_star_SOCS1,IFNRJ2_star_SHP2_SOCS1_STAT1c,STAT1c_star_STAT1c_star_PPX,STAT1n_star_STAT1n_star_PPN,IFNRJ2_star_SOCS1_STAT1c,IFN,IFNRJ2_star_SHP2_STAT1c,IFNRJ2_star_SHP2_SOCS1,IFNR,cytoplasm,nucleus,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46
0.0,10.0,10.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.01,9.881234502427162,9.901014765690608,0.0987874814483726,0.00019775285476100467,3.131269025071654e-12,2.897002913237419e-17,1000.0,5.734481447520463e-19,6.057358274341642e-22,4.067681075162795e-42,2.379168389667936e-46,100.0,7.188859921690555e-21,50.0,6.198483001140814e-26,2.4794049298318672e-28,1.0728312374507119e-51,8.266165009440201e-58,60.0,2.2358449756283914e-62,6.113141425248743e-68,5.589398478588966e-64,0.0,0.0,0.0,0.0,0.0,1.0728310597172536e-50,2.4796874003118474e-58,0.0,10.0,1.5138659554163997e-22,0.0,0.019780263263442052,1.0,1.0,9.778485497105864,0.0197535412325793,1.5636214088400658e-09,1.565634512535827e-14,2.313014745431919e-16,2.293792579008185e-19,8.570708229887122e-41,7.314526168850352e-45,2.8955651412530812e-18,2.1566579765071667e-23,3.027439440570593e-23,1.8595449003422443e-28,1.1893696286220247e-47,3.2184931791517606e-53,1.210975773882362e-25,1.1895841948339681e-48,-1.072831237450712e-52,4.959251836668995e-59,1.1179224878141958e-64,6.436982465329471e-53,1.2398437001559237e-60,-1.1178796957177933e-64,3.056570712624372e-69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73145371560963e-20,4.541597866249199e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9758512952201637,0.019574580221320678
0.02,9.764889007949618,9.804018934717961,0.19519886312556461,0.0007822019595057636,9.850990018672357e-11,1.6283946477400227e-15,1000.0,4.1883475975127536e-17,4.9041569817749375e-20,2.723288369378885e-39,3.812851700995254e-43,100.0,5.252239871183843e-19,50.0,5.703668917398228e-24,2.2814805585195264e-26,2.2092719448321036e-48,2.8787734913674947e-53,60.0,1.4036539500544107e-57,6.138996042639942e-65,3.509132726480099e-59,0.0,0.0,0.0,0.0,0.0,2.2092657547846906e-47,8.635302824611158e-54,0.0,10.0,1.2256034307906622e-20,0.0,0.03912992676832303,1.0,1.0,9.563755729779457,0.03902412858592281,2.4453894238148906e-08,4.925495009336179e-13,1.299365040114008e-14,1.6753390390051015e-17,3.979335048552692e-37,4.806338288677378e-41,1.627344199765786e-16,1.5756719613551529e-21,2.450937757103989e-21,1.7111006752194686e-26,1.90598399734667e-44,6.6277972643540715e-50,9.803751002432834e-24,1.906425850497627e-45,-2.2092719448321036e-49,1.7269833640304858e-54,7.018269750272054e-60,1.325545896293613e-49,4.317651412305579e-56,-7.018265452960199e-60,3.069498021319971e-66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1858963906511724e-18,3.6768102923719867e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9521952030545573,0.038323944197101334
0.03,9.650892172795242,9.708954082221789,0.28930539232245217,0.0017405239870323084,7.344338837495111e-10,1.7865802749695232e-14,1000.0,6.339794409965683e-16,1.013473103722048e-18,3.3206359557458153e-37,8.468785607469098e-41,100.0,7.95946744710134e-18,50.0,1.5936881281381257e-22,6.374801926589508e-25,8.469649122400262e-46,4.729972595501835e-50,60.0,2.906869543830332e-54,2.0650982789624273e-60,7.267101580715688e-56,0.0,0.0,0.0,0.0,0.0,8.469547413816416e-45,1.4187810293386697e-50,0.0,10.0,2.5324649748611143e-19,0.0,0.05806190942648949,1.0,1.0,9.355541626198145,0.05782626798474979,1.2103006320064382e-07,3.6721694187475556e-12,1.424192384447646e-13,2.5359177639862733e-16,9.036652101831033e-35,2.053408585375255e-38,1.7849883814801028e-15,2.387840234130402e-20,5.064178142353964e-20,4.781064384414377e-25,4.232698894251786e-42,2.5408642241449247e-47,2.0256712470587778e-22,4.234392803734549e-43,-8.469649122400262e-47,2.837402183392335e-51,1.453434771915166e-56,5.08150571723429e-47,7.093905146693349e-53,-1.4534203161431378e-56,1.0325491394812137e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.334729480015961e-17,7.597394924583343e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9290171963705187,0.05628501505543908
0.04,9.53917542014799,9.615764048319996,0.38117554958550653,0.0030603960193416567,3.0375889849144497e-09,9.771161602328073e-14,1000.0,4.526652334651061e-15,9.455774477459063e-18,1.5944612958095722e-35,6.20237157537804e-39,100.0,5.690706969288597e-17,50.0,2.0485623618838722e-21,8.194339847410192e-24,8.415180198543275e-44,1.1402809394898713e-47,60.0,1.1401033577206788e-51,3.469906996131342e-57,2.850136946679788e-53,0.0,0.0,0.0,0.0,0.0,8.414934982558276e-43,3.420016222197088e-48,0.0,10.0,2.3623781395508294e-18,0.0,0.07658862817193621,1.0,1.0,9.153587228088407,0.07617390199671448,3.7403343401110745e-07,1.5187944924572247e-11,7.78071606318525e-13,1.8106609338604245e-15,4.611722718242042e-33,1.787613182213787e-36,9.759780188389496e-15,1.707212090786579e-19,4.723790114005764e-19,6.145687085651617e-24,3.0995028006925085e-40,2.5244804947674828e-45,1.8895160275223306e-21,3.10118578768902e-41,-8.415180198543275e-45,6.839405430223786e-49,5.700516788603394e-54,5.048424115881526e-45,1.7100081110985442e-50,-5.700273893359576e-54,1.734953498065671e-58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52192757837196e-16,7.087134418652488e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9063033114661592,0.07349279792761813
0.05,9.429672807333674,9.52439482939116,0.4708751815303118,0.004729970879818708,9.099085644189347e-09,3.6292839207860017e-13,1000.0,2.095041554557955e-14,5.385333448935564e-17,3.758396573302326e-34,2.1264460897158877e-37,100.0,2.6372458518349534e-16,50.0,1.5080508135887365e-20,6.032291580829677e-23,3.5440716666112813e-42,8.867679706015024e-46,60.0,1.1756401540537661e-49,8.912402687860112e-55,2.9387884475137836e-51,0.0,0.0,0.0,0.0,0.0,3.543880954192109e-41,2.6594515178885277e-46,0.0,10.0,1.3451808419178016e-17,0.0,0.09472202205741383,1.0,1.0,8.95764893382541,0.094080436888466,8.930851638284807e-07,4.5495428220946735e-11,2.8866668041923376e-12,8.38016621823182e-15,9.753660064279921e-32,5.798236825155127e-35,3.624009429082332e-14,7.911737555504861e-19,2.6896506228406043e-18,4.5241524407662094e-23,1.0625142686671055e-38,1.0631642862576328e-43,1.0758602314709467e-20,1.0632230448579438e-39,-3.5440716666112813e-43,5.318256543300906e-47,5.8782007702688305e-52,2.125911109663191e-43,1.329725758944264e-48,-5.877576895027568e-52,4.456201343930057e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0923511928741196e-15,4.035542525753405e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8840401210255866,0.08998049516731983
0.06,9.322320900542552,9.43479447552572,0.5584676261180432,0.006737853899674331,2.2227266885576477e-08,1.055020338689588e-12,1000.0,7.313662227950933e-14,2.2423701339362653e-16,5.163567872946407e-33,4.054084227773003e-36,100.0,9.2188598627279e-16,50.0,7.602592055300996e-20,3.0410916214331915e-22,7.770857031764946e-41,3.1789237599321135e-44,60.0,5.198954109934452e-48,7.255408888648761e-53,1.299484584375635e-49,0.0,0.0,0.0,0.0,0.0,7.770173309800684e-40,9.533001591934124e-45,0.0,10.0,5.600114662108945e-17,0.0,0.11247357498309471,1.0,1.0,8.767494791845781,0.11155876814561516,1.8115015535571482e-06,1.1113633442788239e-10,8.381653411693097e-12,2.925464891180373e-14,1.1802912651499546e-30,1.0052393550910917e-33,1.0531765667170424e-13,2.76565795881837e-18,1.1196645485570726e-17,2.2807776165902987e-22,2.0254880792245415e-37,2.331051992940205e-42,4.478658084629664e-20,2.0270421138865015e-38,-7.770857031764946e-42,1.906314465137281e-45,2.599477054967226e-50,4.6606076187405806e-42,4.766500795967062e-47,-2.5989691687512703e-50,3.627704444324381e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.302461998626716e-15,1.6800343986326836e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8622147086088485,0.10577961369432927
0.07,9.217058656716846,9.346912993841995,0.6440138307669335,0.00907308104629997,4.716969796927656e-08,2.590225237394473e-12,1000.0,2.0977467055772254e-13,7.501034057898147e-16,4.8076604469115087e-32,5.044762816553866e-35,100.0,2.6478630316795533e-15,50.0,2.969569739921796e-19,1.1878531315489569e-21,1.091655117387139e-39,6.2401476442516986e-43,60.0,1.214252572093324e-46,2.6981138304052526e-51,3.0346870726487925e-48,0.0,0.0,0.0,0.0,0.0,1.0915208950586029e-38,1.871163794261875e-43,0.0,10.0,1.8729887075248292e-16,0.0,0.1298543371250753,1.0,1.0,8.582903840808708,0.1286213045324607,3.2833980473152546e-06,2.358484898463828e-10,2.0553982162709607e-11,8.390986822308902e-14,9.690645559427072e-30,1.1248057624733035e-32,2.584929511331114e-13,7.94358909503866e-18,3.74457788946923e-17,8.90870921976539e-22,2.520198366486816e-36,3.274562685175809e-41,1.4978311053165312e-19,2.522381408276933e-37,-1.091655117387139e-40,3.7416600814068324e-44,6.07126286046662e-49,6.54618837673431e-41,9.355818971309376e-46,-6.069374145297585e-49,1.3490569152026264e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0940007281621758e-14,5.618966122574488e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8408146446008677,0.12092006504579553
0.08,9.113827312002783,9.260702257175558,0.7275724638991637,0.011725098297701722,9.030775574030272e-08,5.620223590479089e-12,999.9999999999998,5.209723864965643e-13,2.132393757702381e-15,3.387631904993042e-31,4.679183276427889e-34,100.0,6.585142686735634e-15,50.0,9.65594251820731e-19,3.862471161047593e-21,1.1473445869589282e-38,8.258100159431581e-42,60.0,1.9062346662898154e-45,5.823694098735e-50,4.76354832440936e-47,0.0,0.0,0.0,0.0,0.0,1.14716694497021e-37,2.4760476696350855e-42,0.0,10.0,5.323603315492571e-16,0.0,0.1468749451727003,1.0,1.0,8.403665492782284,0.1452799908138787,5.4810556524826525e-06,4.515387787015136e-10,4.454501081463544e-11,2.0838895459862573e-13,5.975326691089671e-29,9.089527092499735e-32,5.607053305105617e-13,1.9755428060206903e-17,1.0642656903475491e-16,2.896782755462193e-21,2.3372973043240043e-35,3.4415008349106302e-40,4.257062573082666e-19,2.3395916382139447e-36,-1.1473445869589283e-39,4.951047626326369e-43,9.531173331449077e-48,6.879115426414299e-40,1.238023834817543e-44,-9.52709664881872e-48,2.9118470493675e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199076658334658e-14,1.5970809946477713e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8198279634971026,0.1354302587134511
0.09,9.012570276368912,9.176115917815897,0.809200020321408,0.0146837421859489,1.5982621637040624e-07,1.1097002308378427e-11,999.9999999999992,1.1590114614950957e-12,5.350371177764207e-15,1.932849817985089e-30,3.429750075640594e-33,99.99999999999999,1.4670740257844003e-14,50.0,2.7314399676196165e-18,1.0926060495695559e-20,9.65930603621932e-38,7.511052870592857e-41,60.0,1.9834103361116305e-44,7.241183320025413e-49,4.955991356118727e-46,0.0,0.0,0.0,0.0,0.0,9.657690194136294e-37,2.2518774434901714e-41,0.0,10.0,1.3355047167215413e-15,0.0,0.16354564144691155,1.0,1.0,8.229578956326248,0.16154632922056264,8.592526140062533e-06,7.991310818520312e-10,8.784880929783128e-11,4.636045845980383e-13,2.9589898164266152e-28,5.721864597894349e-31,1.1067660827862736e-12,4.401222077353201e-17,2.6697227089468646e-16,8.19431990285885e-21,1.7129434997814698e-34,2.8973070582408883e-39,1.0678890234537015e-18,1.714875037820297e-35,-9.65930603621932e-39,4.502664901683491e-42,9.917051680558152e-47,5.791079866844612e-39,1.1259387217450857e-43,-9.911982712237455e-47,3.6205916600127066e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1563404520616526e-13,4.006514150164624e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.799243142444844,0.1493371892677442
