IFN,IFNR,IFNRJ,IFNRJ2,IFNRJ2_star,IFNRJ2_star_SHP2,IFNRJ2_star_SHP2_SOCS1,IFNRJ2_star_SHP2_SOCS1_STAT1c,IFNRJ2_star_SHP2_STAT1c,IFNRJ2_star_SOCS1,IFNRJ2_star_SOCS1_STAT1c,IFNRJ2_star_STAT1c,IFNRJ2_star_STAT1c_star,JAK,PPN,PPX,R,RJ,SHP2,SOCS1,STAT1c,STAT1c_STAT1c_star,STAT1c_star,STAT1c_star_PPX,STAT1c_star_STAT1c_star,STAT1c_star_STAT1c_star_PPX,STAT1n,STAT1n_STAT1n_star,STAT1n_star,STAT1n_star_PPN,STAT1n_star_STAT1n_star,STAT1n_star_STAT1n_star_PPN,mRNAc,mRNAn,Time
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,50.0,10.0,0.0,100.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.019780263263442052,0.00019775285476100467,3.131269025071654e-12,2.897002913237419e-17,7.188859921690555e-21,0.0,0.0,1.5138659554163997e-22,0.0,0.0,5.734481447520463e-19,4.067681075162795e-42,9.901014765690608,60.0,50.0,9.881234502427162,0.0987874814483726,100.0,0.0,1000.0,2.4794049298318672e-28,6.057358274341642e-22,6.198483001140814e-26,2.379168389667936e-46,1.0728310597172536e-50,6.113141425248743e-68,5.589398478588966e-64,8.266165009440201e-58,2.2358449756283914e-62,1.0728312374507119e-51,2.4796874003118474e-58,0.0,0.0,0.01
10.0,0.03912992676832303,0.0007822019595057636,9.850990018672357e-11,1.6283946477400227e-15,5.252239871183843e-19,0.0,0.0,1.2256034307906622e-20,0.0,0.0,4.1883475975127536e-17,2.723288369378885e-39,9.804018934717961,60.0,50.0,9.764889007949618,0.19519886312556461,100.0,0.0,1000.0,2.2814805585195264e-26,4.9041569817749375e-20,5.703668917398228e-24,3.812851700995254e-43,2.2092657547846906e-47,6.138996042639942e-65,3.509132726480099e-59,2.8787734913674947e-53,1.4036539500544107e-57,2.2092719448321036e-48,8.635302824611158e-54,0.0,0.0,0.02
10.0,0.05806190942648949,0.0017405239870323084,7.344338837495111e-10,1.7865802749695232e-14,7.95946744710134e-18,0.0,0.0,2.5324649748611143e-19,0.0,0.0,6.339794409965683e-16,3.3206359557458153e-37,9.708954082221789,60.0,50.0,9.650892172795242,0.28930539232245217,100.0,0.0,1000.0,6.374801926589508e-25,1.013473103722048e-18,1.5936881281381257e-22,8.468785607469098e-41,8.469547413816416e-45,2.0650982789624273e-60,7.267101580715688e-56,4.729972595501835e-50,2.906869543830332e-54,8.469649122400262e-46,1.4187810293386697e-50,0.0,0.0,0.03
10.0,0.07658862817193621,0.0030603960193416567,3.0375889849144497e-09,9.771161602328073e-14,5.690706969288597e-17,0.0,0.0,2.3623781395508294e-18,0.0,0.0,4.526652334651061e-15,1.5944612958095722e-35,9.615764048319996,60.0,50.0,9.53917542014799,0.38117554958550653,100.0,0.0,1000.0,8.194339847410192e-24,9.455774477459063e-18,2.0485623618838722e-21,6.20237157537804e-39,8.414934982558276e-43,3.469906996131342e-57,2.850136946679788e-53,1.1402809394898713e-47,1.1401033577206788e-51,8.415180198543275e-44,3.420016222197088e-48,0.0,0.0,0.04
10.0,0.09472202205741383,0.004729970879818708,9.099085644189347e-09,3.6292839207860017e-13,2.6372458518349534e-16,0.0,0.0,1.3451808419178016e-17,0.0,0.0,2.095041554557955e-14,3.758396573302326e-34,9.52439482939116,60.0,50.0,9.429672807333674,0.4708751815303118,100.0,0.0,1000.0,6.032291580829677e-23,5.385333448935564e-17,1.5080508135887365e-20,2.1264460897158877e-37,3.543880954192109e-41,8.912402687860112e-55,2.9387884475137836e-51,8.867679706015024e-46,1.1756401540537661e-49,3.5440716666112813e-42,2.6594515178885277e-46,0.0,0.0,0.05
10.0,0.11247357498309471,0.006737853899674331,2.2227266885576477e-08,1.055020338689588e-12,9.2188598627279e-16,0.0,0.0,5.600114662108945e-17,0.0,0.0,7.313662227950933e-14,5.163567872946407e-33,9.43479447552572,60.0,50.0,9.322320900542552,0.5584676261180432,100.0,0.0,1000.0,3.0410916214331915e-22,2.2423701339362653e-16,7.602592055300996e-20,4.054084227773003e-36,7.770173309800684e-40,7.255408888648761e-53,1.299484584375635e-49,3.1789237599321135e-44,5.198954109934452e-48,7.770857031764946e-41,9.533001591934124e-45,0.0,0.0,0.06
10.0,0.1298543371250753,0.00907308104629997,4.716969796927656e-08,2.590225237394473e-12,2.6478630316795533e-15,0.0,0.0,1.8729887075248292e-16,0.0,0.0,2.0977467055772254e-13,4.8076604469115087e-32,9.346912993841995,60.0,50.0,9.217058656716846,0.6440138307669335,100.0,0.0,1000.0,1.1878531315489569e-21,7.501034057898147e-16,2.969569739921796e-19,5.044762816553866e-35,1.0915208950586029e-38,2.6981138304052526e-51,3.0346870726487925e-48,6.2401476442516986e-43,1.214252572093324e-46,1.091655117387139e-39,1.871163794261875e-43,0.0,0.0,0.07
10.0,0.1468749451727003,0.011725098297701722,9.030775574030272e-08,5.620223590479089e-12,6.585142686735634e-15,0.0,0.0,5.323603315492571e-16,0.0,0.0,5.209723864965643e-13,3.387631904993042e-31,9.260702257175558,60.0,50.0,9.113827312002783,0.7275724638991637,100.0,0.0,999.9999999999998,3.862471161047593e-21,2.132393757702381e-15,9.65594251820731e-19,4.679183276427889e-34,1.14716694497021e-37,5.823694098735e-50,4.76354832440936e-47,8.258100159431581e-42,1.9062346662898154e-45,1.1473445869589282e-38,2.4760476696350855e-42,0.0,0.0,0.08
10.0,0.16354564144691155,0.0146837421859489,1.5982621637040624e-07,1.1097002308378427e-11,1.4670740257844003e-14,0.0,0.0,1.3355047167215413e-15,0.0,0.0,1.1590114614950957e-12,1.932849817985089e-30,9.176115917815897,60.0,50.0,9.012570276368912,0.809200020321408,99.99999999999999,0.0,999.9999999999992,1.0926060495695559e-20,5.350371177764207e-15,2.7314399676196165e-18,3.429750075640594e-33,9.657690194136294e-37,7.241183320025413e-49,4.955991356118727e-46,7.511052870592857e-41,1.9834103361116305e-44,9.65930603621932e-38,2.2518774434901714e-41,0.0,0.0,0.09
10.0,0.17987629193087165,0.017939221476481304,2.658588001417382e-07,2.034126041607439e-11,2.9965557538237116e-14,0.0,0.0,3.032711258486072e-15,0.0,0.0,2.3639826486129515e-12,8.756668289841306e-30,9.093109326149639,60.0,50.0,8.913233034218692,0.888950920611036,99.99999999999997,0.0,999.9999999999976,2.7596066832639e-20,1.2151941898099082e-14,6.898805843314598e-18,1.9008956795719208e-32,5.874923725607764e-36,6.007066190344703e-48,3.786118017845141e-45,5.151727165332171e-40,1.5152882229903485e-43,5.876032084647747e-37,1.5444191963352443e-40,0.0,0.0,0.1
10.0,0.1958764034021466,0.021482099781968206,4.2061567546788183e-07,3.5110516672482506e-11,5.705831874976199e-14,0.0,0.0,6.357116144610603e-15,0.0,0.0,4.494943839358602e-12,3.439587411266128e-29,9.011639453356779,60.0,50.0,8.815763049954558,0.9668776055507967,99.99999999999994,0.0,999.9999999999958,6.372533672434732e-20,2.5477184968560458e-14,1.593079824842789e-17,8.920357804430553e-32,2.9550874140290326e-35,3.975386158611934e-47,2.340795140117821e-44,2.94300918946204e-39,9.36874629397062e-43,2.955720617061517e-36,8.822232783417252e-40,0.0,0.0,0.11
