data_set_value_component_environment_variable_time,data_set_value_component_OB_p_variable_OB_p,data_set_value_component_OB_p_variable_D_OB_u,data_set_value_component_OB_p_variable_pd_OB_p,data_set_value_component_OB_a_variable_OB_a,data_set_value_component_OB_a_variable_A_OB_a,data_set_value_component_OB_a_variable_pd_OB_a,data_set_value_component_OC_a_variable_OC_a,data_set_value_component_OC_a_variable_D_OC_p,data_set_value_component_OC_a_variable_A_OC_a,data_set_value_component_OC_a_variable_pd_OC_a,data_set_value_component_BV_variable_BV,data_set_value_component_BV_variable_OC_a_initial,data_set_value_component_BV_variable_OB_a_initial,data_set_value_component_BV_variable_k_form,data_set_value_component_BV_variable_k_res,data_set_value_component_TGF_beta_variable_pi_TGF_beta_act,data_set_value_component_TGF_beta_variable_pi_TGF_beta_rep,data_set_value_component_TGF_beta_variable_KD_TGF_repress,data_set_value_component_TGF_beta_variable_KD_TGF_activate,data_set_value_component_TGF_beta_variable_alpha,data_set_value_component_PTH_variable_pi_PTH_act,data_set_value_component_PTH_variable_pi_PTH_rep,data_set_value_component_PTH_variable_beta_PTH,data_set_value_component_PTH_variable_Deg_PTH,data_set_value_component_PTH_variable_P_PTH_d,data_set_value_component_PTH_variable_PTH_tot,data_set_value_component_PTH_variable_KD_PTH_repress,data_set_value_component_PTH_variable_KD_PTH_activate,data_set_value_component_OPG_variable_OPG,data_set_value_component_OPG_variable_beta_OPG,data_set_value_component_OPG_variable_beta1_OB_p_OPG,data_set_value_component_OPG_variable_beta2_OB_a_OPG,data_set_value_component_OPG_variable_OPG_max,data_set_value_component_OPG_variable_OPG_eff,data_set_value_component_OPG_variable_P_OPG_d,data_set_value_component_OPG_variable_Deg_OPG,data_set_value_component_OPG_variable_Degr_OPG,data_set_value_component_OPG_variable_prod_OPG,data_set_value_component_RANKL_variable_pi_RANKL_act,data_set_value_component_RANKL_variable_RANKL,data_set_value_component_RANKL_variable_K_A2_RANKL,data_set_value_component_RANKL_variable_K_A1_RANKL,data_set_value_component_RANKL_variable_RANK,data_set_value_component_RANKL_variable_RANKL_eff,data_set_value_component_RANKL_variable_RANKL_tot,data_set_value_component_RANKL_variable_K_RANKL_OB_p,data_set_value_component_RANKL_variable_K_RANKL_OB_a,data_set_value_component_RANKL_variable_OPG_RANKL,data_set_value_component_RANKL_variable_R_RANKL,data_set_value_component_RANKL_variable_RANKL_RANK,data_set_value_component_RANKL_variable_pd_RANKL,data_set_value_component_RANKL_variable_P_RANKL_d,data_set_value_component_RANKL_variable_R1_OB_p_RANKL,data_set_value_component_RANKL_variable_R2_OB_a_RANKL,data_set_value_component_RANKL_variable_beta_RANKL,data_set_value_component_RANKL_variable_Deg_RANKL,data_set_value_component_RANKL_variable_KD_RANKL_activate,data_set_value_component_model_parameters_variable_D_OB_p
0.0,0.0006194,0.0007,0.0,0.0005584,0.189,0.0,0.000807,0.0021,0.7,0.0,100.0,1.0,1.0,1.571,200.0,0.15078475336322866,0.6369770580296896,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,254005.29616143342,162500000.0,0.0,1.0,200000000.0,89014.90494296579,0.0,0.35,88901.8536565017,88901.85365650168,0.1941265440364258,3.146673505793159,0.03412,0.001,10.0,1555.1532713391662,255.3464961614334,2703000.0,0.0,799.2717357623274,2703000.0,1.0736450001766258,-2.7284841053187847e-12,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.1,0.000622301182452453,0.0007,0.0,0.0005575901562824571,0.189,0.0,0.001202239172192629,0.021,0.7,0.0,119.82288175330245,1.0,1.0,1.571,200.0,0.20918551258655252,0.540821486073092,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,253637.38118749496,162500000.0,0.0,1.0,200000000.0,88885.80723247914,0.0,0.35,88773.08341562323,88773.08341562323,0.19473010034290544,3.158822577260486,0.03412,0.001,10.0,1562.4373904571578,254.97858118749494,2703000.0,0.0,801.1954861322831,2703000.0,1.0777902633612777,-9.094947017729282e-13,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.2,0.0006302458424473088,0.0007,0.0,0.0005555312904885533,0.189,0.0,0.0015896381918226396,0.021,0.7,0.0,139.637945458233,1.0,1.0,1.571,200.0,0.2591250114703746,0.4711145885264812,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,252702.02479608994,162500000.0,0.0,1.0,200000000.0,88557.60210544713,0.0,0.35,88445.70867863148,88445.70867863148,0.19633367954620182,3.191189901060747,0.03412,0.001,10.0,1582.3843778331304,254.04322479608993,2703000.0,0.0,806.4201495068847,2703000.0,1.0888339942419267,0.0,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.30000000000000004,0.0006423318264242039,0.0007,0.0,0.0005526222449484602,0.189,0.0,0.0019691686488679462,0.021,0.7,0.0,159.44534435536028,1.0,1.0,1.571,200.0,0.30229009333526463,0.41829525996394085,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,251380.41117179507,162500000.0,0.0,1.0,200000000.0,88093.86927552926,0.0,0.35,87983.14391012827,87983.14391012827,0.19869574620307318,3.2391028105406408,0.03412,0.001,10.0,1612.7291591037492,252.72161117179508,2703000.0,0.0,814.2469963414234,2703000.0,1.1051818789564667,-1.8189894035458565e-12,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.4,0.0006579245293091492,0.0007,0.0,0.000549109351025957,0.189,0.0,0.002340842920854468,0.021,0.7,0.0,179.24522634837894,1.0,1.0,1.571,200.0,0.33995009002674015,0.3769122185385224,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,249784.43880986678,162500000.0,0.0,1.0,200000000.0,87533.87658465112,0.0,0.35,87424.55358345337,87424.55358345338,0.2016476336813636,3.299378383212825,0.03412,0.001,10.0,1651.8784049877372,251.12563880986679,2703000.0,0.0,824.1333778722211,2703000.0,1.1257479043522158,0.0,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.5,0.000676500986823017,0.0007,0.0,0.0005451752786973429,0.189,0.0,0.002704704848927146,0.021,0.7,0.0,199.03774581669052,1.0,1.0,1.571,200.0,0.3730779259692764,0.34363053213303185,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,247997.08707298926,162500000.0,0.0,1.0,200000000.0,86906.74357181028,0.0,0.35,86798.98047554624,86798.98047554624,0.20505146450737985,3.3694380307623484,0.03412,0.001,10.0,1698.51908737809,249.33828707298926,2703000.0,0.0,835.6108167020117,2703000.0,1.1496522560961133,1.8189894035458565e-12,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.6000000000000001,0.000697627400365695,0.0007,0.0,0.0005409555483481247,0.189,0.0,0.0030608096666848495,0.021,0.7,0.0,218.8230628268186,1.0,1.0,1.571,200.0,0.40243048417210353,0.3162966722792508,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,246079.91788705796,162500000.0,0.0,1.0,200000000.0,86234.07362925904,0.0,0.35,86127.97126047028,86127.97126047028,0.20879478641729998,3.447181270348884,0.03412,0.001,10.0,1751.5620501365008,247.42111788705796,2703000.0,0.0,848.2820839492576,2703000.0,1.1761782494430393,0.0,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.7000000000000001,0.0007209674328312523,0.0007,0.0,0.0005365425758485273,0.189,0.0,0.0034092165861887933,0.021,0.7,0.0,238.60133396717438,1.0,1.0,1.571,200.0,0.428604947985493,0.29345832973653735,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,244074.91275248642,162500000.0,0.0,1.0,200000000.0,85530.59883060648,0.0,0.35,85426.21946337025,85426.21946337025,0.2127916428466099,3.5310062243020908,0.03412,0.001,10.0,1810.1628377405918,245.4161127524864,2703000.0,0.0,861.8300361250193,2703000.0,1.2047793237318731,0.0,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.8,0.0007462619573789406,0.0007,0.0,0.0005319990149676093,0.189,0.0,0.0037499918472794526,0.021,0.7,0.0,258.37271251280134,1.0,1.0,1.571,200.0,0.45207902748082324,0.27410031642727095,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,242010.53358802985,162500000.0,0.0,1.0,200000000.0,84806.30685367688,0.0,0.35,84703.68675581044,84703.68675581044,0.21697664968280508,3.619694329035531,0.03412,0.001,10.0,1873.6708496832882,243.35173358802984,2703000.0,0.0,876.0041559954545,2703000.0,1.235039705066923,-1.8189894035458565e-12,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
0.9,0.00077327938326645,0.0007,0.0,0.0005273780202833701,0.189,0.0,0.004083204936092611,0.021,0.7,0.0,278.1373506753939,1.0,1.0,1.571,200.0,0.473239215611601,0.257491767711083,0.001416,0.004545,1.0,0.928872170841142,0.9809885931558935,250.0,86.0,0.0,2.9069767441860463,150.0,0.2226,239910.9283996668,162500000.0,0.0,1.0,200000000.0,84069.67110410758,0.0,0.35,83968.82493988337,83968.82493988337,0.22129329809885748,3.7121708884434073,0.03412,0.001,10.0,1941.504621482003,241.2521283996668,2703000.0,0.0,890.5903642246737,2703000.0,1.2665927071368905,-1.8189894035458565e-12,0.0,1.0,0.0,16840.0,10.13,4.457,0.2674
