data_set_T,data_set_M11,data_set_M12,data_set_M13,data_set_M14,data_set_M15,data_set_M16,data_set_M17,data_set_M18,data_set_M19,data_set_M20,data_set_M21,data_set_M22,data_set_M23,data_set_M24,data_set_M25,data_set_M26,data_set_M27,data_set_M28,data_set_M29,data_set_M30,data_set_PHIANG,data_set_R0,data_set_R1
97.0,3.4171703,6.1338143,8.429471,8.4931393,9.3836231,9.2494211,7.6171303,6.3212109,3.9352717,2.1548917,1.0555929,0.16018382,0.23385748,0.081574656,0.018557338,0.18568897,0.0070005115,0.40904689,1.315292,2.9389923,1.2411898,3.5770464,2.365175
98.0,4.3464499,6.4207649,8.6781006,8.0017319,9.5082827,9.3372078,8.3166523,5.8236227,3.8112032,2.2709658,1.3418934,0.063649468,0.2661981,0.050496619,0.33543983,0.11183298,0.16927268,0.17365091,1.150002,2.8830299,1.2299749,3.6530223,2.386544
99.0,3.613338,7.4233718,7.9504695,9.9186745,10.08232,10.799295,8.152956,6.6763954,4.3451238,1.5831021,1.2942243,0.39465684,0.19023921,0.018102327,0.12025046,0.073541723,0.082807578,0.29766482,0.99812585,2.3390234,1.2591933,3.8176842,2.6008854
100.0,3.9951518,7.5183954,8.7541542,9.4066305,9.8016634,10.015864,7.6393604,5.4039865,4.0312448,2.2740119,0.91918224,0.17059955,0.11595514,0.37638193,0.043108094,0.085756697,0.029685352,0.24040779,1.5415435,2.019624,1.2087482,3.7191353,2.503351
101.0,4.5344796,8.1449766,8.6759338,9.8345051,10.759448,9.9904327,8.2599039,6.5570431,3.1195517,1.5312979,1.0584748,0.55134577,0.041568287,0.13492762,0.015453645,0.058345672,0.010641781,0.17834224,1.5028431,2.1311517,1.1904168,3.8545332,2.6488268
102.0,4.8477716,6.2011375,7.113646,9.8239136,9.8547029,10.304147,8.293807,6.7015209,3.3992922,2.188971,1.4024506,0.50357026,0.036668703,0.23942463,0.1872641,0.020916102,0.13602829,0.45315534,0.99866515,2.0021751,1.2664936,3.7354615,2.4859247
103.0,4.3105631,7.7085505,7.7532969,9.355669,8.2692013,10.497687,8.6447735,6.4778147,4.8992815,2.7871375,0.91124439,0.24967548,0.013145213,0.085830361,0.20740792,0.0074981279,0.11628372,0.55904269,1.2582805,1.9104381,1.270642,3.801141,2.5029988
104.0,4.0620975,6.6673431,7.9866004,8.8555059,7.5021157,9.9227142,7.7814064,7.0650578,5.1544909,2.7130349,0.85300958,0.32250151,0.058956221,0.12730107,0.22243026,0.067680962,0.2519742,0.55002147,1.1247603,2.0605295,1.2922764,3.6674767,2.3642111
105.0,2.9987676,6.3808107,8.8810453,8.6895905,8.3820925,9.0001688,8.7599554,7.024642,3.8105502,2.0364749,1.0394474,0.2307144,0.021134974,0.045635641,0.25087255,0.086987555,0.18409416,0.47838539,0.99192137,2.1811259,1.2756292,3.5737209,2.394136
106.0,4.6264868,7.0328174,7.5297136,8.0570526,8.1232471,9.9278975,9.3424082,7.4193354,3.1069834,2.5876193,1.7212276,0.42531371,0.075642854,0.32949531,0.089934282,0.060261376,0.29776275,0.84504241,1.1994715,1.6347742,1.2898517,3.7216244,2.3688252
107.0,3.8741651,6.6434145,6.259131,9.9516468,10.343153,9.7378292,8.9416037,7.06072,3.9746494,1.676415,0.84869879,0.3155373,0.36747503,0.14188628,0.032240175,0.17328523,0.25275132,0.67209065,1.8983643,1.3878696,1.2768695,3.7276464,2.4797051
108.0,3.8017235,5.9422665,7.2478743,9.1304197,11.002874,8.195878,8.149086,7.0146775,3.3311391,1.2690699,0.88877594,0.49201226,0.27912924,0.050864235,0.16715766,0.062120318,0.32919788,0.30267304,1.1966803,2.110198,1.2492704,3.5481908,2.3940318
109.0,3.9817264,5.524374,9.0384598,9.2486115,9.0736885,6.8229733,7.3621373,6.898478,4.2334738,2.4683177,1.0747571,0.82947135,0.33202827,0.26892808,0.20154089,0.055346694,0.20333739,0.30173048,1.1101254,2.8618867,1.2512726,3.5945697,2.2592578
110.0,4.0232086,6.567853,8.1178379,9.7882805,10.307203,7.586081,7.7697244,6.1778946,3.7627978,1.5000985,0.8638593,0.52588958,0.35848871,0.23868039,0.18907027,0.1763324,0.079181716,0.2911264,0.79574198,3.4157903,1.1953135,3.6267571,2.3870547
111.0,5.209384,6.696259,9.349164,9.4785414,10.487514,9.2825155,8.1941338,6.1084409,4.9377627,1.5481393,0.91855419,0.67198056,0.25351489,0.20451042,0.22105359,0.15225701,0.028385531,0.44995168,0.7336666,2.0968132,1.2270108,3.8511271,2.5624635
112.0,5.2587943,7.0128088,8.9743252,10.011226,10.271719,9.8485909,7.8959155,6.4171677,4.5191407,1.8828681,1.3410742,0.40010691,0.090881519,0.073314108,0.079244599,0.056127109,0.052993886,0.29114658,1.2823669,2.0577075,1.2207676,3.8908761,2.6110587
113.0,3.918673,6.9297514,9.0958576,10.044808,10.543384,10.167143,7.6023073,5.7075963,6.333312,2.3207734,1.2064241,0.7107628,0.032579746,0.034355715,0.028408073,0.020120777,0.094670489,0.42989618,0.62126565,3.5271556,1.2568829,3.9684622,2.622643
114.0,3.6409183,6.5949645,9.366168,10.699193,10.967509,9.2489986,7.2848902,6.4230771,3.9054382,2.1609912,1.0259203,0.36440775,0.144517,0.012316041,0.010183894,0.031746618,0.24287431,0.20052265,1.0774564,2.5856655,1.2189218,3.7993879,2.6041813
115.0,4.8100052,6.9990263,9.6378288,9.7533579,10.605237,9.2529678,7.3613605,7.111702,5.0014629,1.7297719,1.1445174,0.21003029,0.060642462,0.0090512997,0.12902166,0.063372597,0.29367357,0.3524394,0.93492156,2.0708077,1.2254797,3.87656,2.6163802
116.0,4.1281371,6.9158349,9.5092583,10.30592,10.485861,10.95227,8.2276068,7.0183163,5.2894411,2.7707601,0.83623457,0.15985543,0.02173947,0.056808509,0.048494592,0.022718184,0.15582918,0.34877363,0.77930152,3.1060612,1.2590241,4.0569611,2.7543843
117.0,4.9785185,8.5418072,10.052132,10.413173,11.639011,10.697236,8.8375654,7.2455192,4.5475564,2.0132327,0.53607911,0.18747286,0.13666683,0.020365052,0.017384628,0.012454979,0.27467543,0.29779071,1.1767591,2.2771676,1.2028182,4.1951284,2.9054897
118.0,4.358417,9.5060253,9.2879772,10.134119,11.450459,12.002581,9.7868748,7.5065708,4.2209101,2.3432665,1.0089757,0.21377113,0.048993137,0.0073005841,0.045253824,0.028750826,0.098467276,0.6839878,1.0123272,2.1586692,1.2378591,4.2951851,2.96229
119.0,3.5563347,7.6769438,9.1231651,10.308024,11.523885,11.320089,10.627296,7.5950551,4.2798042,3.0351393,1.0581925,0.076633938,0.017563349,0.0026171566,0.016222859,0.084350906,0.18496785,0.44410399,1.3341832,2.28565,1.2890306,4.2275114,2.9096217
120.0,4.2851701,7.1654401,7.6140814,11.438688,12.635412,11.406924,9.0839844,6.4621191,4.9323812,2.7218676,1.0121415,0.17081675,0.057805382,0.00093821384,0.13606037,0.030238613,0.066308372,0.65515566,1.3881198,1.3722621,1.2826082,4.1317959,2.8628166
121.0,3.4465458,6.5466318,8.3242483,11.915036,11.131027,11.451604,10.238067,6.6121154,4.2921305,2.7776282,1.4242786,0.10034922,0.2603606,0.017631153,0.048775729,0.010840117,0.023770617,0.3643508,1.3069301,2.3970323,1.2961905,4.1344676,2.8559484
122.0,5.0485148,7.0594602,9.0700493,11.789602,11.628239,12.573071,10.202937,6.1269331,4.9205332,3.0492055,1.4449979,0.20917277,0.093335606,0.18207633,0.017485412,0.0038860294,0.090832993,0.22392981,0.53325075,2.52268,1.2811285,4.3395095,3.0015421
123.0,4.4352574,6.2893724,8.7375393,11.982112,11.79084,10.387236,10.431176,7.9423847,4.887846,2.7277467,1.6488241,0.17400324,0.11847014,0.066084325,0.0062682745,0.0013930869,0.12767451,0.14428531,1.2226155,1.984675,1.3156948,4.25529,2.9288762
124.0,3.3644869,6.1368108,8.7917843,10.877496,11.936046,11.644818,11.209709,8.4808969,6.3573508,3.1098218,1.3350257,0.32124686,0.050987538,0.023690302,0.0022470881,0.077682428,0.045769513,0.19907339,0.53326297,1.4335387,1.4041281,4.2965875,3.0366576
125.0,2.7322793,5.452497,7.8501015,10.484853,11.115921,12.424624,10.797386,8.2050943,4.7787514,3.1309824,1.1397966,0.65858281,0.14926262,0.0084926393,0.00080554944,0.027848057,0.052704331,0.082901627,0.53763205,2.118232,1.4060236,4.0874376,2.8915081
126.0,3.0887358,5.8762498,8.6828938,9.5684443,10.6573,12.064236,9.5242977,9.2745123,4.3411617,3.0822768,1.3161814,0.70887816,0.28122413,0.0030444916,0.00028877813,0.0099831363,0.070133083,0.10220104,0.38747421,1.3713526,1.4061179,4.0205436,2.8246164
127.0,3.207375,5.2886486,7.4246078,10.024086,10.770897,11.872523,9.7069016,8.3670912,6.1918817,3.5731909,1.1468575,0.91225374,0.10081489,0.0010914074,0.0001035229,0.0035788137,0.028157298,0.51118761,0.27826333,1.1970421,1.4507113,4.0303278,2.8026509
128.0,3.8160174,5.4641666,7.3328056,10.587811,11.644406,11.957051,9.8711109,8.0172234,6.1340828,3.9964995,2.0956402,0.53081089,0.089256808,0.032443222,3.7111502e-05,0.0012829544,0.010093994,0.18325357,0.27983889,1.5115832,1.4436228,4.1777706,2.8871634
129.0,3.4867432,5.0243187,8.6352797,9.0798187,10.399147,10.742337,9.478816,8.040637,5.5629678,4.1794429,1.6251035,0.46570584,0.031997312,0.011630437,0.015956238,0.00045992108,0.15083325,0.078755975,0.58085173,1.8880571,1.4233978,3.973943,2.6976519
130.0,3.4753034,5.3251476,8.006876,8.8378572,11.32512,10.503575,8.3854551,8.5768719,5.8291922,4.28438,1.4764742,0.73287761,0.19829112,0.04956349,0.057462085,0.12357748,0.17443512,0.21884415,1.0251076,0.89694017,1.4428754,3.9751675,2.6545091
131.0,2.1272156,5.4325547,7.7501631,8.8954515,11.056589,10.908332,9.6314421,9.1795578,4.8643889,3.4037685,1.756677,0.92455161,0.071084574,0.017767813,0.063370042,0.044300787,0.20080617,0.28727928,0.50773191,1.253054,1.4638637,3.9188044,2.7052801
132.0,3.8085661,5.0881987,8.1269855,8.1188059,10.622992,10.61077,8.8381376,8.8168316,5.3609533,3.2404943,1.7838961,0.42363307,0.18390658,0.03889513,0.022717269,0.015881209,0.071986191,0.35964113,0.37669548,1.5030777,1.4265777,3.8706532,2.6257122
133.0,3.6856842,5.2053785,8.8210773,9.5814152,10.822199,10.441874,10.001978,8.5346861,5.0236907,2.777487,1.8133249,0.50342619,0.3040435,0.016940942,0.0081438208,0.0056931898,0.06295535,0.17396612,0.44268271,2.6752264,1.3798819,4.0450935,2.7427697
134.0,3.9406362,4.626132,6.9221954,9.9861221,9.1250534,10.307644,9.9356985,7.7894917,6.8802929,3.321177,2.0681286,0.75463504,0.35171139,0.35710767,0.002919445,0.05487673,0.28674424,0.30631152,0.35617739,1.5997853,1.4727477,3.948642,2.5811119
135.0,3.09569,4.0007815,7.1645074,9.7526731,8.9510775,10.122091,9.5899477,7.780252,5.5612001,3.524575,2.2971332,0.7323156,0.23931177,0.17290001,0.064309299,0.066659749,0.10279377,0.22215442,0.30676675,0.85621887,1.4970295,3.7301679,2.5262945
136.0,2.1691833,4.5253167,5.7319746,9.5071583,9.8807917,10.450871,9.7902231,8.3964071,6.1096883,4.5567455,3.8114786,0.96499437,0.19114861,0.1123826,0.023053978,0.096856356,0.036850121,0.50714839,0.43079326,0.87932104,-1.5525005,3.9086194,2.5914207
137.0,2.582756,4.0772624,4.8600597,8.8511696,9.6330013,9.9935369,9.5959349,7.8839889,7.1654134,5.1230197,3.3011413,1.1934671,0.25309858,0.04028758,0.13851824,0.034721639,0.013210249,0.21446683,0.247109,0.71552074,-1.5036434,3.7958841,2.5288377
138.0,2.4969857,4.8441877,5.7929029,8.1129465,10.069777,9.5358553,10.046042,9.0070028,8.3530836,4.9008498,2.9109092,1.1292471,0.20046802,0.056525689,0.13448147,0.037171539,0.16075543,0.12615015,0.41673076,1.094725,-1.51608,3.9713399,2.6203153
139.0,2.9330704,4.3866758,6.6003098,8.009963,9.1608391,11.278385,10.870236,9.0057945,7.6377993,4.9460602,2.0119882,1.1634899,0.071864963,0.034926206,0.048209716,0.061168395,0.057628553,0.089592688,0.23866363,0.9547326,-1.541451,3.97807,2.713587
140.0,2.3051212,3.830303,7.9111056,9.4727898,9.8273573,10.981692,11.751654,9.7609549,7.4311008,5.1206617,3.3141527,0.91422784,0.025762577,0.012520553,0.050677784,0.021928009,0.054538514,0.032117717,0.12104906,0.83580232,-1.5261043,4.188776,2.9060874
141.0,2.6199841,3.3875654,7.2424474,9.8109474,9.8796148,11.581398,11.05361,10.001691,7.4814067,5.1304145,3.2755566,0.69831961,0.08582139,0.034321424,0.018167272,0.23441657,0.10672402,0.030565459,0.064986631,0.60593128,-1.5179875,4.1671944,2.8994486
142.0,2.0408289,3.8774786,7.1774402,8.4416866,10.654775,11.793633,11.598636,9.870389,6.7966733,5.3220987,2.7096515,1.1440049,0.35501093,0.044529293,0.080600858,0.084035039,0.038259055,0.098736636,0.073457375,1.1077547,-1.5168331,4.165484,2.8826265
143.0,2.4917517,5.0906348,6.8024426,9.5356264,10.839992,11.495412,10.900461,9.5523615,6.611908,4.887805,3.1656361,1.1818581,0.29996878,0.16746846,0.033150438,0.097390398,0.013715333,0.12851319,0.026333436,0.80819261,-1.5540539,4.206531,2.8701227
144.0,1.9482241,3.9617126,7.9419265,10.944468,11.478436,11.759061,11.198678,10.046835,6.6873941,4.67168,3.1411459,1.2246004,0.14552423,0.08257065,0.011883966,0.073560722,0.0049167536,0.046070166,0.41515237,1.0523422,-1.5673424,4.3418093,3.017447
145.0,1.9942179,4.4686165,8.3568296,10.001522,10.998122,12.181145,11.00648,10.614868,6.7849069,4.6498313,2.8574796,0.86386192,0.43092227,0.038131043,0.036673326,0.027574366,0.001762587,0.12873031,0.22271542,0.87376088,-1.5667629,4.3269076,3.0192919
146.0,1.9509248,5.7295451,7.5084758,9.8675909,11.796844,12.433934,10.791563,10.831608,6.9526033,3.9192336,1.981187,0.8121956,0.21032546,0.24000055,0.013146871,0.0098850215,0.00063186261,0.046148002,0.24666235,1.5038108,1.5305177,4.3423157,3.0477545
147.0,3.1367517,5.7805591,7.2981935,9.4235201,10.936834,11.609034,11.320479,9.2249489,7.577548,3.8737357,1.9969558,0.93118954,0.3059535,0.14023378,0.021491965,0.0035436412,0.039804056,0.016543409,0.33449966,0.9207353,1.5251242,4.2446275,2.9257312
148.0,3.3002064,4.9170737,6.888814,8.800849,10.822726,10.588915,11.283046,8.7392664,6.7303176,4.34513,2.4923708,1.2889177,0.16695164,0.10909563,0.0077045672,0.0012703454,0.014269194,0.1261861,0.25779122,1.1474229,1.5469085,4.1014161,2.7735546
149.0,2.6410682,5.1167507,7.0347791,9.7982817,10.828369,10.855253,10.654044,8.5213013,6.4743252,4.5242538,2.1609097,1.2709814,0.12704131,0.082706042,0.011005298,0.00045540096,0.0051153051,0.045235939,0.3091419,1.22718,1.5281702,4.0844097,2.7964969
150.0,3.0347278,5.6977901,7.7011924,10.018691,10.583855,10.558154,10.830401,8.9744225,6.6288009,4.3708172,1.4279728,0.79784352,0.35164887,0.059086949,0.094237469,0.036111984,0.1443999,0.24353911,0.29739588,0.96435434,1.4909463,4.1407719,2.8285353
151.0,3.4826021,6.269691,7.1109781,9.9800491,12.310762,11.521624,11.239623,9.8754702,6.837801,4.0604358,1.4136533,0.91536725,0.46841201,0.053744089,0.10694567,0.012945638,0.05176533,0.11029615,0.29869384,1.2496779,1.4879212,4.3685269,3.008193
152.0,3.2271006,6.3231683,7.7891188,9.8196049,11.35306,11.193969,9.960537,9.0530872,6.9233241,3.5209033,1.3516829,1.4867501,0.24795987,0.019266499,0.03833852,0.032974839,0.018557141,0.047485579,0.21202692,1.120326,1.4705356,4.1869621,2.8747056
153.0,2.9482324,5.1859708,6.924376,8.1869173,10.185014,11.637306,9.998374,9.5418777,6.6127558,3.7338545,2.1345263,1.3975019,0.21581103,0.016704747,0.013743819,0.13796219,0.061789364,0.017022911,0.40498361,1.4965967,1.5345862,4.0425658,2.7214212
154.0,2.8483059,5.5080938,8.0265522,10.453486,9.7793951,11.798273,10.588713,8.5957661,5.9863319,3.7013643,1.6596817,0.84142309,0.31488627,0.025537916,0.0049269656,0.10130861,0.071488418,0.0061024744,0.36920738,1.2026868,1.4684432,4.0941768,2.8363321
155.0,3.0976775,5.7820535,7.1627002,10.065918,9.9447327,11.028669,9.4918957,7.8452635,6.1373997,3.1767135,1.9192544,1.0821085,0.15279917,0.14475825,0.0017662478,0.10669757,0.025627591,0.093144044,0.39648682,0.86024737,1.4607464,3.9257958,2.6833408
156.0,3.3840425,6.0226212,7.9060364,10.098691,9.4085407,10.546625,8.5320158,7.6207676,5.2927556,3.1278059,1.6423241,0.93848211,0.073516503,0.062590659,0.00063317496,0.09593907,0.025413036,0.22852589,0.45295992,1.5450042,1.3902794,3.8502645,2.5970504
157.0,4.1251454,5.8135295,7.3590565,10.952622,9.6110678,11.35401,9.2745972,7.2209911,5.1205621,4.0433393,1.4908309,0.66619468,0.50033092,0.15293017,0.00022698431,0.034392808,0.15011442,0.15545011,0.49623773,1.0618494,1.4049444,3.9791739,2.6794045
158.0,4.7290678,6.5321016,7.5678782,11.923684,9.0829802,10.63562,9.9421883,9.1544704,6.5661216,3.7401426,1.1138825,0.5021854,0.25856933,0.17082848,8.1370679e-05,0.10494027,0.053813908,0.055726673,0.4399749,1.625211,1.4004712,4.2099733,2.8338461
159.0,4.6471496,6.6558733,8.8968363,11.4458,11.885633,11.312004,10.285067,8.8633232,5.6772871,3.0840647,1.4917278,0.51142991,0.09269347,0.14395276,2.9170244e-05,0.057806641,0.070433475,0.040128164,0.48689672,1.8975457,1.3578423,4.377284,3.0205028
160.0,3.6152205,6.5785093,8.3445826,10.352138,12.153993,12.130887,10.623587,9.3393183,5.8748832,3.0209057,1.7795563,0.2508477,0.069050223,0.17516495,1.0457122e-05,0.020823369,0.025249409,0.040209591,0.41983321,1.0981445,1.4172789,4.2956457,3.0420487
161.0,4.4669623,5.8537693,9.2410536,11.255722,11.704622,10.897644,9.221139,7.7514725,5.7006464,2.5841599,1.2849841,0.3222574,0.053525366,0.062794164,3.7487309e-06,0.0074648848,0.0090515576,0.17406067,0.25705156,2.5964737,1.320636,4.1722431,2.9041045
162.0,4.7030292,6.6115828,8.4573307,10.546046,11.034588,11.389425,9.344799,8.14779,5.3139849,2.5064003,1.8258853,0.28553969,0.041216824,0.022510825,1.3438673e-06,0.0026760562,0.0032448559,0.077269293,0.38162401,2.545778,1.3289495,4.1620359,2.8631885
163.0,4.8609562,7.8925114,9.7952375,11.585849,11.774841,11.800625,11.329908,6.9043112,5.7590246,2.6226587,1.1382415,0.31534997,0.083959758,0.0080698142,4.8175752e-07,0.00095932843,0.097057112,0.12060594,0.49214092,2.2350044,1.2916429,4.4408655,3.1104712
164.0,4.8989224,7.0346913,12.307159,11.501711,12.136423,11.296741,10.460027,7.7347064,5.8033309,1.933872,0.67306453,0.50193477,0.030098392,0.0028929147,1.7270328e-07,0.00034390573,0.12007226,0.13789164,0.59679163,2.352798,1.2593757,4.4761734,3.1666837
165.0,5.1536908,8.1645384,10.163649,11.43937,11.983686,12.23872,12.037872,8.5801411,6.3060951,2.9556198,0.72123492,0.2460435,0.12931252,0.0010370691,6.1911692e-08,0.00012328537,0.043044213,0.10312597,0.63919771,1.8880036,1.3194467,4.6397252,3.2605126
166.0,4.6401124,6.6130643,11.258823,11.733723,12.611442,12.511795,11.445484,9.4891958,6.9309387,2.4312613,0.98480576,0.37193814,0.053569704,0.00037177469,0.06411957,0.015197946,0.015430745,0.036969211,0.34647566,2.1896479,1.3467981,4.6872182,3.3281333
167.0,4.7532458,8.0239077,9.9424601,11.90734,12.277602,12.238957,10.302377,8.6216421,6.4529963,3.1754267,0.94670582,0.24011421,0.019203985,0.000133276,0.022985961,0.0054482496,0.0055317045,0.041256081,0.61565143,1.5285006,1.3273177,4.5560741,3.216579
168.0,4.748208,6.5811763,10.449284,11.455311,12.311709,12.550465,10.991108,8.8578587,6.2825403,2.9496377,1.6127441,0.20784576,0.0068843584,0.051961865,0.0082401438,0.091874339,0.0019830384,0.014789724,0.59288836,1.3112477,1.3611351,4.5538878,3.2179074
169.0,3.6425457,5.5087457,9.9623919,10.577345,12.750922,12.272415,11.449244,8.4133425,6.3431578,4.0407562,1.8890463,0.24335426,0.083570622,0.081551857,0.0029539755,0.032935657,0.00071089133,0.023540679,0.3436192,1.069862,1.4320729,4.4366007,3.150703
170.0,3.6941288,5.8770099,8.6166811,10.928308,12.18942,12.169938,10.3528,9.7120705,5.4812799,3.8381281,1.3376442,0.38289031,0.275132,0.029235192,0.0010589587,0.01180697,0.052239232,0.099797778,0.36484191,1.2749735,1.4217159,4.3344693,3.0609839
171.0,3.8913629,6.1816797,8.4534311,9.7197475,12.369631,11.688448,12.0588,9.3831301,6.2148156,3.6972761,1.1187614,0.34888825,0.10705103,0.010480405,0.00037962178,0.0042326325,0.018727031,0.035776101,0.26549184,1.1045629,1.4393427,4.3336334,3.0928044
172.0,3.7648923,5.8904581,8.8404722,12.582001,11.840213,11.746091,10.772079,8.4569244,6.2642021,3.5516465,1.6557628,0.32649752,0.083283797,0.049546655,0.00013608906,0.0015173391,0.015978731,0.012825228,0.39418364,1.0939008,1.4068624,4.3671308,3.1057239
173.0,2.7016764,6.0598974,8.6950369,12.107335,12.342745,12.499462,11.903877,9.2953339,7.0949492,3.1091068,2.3871365,0.35923994,0.11587279,0.017761778,4.8786012e-05,0.00054394471,0.083020136,0.03406889,0.38732803,0.9713906,1.4614948,4.5082917,3.2272863
174.0,2.3286426,6.2066998,9.4103098,11.962646,13.257496,12.636816,11.778359,9.2709064,6.7879553,2.6117916,2.1198297,0.43765196,0.29863855,0.0063673477,1.7489099e-05,0.00019499652,0.029761551,0.022607787,0.17955576,1.4429368,1.4381539,4.5394592,3.2766643
175.0,2.1157024,6.8313065,7.8730741,12.217208,12.811457,12.265915,12.819607,8.8103104,6.8209662,2.8292572,1.5598557,0.15878274,0.10705772,0.0022826046,6.2695958e-06,6.9903508e-05,0.010669097,0.030830642,0.20124564,1.3658266,1.4405906,4.4415717,3.2569184
176.0,2.332762,7.0548902,7.7007194,11.083259,12.185975,12.372702,11.165579,9.3513403,6.8379936,3.3996291,1.434238,0.54389322,0.039459333,0.00081828155,2.2475617e-06,2.5059424e-05,0.0038247211,0.054305054,0.13481657,1.6422975,1.4495733,4.3669267,3.1261053
177.0,2.8269017,6.7155404,8.3634911,10.68992,11.937691,12.153635,11.118501,9.0981627,6.0049,3.7255402,1.6535817,0.70553482,0.022866385,0.00029334243,0.052047066,8.9834502e-06,0.043379113,0.019467598,0.32810318,1.9410404,1.4307939,4.3700304,3.0615244
178.0,3.2161512,6.2742219,8.4016008,11.019387,12.257871,11.190941,10.273928,9.9783154,6.0074086,3.1027262,1.5184352,0.64108837,0.11194951,0.00010515913,0.23801669,0.2519156,0.015550802,0.020392165,0.1627292,1.1833656,1.4314971,4.2933049,3.016196
179.0,3.0943687,5.3274312,8.4288139,9.4359598,13.146624,11.825215,10.161899,8.7087727,7.8047423,4.1393661,2.1255984,0.52768356,0.36678615,0.022005808,0.085325636,0.24150158,0.0055747433,0.093420245,0.46164566,1.3381492,1.490203,4.3670444,2.9924498
180.0,3.4996636,5.420331,7.8141541,9.8239212,12.649398,11.446472,11.042307,8.8447227,6.4549274,3.2787573,1.565123,0.37302604,0.24181511,0.0078887716,0.030588038,0.08657492,0.0019984669,0.059793465,0.21294326,1.1650653,1.454936,4.2009735,2.9821067
181.0,4.1710782,5.6599669,8.9131117,10.939118,12.642052,10.971869,11.054523,8.3985262,6.5049496,2.7128918,1.3951356,0.67952538,0.10938433,0.21229987,0.010965381,0.031035891,0.00071642228,0.084840082,0.23544063,2.0709701,1.390197,4.33992,3.0225496
182.0,2.6108692,5.7409201,8.5031757,10.207755,11.409407,11.878949,10.168782,7.7432437,6.2063684,3.0010052,1.0244166,0.26052192,0.039212741,0.076106511,0.0039309347,0.01112593,0.0002568273,0.16426113,0.93339664,1.8877779,1.3931224,4.093574,2.8867462
183.0,3.5628173,5.681489,9.6742811,9.8688354,12.773327,11.394433,10.953967,7.2459784,5.063159,1.9407797,1.0096028,0.5531227,0.014057215,0.027283113,0.0014091848,0.003988489,0.0013742266,0.058885306,0.49441493,1.1329863,1.3516185,4.0728097,2.967401
