B,C,z,Time
212.13,11.06,100.0,0.0
212.52949531170302,11.044743534416526,99.97603165658059,0.01
212.9283930181039,11.029503841448392,99.9521008995898,0.02
213.32663037836258,11.014282704578019,99.92821167377981,0.03
213.72418409185806,10.999080817131416,99.90436544276074,0.04
214.1210555697251,10.983898154245267,99.8805621175843,0.05
214.5172406098107,10.968734909294835,99.85680196039604,0.06
214.91274255561817,10.953590946030543,99.83308476209261,0.07
215.30756240903057,10.938466311405165,99.80941045735737,0.08
215.70170219455736,10.923361100296376,99.78577891420471,0.09
216.09516004814878,10.908275225346369,99.76219025415925,0.1
216.48793596980485,10.893208686555147,99.73864447722099,0.11
216.88002995952556,10.878161483922705,99.71514158338992,0.12
217.27144201731093,10.863133617449046,99.69168157266606,0.13
217.66219796995603,10.848125152137564,99.66826279741582,0.14
218.0522771913534,10.83313603607446,99.64488657349229,0.15
218.44167940069266,10.818166268552964,99.62155291880987,0.16
218.83040459797377,10.803215849573078,99.59826183336857,0.17
219.21845278319677,10.7882847791348,99.57501331716838,0.18
219.6058239563616,10.773373057238132,99.55180737020935,0.19
219.9925181174683,10.75848068388307,99.52864399249141,0.2
220.37853526651688,10.743607659069617,99.50552318401462,0.21
220.76387540350729,10.728753982797773,99.48244494477893,0.22
221.14855163204857,10.713919629697825,99.45940843984543,0.23
221.5325800908261,10.699104568523884,99.43641264088542,0.24
221.9159390063231,10.684308841431356,99.41345893526913,0.25
222.29862837853958,10.669532448420242,99.3905473229966,0.26
222.68064820747554,10.654775389490538,99.36767780406778,0.27
223.06199849313097,10.640037664642247,99.3448503784827,0.28
223.44267923550586,10.625319273875368,99.32206504624135,0.29
223.82269043460025,10.610620217189902,99.29932180734373,0.3
224.2020320904141,10.595940494585848,99.27662066178985,0.31
224.58070420294743,10.581280106063208,99.2539616095797,0.32
224.95873745933872,10.566638919953064,99.23134269335604,0.33
225.3361205498433,10.552016984781996,99.20876463450287,0.34
225.71284239566518,10.537414348085653,99.18622813967329,0.35000000000000003
226.08890299680434,10.522831009864035,99.1637332088673,0.36
226.46430235326082,10.508266970117141,99.14127984208488,0.37
226.8390404650346,10.49372222884497,99.11886803932607,0.38
