data_set_value_component_environment_variable_time,data_set_value_component_intracellular_ion_concentrations_variable_Ca_i,data_set_value_component_intracellular_ion_concentrations_variable_mtime,data_set_value_component_crossbridges_variable_xb,data_set_value_component_crossbridges_variable_k_xb,data_set_value_component_crossbridges_variable_nperm,data_set_value_component_crossbridges_variable_perm50,data_set_value_component_crossbridges_variable_permtot,data_set_value_component_troponin_variable_TRPN,data_set_value_component_troponin_variable_Ca_50ref,data_set_value_component_troponin_variable_beta_1,data_set_value_component_troponin_variable_k_off,data_set_value_component_troponin_variable_n_TRPN,data_set_value_component_troponin_variable_Ca_50,data_set_value_component_Myofilaments_variable_lambda,data_set_value_component_Myofilaments_variable_dlambdadt,data_set_value_component_filament_overlap_variable_overlap,data_set_value_component_filament_overlap_variable_beta_0,data_set_value_component_filament_overlap_variable_lambda_m,data_set_value_component_filament_overlap_variable_lambda_s,data_set_value_component_isometric_tension_variable_T_ref,data_set_value_component_isometric_tension_variable_T_0,data_set_value_component_dynamic_stiffness_variable_Q,data_set_value_component_dynamic_stiffness_variable_a,data_set_value_component_dynamic_stiffness_variable_Q_1,data_set_value_component_dynamic_stiffness_variable_Q_2,data_set_value_component_dynamic_stiffness_variable_A_1,data_set_value_component_dynamic_stiffness_variable_A_2,data_set_value_component_dynamic_stiffness_variable_alpha_1,data_set_value_component_dynamic_stiffness_variable_alpha_2,data_set_value_component_dynamic_stiffness_variable_Tension
0.0,0.216,0.0,0.00046,0.1,5.0,0.35,0.021398064417632444,0.0752,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.055199999999999985,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.055199999999999985
0.1,0.216,0.1,0.00045861376065379084,0.1,5.0,0.35,0.02134312067769785,0.07512270410505666,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.05503365127845489,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.05503365127845489
0.2,0.216,0.2,0.000456919409729803,0.1,5.0,0.35,0.021288790719428633,0.07504615420383953,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.054830329167576346,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.054830329167576346
0.30000000000000004,0.216,0.30000000000000004,0.00045500385928863574,0.1,5.0,0.35,0.021235105083494136,0.0749703969159455,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.054600463114636275,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.054600463114636275
0.4,0.216,0.4,0.0004529601668825982,0.1,5.0,0.35,0.02118206784951275,0.07489544167987162,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.05435522002591177,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.05435522002591177
0.5,0.216,0.5,0.0004508385405007929,0.1,5.0,0.35,0.02112967357858117,0.0748212844666174,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.054100624860095134,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.054100624860095134
0.6000000000000001,0.216,0.6000000000000001,0.0004486790868391907,0.1,5.0,0.35,0.021077914594598894,0.07474791800764764,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.05384149042070287,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.05384149042070287
0.7000000000000001,0.216,0.7000000000000001,0.0004465086165786095,0.1,5.0,0.35,0.021026782830043656,0.07467533439410215,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.053581033989433126,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.053581033989433126
0.8,0.216,0.8,0.00044434388713529414,0.1,5.0,0.35,0.020976269918680505,0.074603525205356,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.053321266456235285,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.053321266456235285
0.9,0.216,0.9,0.000442191471617801,0.1,5.0,0.35,0.020926370716340327,0.07453248652266183,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.053062976594136106,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.053062976594136106
1.0,0.216,1.0,0.000440062593998885,0.1,5.0,0.35,0.02087707427639338,0.0744622060873738,0.8,-1.5,0.1,2.0,0.8,1.0,0.0,0.9999999999999998,1.65,1.0,0.87,120.0,0.05280751127986619,0.0,0.35,0.0,0.0,-29.0,116.0,0.1,0.5,0.05280751127986619
