T,HK,HNA,IK,MNA,NI,NIR,NK,RIR,V
164.5,0.36175093,0.70667684,1.2832395,0.078583762,0.58660316,0.0041862121,0.37821472,0.23286082,-66.103867
165.2,0.36171195,0.706563,1.2836605,0.078617088,0.5862121,0.0041937549,0.37827846,0.23282994,-66.099899
165.89999,0.36167303,0.70644915,1.2840801,0.078650422,0.58582133,0.0042012925,0.37834212,0.23279911,-66.09594
166.60001,0.36163417,0.70633537,1.2844986,0.078683764,0.58543074,0.0042088255,0.37840569,0.23276833,-66.09198
167.3,0.3615953,0.70622152,1.284916,0.078717135,0.58504051,0.0042163539,0.37846917,0.23273759,-66.08802
168.0,0.3615565,0.70610774,1.285333,0.078750528,0.58465046,0.0042238776,0.37853259,0.23270687,-66.084053
168.7,0.36151776,0.70599395,1.2857496,0.078783974,0.58426076,0.0042313961,0.37859598,0.23267618,-66.080086
169.39999,0.36147904,0.70588017,1.2861662,0.078817464,0.5838713,0.0042389105,0.37865934,0.23264551,-66.076111
170.10001,0.36144036,0.70576632,1.2865831,0.078851014,0.58348209,0.0042464198,0.3787227,0.23261486,-66.072136
170.8,0.36140171,0.70565248,1.2870004,0.078884624,0.58309317,0.0042539248,0.37878603,0.23258421,-66.068146
171.5,0.36136311,0.70553857,1.2874186,0.078918308,0.58270454,0.0042614248,0.37884939,0.23255356,-66.064156
172.2,0.36132455,0.70542461,1.2878377,0.078952067,0.58231616,0.0042689205,0.37891275,0.2325229,-66.060158
172.89999,0.36128601,0.70531058,1.288258,0.0789859,0.58192807,0.0042764111,0.37897617,0.23249222,-66.056145
173.60001,0.36124754,0.70519656,1.2886797,0.079019815,0.58154023,0.0042838976,0.37903965,0.23246154,-66.052132
174.3,0.36120909,0.70508236,1.2891029,0.079053812,0.58115268,0.0042913798,0.37910315,0.23243082,-66.048103
175.0,0.36117068,0.70496809,1.2895278,0.079087891,0.58076537,0.0042988574,0.37916675,0.23240007,-66.044075
175.7,0.36113232,0.70485377,1.2899544,0.079122059,0.58037829,0.0043063303,0.37923044,0.2323693,-66.040031
176.39999,0.361094,0.70473927,1.2903829,0.079156309,0.57999158,0.0043137986,0.37929419,0.23233849,-66.03598
177.10001,0.3610557,0.70462471,1.2908134,0.079190649,0.57960504,0.0043212632,0.37935802,0.23230764,-66.031921
177.8,0.36101747,0.70450997,1.2912459,0.079225063,0.5792188,0.0043287231,0.37942198,0.23227675,-66.027855
178.5,0.36097926,0.70439512,1.2916805,0.079259567,0.57883286,0.0043361783,0.37948602,0.23224582,-66.023781
179.2,0.36094108,0.70428014,1.292117,0.079294145,0.57844716,0.0043436298,0.37955019,0.23221484,-66.019699
179.89999,0.36090294,0.70416498,1.2925557,0.079328805,0.5780617,0.0043510767,0.37961444,0.23218381,-66.01561
180.60001,0.36086485,0.70404971,1.2929965,0.079363532,0.57767653,0.0043585193,0.37967879,0.23215273,-66.011513
181.3,0.36082679,0.70393425,1.2934393,0.079398341,0.57729161,0.0043659578,0.37974328,0.23212162,-66.007408
182.0,0.36078876,0.70381862,1.293884,0.07943321,0.57690698,0.0043733921,0.37980786,0.23209044,-66.003296
182.7,0.36075079,0.70370281,1.2943308,0.079468153,0.57652259,0.0043808222,0.37987253,0.23205923,-65.999184
183.39999,0.36071286,0.70358688,1.2947794,0.079503156,0.57613844,0.0043882481,0.37993735,0.23202796,-65.995056
184.10001,0.36067495,0.70347077,1.2952299,0.079538219,0.57575452,0.0043956703,0.38000223,0.23199666,-65.990929
184.8,0.36063707,0.70335448,1.2956822,0.079573341,0.57537091,0.0044030878,0.38006723,0.2319653,-65.986801
185.5,0.36059925,0.70323807,1.2961361,0.079608515,0.57498753,0.0044105016,0.38013232,0.23193391,-65.982658
186.2,0.36056143,0.70312142,1.2965918,0.079643741,0.57460445,0.0044179112,0.38019753,0.23190247,-65.978523
186.89999,0.36052367,0.70300466,1.2970489,0.07967902,0.57422161,0.004425317,0.38026282,0.23187099,-65.974373
187.60001,0.36048597,0.70288771,1.2975076,0.07971435,0.57383901,0.0044327187,0.38032818,0.23183948,-65.970222
188.3,0.36044827,0.70277059,1.2979678,0.079749718,0.57345665,0.0044401162,0.38039365,0.23180792,-65.966072
189.0,0.36041063,0.70265335,1.2984293,0.079785138,0.57307452,0.00444751,0.38045919,0.23177633,-65.961914
189.7,0.36037302,0.70253593,1.2988921,0.079820603,0.57269269,0.0044549,0.38052481,0.23174471,-65.957756
190.39999,0.36033544,0.70241833,1.2993561,0.079856098,0.5723111,0.0044622859,0.3805905,0.23171304,-65.95359
191.10001,0.36029792,0.70230061,1.2998214,0.079891644,0.57192975,0.0044696676,0.38065627,0.23168136,-65.949425
191.8,0.3602604,0.70218271,1.3002878,0.079927228,0.57154864,0.004477046,0.38072211,0.23164964,-65.945251
192.5,0.36022294,0.70206469,1.3007554,0.07996285,0.57116783,0.0044844202,0.38078803,0.23161788,-65.941078
193.2,0.3601855,0.7019465,1.3012239,0.079998508,0.57078719,0.0044917907,0.38085398,0.23158611,-65.936905
193.89999,0.36014813,0.70182812,1.3016936,0.080034204,0.57040685,0.0044991574,0.38092002,0.23155431,-65.932724
194.60001,0.36011076,0.70170963,1.3021642,0.080069937,0.57002676,0.00450652,0.38098612,0.23152249,-65.928543
195.3,0.36007345,0.70159101,1.3026358,0.080105714,0.56964689,0.0045138793,0.38105226,0.23149064,-65.924362
196.0,0.36003616,0.70147228,1.3031083,0.080141529,0.56926733,0.0045212344,0.38111848,0.23145877,-65.920174
196.7,0.35999891,0.70135337,1.303582,0.080177382,0.56888795,0.0045285858,0.38118473,0.23142686,-65.915985
197.39999,0.35996169,0.70123434,1.3040564,0.080213279,0.5685088,0.004535934,0.38125107,0.23139495,-65.911789
198.10001,0.35992453,0.70111513,1.3045319,0.080249213,0.56812996,0.0045432779,0.38131744,0.231363,-65.907593
198.8,0.35988736,0.7009958,1.3050083,0.080285184,0.56775135,0.0045506186,0.38138387,0.23133104,-65.903397
199.5,0.35985026,0.70087636,1.3054857,0.0803212,0.56737298,0.0045579551,0.38145036,0.23129904,-65.899193
200.2,0.35981318,0.70075679,1.3059641,0.080357261,0.56699479,0.0045652883,0.38151687,0.23126704,-65.894981
200.89999,0.35977617,0.7006371,1.3064435,0.080393367,0.56661689,0.0045726183,0.38158348,0.231235,-65.890778
201.60001,0.35973915,0.70051724,1.3069237,0.080429517,0.5662393,0.0045799441,0.38165012,0.23120295,-65.886559
202.3,0.3597022,0.70039725,1.3074052,0.080465712,0.56586188,0.0045872666,0.38171682,0.23117088,-65.882347
203.0,0.35966527,0.70027715,1.3078877,0.080501959,0.5654847,0.0045945854,0.38178357,0.23113877,-65.87812
203.7,0.35962838,0.70015687,1.3083711,0.080538251,0.56510776,0.0046019009,0.38185039,0.23110664,-65.873901
204.39999,0.35959151,0.70003647,1.3088558,0.080574587,0.56473106,0.0046092127,0.38191727,0.2310745,-65.869667
205.10001,0.35955468,0.69991595,1.3093414,0.080610983,0.56435466,0.0046165208,0.3819842,0.23104233,-65.865433
205.8,0.35951787,0.69979531,1.3098283,0.080647424,0.56397843,0.0046238257,0.3820512,0.23101012,-65.861198
206.5,0.35948113,0.69967449,1.3103163,0.080683917,0.56360251,0.0046311272,0.38211825,0.23097791,-65.856956
207.2,0.35944441,0.69955355,1.3108056,0.080720462,0.56322676,0.0046384251,0.3821854,0.23094565,-65.852707
207.89999,0.35940772,0.69943249,1.311296,0.080757059,0.56285125,0.0046457201,0.38225257,0.23091337,-65.848457
208.60001,0.35937107,0.69931126,1.3117876,0.080793716,0.56247604,0.004653011,0.38231981,0.23088108,-65.8442
209.3,0.35933444,0.6991899,1.3122805,0.080830418,0.56210101,0.004660299,0.38238713,0.23084874,-65.839943
210.0,0.35929784,0.69906837,1.3127747,0.080867186,0.56172621,0.0046675834,0.38245451,0.23081638,-65.835678
210.7,0.3592613,0.69894671,1.3132702,0.080904,0.56135172,0.0046748649,0.38252199,0.230784,-65.831406
211.39999,0.35922477,0.69882494,1.313767,0.080940872,0.5609774,0.0046821428,0.38258949,0.23075157,-65.827133
212.10001,0.35918829,0.69870299,1.3142651,0.080977805,0.56060332,0.0046894173,0.38265711,0.23071913,-65.822853
212.8,0.35915184,0.69858092,1.3147646,0.08101479,0.56022948,0.0046966891,0.38272476,0.23068665,-65.818565
213.5,0.35911542,0.69845867,1.3152655,0.081051841,0.55985588,0.0047039571,0.3827925,0.23065415,-65.814278
214.2,0.35907903,0.69833624,1.3157678,0.081088938,0.55948251,0.0047112224,0.3828603,0.23062161,-65.809982
214.89999,0.35904267,0.6982137,1.3162714,0.081126101,0.55910939,0.0047184844,0.38292819,0.23058903,-65.805687
215.60001,0.35900638,0.69809103,1.3167764,0.081163317,0.5587365,0.0047257431,0.38299617,0.23055643,-65.801376
216.3,0.35897008,0.69796818,1.3172828,0.081200592,0.55836385,0.0047329986,0.38306421,0.23052379,-65.797073
217.0,0.35893384,0.69784516,1.3177906,0.08123792,0.55799139,0.0047402508,0.38313234,0.23049113,-65.792755
217.7,0.3588976,0.69772202,1.3182999,0.081275314,0.55761921,0.0047475002,0.38320053,0.23045844,-65.788437
218.39999,0.35886142,0.6975987,1.3188106,0.081312761,0.55724722,0.0047547468,0.38326877,0.2304257,-65.784111
219.10001,0.35882527,0.69747519,1.3193227,0.081350267,0.55687547,0.0047619902,0.38333714,0.23039293,-65.779785
219.8,0.35878915,0.69735157,1.3198363,0.081387833,0.55650395,0.0047692303,0.38340557,0.23036014,-65.775452
220.5,0.35875306,0.69722778,1.3203512,0.081425458,0.55613267,0.0047764676,0.38347405,0.23032731,-65.771111
221.2,0.35871699,0.6971038,1.3208677,0.081463136,0.55576158,0.0047837016,0.38354266,0.23029444,-65.766762
221.89999,0.35868096,0.6969797,1.3213856,0.08150088,0.55539078,0.0047909333,0.38361132,0.23026155,-65.762413
222.60001,0.35864499,0.69685543,1.3219049,0.081538677,0.55502015,0.0047981618,0.38368005,0.23022862,-65.758064
223.3,0.35860902,0.69673097,1.3224256,0.081576526,0.55464977,0.004805387,0.38374886,0.23019566,-65.7537
224.0,0.35857308,0.69660634,1.3229479,0.081614442,0.55427963,0.0048126099,0.38381776,0.23016265,-65.749336
224.7,0.3585372,0.69648159,1.3234714,0.081652418,0.55390966,0.0048198295,0.38388675,0.23012961,-65.744972
225.39999,0.35850132,0.69635665,1.3239965,0.081690446,0.55353993,0.0048270463,0.38395581,0.23009656,-65.740601
226.10001,0.35846549,0.69623154,1.3245231,0.081728533,0.55317044,0.0048342603,0.38402495,0.23006345,-65.736221
226.8,0.3584297,0.69610626,1.3250511,0.08176668,0.55280119,0.004841472,0.38409415,0.23003033,-65.731834
227.5,0.35839394,0.69598085,1.3255805,0.081804886,0.55243218,0.0048486805,0.38416344,0.22999716,-65.727448
228.2,0.35835817,0.69585526,1.3261113,0.081843145,0.55206335,0.0048558861,0.38423282,0.22996396,-65.723053
228.89999,0.35832247,0.69572949,1.3266436,0.081881471,0.55169475,0.0048630894,0.38430226,0.22993073,-65.718658
229.60001,0.3582868,0.69560355,1.3271774,0.081919849,0.55132633,0.0048702895,0.38437179,0.22989747,-65.714249
230.3,0.35825115,0.69547743,1.3277125,0.081958286,0.55095822,0.0048774872,0.38444141,0.22986417,-65.709846
231.0,0.35821554,0.69535118,1.3282492,0.081996791,0.55059022,0.0048846821,0.38451111,0.22983083,-65.705429
231.7,0.35817996,0.69522476,1.3287873,0.082035348,0.55022252,0.0048918743,0.38458088,0.22979747,-65.701012
232.39999,0.3581444,0.6950981,1.3293269,0.082073964,0.54985499,0.0048990641,0.38465074,0.22976406,-65.696587
233.10001,0.35810888,0.69497138,1.329868,0.08211264,0.54948771,0.0049062516,0.38472065,0.22973062,-65.692162
233.8,0.35807338,0.69484442,1.3304105,0.082151383,0.54912066,0.0049134358,0.38479066,0.22969715,-65.687729
234.5,0.35803795,0.69471729,1.3309544,0.082190178,0.5487538,0.0049206177,0.38486075,0.22966366,-65.683289
235.2,0.35800251,0.69459003,1.3314999,0.082229041,0.54838717,0.0049277972,0.38493094,0.22963011,-65.678848
235.89999,0.35796711,0.69446254,1.3320469,0.082267955,0.54802072,0.004934974,0.38500118,0.22959656,-65.674393
236.60001,0.35793173,0.69433492,1.3325952,0.082306936,0.54765451,0.0049421485,0.38507152,0.22956294,-65.669945
237.3,0.35789639,0.69420713,1.3331453,0.082345977,0.54728854,0.0049493206,0.38514194,0.22952931,-65.665482
238.0,0.3578611,0.69407916,1.3336966,0.082385086,0.54692274,0.0049564904,0.38521245,0.22949563,-65.661018
238.7,0.35782582,0.69395101,1.3342496,0.082424253,0.54655713,0.0049636574,0.38528302,0.22946192,-65.656548
239.39999,0.35779056,0.69382268,1.3348041,0.082463481,0.54619181,0.004970822,0.38535368,0.22942817,-65.652077
240.10001,0.35775533,0.69369417,1.3353601,0.082502767,0.54582661,0.0049779844,0.38542444,0.22939439,-65.647591
240.8,0.35772017,0.69356555,1.3359175,0.082542129,0.54546171,0.0049851444,0.38549528,0.22936058,-65.643105
241.5,0.357685,0.69343668,1.3364766,0.082581542,0.54509699,0.004992302,0.38556617,0.22932673,-65.638618
242.2,0.35764986,0.69330764,1.3370372,0.082621023,0.54473245,0.0049994574,0.38563716,0.22929284,-65.634117
242.89999,0.35761476,0.69317847,1.3375993,0.082660571,0.54436815,0.0050066104,0.38570827,0.22925892,-65.629616
243.60001,0.35757971,0.69304907,1.338163,0.082700178,0.54400402,0.0050137611,0.38577941,0.22922496,-65.625114
244.3,0.35754466,0.69291949,1.3387283,0.082739852,0.54364014,0.0050209095,0.38585067,0.22919098,-65.620598
245.0,0.35750964,0.69278979,1.3392953,0.082779594,0.54327643,0.005028056,0.38592201,0.22915694,-65.616081
245.7,0.35747465,0.69265985,1.3398637,0.082819402,0.54291296,0.0050351997,0.38599345,0.22912288,-65.611557
246.39999,0.3574397,0.69252974,1.3404337,0.08285927,0.54254967,0.0050423415,0.38606495,0.22908877,-65.607025
247.10001,0.35740477,0.69239944,1.3410054,0.082899205,0.54218662,0.0050494815,0.38613656,0.22905463,-65.602493
247.8,0.35736987,0.69226903,1.3415787,0.082939208,0.54182374,0.0050566192,0.38620824,0.22902046,-65.597954
248.5,0.357335,0.69213837,1.3421537,0.082979277,0.54146111,0.0050637545,0.38628003,0.22898625,-65.593407
249.2,0.35730016,0.69200754,1.3427302,0.083019413,0.54109859,0.005070888,0.38635188,0.22895199,-65.588852
249.89999,0.35726535,0.69187653,1.3433083,0.083059624,0.54073638,0.0050780191,0.38642383,0.2289177,-65.584297
250.60001,0.35723057,0.69174528,1.3438882,0.083099894,0.54037428,0.0050851488,0.38649589,0.22888337,-65.579735
251.3,0.35719582,0.69161391,1.3444697,0.083140232,0.54001248,0.0050922758,0.38656801,0.22884901,-65.575165
252.0,0.35716107,0.69148231,1.3450528,0.083180644,0.5396508,0.0050994013,0.38664022,0.2288146,-65.570587
252.7,0.35712638,0.69135058,1.3456377,0.083221115,0.53928936,0.0051065246,0.38671255,0.22878017,-65.56601
253.39999,0.35709172,0.69121861,1.3462242,0.083261661,0.53892809,0.0051136459,0.38678494,0.22874568,-65.561417
254.10001,0.35705706,0.69108647,1.3468125,0.083302274,0.53856701,0.005120765,0.38685745,0.22871116,-65.556824
254.8,0.35702246,0.69095409,1.3474023,0.083342962,0.53820616,0.0051278826,0.38693002,0.2286766,-65.552231
255.5,0.35698786,0.69082159,1.347994,0.083383717,0.53784549,0.0051349984,0.38700271,0.228642,-65.547623
256.20001,0.35695332,0.69068885,1.3485873,0.083424538,0.53748506,0.0051421118,0.38707548,0.22860737,-65.543015
256.89999,0.35691878,0.69055593,1.3491824,0.083465435,0.53712475,0.0051492238,0.38714835,0.2285727,-65.538399
257.60001,0.35688427,0.69042283,1.3497791,0.083506398,0.53676468,0.005156334,0.38722131,0.22853798,-65.533775
258.29999,0.35684979,0.6902895,1.3503777,0.083547428,0.53640485,0.0051634423,0.38729438,0.22850321,-65.529144
259.0,0.35681534,0.69015598,1.3509779,0.083588541,0.53604513,0.0051705488,0.38736752,0.22846842,-65.524513
259.70001,0.35678092,0.69002229,1.35158,0.08362972,0.53568566,0.0051776534,0.38744077,0.22843358,-65.519867
260.39999,0.35674652,0.68988842,1.3521838,0.083670966,0.53532636,0.0051847566,0.38751411,0.2283987,-65.515221
261.10001,0.35671216,0.68975431,1.3527893,0.083712287,0.53496724,0.0051918579,0.38758755,0.22836378,-65.510567
261.79999,0.35667783,0.68961996,1.3533967,0.083753683,0.53460836,0.0051989574,0.38766107,0.22832882,-65.505913
262.5,0.3566435,0.68948549,1.3540058,0.083795153,0.5342496,0.0052060555,0.38773471,0.22829382,-65.501244
263.20001,0.35660923,0.68935078,1.3546168,0.08383669,0.53389108,0.0052131517,0.38780844,0.22825877,-65.496574
263.89999,0.35657495,0.6892159,1.3552295,0.083878309,0.53353274,0.0052202465,0.38788226,0.2282237,-65.491898
264.60001,0.35654071,0.68908077,1.355844,0.083919995,0.53317457,0.0052273395,0.38795617,0.22818857,-65.487213
265.29999,0.3565065,0.68894547,1.3564603,0.083961755,0.53281659,0.0052344315,0.3880302,0.22815339,-65.482521
266.0,0.35647231,0.68880993,1.3570786,0.08400359,0.53245884,0.0052415212,0.38810432,0.2281182,-65.477821
266.70001,0.35643816,0.68867421,1.3576986,0.084045507,0.53210127,0.0052486099,0.38817856,0.22808294,-65.473122
267.39999,0.35640404,0.68853831,1.3583204,0.084087491,0.53174382,0.0052556968,0.38825285,0.22804764,-65.468407
268.10001,0.35636994,0.68840218,1.3589441,0.08412955,0.53138661,0.0052627823,0.38832727,0.22801231,-65.463692
268.79999,0.35633585,0.6882658,1.3595697,0.08417169,0.53102958,0.0052698664,0.38840181,0.22797693,-65.458969
269.5,0.35630178,0.68812925,1.3601971,0.084213905,0.53067273,0.0052769491,0.38847643,0.2279415,-65.454239
270.20001,0.35626778,0.68799251,1.3608264,0.084256195,0.53031605,0.0052840305,0.38855115,0.22790603,-65.449509
270.89999,0.35623378,0.68785548,1.3614576,0.084298559,0.52995962,0.0052911104,0.38862598,0.22787052,-65.444763
271.60001,0.3561998,0.68771833,1.3620907,0.084341004,0.5296033,0.0052981884,0.3887009,0.22783497,-65.440018
272.29999,0.35616583,0.68758094,1.3627257,0.084383525,0.52924716,0.005305266,0.38877594,0.22779939,-65.435257
273.0,0.35613191,0.68744332,1.3633627,0.08442612,0.52889121,0.0053123417,0.38885108,0.22776374,-65.430496
273.70001,0.35609803,0.68730545,1.3640015,0.084468797,0.52853549,0.0053194161,0.3889263,0.22772805,-65.425728
274.39999,0.35606414,0.68716741,1.3646423,0.084511556,0.52817988,0.0053264895,0.38900164,0.22769232,-65.420952
275.10001,0.35603029,0.68702918,1.3652849,0.084554389,0.52782446,0.0053335615,0.3890771,0.22765656,-65.416176
275.79999,0.35599646,0.68689066,1.3659296,0.084597304,0.52746928,0.0053406325,0.38915265,0.22762074,-65.411385
276.5,0.35596266,0.68675196,1.3665763,0.084640302,0.52711421,0.0053477022,0.38922831,0.22758487,-65.406586
277.20001,0.3559289,0.68661308,1.3672248,0.084683374,0.52675933,0.0053547705,0.38930407,0.22754896,-65.401787
277.89999,0.35589513,0.68647391,1.3678755,0.084726527,0.52640468,0.0053618378,0.38937995,0.227513,-65.396973
278.60001,0.3558614,0.68633455,1.368528,0.084769763,0.52605015,0.0053689042,0.38945591,0.227477,-65.392159
279.29999,0.35582772,0.68619496,1.3691826,0.084813081,0.5256958,0.0053759692,0.389532,0.22744095,-65.387337
280.0,0.35579404,0.68605518,1.3698392,0.08485648,0.52534163,0.0053830333,0.3896082,0.22740486,-65.382507
280.70001,0.35576037,0.68591511,1.3704977,0.084899962,0.52498764,0.005390096,0.3896845,0.22736873,-65.37767
281.39999,0.35572675,0.68577486,1.3711584,0.084943525,0.52463382,0.0053971582,0.38976091,0.22733255,-65.372826
282.10001,0.35569313,0.68563437,1.371821,0.084987171,0.52428019,0.005404219,0.38983744,0.22729631,-65.367973
282.79999,0.35565954,0.68549365,1.3724858,0.085030898,0.52392668,0.0054112789,0.38991407,0.22726004,-65.363113
283.5,0.35562602,0.68535274,1.3731526,0.085074708,0.5235734,0.0054183379,0.38999081,0.22722371,-65.358246
284.20001,0.35559246,0.68521154,1.3738215,0.085118607,0.52322024,0.0054253959,0.39006767,0.22718734,-65.353378
284.89999,0.35555896,0.68507016,1.3744924,0.085162587,0.52286726,0.005432453,0.39014465,0.22715092,-65.348495
285.60001,0.35552546,0.68492854,1.3751655,0.085206658,0.52251446,0.0054395092,0.39022171,0.22711444,-65.343613
286.29999,0.355492,0.68478668,1.3758407,0.08525081,0.52216184,0.0054465649,0.3902989,0.22707792,-65.338715
287.0,0.35545856,0.68464452,1.3765179,0.085295051,0.52180934,0.0054536192,0.39037621,0.22704135,-65.333817
287.70001,0.35542515,0.68450218,1.3771973,0.085339375,0.52145708,0.005460673,0.39045364,0.22700474,-65.328903
288.39999,0.35539177,0.68435961,1.3778788,0.08538378,0.52110493,0.0054677259,0.39053118,0.22696808,-65.32399
289.10001,0.35535839,0.6842168,1.3785626,0.085428283,0.52075297,0.0054747784,0.39060885,0.22693136,-65.319061
289.79999,0.35532504,0.68407375,1.3792484,0.085472867,0.52040112,0.0054818294,0.3906866,0.2268946,-65.314133
290.5,0.35529172,0.68393046,1.3799365,0.085517541,0.52004951,0.0054888804,0.39076447,0.22685778,-65.309189
291.20001,0.35525844,0.68378693,1.3806267,0.085562304,0.51969802,0.0054959306,0.3908425,0.22682093,-65.304245
291.89999,0.35522515,0.68364316,1.381319,0.085607156,0.51934665,0.0055029797,0.39092061,0.22678401,-65.299294
292.60001,0.35519189,0.68349916,1.3820137,0.085652098,0.51899552,0.0055100285,0.39099884,0.22674705,-65.294327
293.29999,0.35515866,0.68335485,1.3827105,0.085697129,0.51864451,0.0055170767,0.39107722,0.22671004,-65.28936
294.0,0.35512546,0.68321037,1.3834096,0.08574225,0.51829368,0.005524124,0.39115569,0.22667296,-65.284386
294.70001,0.35509226,0.68306559,1.3841109,0.08578746,0.51794297,0.0055311709,0.39123428,0.22663584,-65.279396
295.39999,0.35505909,0.68292063,1.3848145,0.085832767,0.51759249,0.0055382173,0.39131302,0.22659868,-65.274406
296.10001,0.35502595,0.68277538,1.3855203,0.085878164,0.51724207,0.0055452632,0.39139184,0.22656146,-65.269402
296.79999,0.35499284,0.68262982,1.3862284,0.085923649,0.5168919,0.0055523086,0.39147082,0.22652419,-65.264397
297.5,0.35495973,0.68248409,1.3869389,0.085969232,0.51654184,0.0055593536,0.39154989,0.22648686,-65.259377
298.20001,0.35492665,0.68233806,1.3876516,0.086014904,0.5161919,0.0055663981,0.3916291,0.22644949,-65.254356
298.89999,0.35489359,0.68219185,1.3883667,0.086060666,0.5158422,0.0055734422,0.39170843,0.22641206,-65.249321
299.60001,0.35486054,0.68204528,1.389084,0.086106531,0.51549256,0.0055804858,0.39178789,0.22637457,-65.244278
300.29999,0.35482755,0.68189853,1.3898038,0.086152487,0.51514316,0.0055875289,0.39186749,0.22633703,-65.239235
301.0,0.35479456,0.68175149,1.3905258,0.086198539,0.51479387,0.0055945721,0.39194718,0.22629945,-65.234177
301.70001,0.35476157,0.68160421,1.3912503,0.08624468,0.51444471,0.0056016147,0.39202702,0.22626179,-65.229111
302.39999,0.35472864,0.68145663,1.3919771,0.086290926,0.51409572,0.0056086569,0.39210698,0.22622409,-65.224037
303.10001,0.35469571,0.68130881,1.3927063,0.086337261,0.51374692,0.0056156991,0.39218706,0.22618635,-65.218956
303.79999,0.35466281,0.68116075,1.393438,0.0863837,0.51339817,0.0056227408,0.39226729,0.22614855,-65.213867
304.5,0.3546299,0.68101239,1.3941721,0.086430229,0.51304966,0.0056297826,0.39234763,0.22611068,-65.208771
305.20001,0.35459706,0.6808638,1.3949085,0.086476862,0.51270127,0.0056368238,0.39242813,0.22607276,-65.203659
305.89999,0.35456422,0.68071491,1.3956474,0.086523592,0.512353,0.0056438651,0.39250872,0.22603478,-65.198547
306.60001,0.35453138,0.68056577,1.3963889,0.086570427,0.51200491,0.0056509064,0.39258945,0.22599675,-65.19342
307.29999,0.35449859,0.68041635,1.3971328,0.086617351,0.51165694,0.0056579472,0.39267033,0.22595866,-65.188293
308.0,0.35446581,0.68026668,1.3978791,0.086664386,0.51130915,0.005664988,0.39275134,0.22592051,-65.183151
308.70001,0.35443303,0.68011671,1.398628,0.086711511,0.51096147,0.0056720288,0.39283249,0.22588232,-65.178001
309.39999,0.35440031,0.67996651,1.3993794,0.086758748,0.51061392,0.0056790696,0.39291376,0.22584406,-65.172844
310.10001,0.35436758,0.67981595,1.4001334,0.086806081,0.51026654,0.0056861104,0.39299515,0.22580574,-65.167679
310.79999,0.35433489,0.67966521,1.4008898,0.086853519,0.50991929,0.0056931511,0.39307669,0.22576737,-65.162498
311.5,0.3543022,0.67951411,1.4016489,0.086901054,0.50957221,0.0057001919,0.39315838,0.22572893,-65.157318
312.20001,0.35426953,0.67936277,1.4024105,0.0869487,0.50922519,0.0057072332,0.39324018,0.22569044,-65.152122
312.89999,0.3542369,0.67921114,1.4031746,0.086996444,0.50887841,0.005714274,0.39332214,0.22565189,-65.146919
313.60001,0.35420427,0.67905927,1.4039415,0.087044299,0.50853169,0.0057213153,0.39340425,0.22561328,-65.141708
314.29999,0.35417166,0.67890704,1.404711,0.087092258,0.50818515,0.0057283565,0.39348647,0.22557461,-65.13649
315.0,0.35413909,0.67875457,1.405483,0.087140322,0.50783873,0.0057353978,0.39356884,0.22553588,-65.131264
315.70001,0.35410652,0.6786018,1.4062577,0.08718849,0.50749242,0.0057424395,0.39365134,0.2254971,-65.126022
316.39999,0.35407397,0.67844874,1.4070351,0.087236769,0.50714624,0.0057494813,0.39373401,0.22545825,-65.120773
317.10001,0.35404146,0.67829543,1.4078152,0.087285154,0.50680023,0.0057565235,0.3938168,0.22541934,-65.115517
317.79999,0.35400894,0.67814177,1.4085981,0.087333642,0.50645435,0.0057635661,0.39389974,0.22538038,-65.110252
318.5,0.35397646,0.67798787,1.4093835,0.08738225,0.50610858,0.0057706088,0.39398283,0.22534133,-65.10498
319.20001,0.353944,0.67783362,1.4101717,0.087430961,0.50576299,0.0057776519,0.39406604,0.22530225,-65.099693
319.89999,0.35391155,0.67767912,1.4109628,0.087479778,0.50541747,0.005784695,0.39414942,0.22526309,-65.094398
320.60001,0.35387912,0.67752433,1.4117565,0.087528713,0.50507212,0.0057917391,0.39423293,0.22522387,-65.089096
321.29999,0.3538467,0.67736918,1.4125531,0.08757776,0.50472689,0.0057987832,0.39431658,0.22518459,-65.083786
322.0,0.3538143,0.67721379,1.4133524,0.087626912,0.50438178,0.0058058281,0.39440042,0.22514524,-65.078461
322.70001,0.35378194,0.67705804,1.4141545,0.087676182,0.50403678,0.0058128731,0.39448437,0.22510584,-65.073128
323.39999,0.35374957,0.67690206,1.4149595,0.087725565,0.50369191,0.0058199186,0.39456847,0.22506636,-65.067787
324.10001,0.35371724,0.67674571,1.4157673,0.087775059,0.50334716,0.005826965,0.39465275,0.22502682,-65.062431
324.79999,0.35368493,0.67658907,1.4165781,0.087824672,0.50300258,0.0058340114,0.39473715,0.22498722,-65.057076
325.5,0.35365263,0.67643213,1.4173917,0.087874398,0.50265807,0.0058410587,0.39482173,0.22494756,-65.051704
326.20001,0.35362035,0.67627484,1.4182081,0.087924242,0.50231373,0.0058481069,0.39490643,0.22490782,-65.046318
326.89999,0.35358807,0.6761173,1.4190274,0.087974198,0.50196946,0.0058551552,0.39499131,0.22486801,-65.040932
327.60001,0.35355583,0.67595941,1.4198499,0.088024274,0.50162536,0.0058622044,0.39507633,0.22482815,-65.03553
328.29999,0.35352358,0.67580122,1.4206752,0.088074468,0.50128132,0.0058692545,0.39516151,0.22478822,-65.030113
