Time,I,T,g,k,l,u,tumor_microenvironment,tumor_growth,tumor_killing,immune_stimulation,immune_death
0.0,0.001,1.0,0.004,4.0,0.09,0.1,1.0,0.004,0.004,8.999999999999999e-05,0.0001
20.0,0.0008225324453176812,1.0076186300977383,0.004,4.0,0.09,0.1,1.0,0.0040304745203909535,0.003290129781270725,7.459191141857503e-05,8.225324453176813e-05
40.0,0.0006945264776275304,1.0286420632418862,0.004,4.0,0.09,0.1,1.0,0.004114568252967545,0.0027781059105101216,6.429772340306123e-05,6.945264776275305e-05
60.0,0.0006150684577930994,1.0600578348045595,0.004,4.0,0.09,0.1,1.0,0.004240231339218238,0.0024602738311723976,5.8680732386225926e-05,6.150684577930994e-05
80.0,0.0005804882891638513,1.0988432208540504,0.004,4.0,0.09,0.1,1.0,0.004395372883416202,0.002321953156655405,5.7407905919957724e-05,5.804882891638513e-05
100.0,0.0005900317947335099,1.141938189709079,0.004,4.0,0.09,0.1,1.0,0.004567752758836316,0.0023601271789340395,6.064018555939048e-05,5.900317947335099e-05
120.0,0.0006489635899572764,1.185860420152982,0.004,4.0,0.09,0.1,1.0,0.004743441680611928,0.0025958543598291056,6.92622211905651e-05,6.489635899572765e-05
140.0,0.0007705367637047529,1.2260801736011888,0.004,4.0,0.09,0.1,1.0,0.004904320694404755,0.0030821470548190117,8.502658641082994e-05,7.70536763704753e-05
160.0,0.0009758145536134202,1.256249766203695,0.004,4.0,0.09,0.1,1.0,0.005024999064814781,0.0039032582144536807,0.000110328012435152,9.758145536134202e-05
180.0,0.0012847947238364026,1.2676612943685412,0.004,4.0,0.09,0.1,1.0,0.005070645177474165,0.0051391788953456105,0.00014658160883546938,0.00012847947238364026
200.0,0.0016849271524018198,1.250225096110667,0.004,4.0,0.09,0.1,1.0,0.005000900384442668,0.006739708609607279,0.00018958843899459336,0.00016849271524018198
220.0,0.0020748162379837782,1.1973178898704568,0.004,4.0,0.09,0.1,1.0,0.0047892715594818275,0.008299264951935113,0.00022357931399385274,0.00020748162379837784
240.0,0.0022565270672464956,1.1146100857743728,0.004,4.0,0.09,0.1,1.0,0.0044584403430974915,0.009026108268985982,0.00022636330451782292,0.00022565270672464957
260.0,0.0020908470060883033,1.0239022698231404,0.004,4.0,0.09,0.1,1.0,0.004095609079292561,0.008363388024353213,0.0001926740695848058,0.00020908470060883034
280.0,0.0016670947553783406,0.9514022111440874,0.004,4.0,0.09,0.1,1.0,0.0038056088445763496,0.006668379021513363,0.00014274698728082983,0.00016670947553783406
300.0,0.0012000862368739395,0.9113295788920307,0.004,4.0,0.09,0.1,1.0,0.0036453183155681227,0.004800344947495758,9.843066763960042e-05,0.00012000862368739395
320.0,0.0008280316930899521,0.9034230676123026,0.004,4.0,0.09,0.1,1.0,0.0036136922704492107,0.0033121267723598084,6.732566390263798e-05,8.280316930899521e-05
340.0,0.0005768769815400973,0.9208001960941652,0.004,4.0,0.09,0.1,1.0,0.003683200784376661,0.002307507926160389,4.780695939518985e-05,5.7687698154009734e-05
360.0,0.0004219114624699485,0.9563669755756781,0.004,4.0,0.09,0.1,1.0,0.0038254679023027125,0.001687645849879794,3.631519703907862e-05,4.219114624699485e-05
380.0,0.00033305001977321984,1.0049038548406226,0.004,4.0,0.09,0.1,1.0,0.004019615419362491,0.0013322000790928793,3.0121492385236877e-05,3.3305001977321986e-05
400.0,0.00028948666948410844,1.0629163629136673,0.004,4.0,0.09,0.1,1.0,0.004251665451654669,0.0011579466779364337,2.769301060560355e-05,2.8948666948410844e-05
420.0,0.00028117256843634964,1.1279064047390188,0.004,4.0,0.09,0.1,1.0,0.004511625618956076,0.0011246902737453985,2.8542270669865097e-05,2.8117256843634965e-05
440.0,0.000308400266337217,1.1975814681923402,0.004,4.0,0.09,0.1,1.0,0.004790325872769361,0.001233601065348868,3.324009993759298e-05,3.08400266337217e-05
460.0,0.0003842597414289422,1.2689425038110451,0.004,4.0,0.09,0.1,1.0,0.00507577001524418,0.0015370389657157688,4.3884316656236404e-05,3.8425974142894224e-05
480.0,0.0005432776382362584,1.336858660039016,0.004,4.0,0.09,0.1,1.0,0.005347434640156064,0.0021731105529450337,6.536568739335171e-05,5.4327763823625846e-05
500.0,0.0008593641472557359,1.3914343974218686,0.004,4.0,0.09,0.1,1.0,0.0055657375896874745,0.0034374565890229435,0.00010761739509624685,8.59364147255736e-05
520.0,0.0014620143791748512,1.4135107253012453,0.004,4.0,0.09,0.1,1.0,0.005654042901204981,0.005848057516699405,0.00018599157049574644,0.00014620143791748512
540.0,0.002455957127768153,1.3711821881119524,0.004,4.0,0.09,0.1,1.0,0.005484728752447809,0.009823828511072613,0.0003030808201526054,0.0002455957127768153
560.0,0.0035198647882243943,1.234654975930885,0.004,4.0,0.09,0.1,1.0,0.00493861990372354,0.014079459152897577,0.0003911236717846643,0.0003519864788224395
580.0,0.0036686990855978444,1.0287542646914754,0.004,4.0,0.09,0.1,1.0,0.004115017058765901,0.014674796342391378,0.00033967708471606487,0.00036686990855978446
600.0,0.00265489862621844,0.8454550503514664,0.004,4.0,0.09,0.1,1.0,0.0033818202014058657,0.01061959450487376,0.00020201377065367954,0.000265489862621844
620.0,0.0014841898508431923,0.7449991252265089,0.004,4.0,0.09,0.1,1.0,0.0029799965009060358,0.005936759403372769,9.951481264934168e-05,0.00014841898508431923
640.0,0.0007424403105638641,0.717076575270001,0.004,4.0,0.09,0.1,1.0,0.002868306301080004,0.0029697612422554566,4.7914789971737855e-05,7.424403105638641e-05
660.0,0.0003685864980909209,0.7322287805240949,0.004,4.0,0.09,0.1,1.0,0.0029289151220963797,0.0014743459923636836,2.429006778132855e-05,3.685864980909209e-05
680.0,0.000192427481127115,0.770671932842304,0.004,4.0,0.09,0.1,1.0,0.003082687731369216,0.00076970992450846,1.3346861293098871e-05,1.92427481127115e-05
700.0,0.00010908145015352503,0.8226779634503287,0.004,4.0,0.09,0.1,1.0,0.003290711853801315,0.00043632580061410013,8.076501473625946e-06,1.0908145015352504e-05
720.0,6.850075749553289e-05,0.883975530296193,0.004,4.0,0.09,0.1,1.0,0.0035359021211847723,0.00027400302998213156,5.449769408952415e-06,6.850075749553289e-06
740.0,4.8370363257003605e-05,0.9528190424350156,0.004,4.0,0.09,0.1,1.0,0.0038112761697400624,0.00019348145302801442,4.147938288069483e-06,4.837036325700361e-06
760.0,3.8905357899269575e-05,1.0285919507119212,0.004,4.0,0.09,0.1,1.0,0.004114367802847685,0.0001556214315970783,3.601596417727963e-06,3.890535789926958e-06
780.0,3.608573699539683e-05,1.111175730929374,0.004,4.0,0.09,0.1,1.0,0.004444702923717496,0.00014434294798158732,3.60878356637867e-06,3.6085736995396833e-06
