data_set_T,data_set_CA1,data_set_CA2,data_set_CA3,data_set_CA4,data_set_CA5,data_set_CA6,data_set_CA7,data_set_CA8,data_set_CA9,data_set_CA10,data_set_CAG1,data_set_CAG2,data_set_CAG3,data_set_CAG4,data_set_CAG5,data_set_CAG6,data_set_CAG7,data_set_CAG8,data_set_CAG9,data_set_CAG10,data_set_H1,data_set_H2,data_set_H3,data_set_H4,data_set_H5,data_set_H6,data_set_H7,data_set_H8,data_set_H9,data_set_H10,data_set_HG1,data_set_HG2,data_set_HG3,data_set_HG4,data_set_HG5,data_set_HG6,data_set_HG7,data_set_HG8,data_set_HG9,data_set_HG10,data_set_MF5,data_set_MF7,data_set_MF9,data_set_MUF5,data_set_MUF7,data_set_MUF9,data_set_N1,data_set_N2,data_set_N3,data_set_N4,data_set_N5,data_set_N6,data_set_N7,data_set_N8,data_set_N9,data_set_N10,data_set_NG1,data_set_NG2,data_set_NG3,data_set_NG4,data_set_NG5,data_set_NG6,data_set_NG7,data_set_NG8,data_set_NG9,data_set_NG10,data_set_R1,data_set_R2,data_set_R3,data_set_R4,data_set_R5,data_set_R6,data_set_R7,data_set_R8,data_set_R9,data_set_R10,data_set_RG1,data_set_RG2,data_set_RG3,data_set_RG4,data_set_RG5,data_set_RG6,data_set_RG7,data_set_RG8,data_set_RG9,data_set_RG10,data_set_S1,data_set_S2,data_set_S3,data_set_S4,data_set_S5,data_set_S6,data_set_S7,data_set_S8,data_set_S9,data_set_S10,data_set_SG1,data_set_SG2,data_set_SG3,data_set_SG4,data_set_SG5,data_set_SG6,data_set_SG7,data_set_SG8,data_set_SG9,data_set_SG10,data_set_STIM5,data_set_STIM7,data_set_STIM9,data_set_V1,data_set_V2,data_set_V3,data_set_V4,data_set_V5,data_set_V6,data_set_V7,data_set_V8,data_set_V9,data_set_V10,data_set_VG1,data_set_VG2,data_set_VG3,data_set_VG4,data_set_VG5,data_set_VG6,data_set_VG7,data_set_VG8,data_set_VG9,data_set_VG10,data_set_X1,data_set_X2,data_set_X3,data_set_Y1,data_set_Y2,data_set_Y3
321.95401,0.3564623,0.29538885,0.32117864,0.28501418,0.33810955,0.31547183,0.28761479,0.31353408,0.28369007,0.30821437,0.38721201,0.29742649,0.41425371,0.37225732,0.44218799,0.34015897,0.33843356,0.42052707,0.33606145,0.37918958,0.24126676,0.048779223,0.1926221,0.45301783,0.15483811,0.14176723,0.31206593,0.46771586,0.30162576,0.42575353,0.55800033,0.4912658,0.56530696,0.5674395,0.5689941,0.54335552,0.52975315,0.57856196,0.52770525,0.57717466,-1.4721385,-1.4272325,-1.4174989,-6.1358404,-5.1014428,-5.1146584,0.13437046,0.46792209,0.17502907,0.0077053625,0.31851694,0.31169441,0.041257057,0.015887899,0.039405353,0.013260864,0.31512615,0.3895368,0.31174713,0.24217674,0.27387765,0.29474199,0.34246251,0.24131216,0.3442632,0.25831679,0.68617392,0.66685057,0.68441558,0.91876227,0.66093802,0.68294907,0.64411581,0.61028808,0.78587699,0.76907718,0.15457711,0.07842803,0.18880047,0.16845943,0.21624222,0.13331132,0.11887152,0.21362303,0.12119943,0.18069279,4.7403009e-06,0.74173367,3.7992373e-05,3.7929058e-14,0.0043035457,0.0064370707,3.7646181e-11,4.8357885e-12,3.8458382e-11,6.9802047e-13,0.1536531,0.0038164167,0.20565796,0.39795753,0.40185717,0.36670616,0.028679112,0.44022426,0.029778207,0.41721714,0.0,0.0,0.0,-66.810341,7.344914,-67.614967,-72.992134,-75.220627,-71.672874,-70.99115,-63.746193,-71.654366,-66.920525,-60.800117,-46.750965,-61.15984,-64.118927,-62.269035,-59.783123,-58.98304,-64.26429,-58.864174,-62.488857,-1459.6149,-1409.9513,-1415.3357,-3.7455127,5.2369199,1.0058503
328.953,0.34461921,0.29972431,0.31054577,0.2774148,0.32605252,0.30798957,0.27875432,0.34033492,0.2752625,0.30897751,0.34862807,0.37513682,0.37102076,0.40857604,0.39507475,0.37055737,0.31050807,0.45603761,0.30916378,0.41791233,0.29273337,0.16811332,0.24735592,0.4902885,0.21199736,0.20058417,0.35876831,0.15088642,0.34908998,0.4671748,0.53624123,0.3427572,0.54823697,0.57798338,0.56220895,0.56994623,0.51364446,0.56454217,0.512218,0.58377212,-1.4636462,-1.4470173,-1.4385697,-5.2794499,-4.7205343,-4.8542471,0.064373083,0.24023545,0.083058298,0.0077885985,0.15226877,0.13960664,0.02205752,0.31975779,0.021252049,0.014204779,0.33505076,0.49032104,0.32852834,0.24436083,0.31397286,0.30092287,0.35502315,0.25896469,0.35723692,0.25270027,0.79806018,0.70442069,0.80030245,0.89157873,0.79909039,0.71551979,0.76673418,0.58702981,0.84011775,0.61727554,0.12370717,0.1294128,0.15135098,0.20169148,0.17358209,0.16916291,0.094883755,0.22546698,0.096712343,0.21122488,4.326949e-09,0.00078619504,3.4679125e-08,4.0923626e-13,3.9282372e-06,5.8757005e-06,1.5592871e-13,0.0076016951,1.2231473e-13,4.0001279e-12,0.057770777,0.67405885,0.07726302,0.43219021,0.15088497,0.35907465,0.010937741,0.43732396,0.011355581,0.41515911,0.0,0.0,0.0,-74.451599,-70.941475,-74.779182,-68.03643,-72.446419,-65.324432,-70.56179,-67.125977,-71.325638,-63.03606,-59.63895,-77.238899,-59.897842,-63.913967,-60.784073,-59.260956,-58.016106,-63.434238,-57.713993,-63.191307,-1494.3718,-1387.2365,-1411.1957,-5.0799294,2.1855116,0.14363457
335.952,0.33297366,0.30183071,0.30051905,0.31044009,0.31516394,0.30173558,0.27003759,0.33277163,0.26666766,0.33268976,0.32183728,0.41227838,0.33591503,0.45224273,0.35514194,0.40721905,0.34341112,0.40706068,0.33930132,0.45321935,0.34065345,0.22964321,0.29840234,0.14977261,0.26539525,0.25592613,0.40227643,0.20974296,0.39325878,0.14704768,0.50880635,0.4247773,0.52756,0.51416188,0.54028678,0.58148688,0.56736481,0.56681979,0.56563193,0.56853789,-1.4707977,-1.5004034,-1.4823078,-5.2324939,-5.5644679,-5.56916,0.032465298,0.1050542,0.040949371,0.36725184,0.07263723,0.065278985,0.013228027,0.14423952,0.012830553,0.29776978,0.35957783,0.34033963,0.3443186,0.27778372,0.33295476,0.28850588,0.25439733,0.31046343,0.29402509,0.26332828,0.86736876,0.58462095,0.86156368,0.69343144,0.86699849,0.74739832,0.84067225,0.67252314,0.88096708,0.64474905,0.098716848,0.18198997,0.12092672,0.1994454,0.13887678,0.19973369,0.13929789,0.18146497,0.13917728,0.2233588,3.9893765e-12,7.1764106e-07,3.1688964e-11,0.04651406,3.5857277e-09,5.3634444e-09,7.049328e-14,6.9387611e-06,6.2613407e-14,0.0057448512,0.021875197,0.62997216,0.029121649,0.48400161,0.056722526,0.3548643,0.37574866,0.16419123,0.33078122,0.42103302,0.0,0.0,0.0,-73.765427,-68.520172,-74.433685,-69.961327,-71.8162,-70.369896,-71.69326,-71.59993,-71.953827,-71.260223,-58.36565,-74.376266,-58.870876,-63.061749,-59.658028,-60.692318,-62.682804,-61.082226,-59.278507,-63.045795,-1527.9808,-1387.6212,-1429.0956,-4.9624867,-3.1293421,-5.2438326
342.95099,0.32506651,0.33542097,0.29306936,0.34800515,0.30622062,0.29303268,0.26184827,0.32172799,0.26037258,0.32286093,0.35076874,0.45155412,0.30924302,0.48058408,0.32426059,0.45228097,0.37444395,0.36499757,0.37141195,0.40461031,0.38594303,0.11614753,0.34640354,0.16557057,0.3154296,0.30658156,0.44285759,0.26331574,0.43472186,0.20509747,0.39045021,0.39914659,0.5114525,0.38415304,0.51958197,0.58402109,0.57707107,0.54553014,0.56641626,0.56612772,-1.4803185,-1.5519888,-1.5128601,-5.7499309,-5.5111108,-4.8695116,0.019177785,0.42029864,0.022607047,0.41805387,0.036062635,0.032901544,0.0093216887,0.069126487,0.010492944,0.13577467,0.39136079,0.38200277,0.35819337,0.40983272,0.34838939,0.23936768,0.27410424,0.32970768,0.31141147,0.31111217,0.81805998,0.48256272,0.83419436,0.54536164,0.87196946,0.80859596,0.87792081,0.79093295,0.8455922,0.74784929,0.11255059,0.20485266,0.096490525,0.19170359,0.11084595,0.22818974,0.17554131,0.14535114,0.17349248,0.17961968,4.8292132e-13,0.14420891,3.4878323e-13,0.11349999,3.3474588e-12,4.9983941e-12,8.0982977e-14,6.333758e-09,1.1349551e-12,5.2438481e-06,0.55752766,0.63927436,0.011111938,0.63369447,0.021440476,0.42079771,0.39342037,0.061705664,0.34579104,0.15807775,0.0,0.0,0.0,-76.252548,-76.234924,-75.65818,-72.158318,-73.757133,-70.998718,-71.42588,-70.592972,-65.818077,-73.66983,-75.563927,-72.750351,-57.650867,-74.326187,-58.853912,-64.539558,-61.209076,-59.844658,-58.487217,-61.017975,-1540.2129,-1421.9326,-1465.4304,-0.64104944,-6.6841874,-3.5473115
349.95001,0.31473768,0.3232857,0.28315327,0.33732411,0.3009828,0.28537774,0.25633889,0.31148833,0.26342335,0.31192231,0.38299546,0.40349588,0.33942604,0.42853618,0.36130512,0.40417054,0.41245118,0.33130446,0.40897259,0.36296171,0.42762119,0.17589673,0.39065659,0.22231197,0.36284405,0.35387862,0.48100641,0.31331724,0.47635394,0.25893435,0.48978364,0.55373162,0.56536454,0.57003987,0.33654797,0.56467062,0.58504558,0.52470118,0.58031148,0.54447925,-1.4828531,-1.5624737,-1.5127594,-6.23033,-4.9081397,-4.682734,0.012205211,0.20131354,0.013360546,0.18969712,0.021526013,0.018781716,0.0092278495,0.034736209,0.014354446,0.065310679,0.26011717,0.32235128,0.295035,0.31034878,0.49871013,0.31186429,0.26750228,0.34558859,0.29402182,0.33036533,0.86406177,0.70098817,0.88894629,0.69887102,0.78091836,0.82579201,0.83170372,0.84948546,0.66566354,0.84075695,0.17418785,0.18099369,0.13896467,0.17932007,0.11096419,0.18374398,0.20613129,0.11609475,0.20293251,0.1438379,1.0653693e-13,0.00013163217,1.2052722e-13,0.00010360143,1.4909231e-12,1.7569599e-13,1.1105006e-12,5.9496548e-12,4.7566839e-11,4.7865729e-09,0.56957644,0.239995,0.3297765,0.23788793,0.58228415,0.15799347,0.38908336,0.023292391,0.34355131,0.059413273,0.0,0.0,0.0,-71.418182,-74.541168,-70.55825,-74.521927,-72.441467,-74.156464,-65.857033,-69.891106,-56.227959,-72.710922,-70.876701,-60.522923,-59.198441,-61.07098,-77.339622,-61.175125,-62.054199,-58.883751,-60.418797,-59.805096,-1527.7031,-1461.6427,-1480.6473,3.1282849,-3.8223748,0.37486961
356.94901,0.31024125,0.31203225,0.27740738,0.32567784,0.29627255,0.27633396,0.28557047,0.30207878,0.28912953,0.30165768,0.42246073,0.3621057,0.37150529,0.38296911,0.39500892,0.36276281,0.45262542,0.30993977,0.44379735,0.32978335,0.46744281,0.23166497,0.43251577,0.27496144,0.40701249,0.3977015,0.14157166,0.35999548,0.16267891,0.30916175,0.51437503,0.5418734,0.56611001,0.55575532,0.44432494,0.5432421,0.54874182,0.50019521,0.57330066,0.52371824,-1.4863127,-1.5326517,-1.4817085,-5.5753298,-4.5118093,-4.0890241,0.011721047,0.096184842,0.011351704,0.090482034,0.015392757,0.011735286,0.34802639,0.01917679,0.27046582,0.032884106,0.24103379,0.33482364,0.3121348,0.32297242,0.31180531,0.3315981,0.25516647,0.37214601,0.28677556,0.34613964,0.7587195,0.81909728,0.81928599,0.81507051,0.72523135,0.87628824,0.70505905,0.87589049,0.62408131,0.88941282,0.21075653,0.14498794,0.17329662,0.14415795,0.17208745,0.14712234,0.21634734,0.092572339,0.21397777,0.114871,7.5372065e-13,1.2015282e-07,1.9647478e-12,9.4566595e-08,8.5890361e-13,3.3421071e-14,0.014948473,1.1494728e-13,0.0019983219,4.4295223e-12,0.54984713,0.090159908,0.34487519,0.089348681,0.60684562,0.059383418,0.45567212,0.0089778053,0.35814759,0.022435373,0.0,0.0,0.0,-68.181854,-72.861374,-64.590744,-73.456978,-69.760323,-74.194351,-68.823029,-70.814926,-63.437489,-72.199326,-69.645241,-59.433544,-58.432503,-60.176891,-73.408577,-59.788788,-64.057457,-56.421734,-61.634823,-58.869698,-1501.8563,-1477.4525,-1473.782,3.8257794,-0.40928853,4.2450781
363.948,0.33914495,0.30173337,0.28290913,0.31482789,0.32899493,0.27007031,0.28065175,0.29391223,0.29032397,0.29630288,0.45955887,0.32920536,0.40898207,0.34473822,0.43625802,0.33030787,0.4040786,0.34787425,0.39637679,0.31414059,0.13266967,0.28373575,0.47730568,0.32409477,0.14112233,0.43891981,0.20079933,0.40363619,0.223525,0.35685816,0.48827305,0.52270228,0.58017826,0.53468263,0.44139883,0.52129769,0.56412262,0.5384708,0.56337577,0.4921701,-1.4688486,-1.474944,-1.4380467,-4.6912084,-4.2710209,-4.1010199,0.40386391,0.046979912,0.016664706,0.044431105,0.41448602,0.010063305,0.15331236,0.012939229,0.11687924,0.019814344,0.2683534,0.35024557,0.29445052,0.33836827,0.31831455,0.34960008,0.31169504,0.35753563,0.31457171,0.38544935,0.62813789,0.87733185,0.62639636,0.87485015,0.56639844,0.83885819,0.69242805,0.85885227,0.55503374,0.80214381,0.22620966,0.11579344,0.20274825,0.11539917,0.19731283,0.11746179,0.17436691,0.13425386,0.17182949,0.091568299,0.052634723,1.0973468e-10,1.8841292e-10,8.6379209e-11,0.14586459,3.2313315e-13,1.3644851e-05,7.0628258e-13,1.8240597e-06,5.1561506e-13,0.56433052,0.033975534,0.34282351,0.033639409,0.6013599,0.022430381,0.17107937,0.29416347,0.13447796,0.0087226545,0.0,0.0,0.0,-71.306175,-72.332809,-52.411613,-72.75087,-71.958511,-70.310104,-64.182625,-66.872139,-61.673,-69.047745,-68.275558,-58.239231,-60.396118,-59.222782,-68.649773,-58.634903,-61.050499,-48.607048,-60.693237,-54.130348,-1472.0491,-1469.0493,-1435.7136,2.0177591,3.7350256,7.4356294
370.94699,0.33020407,0.2937091,0.30652115,0.30598718,0.3683545,0.30149725,0.27812201,0.29328516,0.28309023,0.28922942,0.41024822,0.31195003,0.44361043,0.31445873,0.42128623,0.35871497,0.36245835,0.3902646,0.35610795,0.39168566,0.19198842,0.33260751,0.16514224,0.37015584,0.15301025,0.11877514,0.25666946,0.44667923,0.27688611,0.40087205,0.56213635,0.53008759,0.57395911,0.51802486,0.35210633,0.35600644,0.54384696,0.50879556,0.54121417,0.22763021,-1.4599642,-1.4160339,-1.4165976,-9.1682711,-5.8974752,-6.563972,0.18113352,0.025278794,0.26290742,0.024060639,0.43298683,0.46274933,0.070293315,0.014380328,0.056147441,0.013690582,0.31423911,0.32347757,0.28947085,0.34979966,0.80995971,0.45778158,0.33098859,0.45625368,0.3325651,0.93208373,0.69567716,0.85389733,0.59882373,0.86108226,0.44189841,0.64381593,0.64701861,0.71140844,0.68240172,0.7906754,0.18655847,0.09266305,0.21381821,0.092190973,0.16271412,0.12002639,0.13968369,0.16793387,0.13750823,0.13239439,4.8044381e-05,9.995996e-13,0.0016276077,7.9624838e-13,0.41336071,0.18011801,1.2456465e-08,3.2804127e-11,1.6653282e-09,1.0366633e-12,0.21186137,0.012947242,0.34995231,0.012784241,0.4920263,0.58053076,0.064293668,0.35513124,0.050562918,0.70229131,0.0,0.0,0.0,-69.078499,-66.363838,-62.688667,-67.921906,-55.005428,-75.290123,-72.310814,-57.378838,-71.155487,-69.190277,-61.040184,-60.014977,-61.525085,-58.501728,25.97608,-74.641747,-59.780945,32.652725,-59.637741,-10.421401,-1434.8418,-1434.8275,-1407.8883,1.1622176,5.4848537,3.5374792
377.94601,0.31996047,0.29115567,0.33579609,0.29679605,0.35667437,0.29142335,0.26928109,0.32656464,0.27467579,0.29440767,0.36768481,0.33669722,0.47653279,0.29709896,0.4172805,0.39040014,0.32929128,0.43641055,0.32441697,0.44336525,0.24688041,0.38032269,0.15804355,0.41295925,0.21108748,0.17846796,0.30706984,0.097228505,0.3260259,0.45097217,0.54597437,0.56906849,0.5695588,0.51025832,0.56574577,0.48898259,0.52297306,0.37340009,0.52164268,0.2084347,-1.4897275,-1.3888104,-1.4113128,-5.4028358,-6.7601728,-8.0149221,0.084701963,0.016880123,0.29945311,0.014551896,0.19900958,0.21587066,0.035240043,0.53827596,0.029152537,0.018999778,0.3304663,0.27418038,0.24947648,0.33949381,0.3135089,0.2594952,0.34723723,0.80103117,0.34645751,0.92743576,0.79074228,0.7921564,0.61977446,0.88064188,0.65131372,0.77918738,0.77532303,0.51252174,0.77268261,0.64034903,0.14950141,0.13675265,0.22929625,0.073615409,0.18365452,0.17330721,0.11157702,0.19684443,0.10978497,0.16538408,4.385468e-08,3.1943111e-13,0.0064941072,2.2178665e-13,0.00037731248,0.00016441033,1.1450891e-11,0.62042576,1.888881e-12,2.7512759e-10,0.079594724,0.35745424,0.4305535,0.0050471881,0.29066631,0.56770867,0.024268663,0.54187411,0.019122457,0.74780214,0.0,0.0,0.0,-73.051788,-71.386192,-71.507652,-69.331833,-71.665955,-71.881973,-72.6082,-44.280205,-72.258018,-56.065132,-59.778614,-60.852013,-64.226868,-60.24334,-60.119251,-70.870216,-58.786377,28.195557,-58.894341,-24.885263,-1440.9548,-1415.6768,-1400.7959,-1.2868959,0.92365557,0.80471027
384.94501,0.30951744,0.28435388,0.32479116,0.2932297,0.34635159,0.28711268,0.26092988,0.32299915,0.26630375,0.32573679,0.33344069,0.36799204,0.4249647,0.31853184,0.37369001,0.42928901,0.31409505,0.43729374,0.36491024,0.48654422,0.29794836,0.42273504,0.21515322,0.45396042,0.26491317,0.23538561,0.35407364,0.17408933,0.37178281,0.10331222,0.52548665,0.57119137,0.57538819,0.55675572,0.55239296,0.50241923,0.49122378,0.57247573,0.27475798,0.22494532,-1.5244529,-1.3870381,-1.4266846,-5.7364378,-5.4997287,-7.6759262,0.04189948,0.012441516,0.13945591,0.012495085,0.092225552,0.096470706,0.019368429,0.23136513,0.016786084,0.49170554,0.34641674,0.29722458,0.30495921,0.24280432,0.32485646,0.24929722,0.38940796,0.30269,0.65380383,0.84014362,0.85401469,0.78574359,0.75984561,0.77941781,0.74057305,0.72446191,0.84475201,0.55494481,0.83262706,0.47918573,0.1194206,0.17209792,0.18543488,0.12203289,0.14726186,0.20792431,0.088974051,0.20803121,0.098712042,0.19527204,4.0183353e-11,1.1943448e-12,5.9277763e-06,5.1093532e-13,3.4440828e-07,1.5007325e-07,1.0626688e-13,0.00056632038,1.9261373e-13,0.35622492,0.030002374,0.36604732,0.16164267,0.40723592,0.1091646,0.5607208,0.0094396472,0.30405769,0.60910696,0.75328207,0.0,0.0,0.0,-73.409309,-65.7201,-72.346703,-68.451851,-73.849869,-68.643456,-71.434677,-71.381485,-77.669807,-76.790771,-58.708183,-59.472107,-61.445251,-64.111526,-59.888504,-70.421341,-52.877636,-61.076347,-78.504906,-74.977638,-1440.6689,-1413.2291,-1405.3975,-1.0256613,0.42711458,-1.9668459
391.944,0.29999226,0.28648376,0.31393251,0.29045337,0.33508155,0.27941012,0.25307092,0.31222329,0.25758359,0.31502548,0.30745995,0.40554655,0.38000944,0.34755373,0.33747035,0.47670433,0.40288597,0.39068365,0.39849523,0.43375048,0.34563878,0.46479362,0.26833767,0.49208328,0.31478399,0.28750047,0.39791778,0.23005983,0.41433856,0.16411571,0.51073408,0.58123142,0.55417174,0.5717721,0.53283662,0.33966866,0.20671432,0.56041521,0.39772505,0.57111222,-1.5394211,-1.4175067,-1.4611542,-6.2725825,-7.997097,-6.4418559,0.022654217,0.014793316,0.067043833,0.012320244,0.045039717,0.046816628,0.01228446,0.10911036,0.010765373,0.22800602,0.36025357,0.28814504,0.32361758,0.27623498,0.33816546,0.50278848,0.90511882,0.31844682,0.38510525,0.30690581,0.87365478,0.62354779,0.84320438,0.6813634,0.82528543,0.7799117,0.8774305,0.72619432,0.88474429,0.67720824,0.09529528,0.20201296,0.14888509,0.16094151,0.11773024,0.19866243,0.12998515,0.16702907,0.16127062,0.20518905,4.4160116e-13,2.6117554e-11,5.4109126e-09,2.7508807e-12,3.1444936e-10,1.3723021e-10,1.2503395e-13,5.1693104e-07,7.0874648e-14,0.00032515818,0.01144626,0.35743466,0.060734943,0.40474182,0.041083824,0.66229784,0.74993283,0.11417902,0.63883561,0.2827709,0.0,0.0,0.0,-68.061119,-57.964081,-70.879204,-63.815632,-74.038849,-75.831963,-76.452126,-76.399063,-73.276672,-72.519142,-57.216068,-60.685238,-60.197582,-60.779617,-59.158947,-77.448769,-55.941959,-60.423313,-75.491447,-61.009285,-1450.3066,-1428.9119,-1438.9167,-1.7889787,-4.0428548,-5.8265333
398.94299,0.29141948,0.30727261,0.30406436,0.30362993,0.32479143,0.27191791,0.2462129,0.30210668,0.25449842,0.30463558,0.3389619,0.44048986,0.34260893,0.38388142,0.31320342,0.42532298,0.44430223,0.35141289,0.43928745,0.38760641,0.39022976,0.14682198,0.31801295,0.53754455,0.36136413,0.33606026,0.43889281,0.28227752,0.45493764,0.22077136,0.54984903,0.5719434,0.53275979,0.57649374,0.52080274,0.5715453,0.23533086,0.53864068,0.41026264,0.55854768,-1.5296073,-1.4573157,-1.4795337,-4.8486333,-6.6566067,-5.8694158,0.0138929,0.28535271,0.03381202,0.019844273,0.024109246,0.025186455,0.0096287988,0.053073175,0.010929448,0.10712404,0.33297235,0.28547835,0.33961558,0.28935933,0.3347573,0.31626901,0.79796493,0.33483228,0.36395797,0.32036445,0.87704003,0.69135135,0.87716222,0.4848063,0.85234678,0.80536425,0.87128425,0.81634295,0.78332078,0.79608887,0.13677308,0.21327606,0.1190966,0.19223501,0.093996592,0.2032019,0.16658229,0.13361558,0.19571038,0.1647255,1.5172694e-13,0.002323207,5.1015017e-12,9.2229377e-11,7.41393e-13,6.7559722e-13,4.4039842e-13,4.7192933e-10,1.1047747e-12,2.9680081e-07,0.30513504,0.36634713,0.022905342,0.37266824,0.015602702,0.24862564,0.73867762,0.04294987,0.63492221,0.10619133,0.0,0.0,0.0,-70.137627,-70.061943,-69.964882,-54.548561,-67.824799,-71.634911,-71.941055,-76.221283,-70.025993,-73.499741,-54.860531,-61.635471,-59.198372,-60.268497,-60.110447,-60.363396,-77.626404,-59.458237,-75.057098,-60.309311,-1466.6321,-1467.4221,-1471.3242,-0.54848349,-4.552258,-3.2844617
405.94199,0.28594753,0.30167326,0.2982406,0.32056776,0.3157458,0.26461998,0.261554,0.29302669,0.28642136,0.29481328,0.37851596,0.39355293,0.31375498,0.41910774,0.33954933,0.38049465,0.40090504,0.32057855,0.47660404,0.34891281,0.43228197,0.20581859,0.36502507,0.15784785,0.40494564,0.38127604,0.15131329,0.33105689,0.12443654,0.27361518,0.54411387,0.56201053,0.51463324,0.56477219,0.55716246,0.5550645,0.55157846,0.52079004,0.37737265,0.53707927,-1.5049034,-1.4763415,-1.4750267,-5.3744454,-9.1271372,-4.9171829,0.011969474,0.12732141,0.020389663,0.28226981,0.014657944,0.015226538,0.28738481,0.027647004,0.45547831,0.052063972,0.3546102,0.3152144,0.35332903,0.29959685,0.23911509,0.32390234,0.34324518,0.34664544,0.42451504,0.33621061,0.79670984,0.6800074,0.79466099,0.62435472,0.8584832,0.83579051,0.68283558,0.85089546,0.61486602,0.85704631,0.1702022,0.17117533,0.095082052,0.20348169,0.13899155,0.16294993,0.19135371,0.10666522,0.21551868,0.1317461,3.2087182e-12,2.1206099e-06,2.565808e-12,0.0017749339,9.2261709e-14,1.6100606e-13,0.54061705,5.9846719e-13,0.15184793,2.7101155e-10,0.31743294,0.13755719,0.0087672817,0.35471496,0.41157597,0.093380876,0.27732009,0.016269349,0.65753895,0.03995534,0.0,0.0,0.0,-63.446796,-63.167152,-64.014847,-71.089096,-71.310097,-70.161026,29.999941,-72.366096,-73.309929,-73.110336,-51.596123,-60.650692,-58.342999,-60.655888,-64.668854,-60.022663,-55.76173,-58.825832,-74.196266,-59.360619,-1470.4856,-1485.675,-1481.8204,-1.2099783,-0.081782103,-0.46795845
412.94101,0.30108917,0.29445341,0.32863647,0.31103909,0.30834332,0.2564151,0.27189037,0.28384236,0.2866953,0.2867524,0.40416259,0.3538352,0.33608082,0.37555283,0.37094951,0.34324977,0.43244565,0.36090186,0.42507288,0.3185817,0.1640299,0.26033697,0.15122811,0.21517782,0.44570929,0.42324424,0.16664675,0.37645012,0.18818192,0.32313377,0.5704174,0.53994489,0.54091287,0.55397993,0.57566202,0.53432721,0.56870437,0.39214498,0.56730044,0.52007568,-1.4752948,-1.4705068,-1.440473,-4.8128805,-5.6810431,-5.3487477,0.25929007,0.059996463,0.32094204,0.13055737,0.011529577,0.010270829,0.25099117,0.01595792,0.19386527,0.027557101,0.31505561,0.33327982,0.2837511,0.32115793,0.25883567,0.33830684,0.30238271,0.38538206,0.31134573,0.34721115,0.61095554,0.74593842,0.70033675,0.73948425,0.81881303,0.87909335,0.71111578,0.88393325,0.57832968,0.84687638,0.19893853,0.13694179,0.12451366,0.16294265,0.17627668,0.13023791,0.20209005,0.11925962,0.19654725,0.10516584,0.50592238,1.9358657e-09,0.0092403861,1.6201456e-06,8.0130748e-13,1.6313887e-13,0.00094761862,8.9013574e-14,0.00013860558,1.1445565e-12,0.31346735,0.051721402,0.38203847,0.13320249,0.42072326,0.03515454,0.31392175,0.54942912,0.24683899,0.015148233,0.0,0.0,0.0,29.833221,-69.757622,-68.881447,-72.333847,-66.615898,-69.933968,-72.177856,-74.06723,-70.715118,-66.3685,-58.105724,-59.604454,-60.701817,-60.152679,-62.394413,-59.167767,-60.941486,-75.442665,-61.034389,-58.751465,-1474.8291,-1482.8092,-1462.3256,0.16488056,1.9973761,4.8076091
419.94,0.31000504,0.28533873,0.32461929,0.30086291,0.30969867,0.25295156,0.26848388,0.27702048,0.28434703,0.28067893,0.43815652,0.32292879,0.36434901,0.3395974,0.40905005,0.31426901,0.38651484,0.39382872,0.3801384,0.35788664,0.16848968,0.31055245,0.21061163,0.26838648,0.48587829,0.46305323,0.2244633,0.41907164,0.24551941,0.36958566,0.57231772,0.52036601,0.57105422,0.53385085,0.58344662,0.52157283,0.55837756,0.47951996,0.55386889,0.45627648,-1.438951,-1.4390535,-1.410591,-4.3006272,-4.842936,-6.2345405,0.25369838,0.030663911,0.13903178,0.062813878,0.013817724,0.010489756,0.11119577,0.011735146,0.087846234,0.016886204,0.29827568,0.34700036,0.29353404,0.33558288,0.25902152,0.34319979,0.31959602,0.26990861,0.32443991,0.29074344,0.69019341,0.82068872,0.63199723,0.82889146,0.63677752,0.78510225,0.68279546,0.85158789,0.59241164,0.81385845,0.20972759,0.10930822,0.16229931,0.13015802,0.20701867,0.10394868,0.16218716,0.17706621,0.15772304,0.13281304,0.00096858264,2.0015155e-12,8.4345229e-06,1.4789506e-09,5.494247e-12,1.7134445e-12,8.6497607e-07,2.6406972e-13,1.2651894e-07,2.132017e-13,0.32405066,0.01956211,0.37200579,0.050104283,0.40773094,0.013347904,0.1178838,0.57728851,0.092710599,0.50906658,0.0,0.0,0.0,-71.753662,-69.19873,-62.36935,-70.950974,-62.199238,-64.896393,-69.115677,-70.239357,-74.771736,-72.088837,-61.152412,-58.921017,-59.686226,-59.457592,-62.633038,-58.96962,-60.329754,-71.537651,-60.086361,-72.424835,-1460.4783,-1455.8524,-1422.8433,4.1107221,5.2538338,3.7439561
