data_generator_T,data_generator_V1
0.0,-71.199997
6.9990001,-73.746231
13.998,-72.853149
20.997,-74.208359
27.996,-74.654221
34.994999,-63.479836
41.993999,-68.663681
48.993,-66.648087
55.992001,-65.69738
62.991001,7.7745876
69.989998,-72.596779
76.988998,-71.87249
83.987999,-68.159531
90.987,-63.1828
97.986,-75.708214
104.985,-73.825165
111.984,-68.594162
118.983,-67.240593
125.982,-74.855591
132.981,-71.263336
139.98,-76.151466
146.979,-71.687317
153.978,-69.412102
160.97701,-70.794548
167.976,-72.445038
174.97501,-71.808624
181.974,-69.004211
188.97301,-72.387161
195.972,-69.607941
202.97099,-72.5802
209.97,-72.482254
216.96899,-72.732399
223.968,-66.172592
230.967,-71.526199
237.966,-66.372917
244.965,-59.545231
251.964,-64.469147
258.96301,-77.205124
265.96201,-75.58596
272.961,-74.240295
279.95999,-73.947479
286.95901,-68.43499
293.95801,-65.979309
300.957,-57.373402
307.95599,-61.519527
314.95499,-71.806023
321.95401,-66.810341
328.953,-74.451599
335.952,-73.765427
342.95099,-76.252548
349.95001,-71.418182
356.94901,-68.181854
363.948,-71.306175
370.94699,-69.078499
377.94601,-73.051788
384.94501,-73.409309
391.944,-68.061119
398.94299,-70.137627
405.94199,-63.446796
412.94101,29.833221
419.94,-71.753662
426.939,-75.117805
433.93799,-74.638329
440.93701,-70.454811
447.936,-75.106323
454.935,-70.850624
461.93399,-75.187981
468.93301,-75.867981
475.93201,-71.321922
482.931,-74.282318
489.92999,-73.94989
496.92899,-67.85997
503.92801,-72.100021
510.927,-67.380638
517.92603,-69.393936
524.92499,-76.08078
531.92401,-70.918518
538.92297,-75.973892
545.922,-76.039093
552.92102,-71.860336
559.91998,-68.164505
566.91901,-60.603882
573.91803,-49.54427
580.91699,-68.852959
587.91602,-72.413078
594.91498,-71.759926
601.914,-71.557243
608.91302,-76.538826
615.91199,-70.667526
622.91101,-66.531326
629.90997,-69.467026
636.909,-71.480911
643.90802,-66.916321
650.90698,-71.069603
657.90601,-73.605713
664.90503,-73.61631
671.90399,-69.088661
678.90302,-71.834679
685.90198,-66.760544
692.901,-60.583878
699.90002,-64.82415
706.89899,-73.923874
713.89801,-74.445786
720.89697,-74.888618
727.896,-76.395126
734.89502,-65.274261
741.89398,-72.744225
748.89301,-66.538704
755.89203,-57.963665
762.89099,-64.023125
769.89001,-66.926773
776.88898,-76.544937
783.888,-75.919327
790.88702,-70.814728
797.88599,-67.360657
804.88501,-71.776894
811.88397,-66.011414
818.883,-70.002098
825.88202,-74.49192
832.88098,-74.43161
839.88,-73.583557
846.87903,-67.192078
853.87799,-69.424652
860.87701,-63.332375
867.87598,-65.931137
874.875,-68.495743
881.87402,-78.114182
888.87299,-74.990501
895.87201,-73.325378
902.87097,-72.837456
909.87,-70.510086
916.86902,-75.971603
923.86798,-72.743904
930.867,-72.188919
937.86603,-69.659981
944.86499,-77.009476
951.86401,-76.747009
958.86298,-71.117897
965.862,-71.050301
972.86102,-69.325012
979.85999,-76.967964
986.85901,-75.518181
993.85797,-73.965256
1000.857,-74.056862
1007.856,-58.036137
1014.855,-70.809845
1021.854,-70.514442
1028.853,-67.735474
1035.8521,-73.492897
1042.851,-78.116661
1049.85,-77.116508
1056.849,-72.39254
1063.848,-38.093132
1070.847,-64.677704
1077.8459,-74.665878
1084.845,-74.255867
1091.844,-73.826485
1098.843,-71.460274
1105.842,-67.761703
1112.8409,-69.949295
1119.84,-76.183708
1126.839,-75.218628
1133.838,-73.856697
1140.837,-74.157127
1147.8361,-73.456299
1154.835,-68.037941
1161.834,-64.405472
1168.833,-72.754372
1175.832,-67.244484
1182.8311,-70.908775
1189.83,-64.73436
1196.829,-72.063385
1203.828,-65.38018
1210.827,-70.799377
1217.826,-73.446442
1224.825,-73.71476
1231.824,-72.201912
1238.823,-72.370926
1245.822,-72.695824
1252.821,-74.951271
1259.8199,-69.603981
1266.819,-66.882942
1273.818,-75.110222
1280.817,-70.321312
1287.816,-73.610725
1294.8149,-74.145195
1301.814,-68.809723
1308.813,-78.735161
1315.812,-72.401978
1322.811,-68.072823
1329.8101,-70.10302
1336.809,-76.409843
1343.808,-74.966072
1350.807,-74.489601
1357.806,-72.907463
1364.8051,-71.41938
1371.804,-67.859718
1378.803,-72.850204
1385.802,-69.421875
1392.801,-78.011681
1399.8,-75.474182
1406.799,-72.838226
1413.798,-69.441002
1420.797,-67.522263
1427.796,-63.653454
1434.795,-66.932121
1441.7939,-73.609283
1448.793,-74.450256
1455.792,-73.626251
1462.791,-72.941322
1469.79,-69.162498
1476.7889,-49.214272
1483.788,-73.853363
1490.787,-70.822449
1497.786,-75.290787
1504.785,-70.639633
1511.7841,-73.717087
1518.783,-73.383354
1525.782,-73.452362
1532.781,-67.836426
1539.78,-71.130547
1546.7791,-76.427666
1553.778,-71.869301
1560.777,-66.12249
1567.776,-72.689079
1574.775,-73.671791
1581.774,-75.985191
1588.7729,-70.809906
1595.772,-67.187813
1602.771,-70.119026
1609.77,-68.485413
1616.769,-73.210533
1623.7679,-74.060028
1630.767,-68.647301
1637.766,-70.413055
1644.765,-63.823845
1651.764,9.567627
1658.7629,-75.999672
1665.762,-76.683342
1672.761,-75.861412
1679.76,-75.455528
1686.759,-79.593964
1693.7581,-74.285843
1700.757,-70.23175
1707.756,-73.380966
1714.755,-33.107941
1721.754,-51.352001
1728.7531,-72.124878
1735.752,-75.092094
1742.751,-73.910355
1749.75,-73.006638
1756.749,-73.857285
1763.748,-70.725349
1770.7469,-74.902603
1777.746,-69.00367
1784.745,-65.800301
1791.744,-73.176186
1798.743,-73.392021
1805.7419,-72.238144
1812.741,-76.82653
1819.74,-72.200111
1826.739,-69.644073
1833.738,-69.870087
1840.7371,-74.074554
1847.736,-75.084984
1854.735,-74.970352
1861.734,-74.235687
1868.733,-69.714218
1875.7321,-73.8508
1882.731,-67.139999
1889.73,-61.035934
1896.729,-67.252769
1903.728,-58.357723
1910.7271,-69.992485
1917.726,-73.335007
1924.725,-72.519554
1931.724,-72.072205
1938.723,-73.662857
1945.722,-68.740036
1952.7209,-64.943825
1959.72,-73.908531
1966.719,-75.551216
1973.718,-74.542595
1980.717,-74.194031
1987.7159,-62.697933
1994.715,-73.715187
2001.714,-70.328316
2008.713,-73.928719
2015.712,-74.795517
2022.7111,-73.665154
2029.71,-73.389069
2036.709,-67.665565
2043.708,-73.126633
2050.707,-68.567665
2057.7061,-71.769485
