value_component_environment_variable_time,value_component_Cdc13_Cdc2_variable_Cdc13_Cdc2,value_component_Cdc13_Cdc2_variable_k1,value_component_Cdc13_P_Cdc2_variable_Cdc13_P_Cdc2,value_component_Rum1_Cdc13_Cdc2_variable_Rum1_Cdc13_Cdc2,value_component_Rum1_variable_Rum1,value_component_Rum1_variable_k3,value_component_Cdc25P_variable_Cdc25P,value_component_Cdc25P_variable_k25,value_component_Cdc25P_variable_k25r,value_component_Cdc25P_variable_k25r_,value_component_Cdc25P_variable_J25,value_component_Cdc25P_variable_J25r,value_component_Wee1_variable_Wee1,value_component_Wee1_variable_kw,value_component_Wee1_variable_kwr,value_component_Wee1_variable_kwr_,value_component_Wee1_variable_Jw,value_component_Wee1_variable_Jwr,value_component_Mik1_variable_Mik1,value_component_Mik1_variable_km,value_component_Mik1_variable_kmr,value_component_Mik1_variable_kmr_,value_component_Mik1_variable_Jm,value_component_Mik1_variable_Jmr,value_component_AAE_total_variable_AAE_total,value_component_AAE_total_variable_kas,value_component_AAE_variable_AAE,value_component_AAE_variable_kaa,value_component_AAE_variable_kaa_,value_component_AAE_variable_kai,value_component_AAE_variable_kai_,value_component_AAE_variable_kx,value_component_AAE_variable_Jaa,value_component_AAE_variable_Jai,value_component_APC_variable_APC,value_component_APC_variable_kapr,value_component_APC_variable_kapr_,value_component_APC_variable_kap,value_component_APC_variable_Japr,value_component_APC_variable_Jap,value_component_mass_variable_mass,value_component_mass_variable_mu,value_component_k2_variable_k2,value_component_k2_variable_V2,value_component_k2_variable_V2_,value_component_k2c_variable_k2c,value_component_k2c_variable_V2c,value_component_k2c_variable_V2c_,value_component_k4_variable_k4,value_component_k4_variable_k4_,value_component_k4_variable_k4__,value_component_kcdc25_variable_kcdc25,value_component_kcdc25_variable_V25,value_component_kcdc25_variable_V25_,value_component_kwee_variable_kwee,value_component_kwee_variable_Vwee,value_component_kwee_variable_Vwee_,value_component_kwee_variable_Vmik,value_component_kwee_variable_Vmik_,value_component_MPF_variable_MPF,value_component_MPF_variable_alpha,value_component_parameters_variable_ks,value_component_parameters_variable_ki,value_component_parameters_variable_kir,value_component_parameters_variable_kad,value_component_parameters_variable_Puc1
0.0,1.0,0.03,0.0,0.0,0.0,0.15,0.0,0.5,0.7,0.2,0.2,0.2,0.0,0.5,0.7,0.2,0.2,0.2,0.0,0.1,0.5,0.0,0.2,0.2,2.0,0.25,2.0,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.0,0.04,3.0,4.0,0.01,0.01,1.0,0.005776,0.03,0.03,1.0,0.03,0.03,0.16,20.409999999999997,0.15,20.0,0.01,0.01,0.4,0.01002,0.01,0.93,0.002,0.2,1.0,0.1,0.5,200.0,1.0,0.1,0.013
0.1,0.9806654147976738,0.03,0.0013707097302481513,0.005731057571475418,0.000720654507432278,0.15,0.03656311925306546,0.5,0.2,0.2,0.2,0.2,0.04532990595092993,0.5,0.2,0.2,0.2,0.2,0.033491522485696305,0.1,0.0,0.0,0.2,0.2,2.0047642866244595,0.25,1.9714064561557327,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.2358393090805591,0.04,3.0,4.0,0.01,0.01,1.0005777668485307,0.005776,0.25876412980814234,0.03,1.0,0.06065911018047268,0.03,0.16,20.026199934794587,0.15,20.0,0.02425961650869553,0.01,0.4,0.016685903732523898,0.01,0.93,0.002,0.2,0.9808024857706986,0.1,0.0,200.0,1.0,0.1,0.013
0.2,0.9465415851836342,0.03,0.002880967025467587,0.00673095962664973,0.0007522224919371092,0.15,0.07212755372270299,0.5,0.2,0.2,0.2,0.2,0.05237661186335984,0.5,0.2,0.2,0.2,0.2,0.032083239546955016,0.1,0.0,0.0,0.2,0.2,2.0088251188821626,0.25,1.9570535195556726,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.44033962364878243,0.04,3.0,4.0,0.01,0.01,1.0011558675060466,0.005776,0.4571294349393189,0.03,1.0,0.08724415107434172,0.03,0.16,19.346894163275188,0.15,20.0,0.038129745951854165,0.01,0.4,0.016399342616295713,0.01,0.93,0.002,0.2,0.946829681886181,0.1,0.0,200.0,1.0,0.1,0.013
0.30000000000000004,0.8961954963923436,0.03,0.004165571549884067,0.007135910517384782,0.0007967110033658458,0.15,0.1038645585044751,0.5,0.2,0.2,0.2,0.2,0.058842145005280636,0.5,0.2,0.2,0.2,0.2,0.030726286514369604,0.1,0.0,0.0,0.2,0.2,2.0117967785803526,0.25,1.947717487835318,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.6495367762274893,0.04,3.0,4.0,0.01,0.01,1.001734302170968,0.005776,0.6600506729406647,0.03,1.0,0.11443978090957362,0.03,0.16,18.342691989511092,0.15,20.0,0.05050717781674529,0.01,0.4,0.016123453275639937,0.01,0.93,0.002,0.2,0.8966120535473321,0.1,0.0,200.0,1.0,0.1,0.013
0.4,0.8312841439490304,0.03,0.0051618544618933495,0.007587539944671765,0.0008614282612620499,0.15,0.13171452087421676,0.5,0.2,0.2,0.2,0.2,0.06509872101534833,0.5,0.2,0.2,0.2,0.2,0.02941936507888702,0.1,0.0,0.0,0.2,0.2,2.0133025735523002,0.25,1.9398237809442638,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.8651113018363179,0.04,3.0,4.0,0.01,0.01,1.0023130710362593,0.005776,0.8691579627812284,0.03,1.0,0.14246446923872133,0.03,0.16,17.04660798637382,0.15,20.0,0.06136866314094454,0.01,0.4,0.015857715523765085,0.01,0.93,0.002,0.2,0.8318003293952198,0.1,0.0,200.0,1.0,0.1,0.013
0.5,0.7569952210847068,0.03,0.005849096986287465,0.008190077461120012,0.0009494655194849198,0.15,0.15556829570591235,0.5,0.2,0.2,0.2,0.2,0.07145749446954326,0.5,0.2,0.2,0.2,0.2,0.028161170748896326,0.1,0.0,0.0,0.2,0.2,2.013042794904321,0.25,1.9314479410741796,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.9886781721127681,0.04,3.0,4.0,0.01,0.01,1.0028921742950108,0.005776,0.989017826949385,0.03,1.0,0.15852816237465986,0.03,0.16,15.562354580983417,0.15,20.0,0.07067163532530582,0.01,0.4,0.015601650680235607,0.01,0.93,0.002,0.2,0.7575801307833356,0.1,0.0,200.0,1.0,0.1,0.013
0.6000000000000001,0.6866534182110301,0.03,0.006316199963266372,0.008921597953625337,0.0010513369766830013,0.15,0.17561676656479427,0.5,0.2,0.2,0.2,0.2,0.0780895944697407,0.5,0.2,0.2,0.2,0.2,0.026950395713463176,0.1,0.0,0.0,0.2,0.2,2.0109678570159932,0.25,1.921702797629099,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.9907489991203403,0.04,3.0,4.0,0.01,0.01,1.0034716121404237,0.005776,0.9910265291467301,0.03,1.0,0.15879736988564425,0.03,0.16,14.156603383303647,0.15,20.0,0.07849053896026977,0.01,0.4,0.015354877418649545,0.01,0.93,0.002,0.2,0.6872850382073568,0.1,0.0,200.0,1.0,0.1,0.013
0.7000000000000001,0.6228790348151264,0.03,0.006617442878411601,0.009731517261409223,0.00116461532584274,0.15,0.1923268328121751,0.5,0.2,0.2,0.2,0.2,0.08503592419215081,0.5,0.2,0.2,0.2,0.2,0.025785731619971376,0.1,0.0,0.0,0.2,0.2,2.0072477699837843,0.25,1.9103816290548303,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.9921752635018947,0.04,3.0,4.0,0.01,0.01,1.0040513847658108,0.005776,0.9924100055968378,0.03,1.0,0.1589827842552463,0.03,0.16,12.881868942098464,0.15,20.0,0.08500746479674828,0.01,0.4,0.015117105462427371,0.01,0.93,0.002,0.2,0.6235407791029676,0.1,0.0,200.0,1.0,0.1,0.013
0.8,0.5650873288710385,0.03,0.00678270103378481,0.010609898005615072,0.0012904274203375825,0.15,0.20611266807908477,0.5,0.2,0.2,0.2,0.2,0.09231791508131022,0.5,0.2,0.2,0.2,0.2,0.02466587224722359,0.1,0.0,0.0,0.2,0.2,2.00205458141811,0.25,1.8974415634990875,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.993288018173981,0.04,3.0,4.0,0.01,0.01,1.004631492364598,0.005776,0.9934893776287617,0.03,1.0,0.15912744236261753,0.03,0.16,11.726516167503137,0.15,20.0,0.09038394055084306,0.01,0.4,0.014888058591442856,0.01,0.93,0.002,0.2,0.565765598974417,0.1,0.0,200.0,1.0,0.1,0.013
0.9,0.5127249560635814,0.03,0.006837627019791683,0.011557351348439776,0.001430134099008896,0.15,0.21732558208610875,0.5,0.2,0.2,0.2,0.2,0.09994967020209759,0.5,0.2,0.2,0.2,0.2,0.023589516063763093,0.1,0.0,0.0,0.2,0.2,1.9955444867822203,0.25,1.8829045787608492,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.9941795999099637,0.04,3.0,4.0,0.01,0.01,1.0052119351303213,0.005776,0.9943542119126648,0.03,1.0,0.1592433479882953,0.03,0.16,10.679529478445096,0.15,20.0,0.0947569770135824,0.01,0.4,0.014667466653289878,0.01,0.93,0.002,0.2,0.5134087187655605,0.1,0.0,200.0,1.0,0.1,0.013
1.0,0.46528160129862267,0.03,0.006804096556701056,0.012576539271671907,0.0015852792926145261,0.15,0.2262674545481873,0.5,0.2,0.2,0.2,0.2,0.10793963659387826,0.5,0.2,0.2,0.2,0.2,0.02255536866827017,0.1,0.0,0.0,0.2,0.2,1.9878589537634381,0.25,1.8668254375634166,0.001,1.0,0.25,0.25,0.0,0.1,0.1,0.9949059238480186,0.04,3.0,4.0,0.01,0.01,1.005792713256629,0.005776,0.995058746132578,0.03,1.0,0.15933777010024242,0.03,0.16,9.73074632453258,0.15,20.0,0.09824430727379305,0.01,0.4,0.014455064880664953,0.01,0.93,0.002,0.2,0.4659620109542928,0.1,0.0,200.0,1.0,0.1,0.013
