value_component_environment_variable_time,value_component_volume_i_variable_volume_i0,value_component_volume_i_variable_volume_i,value_component_volume_er_variable_gamma,value_component_volume_er_variable_volume_er,value_component_volumeCa_i_variable_volumeCa_i,value_component_Ca_i_variable_Ca_i,value_component_volumeCa_er_variable_volumeCa_er,value_component_Ca_er_variable_Ca_er,value_component_volume_iIP3_variable_volume_iIP3,value_component_IP3_variable_IP3,value_component_PIP2_variable_PIP2,value_component_PIP2_variable_PIP2_Total,value_component_IPX_variable_IPX,value_component_IPX_variable_PIP2_Total,value_component_J_ip3R_variable_J_ip3R,value_component_J_ip3R_variable_J_ip3R0,value_component_receptor_variable_ATP_e,value_component_receptor_variable_V_IP3,value_component_receptor_variable_MechanicalStimulation,value_component_receptor_variable_V_mech,value_component_receptor_variable_V_mech0,value_component_receptor_variable_C_1,value_component_receptor_variable_C_2,value_component_receptor_variable_C_3,value_component_receptor_variable_C_4,value_component_receptor_variable_V_ATP,value_component_receptor_variable_K_ATP,value_component_J_ip3P_variable_J_ip3P,value_component_J_ip3D_variable_J_ip3D,value_component_J_ip3D_variable_Beta_1,value_component_J_ip3D_variable_Beta_2,value_component_J_ip3D_variable_F_Ca,value_component_J_ip3D_variable_K_rc,value_component_J_ip3D_variable_K_IP3,value_component_Jipt_variable_Jipt,value_component_Jipt_variable_Pipt,value_component_Jipt_variable_Jipt0,value_component_Jryr_variable_Ka,value_component_Jryr_variable_Kb,value_component_Jryr_variable_Kc,value_component_Jryr_variable_Jryr,value_component_Jryr_variable_Jryr0,value_component_Jryr_variable_Pryr,value_component_Jryr_variable_W_inf,value_component_Jer_variable_Jer,value_component_Jer_variable_Jer0,value_component_Jserca_variable_Jserca,value_component_Jserca_variable_Vserca,value_component_Jserca_variable_Kserca,value_component_Jin_variable_Jin,value_component_Jin_variable_Vm,value_component_Jin_variable_V_Ca,value_component_Jin_variable_R,value_component_Jin_variable_T,value_component_Jin_variable_F,value_component_Jin_variable_z_Ca,value_component_Jin_variable_Ca_ext,value_component_Jin_variable_P_pm_1,value_component_Jin_variable_P_pm_2,value_component_Jin_variable_Iin_1,value_component_Jin_variable_Iin_2,value_component_Jin_variable_Jin_1,value_component_Jin_variable_Jin_2,value_component_Jpm_variable_Jpm,value_component_Jpm_variable_Vpm,value_component_Jpm_variable_Kpm,value_component_O_variable_O,value_component_O_variable_S,value_component_I1_variable_I1,value_component_I2_variable_I2,value_component_constants_variable_k1,value_component_constants_variable_k1_,value_component_constants_variable_k2,value_component_constants_variable_k3,value_component_constants_variable_k4,value_component_constants_variable_k5,value_component_constants_variable_alpha_1,value_component_constants_variable_beta_1,value_component_constants_variable_alpha_4,value_component_constants_variable_beta_4
0.0,1450.0,1450.0,4.9,295.91836734693874,75.8335890358239,0.05229902692125787,1199.73747802144,4.054285270555211,-3.28287434380887e-93,-2.264051271592324e-96,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,-1.79619336589485e-94,0.0,36.0,0.14845067094933304,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865057170015658,0.9932299416557909,20.310080186442317,0.0035,20.3083887105205,0.09,0.04,0.7852696332877509,-39.0,135.17641509831873,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.4811355373,0.0,0.7852696332877509,0.0,0.7872234597617658,0.072,0.6,-2.42013500345263e-89,1.0,2.24343309680416e-81,1.01276768045278e-40,0.011172478692294974,0.88,0.5,0.5,-1.3584307629553945e-95,0.02,40.0,0.8,0.06,0.01
0.1,1450.0,1450.0,4.9,295.91836734693874,75.8335628100773,0.052299008834536066,1199.737308934024,4.054284699156358,1.118420576708269e-93,7.713245356608751e-97,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,6.119327840663913e-95,0.0,36.0,0.1484506272315381,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865057354720671,0.9932299509539908,20.310077378383244,0.0035,20.308386388498676,0.09,0.04,0.7852696541124004,-39.0,135.17641971732172,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.4851540699,0.0,0.7852696541124004,0.0,0.7872229193721264,0.072,0.6,-2.131197874915114e-89,1.0,2.1375831127427607e-81,1.0107471419253205e-40,0.01117246710410599,0.88,0.5,0.5,4.62794721396525e-96,0.02,40.0,0.8,0.06,0.01
0.2,1450.0,1450.0,4.9,295.91836734693874,75.8335365919977,0.05229899075310186,1199.7371398961689,4.054284127924985,2.563909715399717e-93,1.7682135968273911e-96,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,1.4028170789210132e-94,0.0,36.0,0.1484505835265195,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865057539371499,0.9932299602494631,20.310074571147307,0.0035,20.308384067150126,0.09,0.04,0.7852696749309691,-39.0,135.17642433497596,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.4891714291,0.0,0.7852696749309691,0.0,0.7872223791406491,0.072,0.6,-1.876377836384236e-89,1.0,2.0367805640036833e-81,1.0087307143359303e-40,0.011172455519312778,0.88,0.5,0.5,1.0609281580964345e-95,0.02,40.0,0.8,0.06,0.01
0.30000000000000004,1450.0,1450.0,4.9,295.91836734693874,75.83351037892865,0.052298972675123206,1199.7369708907024,4.054283556803064,2.0781354208836916e-93,1.4331968419887528e-96,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,1.1370299535132311e-94,0.0,36.0,0.14845053982984885,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865057723986854,0.9932299695431493,20.3100717644493,0.0035,20.308381746240414,0.09,0.04,0.785269695745566,-39.0,135.1764289517493,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.49318802188,0.0,0.785269695745566,0.0,0.7872218390125969,0.072,0.6,-1.643853802938443e-89,1.0,1.939276593932217e-81,1.0067169733128758e-40,0.011172443936741543,0.88,0.5,0.5,8.599181051932517e-96,0.02,40.0,0.8,0.06,0.01
0.4,1450.0,1450.0,4.9,295.91836734693874,75.83348417482418,0.05229895460332702,1199.7368019431015,4.0542829858766884,2.3045366489481318e-93,1.5893356199642287e-96,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,1.2609022638384198e-94,0.0,36.0,0.1484504961481175,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865057908538881,0.9932299788336476,20.310068958712307,0.0035,20.3083794261199,0.09,0.04,0.785269716553052,-39.0,135.17643356694535,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.49720324244,0.0,0.785269716553052,0.0,0.7872212990694439,0.072,0.6,-1.4192586586105775e-89,1.0,1.844725991150895e-81,1.0047078964372897e-40,0.011172432358139417,0.88,0.5,0.5,9.536013719785372e-96,0.02,40.0,0.8,0.06,0.01
0.5,1450.0,1450.0,4.9,295.91836734693874,75.8334579904045,0.05229893654510655,1199.7366331224396,4.054282415379279,1.0410013754230468e-92,7.179319830503771e-96,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,5.695722910896312e-94,0.0,36.0,0.14845045249919583,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865058092952094,0.9932299881171577,20.310066155083426,0.0035,20.3083771077385,0.09,0.04,0.7852697373449142,-39.0,135.176438178676,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.5012154481,0.0,0.7852697373449142,0.0,0.787220759532082,0.072,0.6,-1.1636402315357796e-89,1.0,1.7521928174425024e-81,1.0027088453336163e-40,0.011172420788243237,0.88,0.5,0.5,4.3075918983022623e-95,0.02,40.0,0.8,0.06,0.01
0.6000000000000001,1450.0,1450.0,4.9,295.91836734693874,75.83343181265175,0.052298918491483964,1199.736464344839,4.054281845027388,1.769160700512658e-92,1.220110827939764e-95,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,9.679759747389667e-94,0.0,36.0,0.14845040886138336,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865058277318157,0.9932299973982943,20.310063352169713,0.0035,20.308374789942715,0.09,0.04,0.78526975813149,-39.0,135.17644278923404,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.50522663363,0.0,0.78526975813149,0.0,0.7872202201322748,0.072,0.6,-9.242991909606999e-90,1.0,1.6628136077402222e-81,1.000713309237184e-40,0.011172409221300902,0.88,0.5,0.5,7.320664967638583e-95,0.02,40.0,0.8,0.06,0.01
0.7000000000000001,1450.0,1450.0,4.9,295.91836734693874,75.83340564156596,0.05229890044245928,1199.7362956103,4.054281274821014,2.4149316401636545e-92,1.6654700966645895e-95,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,1.321301357016263e-93,0.0,36.0,0.1484503652346801,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.986505846163709,0.9932300066770582,20.310060549971165,0.0035,20.30837247273255,0.09,0.04,0.7852697789127787,-39.0,135.17644739861944,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.5092367989,0.0,0.7852697789127787,0.0,0.7872196808700227,0.072,0.6,-7.012355368853384e-90,1.0,1.5765883620440542e-81,9.987212881479927e-41,0.011172397657312419,0.88,0.5,0.5,9.992820579987537e-95,0.02,40.0,0.8,0.06,0.01
0.8,1450.0,1450.0,4.9,295.91836734693874,75.83337947714712,0.052298882398032494,1199.7361269188225,4.054280704760159,2.9783141943760285e-92,2.0540097892248472e-95,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,1.629548517565397e-93,0.0,36.0,0.14845032161908606,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865058645908881,0.9932300159534487,20.310057748487793,0.0035,20.30837015610801,0.09,0.04,0.7852697996887807,-39.0,135.17645200683222,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.51324594402,0.0,0.7852697996887807,0.0,0.787219141745325,0.072,0.6,-4.944492693096957e-90,1.0,1.4935170803539985e-81,9.967327820660425e-41,0.011172386096277772,0.88,0.5,0.5,1.2324058735349083e-94,0.02,40.0,0.8,0.06,0.01
0.9,1450.0,1450.0,4.9,295.91836734693874,75.83335331939521,0.0522988643582036,1199.7359582704064,4.054280134844822,3.459308363149781e-92,2.3857299056205388e-95,1.0,5.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,2.6,0.02,2.3,10.0,0.001,0.0001,0.0,1.8927175359897246e-93,0.0,36.0,0.1484502780146012,0.3,0.01,0.0,0.0,28.0,0.3722419,0.636005,0.0571428,0.0,0.0,0.9865058830133528,0.9932300252274661,20.310054947719593,0.0035,20.308367840069078,0.09,0.04,0.785269820459496,-39.0,135.17645661387238,8314.0,310.0,96485.0,2.0,1300.0,0.6,28.0,151533.51725406895,0.0,0.785269820459496,0.0,0.7872186027581822,0.072,0.6,-3.0394038823377135e-90,1.0,1.4135997626700551e-81,9.947477909913331e-41,0.011172374538196955,0.88,0.5,0.5,1.4314379433723232e-94,0.02,40.0,0.8,0.06,0.01
