data_generator_T,data_generator_V
0.0,-65.0
0.1,-64.729813
0.2,-64.460617
0.30000001,-64.192368
0.40000001,-63.925003
0.5,-63.658485
0.60000002,-63.392757
0.69999999,-63.127762
0.80000001,-62.863441
0.89999998,-62.599739
1.0,-62.336586
1.1,-62.073917
1.2,-61.811665
1.3,-61.549751
1.4,-61.288097
1.5,-61.026619
1.6,-60.765224
1.7,-60.503826
1.8,-60.242313
1.9,-59.980587
2.0,-59.718536
2.0999999,-59.456039
2.2,-59.192974
2.3,-58.929192
2.4000001,-58.664543
2.5,-58.398869
2.5999999,-58.131989
2.7,-57.863708
2.8,-57.593822
2.9000001,-57.322102
3.0,-57.048302
3.0999999,-56.772148
3.2,-56.493347
3.3,-56.211559
3.4000001,-55.92635
3.5,-55.635498
3.5999999,-55.337498
3.7,-55.031361
3.8,-54.715939
3.9000001,-54.389904
4.0,-54.051678
4.0999999,-53.699398
4.1999998,-53.330826
4.3000002,-52.943233
4.4000001,-52.533268
4.5,-52.096718
4.5999999,-51.628189
4.6999998,-51.120583
4.8000002,-50.564297
4.9000001,-49.94577
5.0,-49.244858
5.0999999,-48.566414
5.1999998,-47.74667
5.3000002,-46.708439
5.4000001,-45.275314
5.5,-42.843079
5.5999999,48.94746
5.6999998,40.708115
5.8000002,29.489922
5.9000001,18.375706
6.0,6.9546924
6.0999999,-6.394721
6.1999998,-78.881905
6.3000002,-82.200348
6.4000001,-78.866043
6.5,-75.386955
6.5999999,-72.044106
6.6999998,-68.854836
6.8000002,-65.81015
6.9000001,-62.897263
7.0,-60.102665
7.0999999,-57.412693
7.1999998,-54.816189
7.3000002,-52.318081
7.4000001,-49.876381
7.5,-47.394958
7.5999999,-44.650753
7.6999998,-40.833447
7.8000002,48.946487
7.9000001,34.134098
8.0,19.867046
8.1000004,7.2104225
8.1999998,-6.4367194
8.3000002,-70.13504
8.3999996,-80.065155
8.5,-76.314262
8.6000004,-71.707603
8.6999998,-67.178665
8.8000002,-62.853085
8.8999996,-58.742847
9.0,-54.836723
9.1000004,-51.15144
9.1999998,-47.609291
9.3000002,-43.92506
9.3999996,-38.749908
9.5,47.211662
9.6000004,27.955492
9.6999998,13.747856
9.8000002,0.88013792
9.8999996,-26.104782
10.0,-77.678841
10.1,-77.586754
10.2,-72.891357
10.3,-67.86483
10.4,-63.01115
10.5,-58.417095
10.6,-54.069527
10.7,-49.784473
10.8,-45.681576
10.9,-41.105835
11.0,25.745848
11.1,33.836758
11.2,17.981213
11.3,4.8028951
11.4,-10.512033
11.5,-71.676987
11.6,-78.25164
11.7,-74.038246
11.8,-68.899857
11.9,-63.862881
12.0,-59.101032
12.1,-54.642998
12.2,-50.531719
12.3,-46.674892
12.4,-42.684536
12.5,-36.118954
12.6,41.938271
12.7,23.207867
12.8,9.3495407
12.9,-3.9799495
13.0,-55.587223
13.1,-78.231567
13.2,-75.546051
13.3,-70.668419
13.4,-65.668739
13.5,-60.906281
13.6,-56.448105
13.7,-52.329193
13.8,-48.548256
13.9,-44.908978
14.0,-40.739586
14.1,19.022322
14.2,33.68166
14.3,17.628025
14.4,4.3821754
14.5,-11.343204
14.6,-71.860237
14.7,-77.924133
14.8,-73.65152
14.9,-68.786751
15.0,-64.040833
15.1,-59.56868
15.2,-55.402477
15.3,-51.585758
15.4,-48.080952
15.5,-44.682964
15.6,-40.740379
15.7,5.7848763
15.8,34.247074
15.9,18.037523
16.0,4.7545962
16.1,-10.619818
16.200001,-71.214302
16.299999,-78.149025
16.4,-74.305443
16.5,-69.602539
16.6,-64.985283
16.700001,-60.64315
16.799999,-56.604671
16.9,-52.88776
17.0,-49.502331
17.1,-46.321339
17.200001,-43.022385
17.299999,-38.232822
17.4,46.804817
17.5,26.957783
17.6,12.531805
17.700001,-0.50984025
17.799999,-35.744774
17.9,-77.780296
18.0,-77.397377
18.1,-73.054436
18.200001,-68.472214
18.299999,-64.112694
18.4,-60.052246
18.5,-56.289761
18.6,-52.837627
18.700001,-49.696102
18.799999,-46.752628
18.9,-43.755024
19.0,-39.870449
19.1,45.12067
19.200001,31.737041
19.299999,16.4228
19.4,3.3388214
19.5,-13.936851
19.6,-74.61673
19.700001,-78.606926
19.799999,-74.79184
19.9,-70.404762
20.0,-66.186897
20.1,-62.253616
20.200001,-58.612762
