data_set_value_component_environment_variable_time,data_set_value_component_Ado_variable_Ado,data_set_value_component_Met_variable_Met,data_set_value_component_Hcy_variable_Hcy,data_set_value_component_K_AHC_variable_K_AHC,data_set_value_component_AdoMet_variable_AdoMet,data_set_value_component_AdoHcy_variable_AdoHcy,data_set_value_component_V_MATI_variable_V_MATI,data_set_value_component_V_MATI_variable_V_MATImax,data_set_value_component_V_MATI_variable_Km_MATI,data_set_value_component_V_MATI_variable_Ki_MATI,data_set_value_component_V_MATIII_variable_V_MATIII,data_set_value_component_V_MATIII_variable_V_MATIIImax,data_set_value_component_V_MATIII_variable_Km1_MATIII,data_set_value_component_V_MATIII_variable_Km2_MATIII,data_set_value_component_V_MET_variable_V_MET,data_set_value_component_V_MET_variable_V_METmax,data_set_value_component_V_MET_variable_Km1_MET,data_set_value_component_V_MET_variable_Km2_MET_A,data_set_value_component_V_GNMT_variable_V_GNMT,data_set_value_component_V_GNMT_variable_V_GNMTmax,data_set_value_component_V_GNMT_variable_Km_GNMT,data_set_value_component_V_GNMT_variable_Ki_GNMT,data_set_value_component_V_D_variable_V_D,data_set_value_component_V_D_variable_alpha_d
0.0,1.0,45.0,0.30000000000000004,0.1,60.0,3.0,186.72337278106508,561.0,41.0,50.0,167.558066554035,22870.0,19100.23677979479,21.1,319.8123167155425,4544.0,17.5,10.0,0.44868957359893685,10600.0,4500.0,20.0,399.90000000000003,1333.0
0.1,1.0,45.0,0.2465308105961712,0.1,62.59772346929529,2.465308105961712,183.82709900233664,561.0,41.0,50.0,168.15628863781004,22870.0,19031.785484615724,21.1,328.3167119782573,4544.0,16.16327026490428,10.0,0.5064027252892912,10600.0,4500.0,20.0,328.62557052469623,1333.0
0.2,1.0,45.0,0.24813149177635793,0.1,64.71217310281405,2.481314917763579,181.53514409007892,561.0,41.0,50.0,168.65655046521042,22870.0,18974.916074853827,21.1,330.36962633666445,4544.0,16.20328729440895,10.0,0.5462204767557555,10600.0,4500.0,20.0,330.7592785378851,1333.0
0.30000000000000004,1.0,45.0,0.24940966882834067,0.1,66.47836595973051,2.4940966882834066,179.66403774569562,561.0,41.0,50.0,169.08338558753542,22870.0,18926.65981235754,21.1,332.0083526676787,4544.0,16.235241720708515,10.0,0.5807865236117118,10600.0,4500.0,20.0,332.4630885481781,1333.0
0.4,1.0,45.0,0.2504453717050694,0.1,67.96317659409188,2.504453717050694,178.120615027655,561.0,41.0,50.0,169.44841922658068,22870.0,18885.583437015426,21.1,333.3357092315085,4544.0,16.261134292626735,10.0,0.6107730776879469,10600.0,4500.0,20.0,333.8436804828575,1333.0
0.5,1.0,45.0,0.25129439967782535,0.1,69.21789087748985,2.512943996778253,176.83689479683346,561.0,41.0,50.0,169.7612314292154,22870.0,18850.5239683234,21.1,334.42336340745305,4544.0,16.282359991945633,10.0,0.6367774155351088,10600.0,4500.0,20.0,334.9754347705412,1333.0
0.6000000000000001,1.0,45.0,0.2519969152233779,0.1,70.28263401377896,2.519969152233779,175.76196252907818,561.0,41.0,50.0,170.02976408323576,22870.0,18820.53018031456,21.1,335.3229359289767,4544.0,16.299922880584447,10.0,0.6593246873714053,10600.0,4500.0,20.0,335.9118879927628,1333.0
0.7000000000000001,1.0,45.0,0.2525825869786822,0.1,71.18927784986468,2.525825869786822,174.85689113965518,561.0,41.0,50.0,170.26062919623735,22870.0,18794.819308320595,21.1,336.07259585598985,4544.0,16.314564674467054,10.0,0.6788730677934607,10600.0,4500.0,20.0,336.69258844258337,1333.0
0.8,1.0,45.0,0.2530739179116178,0.1,71.96352742859438,2.530739179116178,174.091330929183,561.0,41.0,50.0,170.4593726784797,22870.0,18772.741525457503,21.1,336.7012411051305,4544.0,16.326847947790444,10.0,0.6958219757706995,10600.0,4500.0,20.0,337.34753257618655,1333.0
0.9,1.0,45.0,0.2534882114967822,0.1,72.62629446055614,2.534882114967822,173.441307427879,561.0,41.0,50.0,170.63065427480248,22870.0,18753.755658093174,21.1,337.2311351015375,4544.0,16.337205287419554,10.0,0.7105177392294731,10600.0,4500.0,20.0,337.89978592521067,1333.0
1.0,1.0,45.0,0.25383905266433465,0.1,73.1947690348013,2.5383905266433464,172.88761835502535,561.0,41.0,50.0,170.77841022844194,22870.0,18737.40810903401,21.1,337.6797184636031,4544.0,16.345976316608365,10.0,0.7232607331176015,10600.0,4500.0,20.0,338.36745720155807,1333.0
