Time,M,MpY,MpT,Mpp,MEK,MKP3,MpY_MEK,MpT_MEK,M_MEK_Y,M_MEK_T,Mpp_MKP3,MpY_MKP3,MpT_MKP3_Y,MpT_MKP3_T,M_MKP3_T,M_MKP3_Y,k1,k_1,k2,k3,k_3,k4,k5,k_5,k6,k7,k_7,k8,h1,h_1,h2,h3,h_3,h4,h_4,h5,h6,h_6,h7,h_7,h8,h9,h_9,cell,reaction_0000001,reaction_0000002,reaction_0000003,reaction_0000004,reaction_0000005,reaction_0000006,reaction_0000007,reaction_0000008,reaction_0000009,reaction_0000010,reaction_0000011,reaction_0000012,reaction_0000013,reaction_0000014,reaction_0000015,reaction_0000017,reaction_0000019
0.1,611.1640431763021,1.178196352560426,0.08957298395501605,1.4135077968320439e-05,9.749156954665224,82.68266969323072,0.026033787125633423,0.0003866530799434773,14.39643789529471,155.82798470983434,1.5797156031721762e-06,0.04183168542042486,0.003215132525439953,0.003168351089589774,6.56188833423199,10.707225223786304,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,15.395233014573108,15.548152926918288,0.26112674198750857,0.00018223650987943396,142.08872438884381,1.2466238776786747,0.00397965231743233,0.0001739938859745648,5.1012953620249395e-05,1.4533383549184022e-07,-0.07084620193245651,0.001584175544794887,0.07089298336830668,0.019660892147599685,-55.0216197846142,0.9323325131048043,-89.45980294725598
0.11,608.3857341909752,1.3212470243832688,0.10056360405918527,1.7311934726373316e-05,8.563931159293949,81.24363097205892,0.028605087456027044,0.00042407886111024457,14.375243347638339,157.0317963267504,2.1384931396424827e-06,0.05138933530291948,0.003958404002714132,0.0038945412655900192,7.105748861786589,11.59137574709019,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,11.675624381901752,15.525262815449407,0.2542716265749802,0.0002002356121921893,103.4768809686505,1.2562543706140032,0.0038820200503565366,0.00019083548749961005,6.115330649484056e-05,1.967413688471084e-07,-0.07774311937133281,0.0019472706327950096,0.07780698210845692,0.024152987592372156,-53.75911828289075,1.0220397214163326,-87.34664633450546
0.12,605.9960840273379,1.4630691990376934,0.11150316174983084,2.072987887427641e-05,7.734230212532594,79.83644690547224,0.031129736299362432,0.00046070134259573097,14.323387500034269,157.91079184979102,2.8000828981605937e-06,0.061769936268892524,0.004768702713860693,0.0046841554614615,7.637326501934905,12.455000998065808,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,9.11117860876912,15.46925850003701,0.25176311375621735,0.00021790815409553703,76.43486923824287,1.2632863347983283,0.0038512542693965213,0.00020731560416807895,7.167491143647616e-05,2.5760762663077464e-07,-0.08425145981446586,0.00234207773073075,0.08433600706686505,0.029031870046379485,-52.561821526943525,1.1062925280111535,-85.34133339754158
0.13,603.8869793031591,1.6034022063824265,0.12237686533066264,2.438147703979184e-05,7.153159573581047,78.4596231827687,0.03364877426242004,0.0004971555944110269,14.25081372925315,158.56188076730882,3.567866939573563e-06,0.0729152176396746,0.005642152717004509,0.005533048303964025,8.15720774391579,13.29907508678798,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,7.347685907563516,15.390878827593403,0.2530860218097157,0.0002355414198369403,57.42311560085784,1.2684950461384705,0.003879750634713313,0.0002237200174849621,8.25154006135892e-05,3.282437584407678e-07,-0.0903742746843177,0.0027665241519820123,0.0904833790973582,0.03427015229064706,-51.417299459240176,1.1851081115921764,-83.42347020184103
0.14,601.9830396202585,1.7420804966323298,0.13317638652193703,2.8265135575113406e-05,6.746383751397294,77.1119410171516,0.03619745226196063,0.0005339882466567028,14.164423009098124,159.0524617989958,4.444725432636978e-06,0.08476778373960477,0.0065749373439283314,0.0064371568116641424,8.665874458389593,14.124400201838242,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,6.141619976456207,15.297576849825974,0.25762113664070135,0.00025338216583372443,44.0079680565475,1.2724196943919666,0.003958306803850305,0.00024029471099551626,9.363635059631024e-05,4.0891473980260195e-07,-0.09611995927964158,0.0032185784058320712,0.09625773981190577,0.03984085835761424,-50.316823505553806,1.258584301294819,-81.57872913188406
0.15,600.2314629309509,1.8790060157514252,0.1438978118580289,3.2384043146176383e-05,6.462023769040495,75.7923753735636,0.038804767262544886,0.0005716506417883571,14.069017819256892,159.4295819937981,5.433247657233289e-06,0.09727176589895636,0.007563341849415429,0.007392542291833258,9.163734603196113,14.931656939952475,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,5.3245320826718725,15.194539244797445,0.2647497711363498,0.0002716333708378142,34.505917025489566,1.275436655950385,0.0040777047609091436,0.0002572427888047607,0.0001050176122839573,4.998587844654626e-07,-0.10150022786836617,0.003696271145916629,0.10167102742594834,0.04571772997250949,-49.25418400855958,1.3268715268512055,-79.79691105748118
0.16,598.5951050000866,2.0141285060550493,0.1545402238042831,3.6745162504104074e-05,6.263771302574675,74.50003917253413,0.04149376743256808,0.000610503626832015,13.967945710347841,159.72617871601793,6.535889370148762e-06,0.11037323677441399,0.008603779329350476,0.008395415349901243,9.651143186821171,15.721438673301714,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.779368492458243,15.08538136717567,0.2739072409655624,0.00029045637202797654,27.746963312042936,1.2778094297281435,0.004229519467961665,0.00027472663207440674,0.00011665233269791107,6.01301822053686e-07,-0.10652874794216233,0.004197707674950622,0.10673711192161156,0.05187542128397457,-48.224896334026376,1.3901532892217743,-78.0706443735263
0.17,597.0477289425075,2.1474314003145225,0.16510471544377178,4.135833923822781e-05,6.126161379943222,73.23414503666228,0.04428222711235003,0.0006508279061840679,13.863541220235915,159.96536434480214,7.755084501711973e-06,0.12402045906569989,0.009692805341701312,0.009442149516291982,10.128416654562029,16.49427513976757,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.424512474916083,14.972624517854788,0.28460555565475554,0.00030997558978645024,22.915172606717817,1.279722914758417,0.004406462750806683,0.00029287255778283057,0.00012854283313944157,7.134677741575015e-07,-0.11122022142875906,0.004721074758145991,0.1114708772541684,0.058289615760878946,-47.22566414041163,1.4486325672034654,-76.3945054357663
0.18,595.5707169717724,2.278921681301904,0.17559370397427337,4.623555217354644e-05,6.03129971495511,71.99397887764601,0.047183447611754664,0.0006928362586123931,13.757431846731249,160.1633921544431,9.093319846705329e-06,0.13816401974982395,0.010827124980541865,0.010529287288831101,10.595842836365046,17.25064876064994,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.20289563080606,14.85802639446975,0.29643804455927525,0.00033028413328228264,19.43988262092998,1.281307137235545,0.004602455025027341,0.0003117763163755769,0.0001406973416493318,8.365854258968902e-07,-0.1155897691691728,0.005264643644415551,0.11588760686088356,0.06493708928241726,-46.25401369566391,1.5025223741247644,-74.7644192855675
0.19,594.1507908432799,2.4086226032256377,0.1860104537583921,5.139030457904875e-05,5.96659366767085,70.77888162289807,0.05020705202752437,0.000736685631238928,13.650750203939799,160.3317123907304,1.0553180988659925e-05,0.15275688471073495,0.01200359488284948,0.011653541101338946,11.053687843951332,17.991005959274727,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.074531527495909,14.742810220254984,0.3090747572778499,0.0003514493641926706,16.9211049236267,1.282653699125843,0.004812558346338091,0.0003315085340575176,0.00015312749180777262,9.70892650956713e-07,-0.11965252398901842,0.005826770550669473,0.12000257777052896,0.07179573581404543,-45.30804418579274,1.552039256368705,-73.17725044994754
0.2,592.7784231866092,2.536568458774209,0.19635874497456446,5.6837142306025245e-05,5.923170736104131,69.58823649139649,0.05335971039567274,0.0007824881572608056,13.544281897462604,160.47840516788014,1.2137376451507209e-05,0.16775439920044427,0.013219221922928107,0.01281179099415418,11.502200888030663,18.71576507107892,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.011357148601768,14.627824449259613,0.3222534912327311,0.0003735179727697092,15.077985292763572,1.2838272413430412,0.005032843702796567,0.0003521196707673625,0.0001658464660614006,1.116638633538663e-06,-0.12342336590150992,0.00640589549707709,0.12383079683028385,0.0788445676242088,-44.386256333306925,1.5973988586575232,-71.6305220695213
0.21,591.4467254398628,2.6628008181318656,0.2066426439006771,6.259128116181702e-05,5.8947714249707275,68.42146006820626,0.05664576597088018,0.0008303206631110251,13.438569042134565,160.60918344626052,1.3848746043545494e-05,0.1831142519363128,0.014471159787038237,0.014001080192407414,11.94161767142939,19.4253219197026,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,3.99364724044249,14.513654565505332,0.33576928835692976,0.00039652036179616126,13.712979379510017,1.2848734675700841,0.00526023509911954,0.00037364429839996133,0.00017886766196485552,1.2740846360061854e-06,-0.1269167542933492,0.007000540096203707,0.12738683388798003,0.08606369841006702,-43.48743423812749,1.638812946537651,-70.1222222441205
0.22,590.150671399002,2.7873658458477286,0.21686634541875108,6.866832552954069e-05,5.87697622891259,67.27799602968196,0.060067755327908666,0.000880232558618951,13.33398253579371,160.728093247407,1.5690257963885632e-05,0.1987964148989441,0.01575670421016763,0.015218609381667476,12.372162788060558,20.120053763508775,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.007524800649991,14.400701138657208,0.34946431510533976,0.0004204742872953607,12.686980117030032,1.285824745979256,0.005492359225766783,0.000396104651378528,0.00019220377199147495,1.4435037326774781e-06,-0.1301466270503761,0.007609304690833738,0.13068472187887625,0.09343431500250372,-42.61056398025262,1.6764874682032018,-68.65067062224193
0.23,588.8865504047575,2.9103123796054273,0.22703406519186636,7.508405884670502e-05,5.866661265104263,66.1573106685099,0.06362683338586465,0.0009322522837689842,13.230772950408669,160.83800669881722,1.766499839264703e-05,0.21476306808946694,0.017073287454979803,0.016461730265951005,12.794051446255878,20.8003221344255,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.043216623593631,14.289234786441364,0.36321858928374967,0.0004453878337010526,11.901889041205777,1.2867040535905379,0.005727407496832407,0.0004195135276960429,0.00020586617493918935,1.625179852123527e-06,-0.13312634437735052,0.008230865132975503,0.13373790156637932,0.10093864200204945,-41.75477708562011,1.7106213343101986,-67.2144257357228
0.24,587.6515842281207,3.031690572722717,0.23714996743156908,8.185429222655405e-05,5.861616934596308,65.05888968797132,0.06732311087785231,0.0009863924257517713,13.129106177133103,160.94096738496677,1.9776156219307965e-05,0.2309785150386558,0.018418472384763712,0.01772793876191229,13.207490715098789,21.466474894588387,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.0938362116364,14.179434671303753,0.3769421091603341,0.00047126177614496617,11.288456502728252,1.2875277390797342,0.00596401889992747,0.00044387659158829707,0.0002198645653611377,1.8194063721763327e-06,-0.13586866332160072,0.008863969380956144,0.13655919694445215,0.10855990206816822,-40.919311351086286,1.7414057103496425,-65.81222078262363
0.25,586.4436578424514,3.151550939137563,0.2472181173936576,8.899475729852568e-05,5.860280020285804,63.9822358734546,0.07115592027005041,0.0010426537510465456,13.029088463016617,161.03843294267625,2.2027004967126375e-05,0.2474090935088099,0.019789946389391345,0.019014868089182863,13.612680440432092,22.118847751121024,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.1545317923705944,14.071415540057947,0.3905683547684702,0.0004980914418903529,10.79776961119586,1.28830746354141,0.006201183219027064,0.00046919418797094554,0.0002342067549167538,2.0264844569756265e-06,-0.13838573260333253,0.009507434044591432,0.13916081090354102,0.11628227394914065,-40.1034835689468,1.7690236620422595,-64.44291891146408
0.26,585.2611267052586,3.2699436773451183,0.257242450429118,9.652103189651212e-05,5.861542005657936,62.9268673484071,0.07512402441662899,0.0011010283690247474,12.930784319887675,161.13144862166854,2.4420883489467854e-05,0.26402308454030304,0.021185515338699595,0.020320281930070357,14.009813940176263,22.757765408724126,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.221879072420151,13.965247065478689,0.40404878110572084,0.000525868170916403,10.395185301409725,1.2890515889733483,0.006438158775118524,0.0004954627660611363,0.0002488985941822756,2.2467212810310425e-06,-0.14068910020662337,0.010160140965035178,0.1415543336152526,0.12409084973394242,-39.306670213942034,1.7936500356702845,-63.10548155462857
0.27,584.1026842867522,3.386918220710891,0.2672267540399437,0.00010444849289259454,5.864617423580215,61.89231628641606,0.0792257728275712,0.0011615020987219991,12.834228819722686,161.2207664817706,2.6961176268290408e-05,0.2807906214109565,0.02260309764872017,0.02164206774451779,14.399078526931351,23.383542438672173,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.293465077417618,13.860967125300501,0.4173487174079886,0.0005545804097929984,10.056172489632445,1.2897661318541649,0.0066744112902251945,0.0005226759444248996,0.00026394398583036693,2.4804282166827173e-06,-0.1427897301636049,0.010821033872258894,0.1437507600678073,0.13197159206314954,-38.528294134266226,1.8154515161136833,-61.798946601902415
0.28,582.9672676422599,3.50252293207026,0.27717465794897755,0.00011279228750993716,5.868950112064458,60.878127912502514,0.08345922217976325,0.001224056293166793,12.739436345391264,161.30693026407113,2.965129419080058e-05,0.29768360020129137,0.024040718544262693,0.022978230321298608,14.780655920403017,23.996483966733457,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.367592708403498,13.758591253022566,0.430444086687289,0.0005842145552583428,9.763360273876486,1.2904554421125691,0.006909564905988606,0.0005508253319250569,0.00027934495460501656,2.7279190655536535e-06,-0.1446980242629572,0.011489115160649304,0.14576051248592128,0.13991129209460693,-37.767815068005696,1.8345867905491748,-60.522412843646975
0.29,581.8539887709956,3.6168048962040977,0.2870896294088172,0.00012156731653392864,5.874145161487413,59.883859702437924,0.08782223117049578,0.0012886692764641266,12.646406939135595,161.39033699892983,3.249465629978563e-05,0.31467559299401243,0.025496504564359715,0.024326885610674722,15.15472258378312,24.596886235953654,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.443067025020881,13.658119494266444,0.4433186933565364,0.0006147556181934705,9.504402642634943,1.2911226959914386,0.007143361511060965,0.000579901174408857,0.00029510174944759836,2.989508379580278e-06,-0.14642384633106537,0.012163442805337361,0.14759346528475034,0.14789752870718584,-37.024722751747454,1.851206776759755,-59.27502866252562
0.3,580.7620876005876,3.729809800270604,0.29697497295280323,0.00013078822938224758,5.879922418037904,58.90908074400281,0.09231252788409224,0.0013553173599303774,12.555130635689505,161.47127910102836,3.54946726428745e-05,0.3317417637984644,0.026968678308227734,0.025686254833953794,15.521449997717994,25.185037066665945,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.519049456456436,13.559541086544666,0.4559622786066229,0.0006461876951886457,9.270521820431071,1.2917702328082268,0.0073756316453765635,0.0006098928119686698,0.00031121297378410473,3.265509883144454e-06,-0.14797654829801962,0.012843127416976897,0.14925897177229358,0.15591862898527825,-36.29853208286677,1.8654549030406755,-58.05598409140033
0.31,579.6908980638938,3.841581865352001,0.30683383258888974,0.00014046942537929223,5.886083030793441,57.953371200466854,0.0969277610294067,0.0014239756133586036,12.465590575982697,161.5499746565809,3.86547284997517e-05,0.348858787796102,0.0284555534429503,0.027054658889291594,15.881004894247667,25.761216250428678,0.005,1.0,1.08,0.025,1.0,0.007,0.05,1.0,0.008,0.005,1.0,0.45,0.045,1.0,0.092,1.0,0.01,0.01,1.0,0.5,0.086,0.0011,0.01,1.0,0.47,0.14,0.0018,1.0,4.594953215013783,13.462837822061314,0.4683689846968989,0.0006784943272058469,9.055463253383891,1.2923997972526473,0.007606271463015293,0.0006407890260113717,0.00032767572530975636,3.5562350219771565e-06,-0.14936499652590798,0.013527329444645797,0.1507658910795667,0.16396363026416794,-35.588779555826406,1.8774674106011617,-56.86450495959187
