FREP,Fus3,Fus3PP,Gbg,Kss1,Kss1PP,PREP,Ste11,Ste11P,Ste11Ubi,Ste12,Ste12Kss1,Ste12P,Ste12TeSte5,Ste12TeSte5Kss1,Ste12TeSte5P,Ste5,Ste5Ste11,Ste5Ste11Gbg,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Ste5Ste11GbgP,p,s,Time
0.0,217.0,0.0,53.0,54.4,0.0,0.0,13.3,0.0,0.0,0.07,35.9,0.0,0.25,13.7,0.0,42.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.524585210467339e-13,216.99996939222996,1.8110751189029834e-10,52.99992592178538,54.39282326849451,6.025170624884525e-07,2.0187352024403623e-15,13.299709572309528,3.323290914941826e-05,2.7655894435226687e-12,0.06602580467905686,35.90397419531995,1.0146484347689853e-12,0.25077993333308246,13.699220066290067,3.768408294371904e-10,42.2997428052159,5.600183116563936,3.579841851741291e-05,3.0523152332084466e-05,8.443656362766443e-08,7.650893648883317e-06,2.1164844219592042e-08,1.4871004490139657e-10,0.0,0.0,0.01
2.4027039218559277e-11,216.9998345660988,4.3002663540431845e-09,52.9997041775482,54.39319986519884,4.817797641657362e-06,6.633783568028389e-14,13.299355527454006,0.00013286299689909965,1.0122113367292065e-10,0.06600838220423057,35.903991617778914,1.686676120640505e-11,0.2512293789839976,13.698770614990991,6.024964903712042e-09,42.29948839034965,5.600215786996033,8.892386531686519e-05,0.00016446738437953028,9.6221650069326e-07,4.122526652958743e-05,2.4118818951501525e-07,2.5308875312249946e-09,0.0,0.0,0.02
1.819806530182076e-10,216.9995829652395,2.5769166069920784e-08,52.999335510220405,54.393382466581365,1.6252588191931667e-05,5.217268849836206e-13,13.298936743004017,0.00029878667268501435,7.321916343614407e-10,0.06600804384827473,35.90399195606235,8.939158220356688e-11,0.25148712837001413,13.698512841168341,3.046127525824936e-08,42.29923552894414,5.600099979811132,0.00014294161846816497,0.00041326153633098765,3.7474549586763986e-06,0.00010358820196474667,9.393354709205515e-07,1.1632407598215284e-08,0.0,0.0,0.03
7.646298709276286e-10,216.9992142973748,8.934769933689824e-08,52.998820672319205,54.39341564799644,3.850724370674851e-05,2.2823714954008743e-12,13.298452123289424,0.0005308994883366635,2.8175768763292693e-09,0.06600797348924432,35.903992026214574,2.962052957446791e-10,0.2516350340235982,13.698364869863731,9.611097517655004e-08,42.29898301995821,5.599837646721873,0.0001967594491988268,0.0007760319961671936,9.581281287959746e-06,0.00019452082134270454,2.401645665763582e-06,3.2487148547159765e-08,0.0,0.0,0.04
2.326260987996858e-09,216.9987290793775,2.3110825438643446e-07,52.9981604256439,54.393342663115476,7.517567422341009e-05,7.233896211916583e-12,13.297900599104343,0.0008290961183388958,7.78247075612405e-09,0.06600803990235482,35.90399195933989,7.577764951963788e-10,0.2517200358889978,13.69827972990804,2.341974448851517e-07,42.298729687433244,5.5994307226317614,0.0002503020966065202,0.0012510995045898721,1.9590009600198305e-05,0.0003136021780438606,4.91044446875097e-06,7.01228105505425e-08,0.0,0.0,0.05
5.769906984306374e-09,216.99812787802017,4.982572369591761e-07,52.99735554095435,54.393186970199594,0.00012984526648439855,1.8685647890814606e-11,13.297281127412772,0.0011932703407885957,1.754956950047377e-08,0.06600821165142358,35.903991786704246,1.6443403683535192e-09,0.2517690482451968,13.698230467108493,4.846319306389511e-07,42.29847438018485,5.5988811256320545,0.0003035618109447772,0.0018367412298643732,3.488249268091776e-05,0.00046040033686080994,8.743680090319532e-06,1.2949523265526056e-07,0.0,0.0,0.06
1.2428957667936016e-08,216.99741125957195,9.489506054906755e-07,52.996406797655915,54.39296053729773,0.00020609680519282728,4.1879707336889545e-11,13.296592691058564,0.0016233150192551955,3.453118125943922e-08,0.06600847052149215,35.903991526295975,3.1825457834728865e-09,0.2517974507519465,13.698201653307521,8.959083859571927e-07,42.29821597150217,5.598190757002419,0.00035653538633767626,0.0025312414263113725,5.65500510701116e-05,0.0006344850927137573,1.417490491279018e-05,2.154827645128307e-07,0.0,0.0,0.07
2.414803897547165e-08,216.99657978640525,1.652107586160717e-06,52.995314983485244,54.39266881652128,0.0003075043904932794,8.456638724425187e-11,13.295834298472402,0.0021191220850685665,6.162095689712583e-08,0.06600880916939189,35.90399118516862,5.662006164920499e-09,0.2518140683318602,13.698184406603485,1.5250003696790648e-06,42.29795335884494,5.59736150121523,0.00040921999383369584,0.003332894912741828,8.566657439483306e-05,0.0008354288471029136,2.1473300423056365e-05,3.3288628222164827e-07,0.0,0.0,0.08
4.3363605851604265e-08,216.99563401676915,2.687222045050453e-06,52.99408089419528,54.39231359092268,0.0004376353498424381,1.5765151017309243e-10,13.29500498337397,0.0026805825199455193,1.0218550192568155e-07,0.06600922534027424,35.90399076521796,9.441786311542769e-09,0.25182402971790074,13.698173532905903,2.4372580625134223e-06,42.297685463536205,5.596395225943653,0.00046161298056281624,0.004240007371148329,0.00012328863763525928,0.0010628066798173547,3.090370587130748e-05,4.864297038877312e-07,0.0,0.0,0.09
7.317898042023395e-08,216.99457450465349,4.144183861593486e-06,52.99270533326016,54.39189444099739,0.0006000501496947189,2.7587333468564724e-10,13.29410380448879,0.003307586340104977,1.600564352724137e-07,0.06600971845986285,35.903990266583754,1.4956399846985305e-08,0.2518302408397159,13.698166052646064,3.7063110541501193e-06,42.29741123047074,5.595293782073108,0.0005137117773730156,0.0052508955488649,0.00017045561375390034,0.0013161963933953557,4.2726645970830256e-05,6.807605055680891e-07,0.0,0.0,0.1
1.1743936122928812e-07,216.9934017997622,6.123097761122682e-06,52.99118911157871,54.39140968954328,0.0007983023026852333,4.58543296367707e-10,13.293129845259982,0.004000022580654669,2.3952233692297567e-07,0.06601029048561884,35.90398968679263,2.2721766704948145e-08,0.2518343280182116,13.69816025767942,5.41397112816594e-06,42.29712962781879,5.594059003716213,0.0005655139416895382,0.006363887349702745,0.00022818979028567762,0.0015951785298668423,5.719835950136549e-05,9.204502690637644e-07,0.0,0.0,0.11
1.8080662741786254e-07,216.99211644742883,8.734100090420777e-06,52.98953304717734,54.39085702077181,0.001035938269270008,7.303468047648696e-10,13.29208221355577,0.004757779280280986,3.4532060684824463e-07,0.06601094416394378,35.903989022494954,3.334111677238024e-08,0.2518372606111661,13.698155088739714,7.650132252193949e-06,42.29683964672592,5.592692708231149,0.0006170171270664456,0.007577321982112995,0.00029749648894564885,0.0018993364007437136,7.457082857506208e-05,1.2099952380808793e-06,0.0,0.0,0.12
2.688306811558582e-07,216.99071898856306,1.2097180821429656e-05,52.987737964924676,54.39023372182883,0.0013164973579648605,1.1221848769641965e-09,13.290960041384087,0.005580743466962677,4.826295591168631e-07,0.06601168258636125,35.90398826990308,4.75105742788053e-08,0.2518395934580931,13.698149893090815,1.0512673626960512e-05,42.29654030102084,5.591196696243411,0.0006682190861253499,0.008889550071789721,0.00037936418429701166,0.002228256108680094,9.509180757929165e-05,1.5538168717810594e-06,0.0,0.0,0.13
3.8801927454236273e-07,216.9892099596081,1.6342006608051427e-05,52.98580469625066,54.38953684206094,0.001643511622772237,1.6720621338832532e-09,13.289762484607905,0.006468801144262852,6.570605652928458e-07,0.0660125093809002,35.90398742459454,6.602458497229456e-08,0.25184162579482705,13.698144265708322,1.4107363269844768e-05,42.29623062692445,5.58957275167076,0.0007191176827930084,0.010298933761527504,0.00047476462371277313,0.002581526566570497,0.00011900485235661542,1.9562624056934897e-06,0.0,0.0,0.14
5.459064251442595e-07,216.9875898924792,2.1607744259183388e-05,52.98373407886949,54.3887633120724,0.0020205057567670094,2.4260302373244036e-09,13.288488722659968,0.0074218372782226694,8.74650219459456e-07,0.06601342823042464,35.90398648198841,8.978118793204454e-08,0.2518435213057725,13.698137929323275,1.8547761801004047e-05,42.29590968275882,5.587822641751924,0.0007697108778236782,0.011803846827280928,0.0005846529492319764,0.002958739521018373,0.00014654934975903016,2.4216054181034102e-06,0.0,0.0,0.15
7.511199156973773e-07,216.9858593145136,2.8042885238393745e-05,52.981526956505576,54.38791003055423,0.0024509969846464594,3.4391493010318816e-09,13.287137958258768,0.008439735784563808,1.1418525500245947e-06,0.06601444277994395,35.90398543743287,1.1978719806199565e-07,0.2518453951662565,13.698130647475345,2.395512665521489e-05,42.2955765486578,5.5859481170767,0.0008199967268855335,0.013402674781436459,0.0007099678196774458,0.003359489572821465,0.0001779605472305871,2.9540463988172775e-06,0.0,0.0,0.16
1.0134464621221425e-06,216.984018748428,3.580507230643881e-05,52.97918417862653,54.386973872811716,0.002938494951633308,4.776506050397662e-09,13.285709417126531,0.009522379516730194,1.4655313303105082e-06,0.06601555681016949,35.9039842860267,1.571631536032695e-07,0.2518473222445768,13.69812221640548,3.0458317163737157e-05,42.29523032628027,5.583950911620265,0.0008699733827378859,0.015093814965607088,0.0008516315340166989,0.00378337419521386,0.00021346958258993778,3.5577133234375205e-06,0.0,0.0,0.17
1.3438949357694027e-06,216.98206871227805,4.506092795533666e-05,52.97670660018232,54.38595168766341,0.0034865016095307973,6.5142777941098095e-09,13.284202347708915,0.010669650254631142,1.8529524717930184e-06,0.06601677418642235,35.90398302266553,2.0314806796903493e-07,0.2518493341205213,13.698112468130807,3.819370091206738e-05,42.2948701385258,5.5818327427810095,0.0009196390963157509,0.016875676638185327,0.0010105501557460426,0.0042299937512519205,0.00025330351397542306,4.236662232020377e-06,0.0,0.0,0.18
1.754758441516989e-06,216.98000971941303,5.598588375372363e-05,52.97409508134773,54.384840321822075,0.004098511100633867,8.740824868859327e-09,13.282616020895405,0.011881428693819217,2.311776459922231e-06,0.06601809870143947,35.90398164219451,2.5910406433237876e-07,0.2518514437966151,13.698101245826306,4.730506058007269e-05,42.29449512925141,5.579595311420673,0.0009689922093468852,0.018746681065095423,0.001187613638061835,0.004698951512056932,0.00029768534992567167,4.994877810357474e-06,0.0,0.0,0.19
2.25967511261336e-06,216.9778422784385,6.87640109279878e-05,52.971350487268964,54.383636626131945,0.004778009639301942,1.155781030943425e-08,13.280949729740954,0.013157594435124561,2.850050846903772e-06,0.06601953415705616,35.90398013932209,3.265208829352711e-07,0.25185365178500285,13.698088397832414,5.794349924493981e-05,42.294104462989935,5.577240301906728,0.0010180311543402055,0.0207052616008891,0.0013836959496443858,0.005189853672660554,0.0003468340795494189,5.836273975403643e-06,0.0,0.0,0.2
2.8736869142135475e-06,216.97556689317923,8.3587852726177e-05,52.9684736878163,54.38233746605446,0.005528475390704997,1.5081365215087727e-08,13.27920278918924,0.014498025975019114,3.4762028269999844e-06,0.06602108431524338,35.9039785086646,4.0702018759404177e-07,0.2518559566988193,13.698073767155334,7.026734848578067e-05,42.293697324670696,5.574769382158466,0.0010667544509266396,0.022749863766416845,0.0015996552015622263,0.0057023093674735915,0.00040096470287796337,6.764694463654256e-06,0.0,0.0,0.21
3.613297059680686e-06,216.9731840626485,0.00010065825815216869,52.965465557341105,54.38093973164609,0.006353378347916234,1.9443279878795677e-08,13.277374535797316,0.015902600696479065,4.199031875013552e-06,0.06602275295352782,35.90397674468677,5.023597350965672e-07,0.25185836512119375,13.698057181687059,8.444207913479662e-05,42.29327291934201,5.57218420369551,0.0011151607067515824,0.024878945318484273,0.0018363337748015527,0.006235930684145388,0.0004602882613081508,7.783913420617695e-06,0.0,0.0,0.22
4.496526269926852e-06,216.97069428101662,0.00012018421690997631,52.96232697443657,54.37944032732274,0.007256180206642599,2.4792216693502932e-08,13.275464327461526,0.017371194860257295,5.027702440344347e-06,0.06602454381912207,35.90397484174348,6.144374298187042e-07,0.2518608814639886,13.698038464438646,0.00010064020906777745,42.292830471895286,5.569486401688269,0.0011632486160024417,0.027090976318165125,0.002094558448222338,0.0067903326769681825,0.0005250118680944652,8.897635997311051e-06,0.0,0.0,0.23
5.542967147284214e-06,216.96809803758163,0.0001423826961563517,52.95905882170425,54.377836171829586,0.008240334237057827,3.129495995011757e-08,13.273471543145202,0.018903683596833924,5.971736724678135e-06,0.06602646063692232,35.90397279406792,7.452951913727815e-07,0.25186350791992723,13.698017433679189,0.00011904121189718082,42.29236922679156,5.566677595011715,0.001211016956310181,0.029384439194721567,0.00237514052740437,0.0073651333794162764,0.0005953387389704586,1.0109498946796705e-05,0.0,0.0,0.24
6.773837958649634e-06,216.96539581674213,0.0001674784778688081,52.95566198552254,54.37612419666345,0.009309285155047338,3.913767523443303e-08,13.271395582607035,0.020499940898575878,7.041007487941953e-06,0.0660285071152555,35.90397059576201,8.971227650283199e-07,0.25186624286917453,13.697993904618704,0.0001398314273004221,42.29188844778886,5.5637593863001635,0.0012584645875074842,0.03175782880619713,0.0026788759737133255,0.007959953816037115,0.0006714682227983265,1.1423071221581979e-05,0.0,0.0,0.25
8.212033230999658e-06,216.9625880979742,0.00019570399941826219,52.95213735582514,54.37430134723856,0.010466468988591176,4.852722614045258e-08,13.26923586613268,0.022159839613033153,8.245731002007815e-06,0.06603068695172506,35.903968240787094,1.0722612185253449e-06,0.2518690820221926,13.69796768835375,0.0001632039723619307,42.291387417673796,5.560733362007501,0.0013055904489877987,0.03420965249164262,0.0030065455346871993,0.00857441801259165,0.0007535958323931855,1.2841854575340183e-05,0.0,0.0,0.26
9.882174775685401e-06,216.95967535580937,0.00022729919378211495,52.948485825878194,54.372364588413085,0.011715312945176868,5.969247889158319e-08,13.266991834266104,0.023883251436079504,9.596459987629032e-06,0.06603300382825551,35.9039657229653,1.2732064831523963e-06,0.2518720239441992,13.697938586429812,0.00018935865452372893,42.29086543799281,5.557601092466617,0.001352393559459647,0.03673843012264398,0.0033589148741586063,0.009208153006100011,0.0008419132753036477,1.4369284165027108e-05,0.0,0.0,0.27
1.1810660063112973e-05,216.95665805981523,0.00026251133257754287,52.944708292065954,54.37031090061661,0.013059235274921883,7.2885648744313e-08,13.264662947543908,0.0256700469060005,1.1104076681176302e-05,0.06603546139781326,35.90396303598959,1.5026126345822573e-06,0.2518750661935574,13.69790639479107,0.00021850188325021658,42.290321828787114,5.554364131953242,0.0013988730144982033,0.03934269414881982,0.003736734703297832,0.00986078885359586,0.0009366084846934132,1.6008729158471388e-05,0.0,0.0,0.28
1.4025711793059724e-05,216.95353667457496,0.0003015948677914121,52.940805653672584,54.368137282976974,0.01450164513558033,8.838362811080454e-08,13.262248686228254,0.027520095397144503,1.2779785841501507e-05,0.06603806329832428,35.90396017340642,1.7632952926047597e-06,0.2518782084070661,13.697870900783117,0.0002508465818390289,42.289755928326,5.5510240187477775,0.0014450279853803858,0.042020989645904824,0.004140740911255976,0.010531958641379029,0.0010378656501803362,1.7763493336911974e-05,0.0,0.0,0.29
1.6557421326084282e-05,216.95031165967612,0.0003448112800762997,52.93677881268341,54.365840750843994,0.016045942448328687,1.0648940619147734e-07,13.259748550046853,0.029433265115746173,1.4635108058904906e-05,0.06604081316504529,35.90395712860056,2.0582344242529647e-06,0.25188144977331384,13.697831885767267,0.0002866120995647056,42.289167092849006,5.5475822752071915,0.0014908577178083754,0.044771874345889265,0.004571654697860412,0.011221298490463404,0.0011458652488908602,1.9636815707265537e-05,0.0,0.0,0.3
1.943779463280456e-05,216.94698346969443,0.00039242892449370826,52.93262867357822,54.363418335569236,0.017695517758013642,1.2753344196927488e-07,13.257162057930369,0.03140942309483331,1.668187294622478e-05,0.0660437145826916,35.903953894839944,2.39057740045037e-06,0.25188478888609556,13.697789125352516,0.0003260241261434904,42.28855469630469,5.544040407832493,0.0015363615292423322,0.04759391867581778,0.005030182705209431,0.011928447564054841,0.0012607840763679255,2.163187110952876e-05,0.0,0.0,0.31
2.270079720037091e-05,216.94355255418094,0.0004447228773392949,52.928356143128,54.360867084716986,0.019453752091430604,1.5187505636238504e-07,13.254488747750898,0.033448435189520315,1.8932212379941122e-05,0.06604677113639945,35.90395046522169,2.7636419450672435e-06,0.2518882238298562,13.697742389396865,0.0003693146047843815,42.28791813009093,5.5403999073380605,0.0015815388081292208,0.05048570579192363,0.005517017149725122,0.012653048073880546,0.0013827952775400006,2.3751770825116058e-05,0.0,0.0,0.32
2.638239436443308e-05,216.94001935765525,0.0005019747880871466,52.9239621302061,54.358184061942566,0.021324016809673906,1.7990387815151355e-07,13.251728176066226,0.03555016607387936,2.1398553976247332e-05,0.06604998643142578,35.903946832649964,3.1809186525274197e-06,0.2518917519842273,13.697691442286105,0.0004167216486992316,42.28725680280217,5.536662248728023,0.0016263890123176395,0.053445831601263254,0.006032835955334573,0.013394745284062908,0.0015120683777599564,2.599956318860194e-05,0.0,0.0,0.33
3.052059301762594e-05,216.9363843195959,0.0005644727299724421,52.91944754559525,54.35536634785358,0.02330967346242448,2.120412653133948e-07,13.248879917862645,0.0377144792373281,2.409361450421929e-05,0.06605336396641369,35.90394298995999,3.646073642074832e-06,0.2518953711079126,13.697636041934409,0.000468489456466536,42.28657013997503,5.532828891370295,0.0016709116668164011,0.05647290478798351,0.00657830288607472,0.014153187515935054,0.0016487693137680274,2.837823420086181e-05,0.0,0.0,0.34
3.5155481279049096e-05,216.9326478744355,0.0006325110528771281,52.914813301801026,54.35241103988504,0.02541407363928598,2.487417490708236e-07,13.245943566300413,0.03994123698171816,2.7030393404880416e-05,0.0660569072920886,35.90393892975694,4.1629510154739425e-06,0.25189907886196733,13.697575940345956,0.0005248682269705492,42.285857583836986,5.528901279073721,0.001715106363330706,0.059565546832424654,0.007154067679169322,0.01492802615125712,0.001793060464677055,3.089070813935347e-05,0.0,0.0,0.35
4.032926909142417e-05,216.92881045155312,0.0007063902351097502,52.91006031286236,54.349315253001464,0.027640558822552886,2.9049447061050314e-07,13.242918732457891,0.04223030041810978,3.022216625946431e-05,0.06606061996351138,35.90393464446113,4.7355754036108055e-06,0.2519028735739107,13.697510882934578,0.0005861140754657828,42.28511859305355,5.524880840163877,0.0017589727585127185,0.0627223920337579,0.007760766177974978,0.015718915636280355,0.0019451006829678775,3.3539848170778164e-05,0.0,0.0,0.36
4.608632144187013e-05,216.92487247527765,0.0007864167440010125,52.90518949418567,54.346076118551814,0.02999246023027133,3.3782467684489685e-07,13.239805045086047,0.044581529466030875,3.368247866148432e-05,0.06606450545745561,35.90393012638876,5.3681538352793685e-06,0.25190675321130507,13.697440609633555,0.0006524889500746789,42.284352642487875,5.52076898756936,0.0018025105721382866,0.0659420875123351,0.00839902046596469,0.01652551348153988,0.0021050453254126216,3.63284569654129e-05,0.0,0.0,0.37
5.2473201974166007e-05,216.92083436487647,0.0008729028841088646,52.9002017623457,54.34269078528999,0.03247309867287214,3.9129513139934637e-07,13.236602150348423,0.04699478284923336,3.742513952127612e-05,0.06606856723696547,35.90392536768452,6.065078560223877e-06,0.251910716245544,13.69736485411658,0.0007242605468551004,42.28355922294291,5.5165671188932786,0.0018457195859748982,0.06922329324022335,0.009069438999205622,0.017347480267520986,0.002273046284088581,3.9259277307753655e-05,0.0,0.0,0.38
5.953869600166476e-05,216.91669653457302,0.0009661666702618093,52.895098034952575,54.33915641823247,0.03508578438383569,4.515076784741468e-07,13.233309711590445,0.04946991809837649,4.14642155075957e-05,0.06607280878342889,35.90392036028863,6.830927988095069e-06,0.25191476037680116,13.697283345150705,0.0008017022318028626,42.28273784093874,5.512276616513644,0.0018885996422001656,0.07256468201533083,0.009772616741381785,0.018184479638709453,0.0024492520171203592,4.23349927099736e-05,0.0,0.0,0.39
6.733385992420858e-05,216.91245939352754,0.0010665316686595933,52.88987923043386,54.33547019952741,0.037833816883262976,5.191046165885028e-07,13.229927409070925,0.05200679154483726,4.5814024027155935e-05,0.06607723354469679,35.903915095985305,7.67047003992175e-06,0.2519188834923408,13.697195805726476,0.0008850929522080296,42.281888018444555,5.507898847646874,0.001931150641995972,0.07596493950808662,0.010509135295722918,0.01903617831252494,0.0026338075798054547,4.555822802395911e-05,0.0,0.0,0.4
7.591203619640129e-05,216.90812334586593,0.0011743268801712274,52.88454626792766,54.331629328255154,0.04072048479937463,5.94770292143585e-07,13.226454939743926,0.05460525832603912,5.048912813438471e-05,0.0660818449553062,35.90390956638235,8.588662375697687e-06,0.2519230833418176,13.697101953456855,0.0009747171623495962,42.28100929267083,5.5034351644585335,0.0019733725444331177,0.07942276421376139,0.011279563040137126,0.019902246068923456,0.002826854655056376,4.8931550053766095e-05,0.0,0.0,0.41
8.532890191236933e-05,216.90368879066145,0.0012898865821441843,52.879100067067256,54.327631020251424,0.04374906573057746,6.792324953911908e-07,13.222892016990867,0.05726517237957553,5.550432954409897e-05,0.06608664643960839,35.90390376290478,9.590655655541576e-06,0.2519273573375068,13.697001500865088,0.0010708647352128669,42.280101215802155,5.498886904128506,0.0020152653647345516,0.08293686749670252,0.01208445525971451,0.020782355758821102,0.003028531584619729,5.2457468167701705e-05,0.0,0.0,0.42
