Time,Ste5,Ste11,Ste5Ste11,Gbg,Ste5Ste11Gbg,Fus3,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Fus3PP,Ste5Ste11GbgP,Ste11Ubi,p,Kss1,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Kss1PP,Ste11P,Ste12Kss1,Ste12,Ste12P,s,PREP,Ste12TeSte5Kss1,Ste12TeSte5,Ste12TeSte5P,FREP,alpha,beta,alphaA,betaA,alphat,betat,alphas,betas,alphae,betae,k3,k4,k5,k6,k9,k10,k11,k12,k13,k17,k19,k20,k21,k22,k23,k25,k27,k31,k32,k33,k34,k8,k14,k15,k16,k26,k30,k7,k18,k1,k2,k24,k28,k29,alphastim,betastim,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
8.54,37.87022056233899,3.0864097147427616,0.9480567183034223,46.192838365959126,0.002042023179880458,192.29926402242714,0.5014708757020206,5.6292691069345615,18.569995994936217,0.02806074019121015,0.8986057189250828,0.0,19.3635939996444,0.05383651328099908,0.5924823747521929,49.12117200173059,6.9210913902546105,33.253165315411785,0.1683375441176985,2.5484971404705448,0.0,1.8941555828131735,4.262584479768141,0.19876242683009387,9.380906576498727,8.590196788190168,0.9860182168466617,0.34753644777209947,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1688301664305416,0.4318112049805948,0.39267955460774845,0.5014708757020206,5.6292691069345615,5.396059686694253,0.2806074019121015,0.08986057189250829,0.03954090779306802,0.05383651328099908,0.5924823747521929,0.5433567803920973,1.0726398686309981,0.6921091390254611,15.141744002234859,14.033916873560162,33.253165315411785,32.59619859192341,3.2087168946526035,2.5484971404705448,4.262584479768141,3.8487549355219652,9.763443355802433,0.03691017470178646,9.380906576498727,1.856999599493622,0.9480567183034223,2.5484971404705448,1.8941555828131735,9.380906576498727,8.590196788190168
8.55,37.865207496564935,3.080405588458944,0.9459494541059844,46.19133190895021,0.002037935825170113,192.25995875021098,0.5003840658122046,5.631943971370811,18.60771321260595,0.028077982027293797,0.9005130959810962,0.0,19.36399846997784,0.05369387829076309,0.5925302577235313,49.138115318777004,6.924889387245661,33.24660015845367,0.1683047592321088,2.5550950823142533,0.0,1.9006992676584706,4.258461758323423,0.1987063325994237,9.384715967749298,8.598083494721728,0.9860879512810624,0.34786259800386077,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1664019678057613,0.43086782892628256,0.39181345768278314,0.5003840658122046,5.631943971370811,5.3982716663566706,0.28077982027293796,0.09005130959810963,0.0394625862005071,0.05369387829076309,0.5925302577235313,0.5437020010165824,1.0715578909069399,0.6924889387245661,15.153108171216372,14.057291108475319,33.24660015845367,32.59053100260544,3.214468478786238,2.5550950823142533,4.258461758323423,3.8477491204301484,9.764054685841739,0.036974704505387694,9.384715967749298,1.8607713212605952,0.9459494541059844,2.5550950823142533,1.9006992676584706,9.384715967749298,8.598083494721728
8.56,37.86019591358057,3.074419267609507,0.9438484066645263,46.189836593078205,0.0020338588874769864,192.22067778754126,0.4992994639038147,5.634603357639416,18.645419390915457,0.02809515525772542,0.9024202865490388,0.0,19.364471020279574,0.05355188507885623,0.5925796861544999,49.154939263842145,6.928672782387641,33.24004400286339,0.16827145841206975,2.5616845387245686,0.0,1.9072434520003199,4.2543701389180395,0.19865040476511273,9.388493445430562,8.605929471705675,0.9861573379135204,0.34818858520126805,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1639811579218282,0.4299271615678033,0.39094973387504095,0.4992994639038147,5.634603357639416,5.400469786186184,0.28095155257725424,0.09024202865490388,0.039384601485886156,0.05355188507885623,0.5925796861544999,0.5440478197984792,1.0704776951044728,0.6928672782387642,15.164497479053656,14.080638503477354,33.24004400286339,32.58487779960704,3.2202056467948634,2.5616845387245686,4.2543701389180395,3.8467600062408325,9.764648580966774,0.03703920109020638,9.388493445430562,1.8645419390915459,0.9438484066645263,2.5616845387245686,1.9072434520003199,9.388493445430562,8.605929471705675
8.57,37.85518580854995,3.068450708126994,0.9417535606236705,46.18835238445882,0.002029792353946313,192.18142123787126,0.49821707160516343,5.637247303956754,18.68311438656676,0.028112260032422908,0.9043272839722912,0.0,19.365011161197984,0.05341053062693949,0.5926306569659507,49.17164436881208,6.932441608065576,33.23349690195165,0.16823764620144277,2.568265451846932,0.0,1.9137880465404822,4.2503094784936355,0.1985946429805956,9.392239153280286,8.613734807417698,0.9862263784787055,0.34851440944581824,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.16156771700524,0.4289891970428685,0.3900883793991667,0.49821707160516343,5.637247303956754,5.40265408723964,0.2811226003242291,0.09043272839722913,0.039306951589084684,0.05341053062693949,0.5926306569659507,0.5443942292943696,1.069399286456482,0.6932441608065577,15.175911706204246,14.103959000062183,33.23349690195165,32.579238964246166,3.225928405192938,2.568265451846932,4.2503094784936355,3.8457874778733623,9.765225158193049,0.03710366431365855,9.392239153280286,1.8683114386566761,0.9417535606236705,2.568265451846932,1.9137880465404822,9.392239153280286,8.613734807417698
8.58,37.85017717666698,3.0624998659738956,0.9396649006429522,46.18687924928368,0.002025736211617741,192.14218920412918,0.4971368904909883,5.639875848576463,18.72079805680332,0.028129296501223935,0.9062340816164343,0.0,19.365618406360866,0.05326981192849186,0.5926831670075203,49.18823116372434,6.936195896679987,33.22695890831654,0.1682033271191416,2.5748377645643443,0.0,1.92033296233559,4.246279634345592,0.19853904689799926,9.39595323468523,8.62149959066562,0.9862950747026351,0.3488400708189675,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1591616253063084,0.4280539294852741,0.38922939045031185,0.4971368904909883,5.639875848576463,5.404824610517219,0.2812929650122393,0.09062340816164344,0.039229634466136254,0.05326981192849186,0.5926831670075203,0.5447412220820845,1.0683226701294122,0.6936195896679987,15.187350633829341,14.127252540246864,33.22695890831654,32.573614476695866,3.231636760848318,2.5748377645643443,4.246279634345592,3.844831420989238,9.765784533844295,0.03716809403367648,9.39595323468523,1.8720798056803323,0.9396649006429522,2.5748377645643443,1.92033296233559,9.39595323468523,8.62149959066562
8.59,37.8451700128461,3.056566694884232,0.937582411184708,46.185417152824044,0.0020216904471035864,192.1029817928223,0.4960589219333015,5.642489032595325,18.758470252649012,0.028146264838050494,0.9081406726324003,0.0,19.366292150216367,0.05312972504255655,0.5927372123196059,49.20470026597391,6.93993568235851,33.22043010695405,0.1681685089583937,2.5814013840875885,0.0,1.9268780941905252,4.242280432539351,0.19848361572568782,9.39963586471937,8.629223918742907,0.9863634283027184,0.34916556940213095,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1567628622349684,0.4271213529191608,0.38837276315066305,0.4960589219333015,5.642489032595325,5.406981401719968,0.28146264838050494,0.09081406726324004,0.039152647835909604,0.05312972504255655,0.5927372123196059,0.5450887877910482,1.0672478504348424,0.6939935682358511,15.198813950795916,14.150519088895216,33.22043010695405,32.5680047495453,3.237330783503102,2.5814013840875885,4.242280432539351,3.8438916891749497,9.766326819489215,0.037232490012285326,9.39963586471937,1.8758470252649013,0.937582411184708,2.5814013840875885,1.9268780941905252,9.39963586471937,8.629223918742907
8.6,37.840164312494885,3.050651152008094,0.9355060770444398,46.18396606192,0.0020176550473972868,192.06379910378746,0.4949831674752321,5.645086892937763,18.796130835799463,0.028163165180522805,0.9100470505481141,0.0,19.367031973191327,0.05299026745801223,0.5927927899810598,49.22105215744581,6.943660996677154,33.213910532545576,0.16813319454368172,2.5879562729107737,0.0,1.9334233621621035,4.2383117468325375,0.1984283493336662,9.403287170086163,8.636907877526575,0.9864314409877991,0.3494909052766835,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1543714085208807,0.4261914615237848,0.3875184936840553,0.4949831674752321,5.645086892937763,5.409124499358714,0.28163165180522803,0.09100470505481141,0.03907598981381412,0.05299026745801223,0.5927927899810598,0.5454369205174538,1.066174832798666,0.6943660996677155,15.21030148587218,14.17375857801519,33.213910532545576,32.56240954482282,3.2430104498642915,2.5879562729107737,4.2383117468325375,3.8429681859326914,9.766852132068262,0.03729685215607312,9.403287170086163,1.8796130835799465,0.9355060770444398,2.5879562729107737,1.9334233621621035,9.403287170086163,8.636907877526575
8.61,37.83516007095338,3.0447531938174164,0.9334358829662314,46.18252594317453,0.002013629999289115,192.02464123762968,0.49390962856038895,5.647669467443195,18.83377966636666,0.028179997673764532,0.9119532088391894,0.0,19.367837420268618,0.0528514363783019,0.592849896770519,49.23728734621401,6.947371871763449,33.207400229473535,0.1680973877112251,2.5945023828152682,0.0,1.939968681453733,4.234373441421375,0.19837324745156543,9.406907287196052,8.644551555901387,0.9864991144581977,0.3498160785239588,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1519872446462849,0.4252642494416537,0.3866665781988208,0.49390962856038895,5.647669467443195,5.411253943381873,0.28179997673764534,0.09119532088391895,0.03899965845080719,0.0528514363783019,0.592849896770519,0.5457856134490193,1.0651036223345076,0.694737187176345,15.221813039415146,14.196970947103178,33.207400229473535,32.55682875962867,3.248675756453879,2.5945023828152682,4.234373441421375,3.8420608051726353,9.767360586574343,0.03736118034204415,9.406907287196052,1.8833779666366661,0.9334358829662314,2.5945023828152682,1.939968681453733,9.406907287196052,8.644551555901387
8.62,37.830157283523846,3.03887277632463,0.9313718136633538,46.18109676304969,0.0020096152893986775,191.98550829532735,0.4928383065476351,5.650236794593549,18.871416603531394,0.028196762468066235,0.9138591409517596,0.0,19.368708012764376,0.05271322881281413,0.5929085292388379,49.25340635793273,6.951068340130485,33.20089924862886,0.16806109299047187,2.6010396583806976,0.0,1.9465139640226063,4.230465373993408,0.19831830971134073,9.410496359069876,8.652155044982429,0.9865664504057546,0.35014108922525045,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1496103509297952,0.4243397107889231,0.38581701281326647,0.4928383065476351,5.650236794593549,5.4133697747143055,0.28196762468066233,0.09138591409517596,0.03892365175834996,0.05271322881281413,0.5929085292388379,0.5461348591492483,1.0640342239192668,0.6951068340130485,15.233348392264842,14.22015614102898,33.20089924862886,32.55126238438491,3.254326713728205,2.6010396583806976,4.230465373993408,3.8411694343839327,9.767852296431023,0.03742547442670877,9.410496359069876,1.8871416603531395,0.9313718136633538,2.6010396583806976,1.9465139640226063,9.410496359069876,8.652155044982429
8.63,37.825155945537546,3.0330098555718084,0.9293138538642861,46.179678488082104,0.002005610904246094,191.94640037734627,0.49176920274376307,5.652788912904624,18.909041507005266,0.028213459713654774,0.9157648403536621,0.0,19.369643274731327,0.05257564178157589,0.5929686838700219,49.26940971654608,6.9547504343058995,33.19440764025415,0.16802431489052466,2.6075680448553595,0.0,1.9530591221758726,4.226587402562597,0.1982635357429496,9.41405452840549,8.659718436384251,0.9866334505138721,0.3504659374618111,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1472407077135596,0.4234178396784552,0.3849697936275922,0.49176920274376307,5.652788912904624,5.415472034227308,0.28213459713654776,0.09157648403536622,0.03884796776315817,0.05257564178157589,0.5929686838700219,0.5464846501994964,1.0629666423638862,0.69547504343059,15.244907325847977,14.243314105212793,33.19440764025415,32.5457104091059,3.259963332577886,2.6075680448553595,4.226587402562597,3.840293961727878,9.768327374370463,0.03748973426689056,9.41405452840549,1.8909041507005266,0.9293138538642861,2.6075680448553595,1.9530591221758726,9.41405452840549,8.659718436384251
8.64,37.82015605235473,3.027164387631424,0.9272619883128517,46.178271084883065,0.002001616830253339,191.9073175836407,0.49070231840385004,5.6553258609244095,18.94665423703097,0.028230089560687968,0.9176703005344249,0.0,19.37064273295395,0.052438672315355525,0.5930303570823675,49.28529794428372,6.958418186831073,33.18792545394467,0.16798705789987955,2.614087488155477,0.0,1.9596040685755969,4.222739385475156,0.19820892517437183,9.41758193757189,8.667241822211475,0.9867001164575563,0.35079062331485267,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.144878295363513,0.4224986302199789,0.38412491672418775,0.49070231840385004,5.6553258609244095,5.4175607627375655,0.28230089560687965,0.0917670300534425,0.038772604507105166,0.052438672315355525,0.5930303570823675,0.5468349791993795,1.0619008824137515,0.6958418186831073,15.256489622188877,14.26644478562234,33.18792545394467,32.540172823386165,3.265585624318912,2.614087488155477,4.222739385475156,3.839434276035559,9.768785932435154,0.03755395971972366,9.41758193757189,1.894665423703097,0.9272619883128517,2.614087488155477,1.9596040685755969,9.41758193757189,8.667241822211475
8.65,37.81515759936453,3.021336328607089,0.9252162017683505,46.17687452013862,0.0019976330537455713,191.86826001365432,0.4896376547316116,5.657847677231399,18.984254654382593,0.028246652159249267,0.9195755150052523,0.0,19.37170591694363,0.05230231745576554,0.5930935452295995,49.3010715616567,6.962071630260338,33.181452738649405,0.16794932648616545,2.6205979348644624,0.0,1.966148716243732,4.2189211814153955,0.19815447763163008,9.42107872860335,8.674725295049416,0.9867664499034591,0.35111514686554657,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.142523094269625,0.42158207652024654,0.3832823781679256,0.4896376547316116,5.657847677231399,5.419636001006088,0.2824665215924927,0.09195755150052523,0.038697560047125254,0.05230231745576554,0.5930935452295995,0.5471858387671775,1.0608369487490892,0.6962071630260338,15.268095063920331,14.289548128769976,33.181452738649405,32.53464961638748,3.271193600683673,2.6205979348644624,4.2189211814153955,3.8385902668055225,9.769228081979696,0.03761815064265025,9.42107872860335,1.8984254654382593,0.9252162017683505,2.6205979348644624,1.966148716243732,9.42107872860335,8.674725295049416
8.66,37.81016058198495,3.0155256346343102,0.9231764790056964,46.17548876060965,0.001993659560952474,191.82922776632137,0.4885752128797568,5.660354400432911,19.021842620365895,0.028263147659342392,0.9214804772990106,0.0,19.372832358933845,0.052166574255365555,0.5931582446020097,49.316731087453135,6.965710797160165,33.17498954267198,0.16791112509588305,2.627099332232169,0.0,1.9726929785670761,4.215132649411577,0.1981001927388101,9.424545043193547,8.682168947954692,0.9868324525099202,0.3514395081950239,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1401750848461536,0.420668172683193,0.3824421740064564,0.4885752128797568,5.660354400432911,5.4216977897371645,0.2826314765934239,0.09214804772990107,0.03862283245511793,0.052166574255365555,0.5931582446020097,0.5475372215402337,1.0597748459853693,0.6965710797160165,15.279723434294342,14.31262408170971,33.17498954267198,32.52914077682512,3.276787273811911,2.627099332232169,4.215132649411577,3.837761824201452,9.769653933672535,0.03768230689341797,9.424545043193547,1.9021842620365896,0.9231764790056964,2.627099332232169,1.9726929785670761,9.424545043193547,8.682168947954692
8.67,37.80516499566273,3.0097322618812368,0.9211428048155512,46.174113773131985,0.001989696338009588,191.79022094006757,0.4875149939503431,5.662846069163406,19.05941799681862,0.028279576210885993,0.9233851809702137,0.0,19.374021593875312,0.05203143977776523,0.5932244514275951,49.332277038734006,6.9693357201083685,33.16853591367174,0.16787245815414406,2.6335916281741523,0.0,1.9792367693022384,4.2113736488417475,0.19804607011808126,9.427981022689691,8.689572874445828,0.9868981259270083,0.3517637073843749,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1378342475318934,0.4197569128100912,0.3816043002705023,0.4875149939503431,5.662846069163406,5.423746169577304,0.2827957621088599,0.09233851809702137,0.0385484198178524,0.05203143977776523,0.5932244514275951,0.5478891201753479,1.0587145786737042,0.6969335720108369,15.291374517192747,14.33567259203429,33.16853591367174,32.52364629295317,3.282366656241609,2.6335916281741523,4.2113736488417475,3.8369488390498505,9.770063597497725,0.0377464283300776,9.427981022689691,1.9059417996818622,0.9211428048155512,2.6335916281741523,1.9792367693022384,9.427981022689691,8.689572874445828
8.68,37.800170835873374,3.003956166549409,0.9191151640044606,46.172749524616464,0.0019857433709596496,191.75123963281123,0.4864569989951302,5.665322722082803,19.096980646110755,0.0282959379637083,0.9252896195950087,0.0,19.375273159431163,0.05189691109772717,0.5932921618731961,49.34770993082883,6.972946431693301,33.16209189866469,0.1678333300644104,2.6400747712709256,0.0,1.9857800025806034,4.20764403943959,0.19799210938971668,9.43138680808667,8.696937168493886,0.9869634717965623,0.3520877445146494,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1355005627904295,0.41884829099970855,0.38076875297415014,0.4864569989951302,5.665322722082803,5.425781181114191,0.282959379637083,0.09252896195950087,0.03847432023687286,0.05189691109772717,0.5932921618731961,0.5482415273491668,1.057656151301254,0.6972946431693301,15.303048097137797,14.358693607872137,33.16209189866469,32.51816615254922,3.287931760899799,2.6400747712709256,4.20764403943959,3.8361512028377365,9.770457182756669,0.03781051481098063,9.43138680808667,1.9096980646110755,0.9191151640044606,2.6400747712709256,1.9857800025806034,9.43138680808667,8.696937168493886
8.69,37.79517809812101,2.9981973048745076,0.9170935413949882,46.17139598204904,0.0019818006457539266,191.71228394196433,0.48540122901593524,5.667784397874804,19.13453043114484,0.02831223306754179,0.9271937867711614,0.0,19.37658659597211,0.05176298530126978,0.5933613720456354,49.363030277331454,6.976542964513053,33.15565754402458,0.1677937452082332,2.6465487107672168,0.0,1.992322592913294,4.203943681300267,0.1979383101721138,9.43476254002116,8.70426192451306,0.9870284917522321,0.35241161966685663,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1331740111103843,0.4179423013484615,0.379935528115145,0.48540122901593524,5.667784397874804,5.427802864875644,0.2831223306754179,0.09271937867711615,0.03840053182840441,0.05176298530126978,0.5933613720456354,0.5485944357585686,1.0565995682916296,0.6976542964513053,15.314743959302588,14.381687077884374,33.15565754402458,32.512700342898114,3.2934826010933103,2.6465487107672168,4.203943681300267,3.8353688077103505,9.770834798069878,0.03787456619477697,9.43476254002116,1.913453043114484,0.9170935413949882,2.6465487107672168,1.992322592913294,9.43476254002116,8.70426192451306
8.7,37.7901867779384,2.992455633127104,0.9150779218258515,46.170053112490905,0.0019778681482535516,191.6733539644335,0.4843476849649875,5.670231135245201,19.17206721535625,0.02832846167201784,0.9290976761180425,0.0,19.37796144657161,0.05162965948577018,0.5934320779928554,49.37823859009578,6.980125351174647,33.14923289548381,0.16775370794499206,2.6530133965712297,0.0,1.9988644551961354,4.200272434886261,0.19788467208181457,9.438108358765769,8.711547237351306,0.9870931874195201,0.35273533292196535,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1308545730056718,0.4170389379505698,0.3791046216751816,0.4843476849649875,5.670231135245201,5.429811261328563,0.2832846167201784,0.09290976761180425,0.03832705272325931,0.05162965948577018,0.5934320779928554,0.5489478381210433,1.0555448340052997,0.6980125351174647,15.326461889521415,14.40465295126172,33.14923289548381,32.5072488507749,3.29901919049944,2.6530133965712297,4.200272434886261,3.834601546468868,9.771196551378706,0.0379385823404128,9.438108358765769,1.9172067215356252,0.9150779218258515,2.6530133965712297,1.9988644551961354,9.438108358765769,8.711547237351306
8.71,37.78519687088682,2.986731107613407,0.9130682901520564,46.168720883078485,0.0019739458642308613,191.63444979662094,0.4832963677452821,5.672662972920206,19.2095908627135,0.028344623926661365,0.9310012812766132,0.0,19.37939725700102,0.05149693076006717,0.5935042757050573,49.39333537923152,6.983693624293243,33.142817998134504,0.16771322261163416,2.6594687792538974,0.0,2.0054055047146213,4.1966301610332275,0.19783119473352584,9.44142440422317,8.718793202280938,0.9871575604158215,0.35305888436090405,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.1285422290157443,0.41613819489820936,0.3782760296201965,0.4832963677452821,5.672662972920206,5.431806410877888,0.28344623926661366,0.09310012812766133,0.038253881066744065,0.05149693076006717,0.5935042757050573,0.5493017271750668,1.0544919527399967,0.6983693624293243,15.338201674300041,14.427591177721446,33.142817998134504,32.501811662427045,3.3045415431565646,2.6594687792538974,4.1966301610332275,3.8338493125681254,9.771542549947103,0.03800256310712833,9.44142440422317,1.9209590862713501,0.9130682901520564,2.6594687792538974,2.0054055047146213,9.44142440422317,8.718793202280938
8.72,37.78020837255604,2.9810236846760167,0.9110646312450333,46.16739926102364,0.0019700337793707315,191.59557153442574,0.48224727821093627,5.675079949644756,19.247101237718514,0.028360719980885483,0.9329045959094098,0.0,19.38089357572479,0.051364796244564095,0.5935779611158386,49.40832115309992,6.987247816491327,33.136412896429476,0.16767229352241333,2.6659148100481387,0.0,2.0119456571488707,4.193016720955831,0.19777787774013988,9.444710815920219,8.725999914989249,0.9872216123504642,0.35338227406456035,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,1.126236959705847,0.41524006628166515,0.3774497479006601,0.48224727821093627,5.675079949644756,5.4337883538655625,0.28360719980885485,0.09329045959094098,0.03818101501856704,0.051364796244564095,0.5935779611158386,0.5496560956804731,1.0534409287311257,0.6987247816491328,15.349963100825864,14.450501707504227,33.136412896429476,32.49638876355582,3.310049673454666,2.6659148100481387,4.193016720955831,3.8331120001143604,9.771872900363363,0.03806650835445587,9.444710815920219,1.9247101237718516,0.9110646312450333,2.6659148100481387,2.0119456571488707,9.444710815920219,8.725999914989249
